Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame,Status,Starting
SP,Drew Rasmussen (43919821),Drew Rasmussen,43919821,P,9500,TB@DET 08/24/2026 06:40PM ET,TB,19.2,,P
SP,Troy Melton (43919974),Troy Melton,43919974,P,9500,TB@DET 08/24/2026 06:40PM ET,DET,19.7,,
RP,Ian Seymour (43919975),Ian Seymour,43919975,P,9500,TB@DET 08/24/2026 06:40PM ET,TB,8.6,,
SP,Cade Cavalli (43919822),Cade Cavalli,43919822,P,9000,COL@WSH 08/24/2026 06:45PM ET,WSH,17.6,,P
SP,Garrett Crochet (43919976),Garrett Crochet,43919976,P,9000,BOS@MIA 08/24/2026 06:40PM ET,BOS,13.8,IL,
SP,Connelly Early (43919977),Connelly Early,43919977,P,9000,COL@WSH 08/24/2026 06:45PM ET,WSH,16.2,IL,
SP,Ranger Suarez (43919823),Ranger Suarez,43919823,P,8500,BOS@MIA 08/24/2026 06:40PM ET,BOS,15.1,,P
SP,Max Meyer (43919978),Max Meyer,43919978,P,8500,BOS@MIA 08/24/2026 06:40PM ET,MIA,19.1,IL,
SP,Eury Perez (43919979),Eury Perez,43919979,P,8500,BOS@MIA 08/24/2026 06:40PM ET,MIA,17.8,,
SP,Sandy Alcantara (43919980),Sandy Alcantara,43919980,P,8500,BOS@MIA 08/24/2026 06:40PM ET,MIA,16.6,,P
SP,Payton Tolle (43919981),Payton Tolle,43919981,P,8500,BOS@MIA 08/24/2026 06:40PM ET,BOS,19.2,,
SP,Sonny Gray (43919982),Sonny Gray,43919982,P,8500,BOS@MIA 08/24/2026 06:40PM ET,BOS,18.2,,
RP,Griffin Jax (43919983),Griffin Jax,43919983,P,8500,TB@DET 08/24/2026 06:40PM ET,TB,9.9,IL,
RP,Nick Martinez (43919984),Nick Martinez,43919984,P,8500,TB@DET 08/24/2026 06:40PM ET,TB,14.6,,
SP,Framber Valdez (43919824),Framber Valdez,43919824,P,7500,TB@DET 08/24/2026 06:40PM ET,DET,12.3,,P
SP,Jake Bennett (43919985),Jake Bennett,43919985,P,7500,BOS@MIA 08/24/2026 06:40PM ET,BOS,15.8,,
SP,Shane McClanahan (43919986),Shane McClanahan,43919986,P,7500,TB@DET 08/24/2026 06:40PM ET,TB,14.9,,
RP,Joe Boyle (43919987),Joe Boyle,43919987,P,7500,TB@DET 08/24/2026 06:40PM ET,TB,12.4,,
SP,Reese Olson (43919988),Reese Olson,43919988,P,7500,TB@DET 08/24/2026 06:40PM ET,DET,0,IL,
SP,Justin Verlander (43919989),Justin Verlander,43919989,P,7500,TB@DET 08/24/2026 06:40PM ET,DET,-4.6,IL,
SP,Jack Flaherty (43919990),Jack Flaherty,43919990,P,7500,TB@DET 08/24/2026 06:40PM ET,DET,12.9,IL,
RP,Andrew Alvarez (43919991),Andrew Alvarez,43919991,P,6600,COL@WSH 08/24/2026 06:45PM ET,WSH,10.9,,
3B,Junior Caminero (43919827),Junior Caminero,43919827,3B,6500,TB@DET 08/24/2026 06:40PM ET,TB,9.1,,
SP,Robby Snelling (43919992),Robby Snelling,43919992,P,6500,BOS@MIA 08/24/2026 06:40PM ET,MIA,3.9,IL,
SP,Ryan Pepiot (43919993),Ryan Pepiot,43919993,P,6500,TB@DET 08/24/2026 06:40PM ET,TB,0,IL,
SP,Tanner Houck (43919994),Tanner Houck,43919994,P,6500,BOS@MIA 08/24/2026 06:40PM ET,BOS,0,IL,
SP,Kutter Crawford (43919995),Kutter Crawford,43919995,P,6500,BOS@MIA 08/24/2026 06:40PM ET,BOS,0,IL,
SP,Patrick Sandoval (43919996),Patrick Sandoval,43919996,P,6500,BOS@MIA 08/24/2026 06:40PM ET,BOS,11.6,,
SP,Brayan Bello (43919997),Brayan Bello,43919997,P,6500,BOS@MIA 08/24/2026 06:40PM ET,BOS,9.7,,
SP,Jackson Jobe (43919998),Jackson Jobe,43919998,P,6500,TB@DET 08/24/2026 06:40PM ET,DET,10.1,,
SP,Keider Montero (43919999),Keider Montero,43919999,P,6500,TB@DET 08/24/2026 06:40PM ET,DET,12.4,,
RP,Janson Junk (43920000),Janson Junk,43920000,P,6500,BOS@MIA 08/24/2026 06:40PM ET,MIA,11,,
SP,Tyler Wells (43920001),Tyler Wells,43920001,P,6500,TB@DET 08/24/2026 06:40PM ET,TB,4,,
RP,Mason Englert (43920002),Mason Englert,43920002,P,6500,TB@DET 08/24/2026 06:40PM ET,TB,5.5,,
SP,Freddy Peralta (43920003),Freddy Peralta,43920003,P,6500,TB@DET 08/24/2026 06:40PM ET,TB,11.7,,
SS,CJ Abrams (43919828),CJ Abrams,43919828,SS,6200,COL@WSH 08/24/2026 06:45PM ET,WSH,9.9,DTD,
OF,James Wood (43919919),James Wood,43919919,OF,6000,COL@WSH 08/24/2026 06:45PM ET,WSH,10.8,IL,
SP,Jackson Kent (43920004),Jackson Kent,43920004,P,6000,COL@WSH 08/24/2026 06:45PM ET,WSH,6.1,,
SP,Tomoyuki Sugano (43920005),Tomoyuki Sugano,43920005,P,6000,COL@WSH 08/24/2026 06:45PM ET,COL,9.9,,
SP,DJ Herz (43920006),DJ Herz,43920006,P,6000,COL@WSH 08/24/2026 06:45PM ET,WSH,0,IL,
