Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame,Status,Starting
SP,Tarik Skubal (43953109),Tarik Skubal,43953109,P,11000,LAD@DET 08/28/2026 06:40PM ET,LAD,22.3,,P
SP,Blake Snell (43953201),Blake Snell,43953201,P,10000,LAD@DET 08/28/2026 06:40PM ET,LAD,20.4,,
SP,Yoshinobu Yamamoto (43953202),Yoshinobu Yamamoto,43953202,P,10000,LAD@DET 08/28/2026 06:40PM ET,LAD,22.2,,
SP,Tyler Glasnow (43953203),Tyler Glasnow,43953203,P,10000,LAD@DET 08/28/2026 06:40PM ET,LAD,21.4,,
SP,Troy Melton (43953204),Troy Melton,43953204,P,9000,LAD@DET 08/28/2026 06:40PM ET,DET,19.3,,
SP,Eury Perez (43953110),Eury Perez,43953110,P,8500,MIA@WSH 08/28/2026 06:45PM ET,MIA,17.8,,P
SP,Max Meyer (43953205),Max Meyer,43953205,P,8500,MIA@WSH 08/28/2026 06:45PM ET,MIA,19.1,IL,
SP,Sandy Alcantara (43953206),Sandy Alcantara,43953206,P,8500,MIA@WSH 08/28/2026 06:45PM ET,MIA,16.8,,
SP,Cade Cavalli (43953207),Cade Cavalli,43953207,P,8300,MIA@WSH 08/28/2026 06:45PM ET,WSH,17.8,,
SP,Connelly Early (43953208),Connelly Early,43953208,P,8300,MIA@WSH 08/28/2026 06:45PM ET,WSH,16.2,IL,
SP,Kris Bubic (43953209),Kris Bubic,43953209,P,8000,LAD@DET 08/28/2026 06:40PM ET,LAD,15.9,IL,
SP,Roki Sasaki (43953210),Roki Sasaki,43953210,P,8000,LAD@DET 08/28/2026 06:40PM ET,LAD,13.1,IL,
SP,Justin Wrobleski (43953211),Justin Wrobleski,43953211,P,8000,LAD@DET 08/28/2026 06:40PM ET,LAD,16.3,IL,
SP,Reese Olson (43953212),Reese Olson,43953212,P,8000,LAD@DET 08/28/2026 06:40PM ET,DET,0,IL,
SP,Jack Flaherty (43953213),Jack Flaherty,43953213,P,8000,LAD@DET 08/28/2026 06:40PM ET,DET,12.9,IL,
RP,Andrew Alvarez (43953214),Andrew Alvarez,43953214,P,7300,MIA@WSH 08/28/2026 06:45PM ET,WSH,10.9,,
SP,Jake Irvin (43953215),Jake Irvin,43953215,P,7300,MIA@WSH 08/28/2026 06:45PM ET,WSH,10.6,,
SP,Justin Verlander (43953216),Justin Verlander,43953216,P,7000,LAD@DET 08/28/2026 06:40PM ET,DET,-4.6,IL,
RP,Framber Valdez (43953217),Framber Valdez,43953217,P,7000,LAD@DET 08/28/2026 06:40PM ET,DET,11.9,,
SP,Jackson Jobe (43953218),Jackson Jobe,43953218,P,7000,LAD@DET 08/28/2026 06:40PM ET,DET,10.5,,
SP,Emmet Sheehan (43953219),Emmet Sheehan,43953219,P,7000,LAD@DET 08/28/2026 06:40PM ET,LAD,12.8,,
RP,Eric Lauer (43953220),Eric Lauer,43953220,P,7000,LAD@DET 08/28/2026 06:40PM ET,LAD,10.2,,
SP,Keider Montero (43953221),Keider Montero,43953221,P,7000,LAD@DET 08/28/2026 06:40PM ET,DET,12.4,,
1B/OF,Shohei Ohtani (43953113),Shohei Ohtani,43953113,1B/OF,6500,LAD@DET 08/28/2026 06:40PM ET,LAD,9.6,,
RP,Janson Junk (43953222),Janson Junk,43953222,P,6500,MIA@WSH 08/28/2026 06:45PM ET,MIA,10.5,,
RP,Ryan Gusto (43953223),Ryan Gusto,43953223,P,6500,MIA@WSH 08/28/2026 06:45PM ET,MIA,8,,
SP,Robby Snelling (43953224),Robby Snelling,43953224,P,6500,MIA@WSH 08/28/2026 06:45PM ET,MIA,3.9,IL,
SS,CJ Abrams (43953115),CJ Abrams,43953115,SS,6300,MIA@WSH 08/28/2026 06:45PM ET,WSH,9.8,,
SP,Drew Anderson (43953111),Drew Anderson,43953111,P,6000,LAD@DET 08/28/2026 06:40PM ET,DET,5.5,,P
OF,James Wood (43953176),James Wood,43953176,OF,6000,MIA@WSH 08/28/2026 06:45PM ET,WSH,10.8,IL,
RP,Yilber Diaz (43953225),Yilber Diaz,43953225,P,6000,LAD@DET 08/28/2026 06:40PM ET,DET,-5.1,,
RP,Tyler Holton (43953226),Tyler Holton,43953226,P,6000,LAD@DET 08/28/2026 06:40PM ET,DET,2.6,,
RP,Brenan Hanifee (43953227),Brenan Hanifee,43953227,P,6000,LAD@DET 08/28/2026 06:40PM ET,DET,1.1,,
RP,Ty Madden (43953228),Ty Madden,43953228,P,6000,LAD@DET 08/28/2026 06:40PM ET,DET,6.8,,
RP,Sawyer Gipson-Long (43953229),Sawyer Gipson-Long,43953229,P,6000,LAD@DET 08/28/2026 06:40PM ET,DET,0,,
RP,Burch Smith (43953230),Burch Smith,43953230,P,6000,LAD@DET 08/28/2026 06:40PM ET,DET,3.9,IL,
1B,Freddie Freeman (43953116),Freddie Freeman,43953116,1B,5500,LAD@DET 08/28/2026 06:40PM ET,LAD,7.8,,
SP,Gavin Stone (43953231),Gavin Stone,43953231,P,5500,LAD@DET 08/28/2026 06:40PM ET,LAD,0,IL,
SP,Bobby Miller (43953232),Bobby Miller,43953232,P,5500,LAD@DET 08/28/2026 06:40PM ET,LAD,0,IL,
SP,Landon Knack (43953233),Landon Knack,43953233,P,5500,LAD@DET 08/28/2026 06:40PM ET,LAD,4.2,,
RP,Cade Gibson (43953234),Cade Gibson,43953234,P,5500,MIA@WSH 08/28/2026 06:45PM ET,MIA,2.1,,
RP,Pete Fairbanks (43953235),Pete Fairbanks,43953235,P,5500,MIA@WSH 08/28/2026 06:45PM ET,MIA,3,IL,
SP,Adam Mazur (43953236),Adam Mazur,43953236,P,5500,MIA@WSH 08/28/2026 06:45PM ET,MIA,0,IL,
RP,Tyler Phillips (43953237),Tyler Phillips,43953237,P,5500,MIA@WSH 08/28/2026 06:45PM ET,MIA,7.8,,
SP,Bradley Blalock (43953238),Bradley Blalock,43953238,P,5500,MIA@WSH 08/28/2026 06:45PM ET,MIA,0,,
RP,Dax Fulton (43953239),Dax Fulton,43953239,P,5500,MIA@WSH 08/28/2026 06:45PM ET,MIA,4.8,,
SP,Jackson Kent (43953112),Jackson Kent,43953112,P,5300,MIA@WSH 08/28/2026 06:45PM ET,WSH,6.1,,P
SP,Josiah Gray (43953240),Josiah Gray,43953240,P,5300,MIA@WSH 08/28/2026 06:45PM ET,WSH,0,IL,
SP,DJ Herz (43953241),DJ Herz,43953241,P,5300,MIA@WSH 08/28/2026 06:45PM ET,WSH,0,IL,
SP,Miles Mikolas (43953242),Miles Mikolas,43953242,P,5300,MIA@WSH 08/28/2026 06:45PM ET,WSH,5.6,,
SP,Mitchell Parker (43953243),Mitchell Parker,43953243,P,5300,MIA@WSH 08/28/2026 06:45PM ET,WSH,3.4,IL,
SP,Luis Perales (43953244),Luis Perales,43953244,P,5300,MIA@WSH 08/28/2026 06:45PM ET,WSH,-1.7,,
RP,Brad Lord (43953245),Brad Lord,43953245,P,5300,MIA@WSH 08/28/2026 06:45PM ET,WSH,5.7,,
RP,Max Kranick (43953246),Max Kranick,43953246,P,5300,MIA@WSH 08/28/2026 06:45PM ET,WSH,1,,
RP,Eddy Yean (43953247),Eddy Yean,43953247,P,5300,MIA@WSH 08/28/2026 06:45PM ET,WSH,3.7,,
RP,Paxton Schultz (43953248),Paxton Schultz,43953248,P,5300,MIA@WSH 08/28/2026 06:45PM ET,WSH,2.3,,
