Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame,Status,Starting
SP,Cristopher Sanchez (43971528),Cristopher Sanchez,43971528,P,12000,PHI@LAA 08/29/2026 10:07PM ET,PHI,22.6,,P
SP,Jesus Luzardo (43971568),Jesus Luzardo,43971568,P,10500,PHI@LAA 08/29/2026 10:07PM ET,PHI,21.8,,
SP,Zack Wheeler (43971471),Zack Wheeler,43971471,P,10400,PHI@LAA 08/29/2026 10:07PM ET,PHI,20,,
SP,Reid Detmers (43971602),Reid Detmers,43971602,P,8800,PHI@LAA 08/29/2026 10:07PM ET,LAA,18,,
SP,Corbin Burnes (43971541),Corbin Burnes,43971541,P,8700,ARI@SF 08/29/2026 10:05PM ET,ARI,0,IL,
RP,Walbert Urena (43971725),Walbert Urena,43971725,P,8700,PHI@LAA 08/29/2026 10:07PM ET,LAA,14.5,,
SP,Michael Soroka (43971545),Michael Soroka,43971545,P,8600,ARI@SF 08/29/2026 10:05PM ET,ARI,15.9,IL,
SP,Eduardo Rodriguez (43971479),Eduardo Rodriguez,43971479,P,8400,ARI@SF 08/29/2026 10:05PM ET,ARI,16.8,,
SP,Brandon Pfaadt (43971666),Brandon Pfaadt,43971666,P,8400,ARI@SF 08/29/2026 10:05PM ET,ARI,10.3,,
SP,Logan Webb (43971529),Logan Webb,43971529,P,8300,ARI@SF 08/29/2026 10:05PM ET,SF,15.6,,
SP,Trevor Rogers (43971593),Trevor Rogers,43971593,P,7800,BAL@ATH 08/29/2026 10:05PM ET,BAL,14,,
SP,Kyle Bradish (43971581),Kyle Bradish,43971581,P,7600,BAL@ATH 08/29/2026 10:05PM ET,BAL,13.9,,
RP,Landen Roupp (43971673),Landen Roupp,43971673,P,7600,ARI@SF 08/29/2026 10:05PM ET,SF,14.1,,
SP,Zach Eflin (43971495),Zach Eflin,43971495,P,7500,BAL@ATH 08/29/2026 10:05PM ET,BAL,16.7,IL,
SP,Shane Baz (43971592),Shane Baz,43971592,P,7500,BAL@ATH 08/29/2026 10:05PM ET,BAL,14.4,,P
SP,Brandon Young (43971685),Brandon Young,43971685,P,7500,BAL@ATH 08/29/2026 10:05PM ET,BAL,14.1,,
SP,Gage Jump (43971703),Gage Jump,43971703,P,7200,BAL@ATH 08/29/2026 10:05PM ET,ATH,14.4,,
RP,J.T. Ginn (43971616),J.T. Ginn,43971616,P,7100,BAL@ATH 08/29/2026 10:05PM ET,ATH,13.6,,
SP,Nestor Cortes (43971517),Nestor Cortes,43971517,P,6900,PHI@LAA 08/29/2026 10:07PM ET,PHI,0,IL,
SP,Grayson Rodriguez (43971615),Grayson Rodriguez,43971615,P,6900,PHI@LAA 08/29/2026 10:07PM ET,LAA,9.5,,
SP,George Klassen (43971766),George Klassen,43971766,P,6900,PHI@LAA 08/29/2026 10:07PM ET,LAA,11.3,,
RP,Aaron Nola (43971490),Aaron Nola,43971490,P,6800,PHI@LAA 08/29/2026 10:07PM ET,PHI,13.6,,
SP,Ryne Nelson (43971612),Ryne Nelson,43971612,P,6800,ARI@SF 08/29/2026 10:05PM ET,ARI,11.1,IL,
RP,Trevor McDonald (43971654),Trevor McDonald,43971654,P,6800,ARI@SF 08/29/2026 10:05PM ET,SF,10.1,IL,
SP,Blade Tidwell (43971735),Blade Tidwell,43971735,P,6800,ARI@SF 08/29/2026 10:05PM ET,SF,6.2,,
SP,Carson Whisenhunt (43971736),Carson Whisenhunt,43971736,P,6800,ARI@SF 08/29/2026 10:05PM ET,SF,6.8,IL,
RP,Caleb Kilian (43971611),Caleb Kilian,43971611,P,6700,PHI@LAA 08/29/2026 10:07PM ET,PHI,2.9,IL,
SP,Andrew Painter (43971696),Andrew Painter,43971696,P,6700,PHI@LAA 08/29/2026 10:07PM ET,PHI,9.3,,
