Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame,Status,Starting
SP,Jacob Misiorowski (43793638),Jacob Misiorowski,43793638,P,12600,MIN@MIL 08/09/2026 02:10PM ET,MIL,29.4,,P
SP,Logan Henderson (43793663),Logan Henderson,43793663,P,10400,MIN@MIL 08/09/2026 02:10PM ET,MIL,20.3,,
SP,Gavin Williams (43793499),Gavin Williams,43793499,P,9900,CLE@CWS 08/09/2026 02:10PM ET,CLE,22.3,,
RP,Kyle Harrison (43793629),Kyle Harrison,43793629,P,9800,MIN@MIL 08/09/2026 02:10PM ET,MIL,19.1,DTD,
SP,Brandon Woodruff (43793323),Brandon Woodruff,43793323,P,9400,MIN@MIL 08/09/2026 02:10PM ET,MIL,16.7,IL,
SP,Jacob deGrom (43793309),Jacob deGrom,43793309,P,9300,BAL@TEX 08/09/2026 02:35PM ET,TEX,18.4,,
SP,Nathan Eovaldi (43793294),Nathan Eovaldi,43793294,P,9200,BAL@TEX 08/09/2026 02:35PM ET,TEX,17.7,,
SP,Parker Messick (43793732),Parker Messick,43793732,P,9200,CLE@CWS 08/09/2026 02:10PM ET,CLE,19.6,,
RP,Shane Drohan (43793497),Shane Drohan,43793497,P,8900,MIN@MIL 08/09/2026 02:10PM ET,MIL,11.6,,
SP,Taj Bradley (43793538),Taj Bradley,43793538,P,8900,MIN@MIL 08/09/2026 02:10PM ET,MIN,18.2,,
SP,Joe Ryan (43793391),Joe Ryan,43793391,P,8800,MIN@MIL 08/09/2026 02:10PM ET,MIN,16.5,IL,
SP,Brandon Sproat (43793589),Brandon Sproat,43793589,P,8800,MIN@MIL 08/09/2026 02:10PM ET,MIL,10.9,,
SP,MacKenzie Gore (43793480),MacKenzie Gore,43793480,P,8700,BAL@TEX 08/09/2026 02:35PM ET,TEX,15.2,,
SP,Matthew Boyd (43793335),Matthew Boyd,43793335,P,8500,CHC@KC 08/09/2026 02:10PM ET,CHC,15.6,,P
SP,Foster Griffin (43793379),Foster Griffin,43793379,P,8400,CLE@CWS 08/09/2026 02:10PM ET,CLE,17.4,,
RP,Joey Cantillo (43793493),Joey Cantillo,43793493,P,8300,CLE@CWS 08/09/2026 02:10PM ET,CLE,14.5,,P
SP,Sean Burke (43793683),Sean Burke,43793683,P,8300,CLE@CWS 08/09/2026 02:10PM ET,CWS,18.5,,
SP,Dustin May (43793443),Dustin May,43793443,P,8100,MIN@MIL 08/09/2026 02:10PM ET,MIL,14,,
SP,Bailey Ober (43793451),Bailey Ober,43793451,P,8100,MIN@MIL 08/09/2026 02:10PM ET,MIN,12.2,,
RP,Ben Brown (43793500),Ben Brown,43793500,P,8100,CHC@KC 08/09/2026 02:10PM ET,CHC,11.6,IL,
SP,Tanner Bibee (43793609),Tanner Bibee,43793609,P,8100,CLE@CWS 08/09/2026 02:10PM ET,CLE,13.9,,
SP,Kevin Gausman (43793307),Kevin Gausman,43793307,P,8000,CHC@KC 08/09/2026 02:10PM ET,CHC,14.8,,
RP,Clay Holmes (43793324),Clay Holmes,43793324,P,8000,CHC@KC 08/09/2026 02:10PM ET,CHC,15.9,,
SP,Pablo Lopez (43793357),Pablo Lopez,43793357,P,8000,MIN@MIL 08/09/2026 02:10PM ET,MIN,0,IL,
SP,Trevor Rogers (43793483),Trevor Rogers,43793483,P,8000,BAL@TEX 08/09/2026 02:35PM ET,BAL,13.8,,
