Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame,Status,Starting
SP,Tyler Glasnow (43873232),Tyler Glasnow,43873232,P,10000,LAD@COL 08/19/2026 08:40PM ET,LAD,22.2,IL,
RP,Yoshinobu Yamamoto (43873311),Yoshinobu Yamamoto,43873311,P,10000,LAD@COL 08/19/2026 08:40PM ET,LAD,22.1,,
SP,Tarik Skubal (43873330),Tarik Skubal,43873330,P,10000,LAD@COL 08/19/2026 08:40PM ET,LAD,21.8,,
SP,Blake Snell (43873230),Blake Snell,43873230,P,9000,LAD@COL 08/19/2026 08:40PM ET,LAD,18.5,,
SP,Peter Lambert (43873276),Peter Lambert,43873276,P,9000,LAA@HOU 08/19/2026 08:10PM ET,HOU,17.3,,
SP,Hunter Brown (43873376),Hunter Brown,43873376,P,9000,LAA@HOU 08/19/2026 08:10PM ET,HOU,15.3,,
SP,Nathan Eovaldi (43873204),Nathan Eovaldi,43873204,P,8900,WSH@TEX 08/19/2026 08:05PM ET,TEX,17.7,IL,
SP,Jacob deGrom (43873219),Jacob deGrom,43873219,P,8900,WSH@TEX 08/19/2026 08:05PM ET,TEX,17.7,DTD,
SP,Reid Detmers (43873331),Reid Detmers,43873331,P,8400,LAA@HOU 08/19/2026 08:10PM ET,LAA,18.2,,
SP,Walbert Urena (43873458),Walbert Urena,43873458,P,8400,LAA@HOU 08/19/2026 08:10PM ET,LAA,14.9,,P
SP,Kris Bubic (43873318),Kris Bubic,43873318,P,8000,LAD@COL 08/19/2026 08:40PM ET,LAD,15.9,IL,
SP,Cade Cavalli (43873329),Cade Cavalli,43873329,P,8000,WSH@TEX 08/19/2026 08:05PM ET,WSH,16.9,,P
SP,Justin Wrobleski (43873367),Justin Wrobleski,43873367,P,8000,LAD@COL 08/19/2026 08:40PM ET,LAD,16.3,IL,
SP,Connelly Early (43873494),Connelly Early,43873494,P,8000,WSH@TEX 08/19/2026 08:05PM ET,WSH,16.2,IL,
RP,Jacob Latz (43873259),Jacob Latz,43873259,P,7900,WSH@TEX 08/19/2026 08:05PM ET,TEX,4.8,,
SP,MacKenzie Gore (43873319),MacKenzie Gore,43873319,P,7900,WSH@TEX 08/19/2026 08:05PM ET,TEX,15.5,,
RP,Yusei Kikuchi (43873218),Yusei Kikuchi,43873218,P,7400,LAA@HOU 08/19/2026 08:10PM ET,LAA,9.4,IL,
1B/OF,Shohei Ohtani (43873246),Shohei Ohtani,43873246,1B/OF,7200,LAD@COL 08/19/2026 08:40PM ET,LAD,9.8,,
SP,Cristian Javier (43873277),Cristian Javier,43873277,P,7000,LAA@HOU 08/19/2026 08:10PM ET,HOU,5.1,,
RP,Hayden Wesneski (43873304),Hayden Wesneski,43873304,P,7000,LAA@HOU 08/19/2026 08:10PM ET,HOU,12.6,,
SP,Tatsuya Imai (43873310),Tatsuya Imai,43873310,P,7000,LAA@HOU 08/19/2026 08:10PM ET,HOU,11.4,,
SP,Roki Sasaki (43873409),Roki Sasaki,43873409,P,7000,LAD@COL 08/19/2026 08:40PM ET,LAD,13.7,,P
SP,Emmet Sheehan (43873442),Emmet Sheehan,43873442,P,7000,LAD@COL 08/19/2026 08:40PM ET,LAD,12.8,,
RP,Cal Quantrill (43873254),Cal Quantrill,43873254,P,6900,WSH@TEX 08/19/2026 08:05PM ET,TEX,7.4,,
RP,Cody Bradford (43873343),Cody Bradford,43873343,P,6900,WSH@TEX 08/19/2026 08:05PM ET,TEX,10.2,,
SP,Kumar Rocker (43873370),Kumar Rocker,43873370,P,6900,WSH@TEX 08/19/2026 08:05PM ET,TEX,11.9,,P
SP,Jack Leiter (43873398),Jack Leiter,43873398,P,6900,WSH@TEX 08/19/2026 08:05PM ET,TEX,12.7,IL,
OF,Yordan Alvarez (43873309),Yordan Alvarez,43873309,OF,6700,LAA@HOU 08/19/2026 08:10PM ET,HOU,10.2,,
SP,Grayson Rodriguez (43873353),Grayson Rodriguez,43873353,P,6400,LAA@HOU 08/19/2026 08:10PM ET,LAA,7.8,,
RP,Sam Aldegheri (43873421),Sam Aldegheri,43873421,P,6400,LAA@HOU 08/19/2026 08:10PM ET,LAA,7.2,,
OF,James Wood (43873430),James Wood,43873430,OF,6400,WSH@TEX 08/19/2026 08:05PM ET,WSH,10.8,IL,
RP,Brett Kerry (43873441),Brett Kerry,43873441,P,6400,LAA@HOU 08/19/2026 08:10PM ET,LAA,11.7,,
SP,Caden Dana (43873466),Caden Dana,43873466,P,6400,LAA@HOU 08/19/2026 08:10PM ET,LAA,0,,
SP,George Klassen (43873492),George Klassen,43873492,P,6400,LAA@HOU 08/19/2026 08:10PM ET,LAA,11.8,,
RP,Mitch Farris (43873496),Mitch Farris,43873496,P,6400,LAA@HOU 08/19/2026 08:10PM ET,LAA,4.6,,
SS,CJ Abrams (43873377),CJ Abrams,43873377,SS,6300,WSH@TEX 08/19/2026 08:05PM ET,WSH,9.9,,
1B,Freddie Freeman (43873201),Freddie Freeman,43873201,1B,6200,LAD@COL 08/19/2026 08:40PM ET,LAD,8,,
SP,Miles Mikolas (43873211),Miles Mikolas,43873211,P,6000,WSH@TEX 08/19/2026 08:05PM ET,WSH,5.6,,
RP,Eric Lauer (43873251),Eric Lauer,43873251,P,6000,LAD@COL 08/19/2026 08:40PM ET,LAD,10.6,,
SP,Jake Irvin (43873281),Jake Irvin,43873281,P,6000,WSH@TEX 08/19/2026 08:05PM ET,WSH,10.5,,
SP,Ronel Blanco (43873306),Ronel Blanco,43873306,P,6000,LAA@HOU 08/19/2026 08:10PM ET,HOU,6.3,,
SP,Bobby Miller (43873334),Bobby Miller,43873334,P,6000,LAD@COL 08/19/2026 08:40PM ET,LAD,0,IL,
RP,Jason Alexander (43873337),Jason Alexander,43873337,P,6000,LAA@HOU 08/19/2026 08:10PM ET,HOU,4.3,,
SP,Mike Burrows (43873357),Mike Burrows,43873357,P,6000,LAA@HOU 08/19/2026 08:10PM ET,HOU,9,IL,
RP,Kai-Wei Teng (43873372),Kai-Wei Teng,43873372,P,6000,LAA@HOU 08/19/2026 08:10PM ET,HOU,7.2,,
SP,Brandon Walter (43873400),Brandon Walter,43873400,P,6000,LAA@HOU 08/19/2026 08:10PM ET,HOU,0,IL,
SP,Landon Knack (43873414),Landon Knack,43873414,P,6000,LAD@COL 08/19/2026 08:40PM ET,LAD,4.2,,
SP,Gavin Stone (43873418),Gavin Stone,43873418,P,6000,LAD@COL 08/19/2026 08:40PM ET,LAD,0,IL,
RP,Andrew Alvarez (43873445),Andrew Alvarez,43873445,P,6000,WSH@TEX 08/19/2026 08:05PM ET,WSH,10.6,,
RP,AJ Blubaugh (43873471),AJ Blubaugh,43873471,P,6000,LAA@HOU 08/19/2026 08:10PM ET,HOU,4.9,,
SP,Ethan Pecko (43873495),Ethan Pecko,43873495,P,6000,LAA@HOU 08/19/2026 08:10PM ET,HOU,0,,P
