Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,5217350577,djloyd16,0,169.55,1B Spencer Horwitz 2B Chase Meidroth 3B Eugenio Suarez C Tyler Stephenson OF Pete Crow-Armstrong OF Jarren Duran OF Brenton Doyle P Braxton Ashcraft P Cade Cavalli SS Elly De La Cruz,,Max Fried,P,54.26%,13.05
2,5217313110,impeccablycomingup,0,168.65,1B Sal Stewart 2B Chase Meidroth 3B Eugenio Suarez C Tyler Stephenson OF Wilyer Abreu OF Masataka Yoshida OF Hector Rodriguez P Payton Tolle P Max Fried SS Elly De La Cruz,,Payton Tolle,P,38.76%,27.6
3,5217287085,flatliners2134,0,155.85,1B Spencer Horwitz 2B Brandon Lowe 3B Caleb Durbin C Connor Wong OF Wilyer Abreu OF Bryan Reynolds OF Esmerlyn Valdez P Logan Gilbert P Braxton Ashcraft SS Jacob Gonzalez,,Pete Crow-Armstrong,OF,37.98%,0
4,5217301115,eharig09,0,153.85,1B Nathaniel Lowe 2B Chase Meidroth 3B Brendan Donovan C Tyler Stephenson OF Brenton Doyle OF Masataka Yoshida OF Randal Grichuk P Logan Gilbert P Braxton Ashcraft SS CJ Abrams,,Logan Gilbert,P,34.11%,28.5
5,5217272284,dulcmang,0,151.75,1B Willson Contreras 2B Matt McLain 3B Caleb Durbin C Tyler Stephenson OF Wilyer Abreu OF Ceddanne Rafaela OF Jarren Duran P Payton Tolle P Parker Messick SS Jacob Gonzalez,,Chase Meidroth,2B,34.11%,20
5,5217293286,Tokyobill,0,151.75,1B Spencer Horwitz 2B Chase Meidroth 3B Miguel Vargas C Edgar Quero OF Esmerlyn Valdez OF Jake Mangum OF Braden Montgomery P Payton Tolle P Parker Messick SS Jacob Gonzalez,,Parker Messick,P,31.01%,17.15
7,5217357340,tristarto,0,147.65,1B Sal Stewart 2B Chase Meidroth 3B Miguel Vargas C Tyler Stephenson OF Steven Kwan OF Masataka Yoshida OF Dane Myers P Payton Tolle P Max Fried SS Elly De La Cruz,,Wilyer Abreu,OF,29.46%,11
8,5217310493,Delusivee299,0,146.65,1B Sal Stewart 2B Matt McLain 3B Eugenio Suarez C Tyler Stephenson OF Wilyer Abreu OF JJ Bleday OF Masataka Yoshida P Payton Tolle P Max Fried SS Andruw Monasterio,,Elly De La Cruz,SS,23.26%,7
9,5217294543,sami_peja,0,145.75,1B Abimelec Ortiz 2B Chase Meidroth 3B Brady House C Tyler Stephenson OF Daylen Lile OF Julio Rodriguez OF Sam Antonacci P Payton Tolle P Parker Messick SS CJ Abrams,,Tyler Stephenson,C,22.48%,27
10,5217324715,CJSanterre,0,145.65,1B Vladimir Guerrero Jr. 2B Chase Meidroth 3B Caleb Durbin C Tyler Stephenson OF Wilyer Abreu OF Chase DeLauter OF Steven Kwan P Logan Gilbert P Parker Messick SS Otto Lopez,,Alex Bregman,3B,21.71%,0
11,5217344266,hutchs72,0,141.9,1B Sal Stewart 2B Xavier Edwards 3B Eugenio Suarez C Tyler Stephenson OF JJ Bleday OF Jarren Duran OF Griffin Conine P Kevin Gausman P Cade Cavalli SS Elly De La Cruz,,Michael Busch,1B,20.93%,3
