Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
31,5215590006,bartmeister,0,127.05,1B Tim Tawa 2B Ildemaro Vargas 3B Junior Caminero C Liam Hicks OF Brandon Nimmo OF Cedric Mullins OF Victor Mesa Jr. P Blake Snell P Nick Martinez SS Ezequiel Tovar,,Jeremy Pena,SS,9.59%,0
32,5215159269,JC1A,0,127,1B Jeff McNeil 2B Richie Palacios 3B Junior Caminero C Gabriel Moreno OF Cedric Mullins OF Chandler Simpson OF Wyatt Langford P Blake Snell P Walker Buehler SS Taylor Walls,,Jose Altuve,2B,9.00%,2
33,5215668648,ScuppersRevenge,0,126.399994,1B Joc Pederson 2B Ildemaro Vargas 3B Yandy Diaz C Liam Hicks OF Jake McCarthy OF Victor Mesa Jr. OF Cam Smith P Nick Martinez P Hunter Brown SS Mookie Betts,,Austin Wynns,C,8.75%,3
34,5215678290,jonjonlegend,0,126.05,1B Yandy Diaz 2B Jeff McNeil 3B Junior Caminero C Liam Hicks OF Jac Caglianone OF Jackson Chourio OF Chandler Simpson P Cody Bradford P Mitch Bratt SS Taylor Walls,,Brice Turang,2B,8.75%,7
35,5215563853,SeanyB231,0,125.6,1B Yandy Diaz 2B Jeff McNeil 3B Junior Caminero C Liam Hicks OF Carlos Cortes OF Lawrence Butler OF Zack Gelof P Blake Snell P Mitch Bratt SS Jacob Wilson,,Jake McCarthy,OF,8.66%,0
36,5215710956,Quinzon,0,125.399994,1B Jonathan Aranda 2B Ketel Marte 3B Nolan Arenado C Liam Hicks OF Lars Nootbaar OF Victor Mesa Jr. OF Chandler Simpson P Nick Martinez P Hunter Brown SS Taylor Walls,,Mookie Betts,SS,8.16%,26
37,5215657520,BuckeyeCity,0,124.85,1B Jonathan Aranda 2B Brice Turang 3B Junior Caminero C Liam Hicks OF Jihwan Bae OF Victor Mesa Jr. OF Chandler Simpson P Blake Snell P Ryan Johnson SS Zach Neto,,Yandy Diaz,1B,8.07%,18
38,5215700737,kylejay07,0,124.799995,1B Jonathan Aranda 2B Ketel Marte 3B Nolan Arenado C James McCann OF Victor Mesa Jr. OF Tim Tawa OF Chandler Simpson P Blake Snell P Kyle Harrison SS Taylor Walls,,Kyle Tucker,OF,7.91%,4
39,5215570374,stealthmodell,0,124.6,1B Freddie Freeman 2B Ketel Marte 3B Max Muncy C Hunter Feduccia OF Corbin Carroll OF Jackson Merrill OF Ryan Waldschmidt P Blake Snell P Mitch Bratt SS Mookie Betts,,Richie Palacios,2B,7.57%,12
40,5214902938,blitzburgh07,0,124.399994,1B Jonathan Aranda 2B Richie Palacios 3B Kyle Karros C Hunter Goodman OF Lars Nootbaar OF Corbin Carroll OF Chandler Simpson P Nick Martinez P Hunter Brown SS Taylor Walls,,Freddie Freeman,1B,7.32%,2
40,5215682891,jordanh415,0,124.399994,1B Jonathan Aranda 2B Richie Palacios 3B Junior Caminero C James McCann OF Mike Trout OF Lars Nootbaar OF Victor Mesa Jr. P Nick Martinez P Hunter Brown SS Taylor Walls,,Jeff McNeil,1B,7.06%,3
40,5215708671,suvracing,0,124.399994,1B Tim Tawa 2B Ketel Marte 3B Isaac Paredes C James McCann OF Mike Trout OF Jackson Merrill OF Jackson Chourio P Nick Martinez P Hunter Brown SS Taylor Walls,,Christian Walker,1B,6.90%,0
43,5215347377,jpallen1829,0,123.95,1B Jonathan Aranda 2B Jeff McNeil 3B Junior Caminero C Liam Hicks OF Lawrence Butler OF Zack Gelof OF Victor Mesa Jr. P Hunter Brown P Mitch Bratt SS Taylor Walls,,Jake Bauers,OF,6.48%,2
44,5215450858,cantfademe,0,123.85,1B Yandy Diaz 2B Jeff McNeil 3B Junior Caminero C Liam Hicks OF Cedric Mullins OF Carlos Cortes OF Victor Mesa Jr. P Blake Snell P Ryan Johnson SS Jacob Wilson,,Kyle Karros,3B,6.31%,16
45,5215756409,ozark-shark,0,123.5,1B Joc Pederson 2B Ketel Marte 3B Ezequiel Duran C Gabriel Moreno OF Mike Trout OF Luis Rengifo OF Jackson Chourio P Nick Martinez P Cody Bradford SS Willy Adames,,Mike Trout,OF,6.31%,9
46,5215747527,lenn221,0,123.25,1B Joc Pederson 2B Ketel Marte 3B Kyle Karros C Gabriel Moreno OF Jake McCarthy OF Lars Nootbaar OF Corbin Carroll P Michael Wacha P Hunter Brown SS Taylor Walls,,Zach Neto,SS,5.97%,17
47,5215737866,cmoehn13,0,122.95,1B Jonathan Aranda 2B Ketel Marte 3B Junior Caminero C James McCann OF Kyle Tucker OF Victor Mesa Jr. OF Chandler Simpson P Hunter Brown P Mitch Bratt SS Taylor Walls,,Hunter Goodman,C,5.89%,10
48,5215667508,toby2977,0,122.85,1B Freddie Freeman 2B Ildemaro Vargas 3B Manny Machado C William Contreras OF Mike Trout OF Luis Rengifo OF Kyle Tucker P Nick Martinez P Walker Buehler SS Mookie Betts,,Jihwan Bae,OF,5.80%,2
48,5215739424,nuge15,0,122.85,1B Jonathan Aranda 2B Jeff McNeil 3B Junior Caminero C Liam Hicks OF Lawrence Butler OF Victor Mesa Jr. OF Chandler Simpson P Blake Snell P Ryan Johnson SS Jacob Wilson,,Ezequiel Tovar,SS,5.72%,5
50,5215282462,buddybinks777,0,122.399994,1B Liam Hicks 2B Jeff McNeil 3B Junior Caminero C James McCann OF Brandon Nimmo OF Victor Mesa Jr. OF Chandler Simpson P Nick Martinez P Hunter Brown SS Mookie Betts,,Jake Bauers,1B,5.63%,2
51,5215723942,cjbryant821,0,122.05,1B Jonathan Aranda 2B Richie Palacios 3B Yandy Diaz C William Contreras OF Cedric Mullins OF Lars Nootbaar OF Garrett Mitchell P Blake Snell P Nick Martinez SS Taylor Walls,,Zack Gelof,3B,5.55%,5
52,5215112421,RTSV5,0,121.95,1B Joc Pederson 2B Ketel Marte 3B Nolan Arenado C William Contreras OF Kyle Tucker OF Andy Pages OF Corbin Carroll P Hunter Brown P Mitch Bratt SS Mookie Betts,,Evan Carter,OF,5.47%,0
53,5215525912,Mick462,0,121.6,1B Ty France 2B Jeff McNeil 3B Manny Machado C Gabriel Moreno OF Luis Rengifo OF Fernando Tatis Jr. OF Jackson Merrill P Blake Snell P Mitch Bratt SS Corey Seager,,Tim Tawa,OF,5.47%,16
54,5215637276,Ptrav11,0,121.549995,1B Christian Walker 2B Richie Palacios 3B Yandy Diaz C Liam Hicks OF Daulton Varsho OF Cam Smith OF Chandler Simpson P Blake Snell P Hunter Brown SS Taylor Walls,,Andy Pages,OF,5.21%,5
55,5215069782,OGTeddybongwater,0,121.5,1B Yandy Diaz 2B Richie Palacios 3B Zack Gelof C Gabriel Moreno OF Jackson Merrill OF Jackson Chourio OF Chandler Simpson P Nick Martinez P Cody Bradford SS Taylor Walls,,Salvador Perez,C,5.21%,7
56,5215664278,cuse9988,0,121.45,1B Jac Caglianone 2B Brice Turang 3B Junior Caminero C Salvador Perez OF Brandon Nimmo OF Jackson Chourio OF Cam Smith P Nick Martinez P Mitch Bratt SS Zach Neto,,Cedric Mullins,OF,5.13%,0
57,5215665048,Bggood63,0,120.95,1B Yandy Diaz 2B Jeff McNeil 3B Junior Caminero C Liam Hicks OF Brandon Nimmo OF Zack Gelof OF Chandler Simpson P Hunter Brown P Mitch Bratt SS Taylor Walls,,Bobby Witt Jr.,SS,5.13%,10
58,5215653028,ETlucky137,0,120.399994,1B Ty France 2B Ketel Marte 3B Nolan Arenado C James McCann OF Brandon Nimmo OF Fernando Tatis Jr. OF Lars Nootbaar P Nick Martinez P Hunter Brown SS Mookie Betts,,Shohei Ohtani,1B,4.96%,2
59,5215745824,southbank,0,120,1B Christian Walker 2B Jeff McNeil 3B Isaac Paredes C Gabriel Moreno OF Mike Trout OF Yordan Alvarez OF Jackson Merrill P Blake Snell P Walker Buehler SS Taylor Walls,,Willi Castro,2B,4.88%,2
60,5215252884,SigMonster42,0,119.85,1B Yandy Diaz 2B Vaughn Grissom 3B Ezequiel Duran C Yainer Diaz OF Shohei Ohtani OF Jose Siri OF Corbin Carroll P Nick Martinez P Walker Buehler SS Mookie Betts,,Christian Yelich,OF,4.71%,0
61,5215676063,Sheds4,0,119.549995,1B Jake Burger 2B Richie Palacios 3B Yandy Diaz C Liam Hicks OF Brandon Nimmo OF Evan Carter OF Chandler Simpson P Blake Snell P Hunter Brown SS Taylor Walls,,Yainer Diaz,C,4.71%,2
62,5215747234,patricklivings,0,119.45,1B Joc Pederson 2B Ketel Marte 3B Nolan Arenado C Liam Hicks OF Cedric Mullins OF Victor Mesa Jr. OF Chandler Simpson P Nick Martinez P Mitch Bratt SS Corey Seager,,Jacob Wilson,SS,4.71%,5
62,5215748449,jjperry2408,0,119.45,1B Jonathan Aranda 2B Oswald Peraza 3B Junior Caminero C Liam Hicks OF Mike Trout OF Victor Mesa Jr. OF Chandler Simpson P Nick Martinez P Mitch Bratt SS Zach Neto,,Nicky Lopez,SS,4.54%,0
64,5215587908,jsimene1210,0,119.35,1B Joc Pederson 2B Ketel Marte 3B Nolan Arenado C Liam Hicks OF Jose Siri OF Kyle Tucker OF Corbin Carroll P Walker Buehler P Hunter Brown SS Zach Neto,,Max Muncy,3B,4.54%,10
65,5215133459,eharig09,0,119.25,1B Joc Pederson 2B Richie Palacios 3B Junior Caminero C Liam Hicks OF Brandon Nimmo OF Evan Carter OF Wyatt Langford P Michael Wacha P Hunter Brown SS Taylor Walls,,Jake Burger,1B,4.46%,0
66,5215645911,jmann93,0,118.6,1B Jonathan Aranda 2B Ketel Marte 3B Nolan Arenado C Gabriel Moreno OF Shohei Ohtani OF Andy Pages OF Cam Smith P Blake Snell P Mitch Bratt SS Taylor Walls,,Jackson Merrill,OF,4.46%,12
67,5215166924,csurunnerccr,0,117.85,1B Jonathan Aranda 2B Richie Palacios 3B Junior Caminero C Ben Rortvedt OF Shohei Ohtani OF Kyle Tucker OF Chandler Simpson P Blake Snell P Ryan Johnson SS Mookie Betts,,Cole Carrigg,OF,4.21%,13
68,5215723182,dalton36233623,0,117.6,1B Jonathan Aranda 2B Ketel Marte 3B Junior Caminero C Liam Hicks OF Jihwan Bae OF Victor Mesa Jr. OF Chandler Simpson P Blake Snell P Mitch Bratt SS Corey Seager,,Jung Hoo Lee,OF,4.12%,0
69,5215662119,millermdm,0,117.549995,1B Jake Burger 2B Oswald Peraza 3B Junior Caminero C Austin Wynns OF Victor Mesa Jr. OF Chandler Simpson OF Wyatt Langford P Blake Snell P Hunter Brown SS Taylor Walls,,Ryan Waldschmidt,OF,4.12%,0
69,5215713991,cmiller0624,0,117.549995,1B Jake Burger 2B Oswald Peraza 3B Junior Caminero C Austin Wynns OF Victor Mesa Jr. OF Chandler Simpson OF Wyatt Langford P Blake Snell P Hunter Brown SS Taylor Walls,,Zack Gelof,OF,4.04%,5
69,5215749513,Breadman1975,0,117.549995,1B Jake Burger 2B Oswald Peraza 3B Junior Caminero C Austin Wynns OF Victor Mesa Jr. OF Chandler Simpson OF Wyatt Langford P Blake Snell P Hunter Brown SS Taylor Walls,,Ben Rortvedt,C,4.04%,0
69,5215753429,yerbey,0,117.549995,1B Jake Burger 2B Oswald Peraza 3B Junior Caminero C Austin Wynns OF Victor Mesa Jr. OF Chandler Simpson OF Wyatt Langford P Blake Snell P Hunter Brown SS Taylor Walls,,Michael Wacha,P,4.04%,14.8
73,5215741966,birdsflyinghigh21,0,116.85,1B Yandy Diaz 2B Ketel Marte 3B Junior Caminero C James McCann OF Brandon Nimmo OF Lars Nootbaar OF Chandler Simpson P Nick Martinez P Walker Buehler SS Corey Seager,,Fernando Tatis Jr.,OF,3.95%,18
74,5215137620,RAYVENZ52,0,116.6,1B Freddie Freeman 2B Ketel Marte 3B Isaac Paredes C Gabriel Moreno OF Lars Nootbaar OF Corbin Carroll OF Cam Smith P Blake Snell P Mitch Bratt SS Mookie Betts,,William Contreras,C,3.87%,2
75,5215696477,sportsfan882,0,116.05,1B Yandy Diaz 2B Ketel Marte 3B Nolan Arenado C Liam Hicks OF Kyle Tucker OF Victor Mesa Jr. OF Corbin Carroll P Cody Bradford P Mitch Bratt SS Jacob Wilson,,Nicky Lopez,2B,3.70%,0
76,5215712261,SKULLMAN888,0,116,1B Joc Pederson 2B Brice Turang 3B Kyle Karros C Hunter Goodman OF Chandler Simpson OF Cole Carrigg OF Ryan Waldschmidt P Cody Bradford P Hunter Brown SS Mookie Betts,,Walker Buehler,P,3.70%,21.9
77,5215732270,maccat33,0,115.95,1B Jonathan Aranda 2B Ildemaro Vargas 3B Junior Caminero C James McCann OF Victor Mesa Jr. OF Corbin Carroll OF Chandler Simpson P Hunter Brown P Mitch Bratt SS Taylor Walls,,Vaughn Grissom,2B,3.62%,7
78,5215726233,MonacoMarj,0,115.85,1B Jeff McNeil 2B Brice Turang 3B Nick Loftin C Liam Hicks OF Shohei Ohtani OF Jake McCarthy OF Fernando Tatis Jr. P Nick Martinez P Walker Buehler SS Taylor Walls,,Lawrence Butler,OF,3.53%,16
79,5215720886,Webedawgs,0,115.6,1B Nolan Schanuel 2B Vaughn Grissom 3B Junior Caminero C Moises Ballesteros OF Mike Trout OF Cedric Mullins OF Jackson Merrill P Blake Snell P Mitch Bratt SS Zach Neto,,Jac Caglianone,OF,3.45%,17
80,5215305950,squirrelpatroldk,0,114.95,1B Tim Tawa 2B Donovan Walton 3B Junior Caminero C Liam Hicks OF Mike Trout OF Cedric Mullins OF Chandler Simpson P Hunter Brown P Mitch Bratt SS Taylor Walls,,Jordan Beck,OF,3.45%,5
81,5215744190,neversummer,0,114.75,1B Rafael Devers 2B Jake Cronenworth 3B Manny Machado C Gabriel Moreno OF Fernando Tatis Jr. OF Henry Bolte OF Wyatt Langford P Nick Martinez P Michael Wacha SS Mookie Betts,,Nick Loftin,3B,3.28%,4
82,5215673562,kgcom21,0,114.7,1B Joc Pederson 2B Jeff McNeil 3B Yandy Diaz C James McCann OF Fernando Tatis Jr. OF Jac Caglianone OF Jackson Chourio P Michael Wacha P Walker Buehler SS Jeremy Pena,,Henry Bolte,OF,3.28%,3
83,5215137253,needlunchmoney,0,114.6,1B Shohei Ohtani 2B Ketel Marte 3B Zack Gelof C James McCann OF Lars Nootbaar OF Lawrence Butler OF Corbin Carroll P Blake Snell P Mitch Bratt SS Zach Neto,,Tim Tawa,1B,3.11%,16
84,5215650692,CrcblZay,0,114.549995,1B Joc Pederson 2B Vaughn Grissom 3B Max Muncy C Hunter Goodman OF Brandon Nimmo OF Jose Siri OF Jordan Beck P Blake Snell P Hunter Brown SS Zach Neto,,Garrett Mitchell,OF,3.03%,5
85,5215735879,IggyFurr63,0,114.45,1B Jonathan Aranda 2B Ketel Marte 3B Junior Caminero C Liam Hicks OF Jung Hoo Lee OF Corbin Carroll OF Victor Bericoto P Nick Martinez P Mitch Bratt SS Zach Neto,,Tomoyuki Sugano,P,2.94%,19.9
86,5215747241,Snow72,0,114.05,1B Jonathan Aranda 2B Jeff McNeil 3B Yandy Diaz C James McCann OF Jake Bauers OF Corbin Carroll OF Cam Smith P Blake Snell P Nick Martinez SS Zach Neto,,Victor Bericoto,OF,2.86%,0
87,5215360101,cachedinar,0,113.95,1B Yandy Diaz 2B Richie Palacios 3B Junior Caminero C Ben Rortvedt OF Shohei Ohtani OF Cedric Mullins OF Alex Call P Hunter Brown P Mitch Bratt SS Taylor Walls,,Willy Adames,SS,2.78%,13
88,5215445330,Skralph,0,113.75,1B Ty France 2B Michael Massey 3B Manny Machado C Jonah Heim OF Luis Rengifo OF Fernando Tatis Jr. OF Jackson Merrill P Michael Wacha P Carson Whisenhunt SS Willy Adames,,Oswald Peraza,2B,2.69%,0
89,5215552496,3thor3,0,113.7,1B Yandy Diaz 2B Ketel Marte 3B Manny Machado C Liam Hicks OF Jake Bauers OF Jackson Merrill OF Ryan Waldschmidt P Michael Wacha P Tomoyuki Sugano SS Willy Adames,,Carlos Cortes,OF,2.52%,9
90,5214952326,Keroppi613,0,113.65,1B Joc Pederson 2B Richie Palacios 3B Junior Caminero C Austin Wynns OF Brandon Nimmo OF Corbin Carroll OF Wyatt Langford P Blake Snell P Cody Bradford SS Corey Seager,,Jose Siri,OF,2.35%,0
91,5215017114,rmelden,0,113.6,1B Tim Tawa 2B Brice Turang 3B Ezequiel Duran C Gabriel Moreno OF Christian Yelich OF Brandon Nimmo OF Corbin Carroll P Blake Snell P Mitch Bratt SS Zach Neto,,Tommy Edman,2B,2.35%,3
92,5215122862,jah_586,0,113.55,1B Tim Tawa 2B Ketel Marte 3B Vaughn Grissom C Gabriel Moreno OF Lars Nootbaar OF Jihwan Bae OF Corbin Carroll P Blake Snell P Hunter Brown SS Zach Neto,,Rafael Devers,1B,2.27%,6
92,5215363166,averydeuce,0,113.549995,1B Joc Pederson 2B Brice Turang 3B Junior Caminero C James McCann OF Brandon Nimmo OF Jordan Beck OF Tim Tawa P Blake Snell P Hunter Brown SS Corey Seager,,Jac Caglianone,1B,2.27%,17
94,5215155216,drpimpsumn,0,113.5,1B Freddie Freeman 2B Richie Palacios 3B Kyle Karros C Liam Hicks OF Shohei Ohtani OF Lars Nootbaar OF Corbin Carroll P Nick Martinez P Cody Bradford SS Taylor Walls,,Alex Call,OF,2.19%,9
94,5215530512,coachp17,0,113.5,1B Freddie Freeman 2B Vaughn Grissom 3B Yandy Diaz C Ben Rortvedt OF Brandon Nimmo OF Shohei Ohtani OF Victor Mesa Jr. P Nick Martinez P Cody Bradford SS Mookie Betts,,Liam Hicks,1B,2.19%,6
96,5215741000,manselmo,0,113.399994,1B Joc Pederson 2B Ketel Marte 3B Nolan Arenado C Liam Hicks OF Brandon Nimmo OF Corbin Carroll OF Cam Smith P Nick Martinez P Hunter Brown SS Corey Seager,,Ildemaro Vargas,2B,2.19%,0
97,5215686772,Jimmydunniv,0,112.85,1B Jac Caglianone 2B Jake Cronenworth 3B Max Muncy C Jonah Heim OF Shohei Ohtani OF Kyle Tucker OF Fernando Tatis Jr. P Walker Buehler P Carson Whisenhunt SS Zach Neto,,Kyle Isbel,OF,2.02%,0
98,5215656865,Dillonator03,0,112.65,1B Jonathan Aranda 2B Willi Castro 3B Nolan Arenado C Hunter Goodman OF Mickey Moniak OF Victor Mesa Jr. OF Ryan Waldschmidt P Blake Snell P Cody Bradford SS Taylor Walls,,Tyler Tolbert,SS,1.93%,12
99,5215068499,dwilliamsmma,0,112.6,1B Joc Pederson 2B Ketel Marte 3B Nolan Arenado C Gabriel Moreno OF Shohei Ohtani OF Lars Nootbaar OF Tim Tawa P Blake Snell P Mitch Bratt SS Corey Seager,,Vaughn Grissom,3B,1.85%,7
99,5215258372,profhit,0,112.6,1B Jonathan Aranda 2B Ketel Marte 3B Junior Caminero C James McCann OF Lars Nootbaar OF Corbin Carroll OF Tim Tawa P Blake Snell P Mitch Bratt SS Corey Seager,,Daulton Varsho,OF,1.77%,5
101,5215724669,JDogg1369,0,112.55,1B Jac Caglianone 2B Jeff McNeil 3B Manny Machado C Yainer Diaz OF Fernando Tatis Jr. OF Yordan Alvarez OF Wyatt Langford P Michael Wacha P Ryan Johnson SS Mookie Betts,,David Hamilton,3B,1.68%,5
101,5215404255,Henry113,0,112.549995,1B Jonathan Aranda 2B Jeff McNeil 3B Yandy Diaz C Austin Wynns OF Brandon Nimmo OF Shohei Ohtani OF Carlos Cortes P Blake Snell P Hunter Brown SS Taylor Walls,,Ryan Johnson,P,1.68%,14.75
