Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,5201110089,csurunnerccr (16/20),0,182.6,1B Shohei Ohtani 2B Cole Young 3B Max Muncy C Cal Raleigh OF Julio Rodriguez OF Dominic Canzone OF Jahmai Jones P Gavin Williams P Reid Detmers SS J.P. Crawford,,Gavin Williams,P,46.02%,33.35
2,5201427227,davis2543 (20/20),0,181.25,1B Shohei Ohtani 2B Cole Young 3B Max Muncy C Cal Raleigh OF Julio Rodriguez OF Weston Wilson OF Rob Refsnyder P Gavin Williams P Taj Bradley SS Anthony Volpe,,Taj Bradley,P,26.69%,25.9
3,5201349931,RunTheBasesMLB (17/20),0,179.65,1B Shohei Ohtani 2B Cole Young 3B Jose Ramirez C Cal Raleigh OF Julio Rodriguez OF Dominic Canzone OF Steven Kwan P Gavin Williams P Gage Jump SS Cooper Pratt,,Justin Wrobleski,P,22.64%,12.7
4,5201525655,mkipe19 (1/20),0,176.65,1B Rhys Hoskins 2B Tommy Edman 3B Max Muncy C Dalton Rushing OF Julio Rodriguez OF Dominic Canzone OF Rob Refsnyder P Gavin Williams P Michael King SS Mookie Betts,,Romy Gonzalez,2B,22.42%,2
5,5201178654,Wanna_Square_Up1567 (17/20),0,174.65,1B Christian Walker 2B Cole Young 3B Max Muncy C Cal Raleigh OF Randy Arozarena OF Julio Rodriguez OF Dominic Canzone P Gavin Williams P Gage Jump SS Jeremy Pena,,Jake Cronenworth,2B,22.39%,2
6,5201569243,d084288 (2/20),0,172.25,1B Michael Busch 2B Nico Hoerner 3B Pedro Ramirez C Cal Raleigh OF Randy Arozarena OF Julio Rodriguez OF Dominic Canzone P Gerrit Cole P Gavin Williams SS Colt Emerson,,Jahmai Jones,OF,21.72%,5
6,5201577160,timothyandstacy (16/20),0,172.25,1B Ty France 2B Jake Cronenworth 3B Manny Machado C Cal Raleigh OF Fernando Tatis Jr. OF Julio Rodriguez OF Rob Refsnyder P Gerrit Cole P Gavin Williams SS Xander Bogaerts,,Jose Ramirez,3B,20.67%,0
8,5201216275,Damdo321 (3/4),0,171.25,1B Ty France 2B Chase Meidroth 3B Pedro Ramirez C William Contreras OF Kyle Tucker OF Julio Rodriguez OF Ian Happ P Gerrit Cole P Gavin Williams SS Anthony Volpe,,Michael King,P,19.85%,13.3
9,5201139684,24kLemons (5/20),0,170.65,1B Ty France 2B Jake Cronenworth 3B Manny Machado C Cal Raleigh OF Shohei Ohtani OF Julio Rodriguez OF Jackson Merrill P Logan Henderson P Gage Jump SS Xander Bogaerts,,Ceddanne Rafaela,OF,18.10%,3
10,5201053551,melvincali (4/20),0,169.6,1B Shohei Ohtani 2B Cole Young 3B Max Muncy C Carson Kelly OF Randy Arozarena OF Dominic Canzone OF Rob Refsnyder P Gavin Williams P Reid Detmers SS J.P. Crawford,,Reid Detmers,P,18.03%,22.25
11,5201293819,mlief (3/20),0,169.25,1B Christian Walker 2B Jose Altuve 3B Isaac Paredes C Brian Serven OF Yordan Alvarez OF Julio Rodriguez OF Rob Refsnyder P Gavin Williams P Taj Bradley SS Jeremy Pena,,Willson Contreras,1B,17.88%,4
12,5201508875,JONESZY9 (9/20),0,165.65,1B Shohei Ohtani 2B Jake Cronenworth 3B Weston Wilson C Cal Raleigh OF Fernando Tatis Jr. OF Julio Rodriguez OF Dominic Canzone P Gavin Williams P Michael King SS Colt Emerson,,Jackson Merrill,OF,16.99%,18
13,5201409986,redyodagirl (1/20),0,165.6,1B Shohei Ohtani 2B Brice Turang 3B David Hamilton C William Contreras OF Andy Pages OF Luis Lara OF Jahmai Jones P Gavin Williams P Reid Detmers SS Cooper Pratt,,Andruw Monasterio,SS,16.82%,2
14,5201302963,kfish191 (14/20),0,165.25,1B Paul Goldschmidt 2B Cole Young 3B Amed Rosario C Cal Raleigh OF Julio Rodriguez OF Dominic Canzone OF Jasson Dominguez P Gerrit Cole P Gavin Williams SS Anthony Volpe,,Gerrit Cole,P,14.85%,27.9
15,5201508881,JONESZY9 (15/20),0,165.2,1B Andrew Vaughn 2B Brice Turang 3B David Hamilton C Cal Raleigh OF Shohei Ohtani OF Garrett Mitchell OF Dominic Canzone P Taj Bradley P Michael King SS Cooper Pratt,,Caleb Durbin,3B,13.83%,8
