Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
20,5212444896,battlekat1,0,153.65,1B Alec Burleson 2B Jake Cronenworth 3B Jose Fermin C Hunter Goodman OF Jake McCarthy OF Cole Carrigg OF Luke Keaschall P Gavin Williams P Robert Gasser SS Masyn Winn,,Angel Genao,2B,11.92%,19
21,5212139943,doodledad,0,152.85,1B Royce Lewis 2B Pedro Ramirez 3B Jose Fermin C Cal Raleigh OF Pete Crow-Armstrong OF Jac Caglianone OF Angel Martinez P Gavin Williams P Michael King SS Masyn Winn,,Nico Hoerner,2B,11.64%,5
22,5211882628,rwuelfing,0,152.6,1B Michael Busch 2B Willi Castro 3B Blaze Jordan C Ivan Herrera OF Jake McCarthy OF Ian Happ OF Jo Adell P Gavin Williams P Jacob deGrom SS Masyn Winn,,Dansby Swanson,SS,11.57%,0
22,5211889129,TwoHearted,0,152.6,1B Rhys Hoskins 2B Angel Genao 3B Kyle Karros C Hunter Goodman OF Cole Carrigg OF Angel Martinez OF Jo Adell P Gavin Williams P Jacob deGrom SS Brayan Rocchio,,Carson Kelly,C,10.66%,9
22,5212352829,heathl60,0,152.6,1B Michael Busch 2B Willi Castro 3B Blaze Jordan C Ivan Herrera OF Jake McCarthy OF Ian Happ OF Jo Adell P Gavin Williams P Jacob deGrom SS Masyn Winn,,Kyle Karros,3B,10.45%,18
25,5212211076,LTLDidUKnow,0,151.2,1B TJ Rumfield 2B Royce Lewis 3B Willi Castro C James McCann OF Jake McCarthy OF Cole Carrigg OF Chase DeLauter P Gavin Williams P Taj Bradley SS Ezequiel Tovar,,Kyle Bradish,P,10.38%,15.9
26,5212393999,GameOnLetsGo,0,151.15,1B Royce Lewis 2B Kody Clemens 3B Kyle Karros C Ryan Jeffers OF Jake McCarthy OF Cole Carrigg OF Austin Martin P Gavin Williams P Casey Legumina SS Kaelen Culpepper,,Shohei Ohtani,1B,9.68%,5
27,5211857054,Stree,0,150.6,1B Bryce Eldridge 2B Osleivis Basabe 3B Kyle Karros C Hunter Goodman OF Jake McCarthy OF Cole Carrigg OF Jordan Beck P Gavin Williams P Jacob deGrom SS Eddys Leonard,,Mookie Betts,SS,9.68%,2
27,5212187362,steve3258,0,150.6,1B Andrew Vaughn 2B Willi Castro 3B Kyle Karros C Hunter Goodman OF Jake McCarthy OF Kyle Tucker OF Jordan Beck P Gavin Williams P Jacob deGrom SS Joey Ortiz,,Royce Lewis,2B,9.54%,17
29,5212216605,RodFarva,0,150.35,1B Joc Pederson 2B Brice Turang 3B Alex Bregman C Ivan Herrera OF Jordan Walker OF Jac Caglianone OF Riley Greene P George Kirby P Anthony Kay SS Corey Seager,,Jake Cronenworth,2B,9.26%,8
30,5212356166,MrM86,0,149.75,1B Shohei Ohtani 2B Tyler Freeman 3B Willi Castro C Ivan Herrera OF Jake McCarthy OF Cole Carrigg OF Jordan Beck P Jacob deGrom P Kyle Bradish SS Masyn Winn,,JJ Wetherholt,2B,8.06%,3
31,5212190781,nickmoran,0,148.9,1B Alec Burleson 2B JJ Wetherholt 3B Kyle Karros C Ivan Herrera OF Jordan Walker OF Jake McCarthy OF Cole Carrigg P Clay Holmes P Anthony Kay SS Willy Adames,,Teoscar Hernandez,OF,7.64%,3
32,5211604775,ivymoose,0,147.6,1B Andrew Vaughn 2B Jake Cronenworth 3B Kyle Karros C Hunter Goodman OF Jake McCarthy OF Jo Adell OF Jordan Beck P Gavin Williams P Jacob deGrom SS Xander Bogaerts,,Max Clark,OF,7.64%,17
33,5212302931,tksauns22,0,147.55,1B TJ Rumfield 2B Willi Castro 3B Kyle Karros C Ivan Herrera OF Pete Crow-Armstrong OF Jackson Merrill OF Cole Carrigg P Jacob deGrom P Anthony Kay SS Ezequiel Tovar,,Steven Kwan,OF,7.50%,3
34,5211978066,Tigers13,0,147.4,1B Josh Naylor 2B Richie Palacios 3B Colt Keith C Austin Hedges OF Riley Greene OF Kyle Tucker OF Jo Adell P Yoshinobu Yamamoto P Jacob deGrom SS Kevin McGonigle,,Kevin McGonigle,SS,7.43%,7
35,5211868609,sjj419,0,146.45,1B TJ Rumfield 2B Royce Lewis 3B Kyle Karros C Hunter Goodman OF Jake McCarthy OF Jo Adell OF Jordan Beck P Yoshinobu Yamamoto P Kyle Bradish SS Mookie Betts,,Griffin Jax,P,7.29%,0
36,5212467959,Jasonsb1,0,146.25,1B Josh Bell 2B Royce Lewis 3B Willi Castro C James McCann OF Pete Crow-Armstrong OF Jake McCarthy OF Cole Carrigg P Gavin Williams P Steven Matz SS Kaelen Culpepper,,Joc Pederson,1B,7.08%,0
37,5212240250,JamoDab2232,0,145.6,1B Michael Busch 2B Angel Genao 3B Blaze Jordan C Ivan Herrera OF Pete Crow-Armstrong OF Ian Happ OF Jose Fermin P Gavin Williams P Jacob deGrom SS Masyn Winn,,George Kirby,P,7.08%,9.65
37,5212387391,xavierpo,0,145.6,1B Michael Busch 2B Willi Castro 3B Josh Rojas C Ivan Herrera OF Jac Caglianone OF Ian Happ OF Kyle Isbel P Gavin Williams P Jacob deGrom SS Kevin McGonigle,,Kevin McGonigle,3B,6.94%,7
39,5211944559,bobbo015,0,145.3,1B Jac Caglianone 2B Jackson Holliday 3B Miguel Vargas C Cal Raleigh OF Chandler Simpson OF Tim Tawa OF Tyler O'Neill P Yoshinobu Yamamoto P Gavin Williams SS Ezequiel Tovar,,Rafael Devers,1B,6.87%,0
40,5212317412,Rcadet95,0,144.25,1B Tim Tawa 2B Ketel Marte 3B Kyle Karros C Gabriel Moreno OF Jordan Walker OF Jake McCarthy OF Lars Nootbaar P Jacob deGrom P Casey Legumina SS Geraldo Perdomo,,Max Muncy,3B,6.80%,2
41,5212250610,Kopi11,0,144.05,1B Shohei Ohtani 2B Willi Castro 3B Kyle Karros C Hunter Goodman OF Andy Pages OF Jake McCarthy OF Cole Carrigg P Jackson Jobe P Chris Roycroft SS Kaelen Culpepper,,Hunter Feduccia,C,6.73%,5
42,5212066291,nathanbiller,0,143.75,1B Shohei Ohtani 2B Brice Turang 3B Blaze Jordan C Ivan Herrera OF Jackson Merrill OF Kyle Tucker OF Jo Adell P Jacob deGrom P Kyle Bradish SS Kaelen Culpepper,,Alec Burleson,1B,6.59%,4
43,5212200076,rtscarraher,0,143.6,1B Michael Busch 2B Chase Meidroth 3B Blaze Jordan C Ivan Herrera OF Jordan Walker OF Ian Happ OF Jose Fermin P Gavin Williams P Jacob deGrom SS Masyn Winn,,Peter Lambert,P,6.59%,8.45
43,5212338758,Axiom83,0,143.6,1B Michael Busch 2B Angel Genao 3B Kyle Karros C Ivan Herrera OF Pete Crow-Armstrong OF Ian Happ OF Jo Adell P Gavin Williams P Jacob deGrom SS Kaelen Culpepper,,Jung Hoo Lee,OF,6.52%,0
45,5212029021,rolltidechamps,0,143.3,1B Michael Busch 2B Royce Lewis 3B Kevin McGonigle C Ivan Herrera OF Ian Happ OF Jose Fermin OF Colton Cowser P Yoshinobu Yamamoto P Gavin Williams SS Kaelen Culpepper,,Clay Holmes,P,6.45%,-1.8
46,5212007731,NoFeelingsBV,0,142.95,1B Michael Busch 2B Osleivis Basabe 3B Willi Castro C Ivan Herrera OF Pete Crow-Armstrong OF Jake McCarthy OF Angel Martinez P Jacob deGrom P Michael King SS Eddys Leonard,,Freddie Freeman,1B,6.45%,0
46,5212291444,bigmo7831,0,142.95,1B Joc Pederson 2B Osleivis Basabe 3B Kyle Karros C Hunter Goodman OF Jordan Walker OF Jake McCarthy OF Cole Carrigg P Yoshinobu Yamamoto P Casey Legumina SS Kaelen Culpepper,,Anthony Kay,P,6.31%,16.7
48,5211878250,JohnnyPickEm,0,141.85,1B Spencer Torkelson 2B JJ Wetherholt 3B Blaze Jordan C Ivan Herrera OF Jordan Walker OF Jose Fermin OF Max Clark P Gavin Williams P Michael King SS Kevin McGonigle,,Jackson Jobe,P,6.17%,22.05
49,5211784919,July40521,0,141.75,1B Shohei Ohtani 2B Angel Genao 3B Blaze Jordan C Ivan Herrera OF Jordan Walker OF Jackson Merrill OF Kyle Tucker P Jacob deGrom P Kyle Bradish SS Dansby Swanson,,Taj Bradley,P,5.96%,14.45
49,5212085282,floydmartin,0,141.75,1B Jac Caglianone 2B Cole Young 3B Max Muncy C Ivan Herrera OF Jackson Merrill OF Jung Hoo Lee OF Jo Adell P Jacob deGrom P Kyle Bradish SS Masyn Winn,,Brandon Nimmo,OF,5.82%,3
51,5212054685,edantoft,0,141.65,1B TJ Rumfield 2B Tyler Freeman 3B Kyle Karros C Hunter Goodman OF Shohei Ohtani OF Jake McCarthy OF Luke Keaschall P Gavin Williams P Kyle Bradish SS Kaelen Culpepper,,Robert Gasser,P,5.75%,3.9
52,5212359459,DCB1,0,141.4,1B Andrew Vaughn 2B Jackson Holliday 3B Joey Ortiz C Cal Raleigh OF Jordan Walker OF Ian Happ OF Gavin Sheets P Yoshinobu Yamamoto P Jacob deGrom SS Corey Seager,,Yordan Alvarez,OF,5.68%,0
53,5212460416,mattrix83,0,140.6,1B Michael Busch 2B Jake Cronenworth 3B Blaze Jordan C Ivan Herrera OF Pete Crow-Armstrong OF Jac Caglianone OF Jo Adell P Gavin Williams P Jacob deGrom SS Kaelen Culpepper,,Dillon Dingler,C,5.61%,11
54,5212354708,Vbahn,0,140.55,1B Shohei Ohtani 2B Tyler Freeman 3B Max Muncy C Hunter Feduccia OF Jake McCarthy OF Cole Carrigg OF Kyle Tucker P Gavin Williams P Landen Roupp SS Kaelen Culpepper,,Jake McCarthy,OF,5.61%,50
55,5212249479,Pootnami,0,140.15,1B Shohei Ohtani 2B Angel Genao 3B Blaze Jordan C Carter Jensen OF Jac Caglianone OF Kyle Tucker OF Jose Fermin P Gavin Williams P Casey Legumina SS Mookie Betts,,Hunter Goodman,C,5.54%,5
56,5211874769,Hookman320,0,139.75,1B Ty France 2B Royce Lewis 3B Kyle Karros C Hunter Goodman OF Jordan Walker OF Jake McCarthy OF Colton Cowser P Gavin Williams P Griffin Jax SS Ezequiel Tovar,,Andy Pages,OF,5.54%,13
57,5212441499,srwolfboy777,0,139.6,1B Rhys Hoskins 2B Angel Genao 3B Blaze Jordan C Ivan Herrera OF Seiya Suzuki OF Jordan Walker OF Angel Martinez P Gavin Williams P Jacob deGrom SS Masyn Winn,,Michael King,P,5.47%,25.1
58,5212379191,cdf1228,0,139.4,1B Royce Lewis 2B Nico Hoerner 3B Kevin McGonigle C Carson Kelly OF Jordan Walker OF Jose Fermin OF Tyrone Taylor P Yoshinobu Yamamoto P Jacob deGrom SS Kaelen Culpepper,,Chase DeLauter,OF,5.47%,3
59,5211738095,jcate50,0,139.3,1B Rafael Devers 2B Cole Young 3B Nolan Arenado C Carson Kelly OF Jake McCarthy OF Wyatt Langford OF Andrew Benintendi P Jacob deGrom P Taj Bradley SS Corey Seager,,Angel Martinez,OF,5.40%,10
60,5212057810,NYVike,0,139.15,1B Royce Lewis 2B Willi Castro 3B Brooks Lee C Ryan Jeffers OF Jake McCarthy OF Cole Carrigg OF Luke Keaschall P Gavin Williams P Casey Legumina SS Kaelen Culpepper,,Tyrone Taylor,OF,5.40%,5
61,5212134609,holvickt,0,138.55,1B Josh Bell 2B Willi Castro 3B Jose Fermin C Ivan Herrera OF Jake Bauers OF Jackson Merrill OF Kyle Tucker P Gavin Williams P Landen Roupp SS Corey Seager,,Jose Fermin,3B,5.26%,25
62,5211929769,Dilly2626,0,138.35,1B Rafael Devers 2B Willi Castro 3B Kyle Karros C Ivan Herrera OF Jordan Walker OF Jake McCarthy OF Jung Hoo Lee P Yoshinobu Yamamoto P Landen Roupp SS Masyn Winn,,Colt Keith,3B,5.19%,6
63,5211608025,fatzmcgee22,0,137.6,1B Joc Pederson 2B Angel Genao 3B Kyle Karros C Cal Raleigh OF Yordan Alvarez OF Jac Caglianone OF Cam Smith P Gavin Williams P Jacob deGrom SS Willy Adames,,Jose Fermin,OF,5.12%,25
64,5212149557,Johste1255,0,137.5,1B Jac Caglianone 2B Jackson Holliday 3B Blaze Jordan C Ivan Herrera OF Yordan Alvarez OF Jordan Walker OF Jake Bauers P Peter Lambert P Jackson Jobe SS Masyn Winn,,Cole Carrigg,OF,4.91%,23
65,5211998065,brownbank247,0,137.15,1B Michael Busch 2B Willi Castro 3B Blaze Jordan C Ivan Herrera OF Jordan Walker OF Jake McCarthy OF Ian Happ P Gavin Williams P Casey Legumina SS Masyn Winn,,Jackson Chourio,OF,4.84%,2
66,5212348502,Reboot78,0,136.95,1B Jac Caglianone 2B Jake Cronenworth 3B Alex Bregman C Ivan Herrera OF Jordan Walker OF Ian Happ OF Isaac Collins P Yoshinobu Yamamoto P Casey Legumina SS Masyn Winn,,Riley Greene,OF,4.84%,7
67,5211804884,Jrg714,0,136.9,1B Shohei Ohtani 2B Nico Hoerner 3B Blaze Jordan C Ivan Herrera OF Jordan Walker OF Kyle Tucker OF Ian Happ P Jacob deGrom P Jackson Jobe SS Masyn Winn,,Jose Altuve,2B,4.56%,3
68,5212117266,LionelHutz,0,136.8,1B Royce Lewis 2B Angel Genao 3B Jose Fermin C Ivan Herrera OF Shohei Ohtani OF Jordan Walker OF Andy Pages P Gavin Williams P Matthew Liberatore SS Masyn Winn,,Willi Castro,2B,4.49%,0
69,5211933031,drunkonpappy,0,135.55,1B Michael Busch 2B Tyler Freeman 3B Kyle Karros C Hunter Goodman OF Pete Crow-Armstrong OF Jake McCarthy OF Jordan Beck P Jacob deGrom P Anthony Kay SS Kevin McGonigle,,Jackson Merrill,OF,4.42%,21
70,5212360654,dean78904,0,135.45,1B Shohei Ohtani 2B Angel Genao 3B Max Muncy C Ivan Herrera OF Jordan Walker OF Andy Pages OF Ian Happ P Gavin Williams P Anthony Kay SS Kaelen Culpepper,,Cam Smith,OF,4.42%,2
71,5211849782,sheetrock17,0,134.95,1B Joc Pederson 2B Chase Meidroth 3B Junior Caminero C Carson Kelly OF Corbin Carroll OF Jake McCarthy OF Steven Kwan P Jacob deGrom P Michael King SS Xander Bogaerts,,Bobby Witt Jr.,SS,4.35%,7
72,5211894371,JWMSKJJ,0,134.75,1B Michael Busch 2B Tyler Freeman 3B Jose Fermin C Hunter Goodman OF Jordan Walker OF Jake McCarthy OF Jung Hoo Lee P George Kirby P Michael King SS Brayan Rocchio,,Cole Young,2B,4.28%,3
73,5212046295,grrrrmonsta,0,134.65,1B Josh Naylor 2B Osleivis Basabe 3B Max Muncy C Ivan Herrera OF Jordan Walker OF Max Clark OF Cam Smith P Gavin Williams P Kyle Bradish SS Kevin McGonigle,,Landen Roupp,P,4.21%,11.8
74,5212426899,abo21,0,134.6,1B Joc Pederson 2B Royce Lewis 3B Kyle Karros C Ivan Herrera OF Jake Bauers OF Ian Happ OF Jo Adell P Gavin Williams P Jacob deGrom SS Masyn Winn,,James McCann,C,4.07%,7
75,5212241423,GBJordy87,0,133.65,1B Jac Caglianone 2B Jake Cronenworth 3B Nolan Arenado C Gabriel Moreno OF Corbin Carroll OF Angel Martinez OF Jo Adell P Gavin Williams P Kyle Bradish SS Geraldo Perdomo,,Corey Seager,SS,4.07%,18
76,5212044035,Cquick80,0,132.75,1B Michael Busch 2B Nico Hoerner 3B Kyle Karros C Ivan Herrera OF Pete Crow-Armstrong OF Jake McCarthy OF Tyler O'Neill P Gavin Williams P Ian Seymour SS Ezequiel Tovar,,Cal Raleigh,C,4.07%,5
77,5211835737,bradderf,0,132.65,1B Jake Bauers 2B Royce Lewis 3B Alex Bregman C Ivan Herrera OF Jake McCarthy OF Steven Kwan OF Leody Taveras P Gavin Williams P Kyle Bradish SS Willy Adames,,Austin Hedges,C,4.07%,0
78,5211955313,Link2121,0,132.6,1B Royce Lewis 2B Brice Turang 3B Miguel Vargas C Dillon Dingler OF Jo Adell OF Max Clark OF Tim Tawa P Yoshinobu Yamamoto P Jackson Jobe SS Javier Baez,,Josh Bell,1B,3.86%,5
79,5211838789,DaveyCorn,0,132.55,1B Munetaka Murakami 2B Pedro Ramirez 3B Alex Bregman C William Contreras OF Jac Caglianone OF Ian Happ OF Kyle Isbel P Taj Bradley P Michael King SS Bobby Witt Jr.,,Austin Martin,OF,3.86%,4
80,5212443689,pars19,0,131.8,1B Jac Caglianone 2B Tommy Edman 3B Blaze Jordan C Hunter Goodman OF Jordan Walker OF Max Clark OF Cam Smith P Gavin Williams P Jackson Jobe SS Kevin McGonigle,,Jordan Beck,OF,3.72%,3
81,5212460604,6ringslater,0,131.65,1B Alec Burleson 2B Osleivis Basabe 3B Kyle Karros C Ivan Herrera OF Jordan Walker OF Cole Carrigg OF Jose Fermin P Gavin Williams P Robert Gasser SS Masyn Winn,,Brice Turang,2B,3.72%,22
82,5212176780,ScooterMcGavin77,0,130.84999,1B Michael Busch 2B Tyler Freeman 3B Alex Bregman C Ivan Herrera OF Jordan Walker OF Jake McCarthy OF Ian Happ P Taj Bradley P Casey Legumina SS Masyn Winn,,Randy Arozarena,OF,3.72%,0
83,5211888905,SpartyAJU,0,130.6,1B Michael Busch 2B Angel Genao 3B Blaze Jordan C Ivan Herrera OF Pete Crow-Armstrong OF Jo Adell OF Max Clark P Gavin Williams P Jacob deGrom SS Geraldo Perdomo,,Tommy Edman,2B,3.65%,0
83,5211909328,Jthrill,0,130.6,1B Joc Pederson 2B Royce Lewis 3B Blaze Jordan C Ivan Herrera OF Jordan Walker OF Ian Happ OF Jo Adell P Gavin Williams P Jacob deGrom SS Masyn Winn,,Willi Castro,3B,3.65%,0
85,5212244088,fvrtv6,0,130.4,1B Jac Caglianone 2B Royce Lewis 3B Brooks Lee C Ivan Herrera OF Jordan Walker OF Drew Gilbert OF Evan Carter P Gavin Williams P George Kirby SS Masyn Winn,,Royce Lewis,1B,3.58%,17
86,5212426989,Royals_1985,0,130.3,1B Rafael Devers 2B Royce Lewis 3B Brooks Lee C Drew Cavanaugh OF Jac Caglianone OF Riley Greene OF Max Clark P Yoshinobu Yamamoto P Gavin Williams SS Masyn Winn,,Isaac Collins,OF,3.51%,3
87,5212151779,robert728,0,130.2,1B Yandy Diaz 2B Ketel Marte 3B Miguel Vargas C Gabriel Moreno OF Jake McCarthy OF Ryan Waldschmidt OF Tim Tawa P Jacob deGrom P Brandon Pfaadt SS Geraldo Perdomo,,Luke Keaschall,OF,3.37%,10
88,5212273719,Mark1904,0,130.05,1B Freddie Freeman 2B Royce Lewis 3B Jose Fermin C Ivan Herrera OF Seiya Suzuki OF Jordan Walker OF Jake McCarthy P Griffin Jax P Matthew Liberatore SS Masyn Winn,,Nathan Church,OF,3.09%,5
89,5211875250,migvaq,0,129.7,1B Rafael Devers 2B Nico Hoerner 3B Willi Castro C Ivan Herrera OF Jordan Walker OF Jake McCarthy OF Cole Carrigg P Robert Gasser P Landen Roupp SS Willy Adames,,Drew Cavanaugh,C,3.09%,2
90,5211874962,RSH427R,0,129.3,1B Joc Pederson 2B Jackson Holliday 3B Blaze Jordan C Ivan Herrera OF Jordan Walker OF Jose Fermin OF Tyler O'Neill P Yoshinobu Yamamoto P Gavin Williams SS Gunnar Henderson,,Gleyber Torres,2B,3.02%,4
91,5211936101,augun36,0,129.05,1B Shohei Ohtani 2B JJ Wetherholt 3B Blaze Jordan C Ivan Herrera OF Jordan Walker OF Jac Caglianone OF Kyle Tucker P Jackson Jobe P Ian Seymour SS Masyn Winn,,Rhys Hoskins,1B,3.02%,21
92,5211625546,Hootfish,0,128.8,1B Michael Busch 2B Royce Lewis 3B Jose Fermin C Ivan Herrera OF Pete Crow-Armstrong OF Jordan Walker OF Ian Happ P Gavin Williams P Matthew Liberatore SS Kaelen Culpepper,,Fernando Tatis Jr.,OF,3.02%,7
93,5211962081,mzubs11,0,128.75,1B Bryce Eldridge 2B Osleivis Basabe 3B Kevin McGonigle C Ivan Herrera OF Jake McCarthy OF Jo Adell OF Jose Fermin P Gavin Williams P Griffin Jax SS Willy Adames,,Carter Jensen,C,3.02%,4
93,5212149387,DLS151,0,128.75,1B Shohei Ohtani 2B Brice Turang 3B Blaze Jordan C Ivan Herrera OF Jackson Merrill OF Jo Adell OF Austin Martin P Jacob deGrom P Kyle Bradish SS Masyn Winn,,Jake Bauers,1B,2.95%,3
95,5211839857,fimp77,0,128.6,1B Shohei Ohtani 2B Angel Genao 3B Jose Fermin C Carson Kelly OF Pete Crow-Armstrong OF Jo Adell OF Tyrone Taylor P Gavin Williams P Jacob deGrom SS Kaelen Culpepper,,William Contreras,C,2.88%,7
95,5212168824,Satch65,0,128.6,1B Bryce Eldridge 2B Nico Hoerner 3B Alex Bregman C Carson Kelly OF Jac Caglianone OF Ian Happ OF Isaac Collins P Gavin Williams P Jacob deGrom SS Dansby Swanson,,Willy Adames,SS,2.88%,3
95,5212331449,aj4evers,0,128.6,1B Shohei Ohtani 2B Angel Genao 3B Jose Fermin C Carson Kelly OF Pete Crow-Armstrong OF Jo Adell OF Tyrone Taylor P Gavin Williams P Jacob deGrom SS Kaelen Culpepper,,Jeremy Pena,SS,2.81%,0
95,5212342724,JacefamouSS,0,128.6,1B Shohei Ohtani 2B Angel Genao 3B Jose Fermin C Carson Kelly OF Pete Crow-Armstrong OF Jo Adell OF Tyrone Taylor P Gavin Williams P Jacob deGrom SS Kaelen Culpepper,,Geraldo Perdomo,SS,2.81%,12
95,5212356205,ssid12,0,128.6,1B Rafael Devers 2B Osleivis Basabe 3B Blaze Jordan C Ivan Herrera OF Kyle Tucker OF Ian Happ OF Jo Adell P Gavin Williams P Jacob deGrom SS Corey Seager,,Brayan Rocchio,SS,2.81%,3
100,5212390410,averydeuce,0,128.5,1B Jac Caglianone 2B Angel Genao 3B Brendan Donovan C Carter Jensen OF Randy Arozarena OF John Rave OF Isaac Collins P Jacob deGrom P George Kirby SS Bobby Witt Jr.,,Luis Campusano,C,2.73%,0
101,5211882615,Dennissallee,0,128.15,1B Rafael Devers 2B Nico Hoerner 3B Willi Castro C Ivan Herrera OF Jake McCarthy OF Riley Greene OF Kyle Tucker P Gavin Williams P Casey Legumina SS Ezequiel Tovar,,Jake Bauers,OF,2.73%,3
102,5211589339,doreman,0,127.95,1B Rhys Hoskins 2B Jake Cronenworth 3B Max Muncy C Victor Caratini OF Shohei Ohtani OF Kyle Tucker OF Evan Carter P Jacob deGrom P Michael King SS Corey Seager,,Jac Caglianone,OF,2.73%,42
103,5211896101,Duckaneer,0,127.85,1B Alec Burleson 2B JJ Wetherholt 3B Kyle Karros C Ivan Herrera OF Jordan Walker OF Teoscar Hernandez OF Max Clark P Gavin Williams P Michael King SS Masyn Winn,,Isaac Paredes,3B,2.73%,5
