Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
20,5223624496,Treball,0,96.6,1B Josh Bell 2B Brandon Lowe 3B Brooks Lee C Victor Caratini OF Oneil Cruz OF Bryan Reynolds OF Kody Clemens P Clay Holmes P Michael King SS Francisco Lindor,,Michael Harris II,OF,14.26%,5
22,5223387367,Fuzz988,0,96.55,1B Munetaka Murakami 2B Chase Meidroth 3B Miguel Vargas C Victor Caratini OF Byron Buxton OF Sam Antonacci OF Luke Keaschall P Taj Bradley P Jose Urquidy SS Colson Montgomery,,Luke Keaschall,OF,14.09%,8
23,5223614195,rwdw0822,0,96.45,1B Josh Bell 2B Kody Clemens 3B Bo Bichette C Luis Torrens OF Pete Crow-Armstrong OF Carson Benge OF A.J. Ewing P Taj Bradley P Clay Holmes SS Francisco Lindor,,Matt Olson,1B,14.09%,12
24,5223467329,kush69,0,96.1,1B Josh Bell 2B Brandon Lowe 3B Nick Gonzales C Drake Baldwin OF Oneil Cruz OF Byron Buxton OF Bryan Reynolds P Paul Skenes P Robert Stock SS Kaelen Culpepper,,Bryan Reynolds,OF,13.76%,3
25,5223596331,ThaDongslayer,0,95.35,1B Josh Bell 2B Brandon Lowe 3B Sung-Mun Song C Drake Baldwin OF Oneil Cruz OF Fernando Tatis Jr. OF Luke Keaschall P Paul Skenes P Michael King SS Kaelen Culpepper,,Brett Callahan,OF,13.76%,0
26,5223641103,pdavid025,0,94.65,1B Ty France 2B Royce Lewis 3B Miguel Vargas C Luis Campusano OF Pete Crow-Armstrong OF Max Clark OF Luis Rengifo P Taj Bradley P Michael King SS Xander Bogaerts,,Alex Bregman,3B,13.16%,0
27,5223642917,Golden_Titan,0,94.2,1B Jared Young 2B Royce Lewis 3B Bo Bichette C Victor Caratini OF Byron Buxton OF Kody Clemens OF A.J. Ewing P Paul Skenes P Taj Bradley SS Francisco Lindor,,Seiya Suzuki,OF,12.32%,4
27,5223655262,JCISDABOSS,0,94.2,1B Spencer Horwitz 2B Brandon Lowe 3B Nick Gonzales C Henry Davis OF Byron Buxton OF Kody Clemens OF Trevor Larnach P Paul Skenes P Taj Bradley SS Kaelen Culpepper,,Ronald Acuna Jr.,OF,11.90%,5
29,5223319516,BRIDAUG,0,93.2,1B Josh Bell 2B Nick Gonzales 3B Bo Bichette C Luis Torrens OF Oneil Cruz OF Fernando Tatis Jr. OF Kody Clemens P Paul Skenes P Taj Bradley SS Jared Triolo,,Jackson Jobe,P,11.65%,11.2
30,5223424084,PresidentLeach,0,93.15,1B Josh Bell 2B Royce Lewis 3B Bo Bichette C Francisco Alvarez OF Kody Clemens OF Carson Benge OF A.J. Ewing P Paul Skenes P Clay Holmes SS Francisco Lindor,,Kevin McGonigle,SS,9.87%,9
31,5223389437,ShaidyAdvice,0,93.1,1B Jared Young 2B Brandon Lowe 3B Bo Bichette C Luis Torrens OF Ronald Acuna Jr. OF Oneil Cruz OF A.J. Ewing P Paul Skenes P Robert Stock SS Francisco Lindor,,Esmerlyn Valdez,OF,9.54%,0
31,5223461954,thetylercrowley,0,93.1,1B Jared Young 2B Brandon Lowe 3B Bo Bichette C Francisco Alvarez OF Ronald Acuna Jr. OF Oneil Cruz OF A.J. Ewing P Paul Skenes P Robert Stock SS Francisco Lindor,,Henry Davis,C,9.37%,4
33,5223494870,jalvarez0023,0,92.55,1B Matt Olson 2B Brandon Lowe 3B Nick Gonzales C Drake Baldwin OF Oneil Cruz OF Michael Harris II OF Jackson Merrill P Michael King P Robert Stock SS Jim Jarvis,,Carson Kelly,C,9.28%,0
34,5223492631,rsumrall,0,92.2,1B Spencer Horwitz 2B Brandon Lowe 3B Brooks Lee C Victor Caratini OF Fernando Tatis Jr. OF Byron Buxton OF Luke Keaschall P Paul Skenes P Taj Bradley SS Kaelen Culpepper,,Michael Busch,1B,8.95%,0
35,5223471526,westchesterlions,0,92.15,1B Josh Bell 2B Kody Clemens 3B Kevin McGonigle C Luis Campusano OF Byron Buxton OF Sam Antonacci OF Carson Benge P Paul Skenes P Jackson Jobe SS Colson Montgomery,,Munetaka Murakami,1B,8.95%,0
35,5223565930,realraystrick,0,92.15,1B Jared Young 2B Brandon Lowe 3B Brooks Lee C Luis Torrens OF Fernando Tatis Jr. OF Carson Benge OF A.J. Ewing P Paul Skenes P Clay Holmes SS Francisco Lindor,,Jacob Gonzalez,SS,8.86%,3
37,5223630929,loigwine,0,91.65,1B Ty France 2B Nick Gonzales 3B Manny Machado C Luis Campusano OF Oneil Cruz OF Fernando Tatis Jr. OF Andrew Benintendi P Taj Bradley P Michael King SS Xander Bogaerts,,Nico Hoerner,SS,8.78%,0
38,5223471316,macataca,0,91.6,1B Royce Lewis 2B Chase Meidroth 3B Miguel Vargas C Drake Baldwin OF Kody Clemens OF Braden Montgomery OF Andrew Benintendi P Michael King P Jackson Jobe SS Colson Montgomery,,Luis Torrens,C,8.44%,0
39,5223411792,RJ_Football5000,0,91.2,1B Josh Bell 2B Sam Antonacci 3B Brooks Lee C Henry Davis OF Oneil Cruz OF Fernando Tatis Jr. OF Byron Buxton P Paul Skenes P Taj Bradley SS Kaelen Culpepper,,Nick Gonzales,3B,8.27%,8
40,5223499144,Scobra1111,0,90.65,1B Josh Bell 2B Brandon Lowe 3B Brooks Lee C Luis Campusano OF Pete Crow-Armstrong OF A.J. Ewing OF Trevor Larnach P Taj Bradley P Michael King SS Colson Montgomery,,Luis Rengifo,OF,8.10%,5
40,5223582742,CLTGoBlue,0,90.65,1B Josh Bell 2B Kody Clemens 3B Colt Keith C Dillon Dingler OF Byron Buxton OF Trevor Larnach OF Luke Keaschall P Taj Bradley P Michael King SS Kevin McGonigle,,Jared Young,1B,7.34%,8
42,5223372396,SoulJack,0,90.55,1B Josh Bell 2B Hao-Yu Lee 3B Miguel Vargas C Eduardo Valencia OF Pete Crow-Armstrong OF Oneil Cruz OF Fernando Tatis Jr. P Michael King P Robert Stock SS Javier Baez,,Dillon Dingler,C,7.34%,0
42,5223447884,greeniemeanies,0,90.55,1B Matt Olson 2B Brandon Lowe 3B Brooks Lee C Drake Baldwin OF Ronald Acuna Jr. OF Byron Buxton OF Esmerlyn Valdez P Michael King P Robert Stock SS Kaelen Culpepper,,Robert Stock,P,7.17%,16.15
44,5223523916,Sims11,0,90.4,1B Spencer Horwitz 2B Brandon Lowe 3B Nick Gonzales C Carson Kelly OF Pete Crow-Armstrong OF Seiya Suzuki OF Carson Benge P Taj Bradley P Robert Stock SS Francisco Lindor,,Colson Montgomery,SS,7.17%,3
45,5223449533,Kingpinkollmer,0,90.35,1B Miguel Vargas 2B Brandon Lowe 3B Colt Keith C Drake Baldwin OF Oneil Cruz OF Brett Baty OF Tristan Peters P Paul Skenes P Michael King SS Kaelen Culpepper,,Bo Bichette,3B,7.09%,8
46,5223519687,Whoson1st66,0,90.1,1B Matt Olson 2B Sam Antonacci 3B Miguel Vargas C Drake Baldwin OF Ronald Acuna Jr. OF Carson Benge OF Braden Montgomery P Robert Stock P AJ Smith-Shawver SS Francisco Lindor,,Kaelen Culpepper,SS,6.92%,11
47,5223627720,GameOn1,0,89.65,1B Royce Lewis 2B Brandon Lowe 3B Pedro Ramirez C Drake Baldwin OF Kody Clemens OF Esmerlyn Valdez OF Luis Rengifo P Taj Bradley P Michael King SS Jacob Gonzalez,,Ian Happ,OF,6.84%,0
48,5223507732,ChazzDaMan2020,0,89.4,1B Munetaka Murakami 2B Brandon Lowe 3B Kevin McGonigle C Dillon Dingler OF Oneil Cruz OF Sam Antonacci OF Zach McKinstry P Taj Bradley P Robert Stock SS Jacob Gonzalez,,A.J. Ewing,OF,6.50%,12
49,5223354377,redrum305,0,89.35,1B Josh Bell 2B Brandon Lowe 3B Nick Gonzales C Henry Davis OF Oneil Cruz OF Seiya Suzuki OF Mike Yastrzemski P Paul Skenes P Michael King SS Colson Montgomery,,Colt Keith,3B,6.33%,5
50,5223423349,RattlerBlack,0,89.2,1B Josh Bell 2B Kody Clemens 3B Jared Triolo C Victor Caratini OF Oneil Cruz OF Byron Buxton OF Esmerlyn Valdez P Paul Skenes P Taj Bradley SS Kaelen Culpepper,,Kody Clemens,2B,6.08%,16
51,5223359607,chomz14,0,89.15,1B Matt Olson 2B Jake Cronenworth 3B Brooks Lee C Drake Baldwin OF Kody Clemens OF Carson Benge OF A.J. Ewing P Paul Skenes P Jackson Jobe SS Francisco Lindor,,Gleyber Torres,2B,5.99%,7
52,5223535896,darrylposton,0,88.65,1B Josh Bell 2B Nick Gonzales 3B Manny Machado C Luis Campusano OF Oneil Cruz OF Fernando Tatis Jr. OF Jackson Merrill P Taj Bradley P Michael King SS Xander Bogaerts,,Carson Benge,OF,5.91%,19
53,5223574005,Varncass,0,88.4,1B Spencer Torkelson 2B Gleyber Torres 3B Kevin McGonigle C Dillon Dingler OF Oneil Cruz OF Kody Clemens OF Zach McKinstry P Taj Bradley P Robert Stock SS Francisco Lindor,,Miguel Vargas,3B,5.82%,16
53,5223601959,WilforkOnThe1stDate,0,88.4,1B Munetaka Murakami 2B Gleyber Torres 3B Miguel Vargas C Dillon Dingler OF Sam Antonacci OF Braden Montgomery OF Max Clark P Taj Bradley P Robert Stock SS Colson Montgomery,,Nick Gonzales,2B,5.82%,8
55,5223524890,J-Rock-R,0,88.35,1B Ty France 2B Brandon Lowe 3B Brooks Lee C Luis Campusano OF Fernando Tatis Jr. OF Bryan Reynolds OF Michael Harris II P Paul Skenes P Michael King SS Kaelen Culpepper,,Sam Antonacci,2B,5.65%,4
55,5223597910,llllllllllllllllIll,0,88.35,1B Ty France 2B Brandon Lowe 3B Kevin McGonigle C Luis Campusano OF Oneil Cruz OF Fernando Tatis Jr. OF Jackson Merrill P Michael King P AJ Smith-Shawver SS Xander Bogaerts,,Sam Antonacci,OF,5.32%,4
57,5223453150,bookem5,0,88.15,1B Jared Young 2B Brandon Lowe 3B Nick Gonzales C Drake Baldwin OF Kody Clemens OF A.J. Ewing OF Luis Rengifo P Paul Skenes P Clay Holmes SS Francisco Lindor,,Mike Yastrzemski,OF,5.32%,3
58,5223354618,zroth2,0,87.65,1B Josh Bell 2B Jake Cronenworth 3B Hao-Yu Lee C Luis Campusano OF Fernando Tatis Jr. OF Byron Buxton OF Jackson Merrill P Taj Bradley P Michael King SS Kevin McGonigle,,Francisco Alvarez,C,5.23%,0
58,5223592741,OjoDumeh,0,87.65,1B Ty France 2B Brandon Lowe 3B Sung-Mun Song C Henry Davis OF Pete Crow-Armstrong OF Oneil Cruz OF Fernando Tatis Jr. P Taj Bradley P Michael King SS Jared Triolo,,Victor Caratini,C,5.23%,4
60,5223258561,VampGhost,0,87.6,1B Matt Olson 2B Jake Cronenworth 3B Nick Gonzales C Luis Torrens OF Fernando Tatis Jr. OF Byron Buxton OF Carson Benge P Clay Holmes P Michael King SS Kevin McGonigle,,Sung-Mun Song,SS,5.23%,0
60,5223621732,158477,0,87.6,1B Victor Caratini 2B Brandon Lowe 3B Kevin McGonigle C Henry Davis OF Pete Crow-Armstrong OF Oneil Cruz OF Michael Harris II P Clay Holmes P Michael King SS Kaelen Culpepper,,Brooks Lee,3B,5.15%,5
62,5223504684,rayray5102,0,87.55,1B Josh Bell 2B Kody Clemens 3B Nick Gonzales C Drake Baldwin OF Oneil Cruz OF Seiya Suzuki OF Michael Harris II P Michael King P Robert Stock SS Nico Hoerner,,Dominic Smith,OF,4.81%,0
63,5223533921,SpeedRacer101,0,87.45,1B Munetaka Murakami 2B Gleyber Torres 3B Colt Keith C Luis Campusano OF Fernando Tatis Jr. OF Max Clark OF A.J. Ewing P Taj Bradley P Jackson Jobe SS Kevin McGonigle,,Nico Hoerner,2B,4.81%,0
64,5223561775,rrwiesemann,0,87.4,1B Matt Olson 2B Kody Clemens 3B Colt Keith C Francisco Alvarez OF Oneil Cruz OF Max Clark OF Luis Rengifo P Clay Holmes P Jackson Jobe SS Kevin McGonigle,,Kody Clemens,OF,4.64%,16
65,5223400984,jeff21011,0,87.35,1B Josh Bell 2B Kody Clemens 3B Manny Machado C Victor Caratini OF Fernando Tatis Jr. OF Byron Buxton OF Luke Keaschall P Paul Skenes P Michael King SS Xander Bogaerts,,Sung-Mun Song,3B,4.64%,0
66,5223596533,lunchbox11,0,87.2,1B Jared Young 2B Brett Baty 3B Bo Bichette C Henry Davis OF Oneil Cruz OF Seiya Suzuki OF Carson Benge P Paul Skenes P Taj Bradley SS Francisco Lindor,,Ozzie Albies,2B,4.47%,7
66,5223642541,stuckycouchers,0,87.2,1B Munetaka Murakami 2B Brandon Lowe 3B Sung-Mun Song C Victor Caratini OF Oneil Cruz OF Carson Benge OF Brett Callahan P Paul Skenes P Taj Bradley SS Colson Montgomery,,Andrew Benintendi,OF,4.47%,7
68,5223524358,anniefitz,0,86.65,1B Josh Bell 2B Hao-Yu Lee 3B Colson Montgomery C Henry Davis OF Pete Crow-Armstrong OF Seiya Suzuki OF Fernando Tatis Jr. P Taj Bradley P Michael King SS Xander Bogaerts,,Pedro Ramirez,3B,4.14%,2
69,5223326651,andrewp332,0,86.6,1B Matt Olson 2B Kody Clemens 3B Miguel Vargas C Dillon Dingler OF Ronald Acuna Jr. OF Andrew Benintendi OF Brett Callahan P Michael King P Jackson Jobe SS Jim Jarvis,,Austin Riley,3B,3.97%,4
69,5223339121,Remm101,0,86.6,1B Royce Lewis 2B Brandon Lowe 3B Brooks Lee C Luis Campusano OF Oneil Cruz OF Byron Buxton OF Brett Callahan P Clay Holmes P Michael King SS Xander Bogaerts,,Kevin McGonigle,3B,3.80%,9
69,5223354401,WilcoxFantasy,0,86.6,1B Spencer Horwitz 2B Brandon Lowe 3B Alex Bregman C Henry Davis OF Oneil Cruz OF Bryan Reynolds OF Kody Clemens P Clay Holmes P Michael King SS Xander Bogaerts,,Jim Jarvis,SS,3.46%,4
69,5223462081,berwynbuck,0,86.6,1B Josh Bell 2B Brandon Lowe 3B Colt Keith C Henry Davis OF Oneil Cruz OF Bryan Reynolds OF Esmerlyn Valdez P Clay Holmes P Michael King SS Kevin McGonigle,,Colson Montgomery,3B,3.46%,3
69,5223512681,SaucyJack1001,0,86.6,1B Royce Lewis 2B Brandon Lowe 3B Nick Gonzales C Victor Caratini OF Ronald Acuna Jr. OF Kody Clemens OF Trevor Larnach P Clay Holmes P Michael King SS Francisco Lindor,,Braden Montgomery,OF,3.21%,12
74,5223630302,rockybrown26,0,86.4,1B Miguel Vargas 2B Nico Hoerner 3B Alex Bregman C Carson Kelly OF Seiya Suzuki OF Carson Benge OF Tyrone Taylor P Taj Bradley P Robert Stock SS Francisco Lindor,,Royce Lewis,2B,2.87%,8
75,5223347696,brianLiza,0,86.35,1B Josh Bell 2B Kody Clemens 3B Manny Machado C Luis Campusano OF Fernando Tatis Jr. OF Luis Rengifo OF Luke Keaschall P Paul Skenes P Michael King SS Xander Bogaerts,,Tristan Peters,OF,2.87%,2
76,5223355354,masteryoshi13,0,86.15,1B Matt Olson 2B Kody Clemens 3B Brooks Lee C Victor Caratini OF Ronald Acuna Jr. OF Michael Harris II OF Luke Keaschall P Paul Skenes P Jackson Jobe SS Kaelen Culpepper,,Brett Baty,2B,2.78%,0
77,5223153545,footballsport,0,85.65,1B Spencer Horwitz 2B Brandon Lowe 3B Pedro Ramirez C Luis Campusano OF Fernando Tatis Jr. OF Byron Buxton OF Jackson Merrill P Taj Bradley P Michael King SS Xander Bogaerts,,Brett Baty,OF,2.62%,0
77,5223531752,Grandhope,0,85.65,1B Spencer Horwitz 2B Sam Antonacci 3B Brooks Lee C Victor Caratini OF Oneil Cruz OF Byron Buxton OF Max Clark P Taj Bradley P Michael King SS Kevin McGonigle,,Royce Lewis,1B,2.62%,8
77,5223615553,CouldBeTravis,0,85.65,1B Spencer Horwitz 2B Brandon Lowe 3B Manny Machado C Luis Campusano OF Fernando Tatis Jr. OF Jackson Merrill OF Luke Keaschall P Taj Bradley P Michael King SS Xander Bogaerts,,Pedro Ramirez,2B,2.53%,2
80,5223466272,BuckeyeCity,0,85.6,1B Matt Olson 2B Kody Clemens 3B Brooks Lee C Drake Baldwin OF Byron Buxton OF Michael Harris II OF Luke Keaschall P Clay Holmes P Michael King SS Kaelen Culpepper,,Trevor Larnach,OF,2.45%,0
80,5223564197,efortee,0,85.6,1B Ty France 2B Brandon Lowe 3B Nick Gonzales C Luis Campusano OF Oneil Cruz OF Bryan Reynolds OF Jackson Merrill P Clay Holmes P Michael King SS Xander Bogaerts,,Jared Triolo,SS,2.36%,0
82,5223645464,fsrocky01,0,85.45,1B Miguel Vargas 2B Nick Gonzales 3B Bo Bichette C Luis Campusano OF Jackson Merrill OF Esmerlyn Valdez OF Carson Benge P Taj Bradley P Clay Holmes SS Francisco Lindor,,Zach McKinstry,OF,2.36%,5
83,5223501809,Puckett,0,85.35,1B Matt Olson 2B Ozzie Albies 3B Brooks Lee C Drake Baldwin OF Ronald Acuna Jr. OF Oneil Cruz OF Byron Buxton P Jackson Jobe P Robert Stock SS Kaelen Culpepper,,Spencer Torkelson,1B,2.19%,0
83,5223549935,PW324,0,85.35,1B Spencer Horwitz 2B Brandon Lowe 3B Colson Montgomery C Jake Rogers OF Oneil Cruz OF Byron Buxton OF Luke Keaschall P Paul Skenes P Michael King SS Xander Bogaerts,,Tyrone Taylor,OF,2.11%,8
85,5223166122,ivymoose,0,85.2,1B Munetaka Murakami 2B Sam Antonacci 3B Miguel Vargas C Victor Caratini OF Byron Buxton OF Andrew Benintendi OF Luke Keaschall P Paul Skenes P Taj Bradley SS Kaelen Culpepper,,Chase Meidroth,2B,1.94%,3
85,5223337209,wazzu24,0,85.2,1B Josh Bell 2B Kody Clemens 3B Nick Gonzales C Victor Caratini OF Byron Buxton OF Jackson Merrill OF Luke Keaschall P Paul Skenes P Taj Bradley SS Francisco Lindor,,Jake Rogers,C,1.77%,3
85,5223577087,KenyanDrake,0,85.2,1B Josh Bell 2B Jake Cronenworth 3B Manny Machado C Francisco Alvarez OF Fernando Tatis Jr. OF Carson Benge OF A.J. Ewing P Paul Skenes P Taj Bradley SS Francisco Lindor,,Max Clark,OF,1.77%,10
88,5223321236,sharksbay99,0,85.15,1B Ty France 2B Brandon Lowe 3B Nick Gonzales C Luis Campusano OF Fernando Tatis Jr. OF Jackson Merrill OF A.J. Ewing P Paul Skenes P Clay Holmes SS Xander Bogaerts,,Dominic Smith,1B,1.69%,0
89,5223088883,winningfaith,0,84.65,1B Munetaka Murakami 2B Chase Meidroth 3B Manny Machado C Luis Campusano OF Oneil Cruz OF Jackson Merrill OF Carson Benge P Taj Bradley P Michael King SS Kaelen Culpepper,,Miguel Vargas,1B,1.60%,16
89,5223289549,rubbsy,0,84.65,1B Spencer Torkelson 2B Kody Clemens 3B Colt Keith C Dillon Dingler OF Byron Buxton OF Luke Keaschall OF Zach McKinstry P Taj Bradley P Michael King SS Kevin McGonigle,,Marcus Semien,2B,1.60%,3
89,5223480251,thewizardone1,0,84.65,1B Josh Bell 2B Royce Lewis 3B Nick Gonzales C Luis Campusano OF Oneil Cruz OF Bryan Reynolds OF Jackson Merrill P Taj Bradley P Michael King SS Jacob Gonzalez,,Jared Triolo,3B,1.43%,0
89,5223612736,PrimeTime420,0,84.65,1B Ty France 2B Brandon Lowe 3B Manny Machado C Luis Campusano OF Fernando Tatis Jr. OF Jackson Merrill OF Brett Callahan P Taj Bradley P Michael King SS Kevin McGonigle,,Hao-Yu Lee,3B,1.18%,11
93,5223390202,icealford,0,84.45,1B Josh Bell 2B Gleyber Torres 3B Hao-Yu Lee C Dillon Dingler OF Byron Buxton OF Luke Keaschall OF Zach McKinstry P Taj Bradley P Clay Holmes SS Kevin McGonigle,,Jose Urquidy,P,1.01%,32.3
93,5223593775,chase_branchman,0,84.45,1B Spencer Horwitz 2B Brandon Lowe 3B Brooks Lee C Carson Kelly OF Oneil Cruz OF A.J. Ewing OF Luke Keaschall P Taj Bradley P Clay Holmes SS Nico Hoerner,,Hao-Yu Lee,2B,0.84%,11
95,5223573304,sweenz14,0,84.35,1B Josh Bell 2B Brandon Lowe 3B Brooks Lee C Drake Baldwin OF Kody Clemens OF Jackson Merrill OF Luis Rengifo P Paul Skenes P Michael King SS Jacob Gonzalez,,Ryan Jeffers,C,0.68%,2
95,5223655003,thejontom,0,84.35,1B Munetaka Murakami 2B Brandon Lowe 3B Miguel Vargas C Henry Davis OF Oneil Cruz OF Sam Antonacci OF Andrew Benintendi P Michael King P AJ Smith-Shawver SS Colson Montgomery,,Sean Newcomb,P,0.59%,3.3
97,5223165314,Hoakjeff,0,84.15,1B Josh Bell 2B Brandon Lowe 3B Manny Machado C Luis Torrens OF Oneil Cruz OF Byron Buxton OF Luke Keaschall P Paul Skenes P Clay Holmes SS Kaelen Culpepper,,Miguel Amaya,C,0.42%,0
97,5223170988,tmc3737,0,84.15,1B Matt Olson 2B Nick Gonzales 3B Bo Bichette C Drake Baldwin OF Carson Benge OF Andrew Benintendi OF Luis Rengifo P Paul Skenes P Clay Holmes SS Xander Bogaerts,,Gavin Sheets,OF,0.34%,5
97,5223615473,bartmeister,0,84.15,1B Matt Olson 2B Royce Lewis 3B Bo Bichette C Luis Campusano OF Michael Harris II OF Carson Benge OF Luis Rengifo P Paul Skenes P Jackson Jobe SS Francisco Lindor,,Javier Baez,SS,0.34%,0
97,5223625597,Jiggaz,0,84.15,1B Josh Bell 2B Kody Clemens 3B Nick Gonzales C Henry Davis OF Oneil Cruz OF Byron Buxton OF Luke Keaschall P Paul Skenes P Clay Holmes SS Colson Montgomery,,Victor Caratini,1B,0.34%,4
101,5223258510,ststephen99,0,83.65,1B Ty France 2B Nico Hoerner 3B Miguel Vargas C Carson Kelly OF Byron Buxton OF Kody Clemens OF Brett Callahan P Taj Bradley P Michael King SS Colson Montgomery,,Javier Baez,OF,0.17%,0
101,5223579169,TEAM_KILL_CANCER,0,83.65,1B Munetaka Murakami 2B Sam Antonacci 3B Miguel Vargas C Victor Caratini OF Byron Buxton OF Andrew Benintendi OF Luke Keaschall P Taj Bradley P Michael King SS Colson Montgomery,,Michael Conforto,OF,0.17%,0
