Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,5216156626,rockingrick (16/16),0,160.8,1B Jonathan Aranda 2B Ketel Marte 3B Willi Castro C Liam Hicks OF Corbin Carroll OF Leody Taveras OF Justin Crawford P Kyle Leahy P Dustin May SS Gunnar Henderson,,Drew Rasmussen,P,52.63%,13.65
2,5216216769,cantbstopped5deuce (9/20),0,157.15,1B Jonathan Aranda 2B Richie Palacios 3B Yandy Diaz C Liam Hicks OF Corbin Carroll OF Jonny DeLuca OF Zack Gelof P Zebby Matthews P Adrian Houser SS Geraldo Perdomo,,Zack Wheeler,P,36.67%,8.45
3,5216038803,woody326 (2/2),0,155.8,1B Jonathan Aranda 2B Ketel Marte 3B Junior Caminero C Liam Hicks OF Corbin Carroll OF Alan Roden OF Zac Veen P Drew Rasmussen P Dustin May SS Ryan Kreidler,,Dustin May,P,27.89%,22.15
4,5216240075,yaupon (2/2),0,153.8,1B Pete Alonso 2B Royce Lewis 3B Brooks Lee C Liam Hicks OF Corbin Carroll OF Ryan Waldschmidt OF Zac Veen P Kyle Leahy P Dustin May SS Gunnar Henderson,,Junior Caminero,3B,23.94%,12
5,5216036553,sugewhite41,0,150.8,1B Liam Hicks 2B Ketel Marte 3B Brooks Lee C Gabriel Moreno OF Corbin Carroll OF Victor Mesa Jr. OF Zac Veen P Drew Rasmussen P Dustin May SS Geraldo Perdomo,,Liam Hicks,C,22.93%,26
6,5216157960,kbiis (5/5),0,146.9,1B Liam Hicks 2B Ketel Marte 3B Zack Gelof C Gabriel Moreno OF Corbin Carroll OF Jordan Walker OF Ryan Waldschmidt P Dustin May P Tatsuya Imai SS Masyn Winn,,Victor Mesa Jr.,OF,22.59%,7
7,5216038799,woody326 (1/2),0,146.8,1B Yandy Diaz 2B Ketel Marte 3B Junior Caminero C Liam Hicks OF Victor Mesa Jr. OF Alan Roden OF Zac Veen P Drew Rasmussen P Dustin May SS Willy Adames,,Merrill Kelly,P,22.15%,-2.15
8,5216176327,mwear,0,146.35,1B Jonathan Aranda 2B Richie Palacios 3B Junior Caminero C Liam Hicks OF Corbin Carroll OF Victor Mesa Jr. OF Zac Veen P Drew Rasmussen P Adrian Houser SS Geraldo Perdomo,,Corbin Carroll,OF,22.07%,26
9,5216206237,mrclean913 (15/20),0,146.15,1B Liam Hicks 2B Willi Castro 3B Yandy Diaz C Gabriel Moreno OF Cedric Mullins OF Jonny DeLuca OF Victor Mesa Jr. P Zebby Matthews P Adrian Houser SS Geraldo Perdomo,,Jackson Holliday,2B,21.61%,2
9,5216233196,blooketmane (1/2),0,146.15,1B Yandy Diaz 2B Ketel Marte 3B Junior Caminero C Liam Hicks OF Corbin Carroll OF Victor Mesa Jr. OF Zac Veen P Zebby Matthews P Adrian Houser SS Taylor Walls,,Jonathan Aranda,1B,21.53%,7
