Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,5217632293,mitchellmorse30 (1/2),0,117.5,1B Jake Bauers 2B Vaughn Grissom 3B Andrew Vaughn C Gary Sanchez OF Jackson Chourio OF Mike Trout OF Wade Meckler P Walbert Urena P Shane Drohan SS Joey Ortiz,,Jacob deGrom,P,82.86%,2.3
2,5217651874,cobliv69 (1/2),0,103.5,1B Jake Bauers 2B Tommy Edman 3B David Hamilton C Gary Sanchez OF Jackson Chourio OF Mike Trout OF Garrett Mitchell P Walbert Urena P Shane Drohan SS Corey Seager,,Corey Seager,SS,65.71%,2
3,5217703165,JohnnyDrama34,0,102.5,1B Jake Bauers 2B Vaughn Grissom 3B David Hamilton C Gary Sanchez OF Jackson Chourio OF Mike Trout OF Christian Yelich P Walbert Urena P Shane Drohan SS Corey Seager,,Roki Sasaki,P,55.71%,8.1
4,5217514514,NYMicky,0,89.4,1B Jake Bauers 2B Tommy Edman 3B Andrew Vaughn C Gary Sanchez OF Mike Trout OF Andy Pages OF Garrett Mitchell P Jacob deGrom P Walbert Urena SS Miguel Rojas,,Andy Pages,OF,52.86%,0
5,5217633863,jeffs2hot (2/2),0,85.4,1B Jake Bauers 2B Tommy Edman 3B David Hamilton C William Contreras OF Mike Trout OF Andy Pages OF Teoscar Hernandez P Jacob deGrom P Walbert Urena SS Joey Ortiz,,Tommy Edman,2B,47.14%,9
6,5217537071,thadwaugh,0,83.7,1B Jake Bauers 2B Miguel Rojas 3B Andrew Vaughn C Gary Sanchez OF Jackson Chourio OF Mike Trout OF Andy Pages P Jacob deGrom P Shane Drohan SS Joey Ortiz,,Gary Sanchez,C,42.86%,7
7,5217747232,peterdawson99,0,83.4,1B Joc Pederson 2B Tommy Edman 3B Joey Ortiz C Gary Sanchez OF Shohei Ohtani OF Jackson Chourio OF Josh Lowe P Jacob deGrom P Walbert Urena SS Corey Seager,,Ezequiel Duran,3B,38.57%,0
8,5217558573,kfalik,0,83.2,1B Freddie Freeman 2B Tommy Edman 3B Vaughn Grissom C Moises Ballesteros OF Shohei Ohtani OF Mike Trout OF Andy Pages P Walbert Urena P Roki Sasaki SS Miguel Rojas,,Shohei Ohtani,OF,37.14%,5
8,5217734543,j-wolf05,0,83.2,1B Freddie Freeman 2B Tommy Edman 3B Vaughn Grissom C Moises Ballesteros OF Shohei Ohtani OF Mike Trout OF Andy Pages P Walbert Urena P Roki Sasaki SS Miguel Rojas,,Jackson Chourio,OF,35.71%,9
10,5217170214,ivymoose,0,82.5,1B Nolan Schanuel 2B Vaughn Grissom 3B Denzer Guzman C Austin Wynns OF Mike Trout OF Wyatt Langford OF Jose Siri P Roki Sasaki P Shane Drohan SS Corey Seager,,Walbert Urena,P,32.86%,25.1
11,5217741129,BolasViejas,0,82.4,1B Jake Bauers 2B Tommy Edman 3B Andrew Vaughn C Moises Ballesteros OF Shohei Ohtani OF Andy Pages OF Evan Carter P Jacob deGrom P Walbert Urena SS David Hamilton,,Joc Pederson,1B,31.43%,0
12,5217624316,tmac515,0,80.4,1B Jake Bauers 2B Tommy Edman 3B David Hamilton C Gary Sanchez OF Jackson Chourio OF Andy Pages OF Teoscar Hernandez P Jacob deGrom P Walbert Urena SS Miguel Rojas,,Shohei Ohtani,1B,27.14%,5
13,5217750800,chase.fowler (1/2),0,79.2,1B Freddie Freeman 2B Vaughn Grissom 3B Joey Ortiz C William Contreras OF Mike Trout OF Christian Yelich OF Kyle Tucker P Walbert Urena P Roki Sasaki SS Miguel Rojas,,Brandon Nimmo,OF,27.14%,2
14,5217633862,jeffs2hot (1/2),0,77.7,1B Jake Bauers 2B Tommy Edman 3B Andrew Vaughn C Gary Sanchez OF Jackson Chourio OF Garrett Mitchell OF Jose Siri P Jacob deGrom P Shane Drohan SS Corey Seager,,Shane Drohan,P,25.71%,12.4
15,5217638376,Bowl1300 (1/2),0,76.4,1B Jake Bauers 2B Tommy Edman 3B Joey Ortiz C William Contreras OF Jackson Chourio OF Andy Pages OF Teoscar Hernandez P Jacob deGrom P Walbert Urena SS Miguel Rojas,,Wyatt Langford,OF,24.29%,3
15,5217651875,cobliv69 (2/2),0,76.4,1B Shohei Ohtani 2B Tommy Edman 3B Vaughn Grissom C Moises Ballesteros OF Mike Trout OF Andy Pages OF Teoscar Hernandez P Jacob deGrom P Walbert Urena SS Miguel Rojas,,Miguel Rojas,2B,24.29%,4
17,5217728176,AJ_Green,0,75.4,1B Shohei Ohtani 2B Miguel Rojas 3B Kike Hernandez C Moises Ballesteros OF Mike Trout OF Jake Bauers OF Andy Pages P Jacob deGrom P Walbert Urena SS David Hamilton,,Mike Trout,OF,22.86%,13
18,5217744649,ssrh447 (2/2),0,74.4,1B Freddie Freeman 2B Tommy Edman 3B Joey Ortiz C Moises Ballesteros OF Shohei Ohtani OF Andy Pages OF Teoscar Hernandez P Jacob deGrom P Walbert Urena SS David Hamilton,,Teoscar Hernandez,OF,22.86%,3
19,5217698246,PrabsOU (1/2),0,73.5,1B Nolan Schanuel 2B Tommy Edman 3B Kike Hernandez C William Contreras OF Shohei Ohtani OF Jackson Chourio OF Jake Bauers P Roki Sasaki P Shane Drohan SS David Hamilton,,William Contreras,C,21.43%,0
