Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,5206495693,mickevcarter,0,162.65,1B Christian Walker 2B Jose Altuve 3B Isaac Paredes C Tyler Stephenson OF Yordan Alvarez OF George Springer OF JJ Bleday P Gavin Williams P Colin Rea SS Jeremy Pena,,Gerrit Cole,P,38.10%,20.55
2,5206484363,3rd_and_schlong,0,161.1,1B Nathaniel Lowe 2B Travis Bazzana 3B Jose Ramirez C Tyler Stephenson OF JJ Bleday OF Lars Nootbaar OF Dane Myers P Gavin Williams P Gerrit Cole SS Elly De La Cruz,,Luis Urias,2B,31.43%,9
3,5206485551,TheCompletePackage,0,148.4,1B Matt Olson 2B Matt McLain 3B Austin Riley C Tyler Stephenson OF Ronald Acuna Jr. OF JJ Bleday OF Mike Yastrzemski P Gavin Williams P Griffin Jax SS Elly De La Cruz,,Gavin Williams,P,31.43%,35.55
3,5206485679,Stree,0,148.4,1B Nathaniel Lowe 2B Jose Tena 3B Jose Ramirez C Tyler Stephenson OF Wyatt Langford OF JJ Bleday OF Dane Myers P Gavin Williams P Griffin Jax SS Elly De La Cruz,,Elly De La Cruz,SS,30.48%,9
5,5206496649,ColeG24,0,144.45,1B Bryce Harper 2B Bryson Stott 3B Ryan McMahon C Tyler Stephenson OF Yordan Alvarez OF George Springer OF Andrew Benintendi P Gerrit Cole P Sandy Alcantara SS Corey Seager,,Tyler Stephenson,C,29.52%,25
6,5206486120,mjatam77,0,143.65,1B Christian Walker 2B Bryson Stott 3B Kazuma Okamoto C Christian Vazquez OF Yordan Alvarez OF Kyle Schwarber OF Cam Smith P Gavin Williams P Colin Rea SS Jeremy Pena,,Zack Wheeler,P,28.57%,9.9
7,5206486654,Elev11,0,143.05,1B Alec Burleson 2B Luis Urias 3B Blaze Jordan C Tyler Stephenson OF Jordan Walker OF Lars Nootbaar OF Bryan Torres P Chase Burns P Gavin Williams SS Elly De La Cruz,,JJ Bleday,OF,27.62%,11
8,5206494994,snapbad,0,140.45,1B Kyle Stowers 2B Bryson Stott 3B Isaac Paredes C Joe Mack OF Yordan Alvarez OF JJ Bleday OF Colton Cowser P Gavin Williams P Sandy Alcantara SS Jeremy Pena,,Kyle Stowers,1B,26.67%,0
9,5206480791,frquis,0,139.1,1B Kyle Manzardo 2B Luis Urias 3B Isaac Paredes C Keibert Ruiz OF Yordan Alvarez OF Taylor Trammell OF Ryan Vilade P Gavin Williams P Gerrit Cole SS Jeremy Pena,,Griffin Jax,P,25.71%,22.85
9,5206485475,R-E-L-A-X,0,139.1,1B Kyle Manzardo 2B Travis Bazzana 3B Jose Ramirez C Tyler Stephenson OF JJ Bleday OF Steven Kwan OF Nathan Church P Gavin Williams P Gerrit Cole SS Elly De La Cruz,,Yordan Alvarez,OF,25.71%,24
11,5206481639,RAJAHDAT420,0,138.1,1B Sal Stewart 2B Luis Urias 3B Jose Ramirez C Tyler Stephenson OF JJ Bleday OF Lars Nootbaar OF Griffin Conine P Gavin Williams P Gerrit Cole SS Elly De La Cruz,,Jose Ramirez,3B,23.81%,5
12,5206479058,DaWiddys,0,136.4,1B Matt Olson 2B Luis Urias 3B Alec Bohm C Tyler Stephenson OF Ronald Acuna Jr. OF Wyatt Langford OF George Springer P Gerrit Cole P Griffin Jax SS Jeremy Pena,,Lars Nootbaar,OF,20.00%,9
13,5206483831,cordog2878,0,134.65,1B Kyle Stowers 2B Jose Altuve 3B Isaac Paredes C Tyler Stephenson OF Yordan Alvarez OF Dylan Crews OF JJ Bleday P Gerrit Cole P Colin Rea SS Jeremy Pena,,George Springer,OF,18.10%,8
14,5206472224,Gmeyer295,0,133.4,1B Sal Stewart 2B Travis Bazzana 3B Jose Ramirez C Tyler Stephenson OF JJ Bleday OF Lars Nootbaar OF Bryan Torres P Gerrit Cole P Griffin Jax SS Elly De La Cruz,,Griffin Conine,OF,17.14%,0
15,5206484425,rjh5935,0,132.4,1B Joc Pederson 2B Brandon Lowe 3B Jose Ramirez C Tyler Stephenson OF George Springer OF Brandon Nimmo OF Steven Kwan P Gerrit Cole P Griffin Jax SS Jeremy Pena,,James Wood,OF,16.19%,2
16,5206472434,cmg311,0,131.1,1B Alec Burleson 2B Luis Urias 3B Ke'Bryan Hayes C Tyler Stephenson OF James Wood OF Ronald Acuna Jr. OF JJ Bleday P Gavin Williams P Gerrit Cole SS Masyn Winn,,Colin Rea,P,16.19%,21.1
17,5206484781,walkdaddy8,0,129.65,1B Jake Burger 2B Brandon Lowe 3B Alec Bohm C Tyler Stephenson OF Yordan Alvarez OF Wyatt Langford OF Brandon Nimmo P Gerrit Cole P Colin Rea SS Corey Seager,,Sandy Alcantara,P,15.24%,23.9
18,5206482287,nickenyon6,0,129.4,1B Kyle Stowers 2B Luis Urias 3B Jose Ramirez C Tyler Stephenson OF Ronald Acuna Jr. OF JJ Bleday OF Lars Nootbaar P Gavin Williams P Griffin Jax SS Elly De La Cruz,,Liam Hicks,C,15.24%,3
18,5206484964,Jaycee37,0,129.4,1B Liam Hicks 2B Luis Urias 3B Alec Bohm C Alejandro Kirk OF Yordan Alvarez OF George Springer OF JJ Bleday P Gavin Williams P Griffin Jax SS Francisco Lindor,,Chase Burns,P,14.29%,30.5
18,5206486589,joniver,0,129.4,1B Kyle Stowers 2B Luis Urias 3B Jose Ramirez C Tyler Stephenson OF Ronald Acuna Jr. OF JJ Bleday OF Lars Nootbaar P Gavin Williams P Griffin Jax SS Elly De La Cruz,,Kazuma Okamoto,3B,13.33%,3
18,5206487031,Firedog50,0,129.4,1B Kyle Stowers 2B Luis Urias 3B Jose Ramirez C Tyler Stephenson OF Ronald Acuna Jr. OF JJ Bleday OF Lars Nootbaar P Gavin Williams P Griffin Jax SS Elly De La Cruz,,Jeremy Pena,SS,13.33%,21
22,5206484760,Skemdog123,0,126.4,1B Kyle Stowers 2B Luis Urias 3B Jose Ramirez C Tyler Stephenson OF Yordan Alvarez OF JJ Bleday OF Griffin Conine P Gerrit Cole P Griffin Jax SS Elly De La Cruz,,Drake Baldwin,C,12.38%,2
22,5206485246,xXxPLOSIVE,0,126.4,1B Kyle Stowers 2B Luis Urias 3B Jose Ramirez C Tyler Stephenson OF Yordan Alvarez OF JJ Bleday OF Griffin Conine P Gerrit Cole P Griffin Jax SS Elly De La Cruz,,Matt Olson,1B,12.38%,17
24,5206494585,msymsick,0,125.05,1B Matt Olson 2B Ernie Clement 3B Jose Ramirez C Christian Vazquez OF Chandler Simpson OF JJ Bleday OF Petey Halpin P Chase Burns P Gavin Williams SS Masyn Winn,,Steven Kwan,OF,11.43%,9
25,5206495736,legacycaptain11,0,123.95,1B Vladimir Guerrero Jr. 2B Luis Urias 3B Kazuma Okamoto C Tyler Stephenson OF James Wood OF Yordan Alvarez OF George Springer P Griffin Jax P Colin Rea SS Elly De La Cruz,,Ronald Acuna Jr.,OF,10.48%,3
26,5206486477,spamamoto,0,121.1,1B Kyle Stowers 2B Travis Bazzana 3B Jose Ramirez C Joe Mack OF Chase DeLauter OF Griffin Conine OF Owen Caissie P Gavin Williams P Gerrit Cole SS Otto Lopez,,Otto Lopez,SS,10.48%,10
27,5206494104,Robbie21bruin,0,118.55,1B Matt Olson 2B Ozzie Albies 3B Alec Bohm C Drake Baldwin OF Yordan Alvarez OF Ronald Acuna Jr. OF Michael Harris II P Anthony Kay P Colin Rea SS Jeremy Pena,,Xavier Edwards,2B,9.52%,5
28,5206481715,dj6737,0,118.45,1B Jake Burger 2B Ernie Clement 3B Nolan Arenado C Francisco Alvarez OF Brandon Nimmo OF Brandon Marsh OF Lars Nootbaar P Zack Wheeler P Gavin Williams SS Jose Caballero,,Peter Lambert,P,9.52%,21.75
29,5206487230,slydic,0,115.85,1B Christian Walker 2B Nico Hoerner 3B Jose Ramirez C Liam Hicks OF Kyle Schwarber OF George Springer OF Cam Smith P Peter Lambert P Colin Rea SS Jeremy Pena,,CJ Abrams,SS,8.57%,0
30,5206480813,danzlgro,0,114.45,1B Alec Burleson 2B Luis Urias 3B Junior Caminero C J.T. Realmuto OF George Springer OF Andrew Benintendi OF Mike Yastrzemski P Zack Wheeler P Gavin Williams SS Masyn Winn,,Alejandro Kirk,C,8.57%,3
31,5206481790,blackmamba27,0,114.4,1B Jonathan Aranda 2B Luis Urias 3B Amed Rosario C Tyler Stephenson OF Pete Crow-Armstrong OF Seiya Suzuki OF A.J. Ewing P Gavin Williams P Griffin Jax SS Ernie Clement,,Masyn Winn,SS,8.57%,4
32,5206494595,bishaug,0,114.1,1B Kyle Stowers 2B Xavier Edwards 3B Kazuma Okamoto C Tyler Stephenson OF Dylan Crews OF Lars Nootbaar OF Bryan Torres P Gavin Williams P Gerrit Cole SS Elly De La Cruz,,Alec Bohm,3B,8.57%,8
33,5206495286,jc000000,0,113.65,1B Munetaka Murakami 2B Luis Urias 3B Kazuma Okamoto C Tyler Stephenson OF James Wood OF George Springer OF JJ Bleday P Gerrit Cole P Colin Rea SS Elly De La Cruz,,Kyle Schwarber,OF,8.57%,4
34,5206487172,hayob3,0,113.1,1B Joc Pederson 2B Ozzie Albies 3B Isaac Paredes C Tyler Stephenson OF Yordan Alvarez OF Spencer Jones OF Owen Caissie P Gavin Williams P Gerrit Cole SS Francisco Lindor,,Joc Pederson,1B,8.57%,0
35,5206481844,jaysu5,0,111.4,1B Kyle Stowers 2B Jazz Chisholm Jr. 3B Jose Ramirez C Tyler Stephenson OF JJ Bleday OF Lars Nootbaar OF Steven Kwan P Gerrit Cole P Griffin Jax SS Elly De La Cruz,,Owen Caissie,OF,8.57%,0
36,5206487020,JMoneyMakerJones,0,109.65,1B Tyler Locklear 2B Luis Urias 3B Kazuma Okamoto C Joe Mack OF Yordan Alvarez OF Jordan Walker OF Steven Kwan P Zack Wheeler P Peter Lambert SS Masyn Winn,,Alec Burleson,1B,7.62%,5
37,5206494589,bobloblaw85,0,108.45,1B Alec Burleson 2B Bryson Stott 3B Alec Bohm C Ivan Herrera OF Jordan Walker OF Brandon Marsh OF Lars Nootbaar P Gavin Williams P Sandy Alcantara SS Masyn Winn,,Bryson Stott,2B,7.62%,8
38,5206471950,tempdowg,0,108.4,1B Nathaniel Lowe 2B Luis Urias 3B Blaze Jordan C Jake Rogers OF James Wood OF Yordan Alvarez OF Leody Taveras P Zack Wheeler P Chase Burns SS Jim Jarvis,,Wyatt Langford,OF,7.62%,2
