Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,5215137191,needlunchmoney (48/107),0,165.6,1B Rafael Devers 2B Jake Cronenworth 3B Manny Machado C Luis Campusano OF Luis Rengifo OF Fernando Tatis Jr. OF Corbin Carroll P Blake Snell P Mitch Bratt SS Willy Adames,,Hunter Brown,P,45.39%,8.45
2,5215251494,Wanna_Square_Up1567 (85/107),0,162.6,1B Joc Pederson 2B Richie Palacios 3B Yandy Diaz C Liam Hicks OF Lars Nootbaar OF Victor Mesa Jr. OF Corbin Carroll P Blake Snell P Mitch Bratt SS Taylor Walls,,Blake Snell,P,44.94%,29.1
3,5215427336,swint (13/25),0,162.4,1B Ty France 2B Richie Palacios 3B Manny Machado C Luis Campusano OF Luis Rengifo OF Fernando Tatis Jr. OF Lars Nootbaar P Nick Martinez P Hunter Brown SS Taylor Walls,,Mitch Bratt,P,32.07%,14.5
4,5215016113,OneDropKing (25/107),0,159.65001,1B Ty France 2B Richie Palacios 3B Manny Machado C Luis Campusano OF Austin Hays OF Kyle Tucker OF Fernando Tatis Jr. P Blake Snell P Cody Bradford SS Taylor Walls,,Corey Seager,SS,28.03%,0
5,5214927962,niquisition (80/88),0,158.65,1B Joc Pederson 2B Ketel Marte 3B Nolan Arenado C Gabriel Moreno OF Victor Mesa Jr. OF Corbin Carroll OF Chandler Simpson P Blake Snell P Cody Bradford SS Taylor Walls,,Cody Bradford,P,26.55%,7.55
6,5215137194,needlunchmoney (51/107),0,157.85,1B Ty France 2B Oswald Peraza 3B Manny Machado C Luis Campusano OF Mike Trout OF Luis Rengifo OF Fernando Tatis Jr. P Blake Snell P Ryan Johnson SS Zach Neto,,Corbin Carroll,OF,25.46%,14
7,5215621571,patrickkuz (5/10),0,157.4,1B Yandy Diaz 2B Ketel Marte 3B Junior Caminero C Gabriel Moreno OF Lars Nootbaar OF Victor Mesa Jr. OF Corbin Carroll P Walker Buehler P Mitch Bratt SS Taylor Walls,,Junior Caminero,3B,23.27%,20
8,5215299962,squirrelpatroldk (44/107),0,157.05,1B Yandy Diaz 2B Jeff McNeil 3B Junior Caminero C Jonah Heim OF Lawrence Butler OF Victor Mesa Jr. OF Chandler Simpson P Blake Snell P Carson Whisenhunt SS Taylor Walls,,Ketel Marte,2B,23.16%,17
9,5215076171,ivymoose (13/30),0,156.6,1B Yandy Diaz 2B Richie Palacios 3B Junior Caminero C James McCann OF Lars Nootbaar OF Victor Mesa Jr. OF Corbin Carroll P Blake Snell P Mitch Bratt SS Taylor Walls,,Brandon Nimmo,OF,22.12%,8
10,5215145039,dhayes73 (1/4),0,156.05,1B Joc Pederson 2B Vaughn Grissom 3B Junior Caminero C Liam Hicks OF Brandon Nimmo OF Tim Tawa OF Wyatt Langford P Blake Snell P Nick Martinez SS Mookie Betts,,Wyatt Langford,OF,20.27%,0
11,5215076159,ivymoose (1/30),0,153.85,1B Jonathan Aranda 2B Ketel Marte 3B Junior Caminero C James McCann OF Victor Mesa Jr. OF Corbin Carroll OF Chandler Simpson P Blake Snell P Ryan Johnson SS Taylor Walls,,Jonathan Aranda,1B,19.90%,2
11,5215381263,tpolak25 (3/107),0,153.85,1B Jonathan Aranda 2B Ketel Marte 3B Junior Caminero C James McCann OF Victor Mesa Jr. OF Corbin Carroll OF Chandler Simpson P Blake Snell P Ryan Johnson SS Taylor Walls,,Kyle Harrison,P,19.20%,-7.3
13,5214927888,niquisition (6/88),0,153.6,1B Yandy Diaz 2B Jeff McNeil 3B Junior Caminero C Liam Hicks OF Victor Mesa Jr. OF Corbin Carroll OF Evan Carter P Blake Snell P Mitch Bratt SS Taylor Walls,,Lars Nootbaar,OF,18.31%,0
14,5214963385,zroth2 (105/107),0,152.6,1B Joc Pederson 2B Ketel Marte 3B Yandy Diaz C Liam Hicks OF Shohei Ohtani OF Lars Nootbaar OF Lawrence Butler P Blake Snell P Mitch Bratt SS Taylor Walls,,Chandler Simpson,OF,16.90%,8
15,5215076180,ivymoose (22/30),0,151.85,1B Jonathan Aranda 2B Ketel Marte 3B Yandy Diaz C James McCann OF Victor Mesa Jr. OF Corbin Carroll OF Chandler Simpson P Blake Snell P Ryan Johnson SS Taylor Walls,,Gabriel Moreno,C,16.23%,3
16,5215192607,zokin (93/107),0,151.6,1B Yandy Diaz 2B Oswald Peraza 3B Junior Caminero C Moises Ballesteros OF Luis Rengifo OF Austin Hays OF Fernando Tatis Jr. P Blake Snell P Mitch Bratt SS Zach Neto,,Shohei Ohtani,OF,15.64%,2
16,5215204048,mustafael (10/107),0,151.6,1B Tim Tawa 2B Ketel Marte 3B Junior Caminero C Gabriel Moreno OF Lars Nootbaar OF Corbin Carroll OF Chandler Simpson P Blake Snell P Mitch Bratt SS Taylor Walls,,Joc Pederson,1B,15.53%,20
16,5215204140,mustafael (102/107),0,151.6,1B Jake Burger 2B Ketel Marte 3B Junior Caminero C Liam Hicks OF Brandon Nimmo OF Victor Mesa Jr. OF Chandler Simpson P Blake Snell P Mitch Bratt SS Taylor Walls,,Liam Hicks,C,15.28%,6
19,5215450305,jherg (2/107),0,151.05,1B Jake Burger 2B Osleivis Basabe 3B Manny Machado C Luis Campusano OF Luis Rengifo OF Austin Hays OF Fernando Tatis Jr. P Blake Snell P Nick Martinez SS Corey Seager,,Jeff McNeil,2B,15.14%,3
20,5215591950,jeffmorris007 (4/10),0,150.65,1B Joc Pederson 2B Richie Palacios 3B Junior Caminero C Austin Wynns OF Shohei Ohtani OF Victor Mesa Jr. OF Chandler Simpson P Blake Snell P Cody Bradford SS Taylor Walls,,Zach Neto,SS,14.44%,17
21,5215118675,Dominator-Seguin (19/66),0,150,1B Joc Pederson 2B Ketel Marte 3B Nolan Arenado C Gabriel Moreno OF Brandon Nimmo OF Corbin Carroll OF Wyatt Langford P Blake Snell P Walker Buehler SS Mookie Betts,,James McCann,C,12.39%,0
22,5215083936,jcljr23,0,149.5,1B Yandy Diaz 2B Jeff McNeil 3B Junior Caminero C Hunter Goodman OF Tim Tawa OF Chandler Simpson OF Cole Carrigg P Nick Martinez P Cody Bradford SS Taylor Walls,,Victor Mesa Jr.,OF,12.14%,19
23,5215548276,Swirv36,0,149.05,1B Tim Tawa 2B Ketel Marte 3B Manny Machado C James McCann OF Jung Hoo Lee OF Corbin Carroll OF Jackson Merrill P Blake Snell P Nick Martinez SS Mookie Betts,,Taylor Walls,SS,11.94%,30
24,5215401549,jnwallen (1/2),0,148.6,1B Yandy Diaz 2B Richie Palacios 3B Junior Caminero C Liam Hicks OF Carlos Cortes OF Lawrence Butler OF Victor Mesa Jr. P Blake Snell P Mitch Bratt SS Jacob Wilson,,Ryan Johnson,P,11.30%,14.75
25,5215251461,Wanna_Square_Up1567 (52/107),0,148.55,1B Yandy Diaz 2B Jeff McNeil 3B Junior Caminero C Liam Hicks OF Fernando Tatis Jr. OF Zack Gelof OF Victor Mesa Jr. P Michael Wacha P Ryan Johnson SS Taylor Walls,,Nolan Arenado,3B,11.21%,11
26,5215037190,Stree (14/24),0,147.6,1B Liam Hicks 2B Richie Palacios 3B Junior Caminero C Gabriel Moreno OF Lars Nootbaar OF Victor Mesa Jr. OF Corbin Carroll P Blake Snell P Mitch Bratt SS Taylor Walls,,Austin Wynns,C,10.74%,3
26,5215118674,Dominator-Seguin (18/66),0,147.6,1B Jonathan Aranda 2B Ketel Marte 3B Nolan Arenado C Gabriel Moreno OF Victor Mesa Jr. OF Corbin Carroll OF Chandler Simpson P Blake Snell P Mitch Bratt SS Taylor Walls,,Evan Carter,OF,10.65%,0
28,5215401596,jnwallen (2/2),0,147,1B Yandy Diaz 2B Jeff McNeil 3B Junior Caminero C Liam Hicks OF Carlos Cortes OF Lawrence Butler OF Victor Mesa Jr. P Blake Snell P Walker Buehler SS Jacob Wilson,,Richie Palacios,2B,10.60%,12
28,5215413466,MillionDollarPoker (26/40),0,147,1B Joc Pederson 2B Ketel Marte 3B Nolan Arenado C Gabriel Moreno OF Lars Nootbaar OF Andy Pages OF Corbin Carroll P Blake Snell P Walker Buehler SS Mookie Betts,,Jose Altuve,2B,10.37%,2
30,5215025623,garnes222 (3/8),0,146.85,1B Jonathan Aranda 2B Ketel Marte 3B Yandy Diaz C Gabriel Moreno OF Lars Nootbaar OF Victor Mesa Jr. OF Corbin Carroll P Blake Snell P Ryan Johnson SS Taylor Walls,,Yandy Diaz,3B,10.34%,18
31,5215118203,Nadroj311 (28/107),0,146.65,1B Joc Pederson 2B Ketel Marte 3B Yandy Diaz C Liam Hicks OF Cedric Mullins OF Victor Mesa Jr. OF Evan Carter P Blake Snell P Cody Bradford SS Taylor Walls,,Cedric Mullins,OF,10.18%,0
31,5215118230,Nadroj311 (55/107),0,146.65,1B Yandy Diaz 2B Richie Palacios 3B Junior Caminero C Austin Wynns OF Brandon Nimmo OF Victor Mesa Jr. OF Wyatt Langford P Blake Snell P Cody Bradford SS Taylor Walls,,Kyle Tucker,OF,9.95%,4
33,5215587368,wtfbra97 (29/60),0,146.6,1B Tim Tawa 2B Ketel Marte 3B Junior Caminero C James McCann OF Lars Nootbaar OF Victor Mesa Jr. OF Corbin Carroll P Blake Snell P Mitch Bratt SS Zach Neto,,Hunter Goodman,C,9.92%,10
34,5214927932,niquisition (50/88),0,145.85,1B Jonathan Aranda 2B Ketel Marte 3B Junior Caminero C Gabriel Moreno OF Lars Nootbaar OF Corbin Carroll OF Tim Tawa P Blake Snell P Ryan Johnson SS Taylor Walls,,Brice Turang,2B,9.20%,7
34,5215587355,wtfbra97 (16/60),0,145.85,1B Jonathan Aranda 2B Ketel Marte 3B Junior Caminero C Gabriel Moreno OF Lars Nootbaar OF Corbin Carroll OF Tim Tawa P Blake Snell P Ryan Johnson SS Taylor Walls,,Ezequiel Duran,3B,9.17%,5
36,5215113766,milligolf (16/19),0,145.6,1B Jonathan Aranda 2B Richie Palacios 3B Junior Caminero C Liam Hicks OF Victor Mesa Jr. OF Corbin Carroll OF Tim Tawa P Blake Snell P Mitch Bratt SS Willy Adames,,Mike Trout,OF,9.00%,9
36,5215118197,Nadroj311 (22/107),0,145.6,1B Yandy Diaz 2B Richie Palacios 3B Junior Caminero C James McCann OF Lars Nootbaar OF Corbin Carroll OF Chandler Simpson P Blake Snell P Mitch Bratt SS Taylor Walls,,Isaac Paredes,3B,8.89%,6
36,5215204065,mustafael (27/107),0,145.6,1B Jonathan Aranda 2B Ketel Marte 3B Junior Caminero C James McCann OF Lars Nootbaar OF Victor Mesa Jr. OF Corbin Carroll P Blake Snell P Mitch Bratt SS Taylor Walls,,Yordan Alvarez,OF,8.86%,6
36,5215204130,mustafael (92/107),0,145.6,1B Ty France 2B Ketel Marte 3B Manny Machado C James McCann OF Luis Rengifo OF Fernando Tatis Jr. OF Jackson Merrill P Blake Snell P Mitch Bratt SS Willy Adames,,Jeremy Pena,SS,8.83%,0
36,5215361471,thetolan87 (1/3),0,145.6,1B Yandy Diaz 2B Ketel Marte 3B Nolan Arenado C James McCann OF Brandon Nimmo OF Corbin Carroll OF Jac Caglianone P Blake Snell P Mitch Bratt SS Zach Neto,,Jackson Chourio,OF,8.38%,2
41,5215381348,tpolak25 (88/107),0,145,1B Yandy Diaz 2B Richie Palacios 3B Junior Caminero C Moises Ballesteros OF Jose Siri OF Victor Mesa Jr. OF Chandler Simpson P Blake Snell P Walker Buehler SS Zach Neto,,Cam Smith,OF,8.21%,5
42,5215251483,Wanna_Square_Up1567 (74/107),0,144.85,1B Yandy Diaz 2B Ildemaro Vargas 3B Junior Caminero C Liam Hicks OF Corbin Carroll OF Jordan Beck OF Chandler Simpson P Blake Snell P Ryan Johnson SS Taylor Walls,,Shohei Ohtani,1B,8.21%,2
