Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,5224952603,john2376 (2/2),0,178.8,1B Luis Garcia Jr. 2B Jazz Chisholm Jr. 3B Isaac Paredes C Moises Ballesteros OF Wyatt Langford OF Daulton Varsho OF Cam Smith P Gerrit Cole P Jacob deGrom SS Zach Neto,,Yordan Alvarez,OF,72.86%,9
2,5224823987,supremexjp,0,170.8,1B Nolan Schanuel 2B Nick Allen 3B Vaughn Grissom C Moises Ballesteros OF Yordan Alvarez OF Mike Trout OF Cam Smith P Gerrit Cole P Jacob deGrom SS Zach Neto,,Isaac Paredes,3B,68.57%,8
3,5224404404,SoccerGeek23 (1/2),0,166.8,1B Nolan Schanuel 2B Jose Altuve 3B Isaac Paredes C Moises Ballesteros OF Yordan Alvarez OF Daulton Varsho OF Wade Meckler P Gerrit Cole P Jacob deGrom SS Zach Neto,,Peter Lambert,P,54.29%,-9.75
4,5224846954,cobliv69 (2/2),0,145.8,1B Jake Burger 2B Cody Freeman 3B Ezequiel Duran C Moises Ballesteros OF Mike Trout OF Wyatt Langford OF Daulton Varsho P Gerrit Cole P Jacob deGrom SS Corey Seager,,Jose Altuve,2B,54.29%,0
5,5224884568,vegasvitsy (1/2),0,144.25,1B Nolan Schanuel 2B Jose Tena 3B Vaughn Grissom C Moises Ballesteros OF Yordan Alvarez OF Mike Trout OF Daylen Lile P Gerrit Cole P Kyle Bradish SS Zach Neto,,Gerrit Cole,P,54.29%,28.5
6,5224641373,JRaab,0,144.05,1B LaMonte Wade Jr. 2B Jose Altuve 3B Isaac Paredes C Moises Ballesteros OF Yordan Alvarez OF Mike Trout OF Josh Lowe P Jacob deGrom P Kyle Bradish SS Zach Neto,,Jacob deGrom,P,51.43%,36.3
7,5224877972,john2376 (1/2),0,141.05,1B Nolan Schanuel 2B Jose Altuve 3B Isaac Paredes C Tyler Heineman OF Yordan Alvarez OF Mike Trout OF Wade Meckler P Jacob deGrom P Kyle Bradish SS Zach Neto,,Daulton Varsho,OF,35.71%,7
8,5224960199,sasmallen,0,140.35,1B Nolan Schanuel 2B Jazz Chisholm Jr. 3B Isaac Paredes C Christian Vazquez OF Yordan Alvarez OF Mike Trout OF Trent Grisham P Jacob deGrom P Andrew Alvarez SS Zach Neto,,Jake Burger,1B,34.29%,0
9,5224469452,amishrifle028,0,136.85,1B Jake Burger 2B Adam Frazier 3B Ezequiel Duran C Samuel Basallo OF Yordan Alvarez OF Wyatt Langford OF Brandon Nimmo P Jacob deGrom P Grayson Rodriguez SS Corey Seager,,Trent Grisham,OF,32.86%,5
10,5224693656,totoroll33,0,134.8,1B Luis Garcia Jr. 2B Jose Altuve 3B Isaac Paredes C Moises Ballesteros OF Yordan Alvarez OF Trent Grisham OF Josh Lowe P Gerrit Cole P Jacob deGrom SS George Lombard Jr.,,Wyatt Langford,OF,30.00%,7
11,5224854540,builtforspeed6315,0,133.8,1B Christian Walker 2B Jazz Chisholm Jr. 3B Cody Freeman C Yainer Diaz OF Wyatt Langford OF Trent Grisham OF Brandon Nimmo P Gerrit Cole P Jacob deGrom SS Zach Neto,,Corey Seager,SS,28.57%,19
12,5224785307,ricallwal,0,127.6,1B Pete Alonso 2B Jackson Holliday 3B Christian Encarnacion-Strand C Moises Ballesteros OF Yordan Alvarez OF Wyatt Langford OF Trent Grisham P Andrew Alvarez P Grayson Rodriguez SS Zach Neto,,Cam Smith,OF,21.43%,2
13,5224895991,texansl,0,125.05,1B Nolan Schanuel 2B Jose Altuve 3B Isaac Paredes C Christian Vazquez OF Yordan Alvarez OF Mike Trout OF LaMonte Wade Jr. P Jacob deGrom P Kyle Bradish SS Zach Neto,,Kyle Bradish,P,20.00%,10.75
14,5224943274,Favrefan67,0,123.8,1B Nolan Schanuel 2B Cody Freeman 3B Isaac Paredes C Austin Wells OF Yordan Alvarez OF Wyatt Langford OF Trent Grisham P Gerrit Cole P Jacob deGrom SS Corey Seager,,Christian Vazquez,C,20.00%,3
15,5224855525,redbrick22,0,122.8,1B Ben Rice 2B Jose Altuve 3B Isaac Paredes C Christian Vazquez OF Yordan Alvarez OF Cam Smith OF Spencer Jones P Gerrit Cole P Jacob deGrom SS George Lombard Jr.,,Ben Rice,C,20.00%,9
16,5224878936,jeffs2hot (2/2),0,121.8,1B LaMonte Wade Jr. 2B Jose Altuve 3B Isaac Paredes C Ben Rice OF Trent Grisham OF Daulton Varsho OF Cam Smith P Gerrit Cole P Jacob deGrom SS Ezequiel Duran,,George Lombard Jr.,SS,20.00%,0
17,5224831579,tergie (2/2),0,121.25,1B Nolan Schanuel 2B Jose Altuve 3B Isaac Paredes C Tyler Heineman OF Yordan Alvarez OF Mike Trout OF LaMonte Wade Jr. P Gerrit Cole P Kyle Bradish SS Zach Neto,,LaMonte Wade Jr.,OF,18.57%,4
18,5224434924,mitchellmorse30 (1/2),0,120.25,1B Andres Chaparro 2B Jose Altuve 3B Isaac Paredes C Tyler Heineman OF Yordan Alvarez OF Mike Trout OF Daulton Varsho P Gerrit Cole P Kyle Bradish SS Zach Neto,,Zach Neto,SS,18.57%,42
19,5224874944,nvachani (2/2),0,119.05,1B Pete Alonso 2B Jackson Holliday 3B Christian Encarnacion-Strand C Carlos Narvaez OF Mike Trout OF Taylor Trammell OF Wade Meckler P Jacob deGrom P Kyle Bradish SS Zach Neto,,Mike Trout,OF,17.14%,8
20,5224940841,domortizz,0,116.05,1B Nolan Schanuel 2B Jose Altuve 3B Isaac Paredes C Moises Ballesteros OF Yordan Alvarez OF Mike Trout OF Cam Smith P Jacob deGrom P Kyle Bradish SS Ezequiel Duran,,Nolan Schanuel,1B,15.71%,4
21,5224946303,jtmac23,0,114.8,1B Jake Burger 2B Jose Altuve 3B Isaac Paredes C Danny Jansen OF Yordan Alvarez OF Daulton Varsho OF LaMonte Wade Jr. P Gerrit Cole P Jacob deGrom SS Ezequiel Duran,,Daylen Lile,OF,14.29%,0
22,5224929489,speedyRNF,0,110.8,1B Jake Burger 2B Jose Altuve 3B Isaac Paredes C Christian Vazquez OF Yordan Alvarez OF Daulton Varsho OF Evan Carter P Gerrit Cole P Jacob deGrom SS Corey Seager,,Gunnar Henderson,SS,14.29%,5
22,5224936212,Tenzleyy,0,110.8,1B Jake Burger 2B Jose Altuve 3B Isaac Paredes C Christian Vazquez OF Yordan Alvarez OF Brandon Nimmo OF LaMonte Wade Jr. P Gerrit Cole P Jacob deGrom SS Ezequiel Duran,,Andrew Alvarez,P,14.29%,15.05
24,5224404405,SoccerGeek23 (2/2),0,109.8,1B LaMonte Wade Jr. 2B Jazz Chisholm Jr. 3B Isaac Paredes C Ben Rice OF Trent Grisham OF Daulton Varsho OF Cam Smith P Gerrit Cole P Jacob deGrom SS George Lombard Jr.,,Brandon Nimmo,OF,14.29%,0
25,5224950232,peterdawson99,0,108.55,1B Luis Garcia Jr. 2B Jose Altuve 3B Cody Freeman C Ben Rice OF Yordan Alvarez OF Daulton Varsho OF Spencer Jones P Jacob deGrom P Peter Lambert SS Nick Allen,,Pete Alonso,1B,12.86%,6
26,5224788511,Devilwood (2/2),0,106.3,1B Pete Alonso 2B Jose Altuve 3B Ezequiel Duran C Ben Rice OF Trent Grisham OF Daulton Varsho OF Dylan Beavers P Kyle Bradish P Grayson Rodriguez SS Gunnar Henderson,,Samuel Basallo,C,12.86%,0
27,5224794048,sportsfan882,0,105.8,1B Jake Burger 2B Jose Altuve 3B Isaac Paredes C Danny Jansen OF Wyatt Langford OF Brandon Nimmo OF Daulton Varsho P Gerrit Cole P Jacob deGrom SS Corey Seager,,Moises Ballesteros,C,12.86%,16
28,5224874943,nvachani (1/2),0,104.8,1B LaMonte Wade Jr. 2B Jose Altuve 3B Isaac Paredes C Austin Wells OF Yordan Alvarez OF Wyatt Langford OF Daulton Varsho P Gerrit Cole P Jacob deGrom SS George Lombard Jr.,,LaMonte Wade Jr.,1B,11.43%,4
29,5224906787,Evilempire2626,0,102.8,1B LaMonte Wade Jr. 2B Jose Altuve 3B Isaac Paredes C Ben Rice OF Trent Grisham OF Leody Taveras OF Jose Tena P Gerrit Cole P Jacob deGrom SS Gunnar Henderson,,Jose Tena,2B,11.43%,7
30,5224860512,Bulldog2205,0,102.55,1B Andres Chaparro 2B Jose Tena 3B Vaughn Grissom C Ben Rice OF Yordan Alvarez OF Mike Trout OF Heliot Ramos P Gerrit Cole P Andrew Alvarez SS George Lombard Jr.,,Keibert Ruiz,C,10.00%,0
