Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,5222868453,corky326,0,170.95,1B Rhys Hoskins 2B Ernie Clement 3B Jose Ramirez C Alejandro Kirk OF Jo Adell OF Steven Kwan OF Oneil Cruz P Zack Wheeler P Foster Griffin SS Angel Genao,,Zack Wheeler,P,49.12%,17.65
2,5222460042,j-wolf05 (2/20),0,167.65,1B Kazuma Okamoto 2B Ernie Clement 3B Jose Ramirez C Alejandro Kirk OF Chandler Simpson OF George Springer OF Brett Bateman P Zack Wheeler P Braxton Ashcraft SS Angel Genao,,Foster Griffin,P,33.89%,23.3
3,5222426270,Elwaysarmy (20/20),0,166.1,1B Pete Alonso 2B Ernie Clement 3B Jose Ramirez C Alejandro Kirk OF George Springer OF Jo Adell OF Nathan Lukes P Zack Wheeler P Kyle Leahy SS Andres Gimenez,,Braxton Ashcraft,P,31.31%,25
4,5222830087,Denbrokid (2/2),0,165.75,1B Alec Bohm 2B Luis Arraez 3B Bryson Stott C Alejandro Kirk OF Kyle Schwarber OF Bryce Harper OF Jo Adell P Foster Griffin P Kyle Leahy SS Angel Genao,,Ivan Herrera,C,30.92%,0
5,5222862501,eking4213 (11/20),0,165.1,1B Alec Bohm 2B Luis Arraez 3B Jose Ramirez C Alejandro Kirk OF Kyle Schwarber OF Jo Adell OF Justin Crawford P Shane Baz P Kyle Leahy SS Trea Turner,,Jo Adell,OF,26.83%,30
6,5222425871,hawk35,0,162.95,1B Alec Bohm 2B Luis Arraez 3B Bryson Stott C Alejandro Kirk OF Angel Martinez OF Jo Adell OF Steven Kwan P Zack Wheeler P Foster Griffin SS Trea Turner,,Joshua Baez,OF,26.32%,2
6,5222804938,river10 (12/12),0,162.95,1B Spencer Horwitz 2B Josh Smith 3B Kazuma Okamoto C Alejandro Kirk OF George Springer OF Jo Adell OF Joshua Baez P Zack Wheeler P Foster Griffin SS Elly De La Cruz,,Jordan Walker,OF,24.59%,5
8,5222542507,UltimateWin4 (8/20),0,162.65,1B Rhys Hoskins 2B JJ Wetherholt 3B Jose Ramirez C Alejandro Kirk OF Trent Grisham OF Jo Adell OF Steven Kwan P Zack Wheeler P Braxton Ashcraft SS Angel Genao,,Shane Baz,P,20.58%,24.65
9,5222440630,tnslugger,0,160.75,1B Ben Rice 2B Jazz Chisholm Jr. 3B Jose Ramirez C Alejandro Kirk OF Angel Martinez OF Jo Adell OF Joshua Baez P Foster Griffin P Kyle Leahy SS Masyn Winn,,Kyle Leahy,P,19.96%,25.45
10,5222416608,Hallemary (13/20),0,160.3,1B Griffin Conine 2B Jazz Chisholm Jr. 3B Jose Ramirez C Ben Rice OF Jo Adell OF Jesus Sanchez OF Brett Callahan P Zack Wheeler P Shane Baz SS Masyn Winn,,Jose Ramirez,3B,19.54%,15
10,5222605752,mustafael (18/20),0,160.3,1B Kazuma Okamoto 2B Ernie Clement 3B Alec Bohm C Alejandro Kirk OF Bryce Harper OF George Springer OF Brett Bateman P Zack Wheeler P Shane Baz SS Trea Turner,,Trent Grisham,OF,16.37%,21
12,5222861098,JcClark18 (18/20),0,159.95,1B Kazuma Okamoto 2B Jackson Holliday 3B Jose Ramirez C Alejandro Kirk OF George Springer OF Jo Adell OF Nathan Lukes P Zack Wheeler P Foster Griffin SS Andres Gimenez,,JJ Wetherholt,2B,15.73%,0
13,5222416615,Hallemary (20/20),0,159.3,1B Rhys Hoskins 2B Josh Smith 3B Jose Ramirez C Ben Rice OF Jordan Walker OF Jo Adell OF Brett Callahan P Zack Wheeler P Shane Baz SS Masyn Winn,,Trea Turner,SS,14.80%,4
13,5222733954,SpeedRacer101 (13/20),0,159.3,1B Kazuma Okamoto 2B Brandon Lowe 3B Jose Ramirez C Alejandro Kirk OF George Springer OF Nathan Lukes OF Brett Bateman P Braxton Ashcraft P Foster Griffin SS Angel Genao,,Elly De La Cruz,SS,14.35%,0
15,5222492069,FoxyGrandpa252 (8/20),0,158.65,1B Sal Stewart 2B Josh Smith 3B Jose Ramirez C Alejandro Kirk OF George Springer OF Nathan Lukes OF Brett Bateman P Braxton Ashcraft P Shane Baz SS Elly De La Cruz,,Jazz Chisholm Jr.,2B,14.07%,0
16,5222613295,UniversalFriend (17/20),0,158.3,1B Kyle Schwarber 2B Josh Smith 3B Jose Ramirez C Alejandro Kirk OF George Springer OF Nathan Lukes OF Brett Bateman P Zack Wheeler P Shane Baz SS Brayan Rocchio,,Angel Genao,SS,13.23%,10
17,5222853738,zakerpacker,0,158.25,1B Sal Stewart 2B Luis Arraez 3B Alec Bohm C Alejandro Kirk OF Brandon Marsh OF Jo Adell OF Steven Kwan P Zack Wheeler P Carlos Rodon SS Masyn Winn,,Nick Martinez,P,12.59%,-0.35
18,5222323955,Anthony3251,0,157.65,1B Alec Burleson 2B Ernie Clement 3B Alec Bohm C Tyler Stephenson OF Trent Grisham OF George Springer OF Jo Adell P Zack Wheeler P Braxton Ashcraft SS George Lombard Jr.,,Alec Burleson,1B,12.17%,5
19,5222459218,Hockeybob8,0,155.65,1B Bryce Eldridge 2B Jackson Holliday 3B Kazuma Okamoto C Alejandro Kirk OF Chandler Simpson OF Jake Mangum OF Griffin Conine P Zack Wheeler P Braxton Ashcraft SS Masyn Winn,,Tyler O'Neill,OF,12.08%,2
19,5222574549,IDK_27 (2/4),0,155.65,1B Alec Bohm 2B Matt McLain 3B Bryson Stott C Ivan Herrera OF Trent Grisham OF Angel Martinez OF Jo Adell P Zack Wheeler P Braxton Ashcraft SS Masyn Winn,,Pete Alonso,1B,12.00%,3
21,5222501185,rsumrall (12/20),0,155.3,1B Kyle Schwarber 2B Josh Smith 3B Bryson Stott C Alejandro Kirk OF George Springer OF Nathan Lukes OF Brett Bateman P Zack Wheeler P Shane Baz SS Trea Turner,,George Lombard Jr.,SS,11.55%,8
22,5222717353,FunkyKong (7/17),0,154.65,1B Spencer Horwitz 2B Jazz Chisholm Jr. 3B Jose Ramirez C Alejandro Kirk OF Angel Martinez OF Jo Adell OF Steven Kwan P Zack Wheeler P Braxton Ashcraft SS Angel Genao,,Brandon Lowe,2B,11.47%,0
23,5222669942,cachedinar (19/20),0,153.95,1B Spencer Horwitz 2B JJ Wetherholt 3B Jose Ramirez C Alejandro Kirk OF Trent Grisham OF Jo Adell OF Joshua Baez P Zack Wheeler P Foster Griffin SS Angel Genao,,Chandler Simpson,OF,11.38%,6
24,5222344805,PabloG901 (3/5),0,153.3,1B Griffin Conine 2B Travis Bazzana 3B Alec Bohm C Alejandro Kirk OF Heriberto Hernandez OF Angel Martinez OF Jo Adell P Braxton Ashcraft P Foster Griffin SS Elly De La Cruz,,Bryce Harper,OF,11.30%,6
24,5222416596,Hallemary (1/20),0,153.3,1B Griffin Conine 2B Jazz Chisholm Jr. 3B Jose Ramirez C Ben Rice OF Jo Adell OF Joshua Baez OF Brett Callahan P Zack Wheeler P Shane Baz SS Masyn Winn,,JJ Bleday,OF,11.02%,0
24,5222416611,Hallemary (16/20),0,153.3,1B Griffin Conine 2B Jazz Chisholm Jr. 3B Jose Ramirez C Ben Rice OF Jo Adell OF Tyler O'Neill OF Brett Callahan P Zack Wheeler P Shane Baz SS Masyn Winn,,Alec Bohm,1B,10.91%,14
27,5222611552,produceman09 (16/20),0,152.3,1B Pete Alonso 2B Josh Smith 3B Coby Mayo C Alejandro Kirk OF George Springer OF Nathan Lukes OF Brett Bateman P Zack Wheeler P Shane Baz SS Gunnar Henderson,,Bryson Stott,3B,10.77%,13
28,5222580972,DrNickIsIn (14/20),0,152.1,1B Rhys Hoskins 2B Brandon Lowe 3B Bryson Stott C Alejandro Kirk OF Kyle Schwarber OF Bryan Reynolds OF George Springer P Shane Baz P Kyle Leahy SS Masyn Winn,,Angel Martinez,OF,10.46%,9
29,5222702743,johneye3,0,151.95,1B Kazuma Okamoto 2B Josh Smith 3B Jose Ramirez C Tyler Stephenson OF Jordan Walker OF Jo Adell OF Joshua Baez P Zack Wheeler P Foster Griffin SS Masyn Winn,,Steven Kwan,OF,9.98%,13
30,5222678588,vegasjc21,0,150.95,1B Kyle Schwarber 2B Josh Smith 3B Jose Ramirez C Ben Rice OF Angel Martinez OF Jo Adell OF Steven Kwan P Foster Griffin P Shane Baz SS Angel Genao,,Tyler Stephenson,C,9.73%,0
31,5222608389,rschindler14 (4/20),0,149.1,1B Pete Alonso 2B Jazz Chisholm Jr. 3B Jose Ramirez C Alejandro Kirk OF Jo Adell OF Tyler O'Neill OF Joshua Baez P Zack Wheeler P Kyle Leahy SS Masyn Winn,,Oneil Cruz,OF,9.53%,16
32,5222405704,ZeekyDK3013 (18/20),0,148.65,1B Kyle Schwarber 2B Ernie Clement 3B Kazuma Okamoto C Alejandro Kirk OF Bryce Harper OF George Springer OF Jonah Cox P Braxton Ashcraft P Shane Baz SS Andres Gimenez,,Luis Arraez,2B,9.28%,11
32,5222737654,kudos72off (4/8),0,148.65,1B Bryce Eldridge 2B JJ Wetherholt 3B Josh Smith C J.T. Realmuto OF Jordan Walker OF George Springer OF Brett Bateman P Zack Wheeler P Braxton Ashcraft SS Masyn Winn,,Kyle Schwarber,OF,9.11%,5
34,5222488405,rickrtrav,0,148.1,1B Alec Bohm 2B Xavier Edwards 3B Coby Mayo C Austin Wells OF Jordan Walker OF Trent Grisham OF Oneil Cruz P Zack Wheeler P Kyle Leahy SS Masyn Winn,,Carlos Rodon,P,9.06%,12.6
34,5222542514,UltimateWin4 (15/20),0,148.1,1B Kazuma Okamoto 2B Ernie Clement 3B Alec Bohm C Alejandro Kirk OF Bryce Harper OF Brandon Marsh OF George Springer P Zack Wheeler P Kyle Leahy SS Andres Gimenez,,Ben Rice,C,9.03%,2
34,5222782161,hightower104 (15/20),0,148.1,1B Kazuma Okamoto 2B JJ Wetherholt 3B Jose Ramirez C Alejandro Kirk OF George Springer OF Nathan Lukes OF Brett Bateman P Zack Wheeler P Kyle Leahy SS Trea Turner,,Rhys Hoskins,1B,8.72%,3
37,5222743740,chrispy2005 (2/20),0,147.95,1B Luis Garcia Jr. 2B Josh Smith 3B Junior Caminero C Alejandro Kirk OF George Springer OF Nathan Lukes OF Brett Bateman P Zack Wheeler P Foster Griffin SS Angel Genao,,Eugenio Suarez,3B,8.52%,2
38,5222758283,bhess777 (19/20),0,147.65,1B Bryce Eldridge 2B Xavier Edwards 3B Jose Ramirez C Liam Hicks OF Bryce Harper OF Jo Adell OF Steven Kwan P Braxton Ashcraft P Shane Baz SS Brayan Rocchio,,Sal Stewart,1B,8.24%,3
39,5222837603,AMMODAWGS,0,147.45,1B Ben Rice 2B Luis Arraez 3B Eugenio Suarez C Alejandro Kirk OF Griffin Conine OF Brett Bateman OF Oneil Cruz P Braxton Ashcraft P Kyle Leahy SS Otto Lopez,,Jackson Holliday,2B,8.05%,0
40,5222529700,scar2015 (3/6),0,147.4,1B Ben Rice 2B Ernie Clement 3B Kazuma Okamoto C Alejandro Kirk OF Jo Adell OF Brett Bateman OF Brett Callahan P Zack Wheeler P Jose Soriano SS Elly De La Cruz,,Blaze Jordan,3B,8.05%,0
41,5222648822,Dubbzz (9/20),0,147.3,1B Jonathan Aranda 2B Gleyber Torres 3B Junior Caminero C Alejandro Kirk OF George Springer OF Angel Martinez OF Jo Adell P Zack Wheeler P Andrew Abbott SS Angel Genao,,Jose Soriano,P,8.02%,8.75
41,5222810270,DigitalDreams (2/20),0,147.3,1B Spencer Horwitz 2B Brandon Lowe 3B Kazuma Okamoto C Alejandro Kirk OF George Springer OF Jesus Sanchez OF Oneil Cruz P Braxton Ashcraft P Foster Griffin SS Andres Gimenez,,Gleyber Torres,2B,7.93%,3
43,5222857062,kurtisgant,0,146.95,1B Sal Stewart 2B Ernie Clement 3B Alec Bohm C Alejandro Kirk OF Trent Grisham OF Justin Crawford OF Steven Kwan P Zack Wheeler P Foster Griffin SS Trea Turner,,Alec Bohm,3B,7.85%,14
44,5222439804,LTskelter (13/20),0,146.65,1B Kazuma Okamoto 2B Ernie Clement 3B Jose Ramirez C Alejandro Kirk OF Chandler Simpson OF Nathan Lukes OF Jesus Sanchez P Zack Wheeler P Braxton Ashcraft SS Angel Genao,,Spencer Horwitz,1B,7.77%,7
44,5222451251,silverback9,0,146.65,1B Alec Bohm 2B Jazz Chisholm Jr. 3B Angel Genao C Ivan Herrera OF George Springer OF Heliot Ramos OF Jo Adell P Zack Wheeler P Braxton Ashcraft SS Masyn Winn,,Bryan Reynolds,OF,7.51%,5
46,5222391294,TNeidert (3/6),0,146.3,1B Jonathan Aranda 2B Ernie Clement 3B Yandy Diaz C Alejandro Kirk OF Chandler Simpson OF George Springer OF Brett Bateman P Zack Wheeler P Shane Baz SS Taylor Walls,,Jonah Cox,OF,7.51%,6
47,5222326537,brianLiza,0,145.3,1B Alec Burleson 2B Xavier Edwards 3B Coby Mayo C Alejandro Kirk OF Jordan Walker OF Jo Adell OF Tyler O'Neill P Braxton Ashcraft P Foster Griffin SS Trea Turner,,Spencer Jones,OF,7.49%,5
48,5222430397,Satch65 (14/20),0,144.95,1B Rhys Hoskins 2B Richie Palacios 3B Jose Ramirez C Patrick Bailey OF Trent Grisham OF Jo Adell OF Oneil Cruz P Zack Wheeler P Foster Griffin SS Angel Genao,,Hector Rodriguez,OF,7.49%,0
49,5222778380,757teaggs (10/20),0,144.6,1B Alec Bohm 2B Xavier Edwards 3B Jose Ramirez C Liam Hicks OF Jo Adell OF Griffin Conine OF Steven Kwan P Braxton Ashcraft P Carlos Rodon SS Trea Turner,,Masyn Winn,SS,7.26%,26
50,5222611553,produceman09 (17/20),0,144.3,1B Rhys Hoskins 2B JJ Wetherholt 3B Jose Ramirez C Alejandro Kirk OF Angel Martinez OF Jo Adell OF Steven Kwan P Zack Wheeler P Shane Baz SS Trea Turner,,Heliot Ramos,OF,7.23%,2
51,5222860540,starmap3333 (3/4),0,144.25,1B Bryce Eldridge 2B Richie Palacios 3B Coby Mayo C Ivan Herrera OF Kyle Schwarber OF Bryce Harper OF Jo Adell P Shane Baz P Carlos Rodon SS Masyn Winn,,Osleivis Basabe,2B,7.09%,2
52,5222687973,lttlsht (16/20),0,144.1,1B Rhys Hoskins 2B Travis Bazzana 3B Jose Ramirez C Alejandro Kirk OF Kyle Schwarber OF Angel Martinez OF Jo Adell P Shane Baz P Kyle Leahy SS Trea Turner,,Esmerlyn Valdez,OF,7.06%,4
53,5222439805,LTskelter (14/20),0,143.65,1B Griffin Conine 2B Brandon Lowe 3B Jose Ramirez C Rafael Flores Jr. OF Esmerlyn Valdez OF Angel Martinez OF Jo Adell P Braxton Ashcraft P Shane Baz SS Angel Genao,,Kyle Schwarber,1B,7.06%,5
53,5222842426,csurunnerccr (19/20),0,143.65,1B Rhys Hoskins 2B JJ Wetherholt 3B Jose Ramirez C Pedro Pages OF Angel Martinez OF Jo Adell OF Steven Kwan P Zack Wheeler P Braxton Ashcraft SS Masyn Winn,,Luis Garcia Jr.,1B,7.01%,0
55,5222416606,Hallemary (11/20),0,143.3,1B Rhys Hoskins 2B Gleyber Torres 3B Jose Ramirez C Ben Rice OF Trent Grisham OF Jo Adell OF Brett Callahan P Zack Wheeler P Shane Baz SS Angel Genao,,Gunnar Henderson,SS,6.84%,0
55,5222578655,melreed,0,143.3,1B Kyle Schwarber 2B JJ Wetherholt 3B Jose Ramirez C Liam Hicks OF Jo Adell OF Steven Kwan OF Brett Callahan P Braxton Ashcraft P Foster Griffin SS Angel Genao,,Coby Mayo,3B,6.81%,16
55,5222853673,Mige1 (19/20),0,143.3,1B Kyle Schwarber 2B Jackson Holliday 3B Kazuma Okamoto C Alejandro Kirk OF George Springer OF Nathan Lukes OF Brett Bateman P Braxton Ashcraft P Foster Griffin SS Trea Turner,,Brayan Rocchio,SS,6.70%,5
55,5222874317,LadyNoLuck,0,143.3,1B Kyle Schwarber 2B Brandon Lowe 3B Jose Ramirez C Rafael Flores Jr. OF Jo Adell OF Steven Kwan OF Brett Bateman P Braxton Ashcraft P Foster Griffin SS Angel Genao,,Brett Callahan,OF,6.70%,17
59,5222768444,colbyhornet (11/20),0,143.1,1B Alec Burleson 2B Luis Arraez 3B Kazuma Okamoto C Alejandro Kirk OF Jordan Walker OF Joshua Baez OF Jesus Sanchez P Zack Wheeler P Kyle Leahy SS Masyn Winn,,Xavier Edwards,2B,6.45%,7
