Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,5226445108,Hoakjeff,0,147.1,1B Jake Bauers 2B Ernie Clement 3B Andrew Vaughn C William Contreras OF George Springer OF Heriberto Hernandez OF Jakob Marsee P Dylan Cease P Logan Henderson SS Joey Ortiz,,Dylan Cease,P,64.09%,28.8
2,5226296309,texascub,0,145.45,1B Jake Bauers 2B Ernie Clement 3B Andrew Vaughn C William Contreras OF George Springer OF Heriberto Hernandez OF Jakob Marsee P Dylan Cease P Eury Perez SS Otto Lopez,,Eury Perez,P,61.14%,17.65
3,5226368831,Moeg196,0,143.1,1B Jake Bauers 2B Ernie Clement 3B Andrew Vaughn C William Contreras OF Heriberto Hernandez OF Jakob Marsee OF Owen Caissie P Dylan Cease P Logan Henderson SS Otto Lopez,,Jackson Chourio,OF,60.30%,2
4,5226761357,Skinny_Joey,0,135.1,1B Griffin Conine 2B Xavier Edwards 3B Andrew Vaughn C William Contreras OF Jake Bauers OF Heriberto Hernandez OF Jakob Marsee P Dylan Cease P Logan Henderson SS Joey Ortiz,,Xavier Edwards,2B,55.59%,3
5,5226782615,Motionmixx,0,134.1,1B Jake Bauers 2B Ernie Clement 3B Andrew Vaughn C William Contreras OF Mauricio Dubon OF Jakob Marsee OF Brett Bateman P Dylan Cease P Logan Henderson SS Otto Lopez,,Otto Lopez,SS,50.88%,7
6,5226727582,mbrewer81,0,133.45,1B Griffin Conine 2B Xavier Edwards 3B Andrew Vaughn C William Contreras OF Jake Bauers OF Heriberto Hernandez OF Jakob Marsee P Dylan Cease P Eury Perez SS Otto Lopez,,William Contreras,C,48.95%,12
7,5226708476,solutionsports,0,132.45,1B Vladimir Guerrero Jr. 2B Ernie Clement 3B Kazuma Okamoto C Alejandro Kirk OF George Springer OF Heriberto Hernandez OF Jakob Marsee P Dylan Cease P Eury Perez SS Otto Lopez,,Logan Henderson,P,42.89%,19.3
8,5226699477,Swirv36,0,131.1,1B Jake Bauers 2B Ernie Clement 3B Jose Caballero C William Contreras OF George Springer OF Mauricio Dubon OF Jakob Marsee P Dylan Cease P Logan Henderson SS George Lombard Jr.,,Griffin Conine,1B,30.70%,4
9,5226312695,badsanta1000,0,130.1,1B Griffin Conine 2B Xavier Edwards 3B Kazuma Okamoto C William Contreras OF George Springer OF Heriberto Hernandez OF Jakob Marsee P Dylan Cease P Logan Henderson SS Otto Lopez,,Jakob Marsee,OF,28.43%,22
9,5226382002,porterj1223,0,130.1,1B Griffin Conine 2B Xavier Edwards 3B Kazuma Okamoto C William Contreras OF George Springer OF Heriberto Hernandez OF Jakob Marsee P Dylan Cease P Logan Henderson SS Otto Lopez,,Andrew Vaughn,3B,26.49%,5
11,5226623749,DirtyO37,0,129.1,1B Jake Bauers 2B Xavier Edwards 3B Kazuma Okamoto C William Contreras OF Griffin Conine OF Jakob Marsee OF Brett Bateman P Dylan Cease P Logan Henderson SS Otto Lopez,,George Springer,OF,22.29%,11
12,5226702600,Miggs108,0,128.45,1B Griffin Conine 2B Ernie Clement 3B Kazuma Okamoto C Alejandro Kirk OF George Springer OF Heriberto Hernandez OF Jakob Marsee P Dylan Cease P Eury Perez SS Otto Lopez,,Kazuma Okamoto,3B,22.29%,7
13,5226653597,eagle87,0,128.1,1B Kazuma Okamoto 2B Xavier Edwards 3B Austin Riley C William Contreras OF George Springer OF Heriberto Hernandez OF Jakob Marsee P Dylan Cease P Logan Henderson SS Joey Ortiz,,Griffin Conine,OF,22.29%,4
13,5226766066,Tawltale,0,128.1,1B Jake Bauers 2B Xavier Edwards 3B Joey Ortiz C William Contreras OF Griffin Conine OF Jakob Marsee OF Owen Caissie P Dylan Cease P Logan Henderson SS Otto Lopez,,Ryan Weathers,P,21.28%,4.7
13,5226769650,theelderlee,0,128.1,1B Jake Bauers 2B Xavier Edwards 3B Joey Ortiz C William Contreras OF Griffin Conine OF Jakob Marsee OF Owen Caissie P Dylan Cease P Logan Henderson SS Otto Lopez,,Alejandro Kirk,C,20.77%,7
16,5226573311,nyceguy516,0,127.1,1B Andrew Vaughn 2B Ernie Clement 3B Charles McAdoo C William Contreras OF Jackson Chourio OF Jake Bauers OF Jakob Marsee P Dylan Cease P Logan Henderson SS Joey Ortiz,,Owen Caissie,OF,20.35%,7
17,5226760666,zroth2,0,125.45,1B Griffin Conine 2B Ozzie Albies 3B Andrew Vaughn C William Contreras OF Heriberto Hernandez OF Jakob Marsee OF Owen Caissie P Dylan Cease P Eury Perez SS Otto Lopez,,Heriberto Hernandez,OF,19.34%,16
18,5226295425,LoganGrewe50,0,125.1,1B Vladimir Guerrero Jr. 2B Xavier Edwards 3B Kazuma Okamoto C William Contreras OF George Springer OF Jakob Marsee OF Owen Caissie P Dylan Cease P Logan Henderson SS Otto Lopez,,Joey Ortiz,SS,19.18%,7
19,5226597394,jeffs2hot,0,124.45,1B Griffin Conine 2B Ernie Clement 3B Andrew Vaughn C William Contreras OF Jackson Chourio OF Jake Bauers OF Jakob Marsee P Dylan Cease P Eury Perez SS Joey Ortiz,,Javier Sanoja,3B,16.74%,0
20,5226454145,snowfighter,0,124.1,1B Charles McAdoo 2B Xavier Edwards 3B Andrew Vaughn C William Contreras OF Jake Bauers OF Griffin Conine OF Jakob Marsee P Dylan Cease P Logan Henderson SS Otto Lopez,,Andrew Vaughn,1B,15.48%,5
20,5226533921,TeamJackass,0,124.1,1B Kazuma Okamoto 2B Xavier Edwards 3B Joey Ortiz C William Contreras OF Jake Bauers OF Heriberto Hernandez OF Spencer Jones P Dylan Cease P Logan Henderson SS Mauricio Dubon,,Joey Ortiz,3B,15.48%,7
22,5226426021,hoppinball26,0,123.45,1B Griffin Conine 2B Xavier Edwards 3B Kazuma Okamoto C Alejandro Kirk OF George Springer OF Heriberto Hernandez OF Jakob Marsee P Dylan Cease P Eury Perez SS Otto Lopez,,Ernie Clement,2B,14.38%,8
23,5226484443,peteram,0,123.1,1B Griffin Conine 2B Brice Turang 3B Joey Ortiz C William Contreras OF Heriberto Hernandez OF Jakob Marsee OF Owen Caissie P Dylan Cease P Logan Henderson SS Otto Lopez,,Michael Harris II,OF,14.13%,10
23,5226646532,VinL29,0,123.1,1B Griffin Conine 2B Xavier Edwards 3B Andrew Vaughn C William Contreras OF Heriberto Hernandez OF Luis Lara OF Jakob Marsee P Dylan Cease P Logan Henderson SS Otto Lopez,,Kazuma Okamoto,1B,13.37%,7
23,5226780693,miked333,0,123.1,1B Griffin Conine 2B Brice Turang 3B Joey Ortiz C William Contreras OF Heriberto Hernandez OF Jakob Marsee OF Owen Caissie P Dylan Cease P Logan Henderson SS Otto Lopez,,Brice Turang,2B,13.04%,0
26,5226699403,Bo88888,0,122.45,1B Jake Bauers 2B Xavier Edwards 3B Kazuma Okamoto C William Contreras OF Garrett Mitchell OF Griffin Conine OF Jakob Marsee P Dylan Cease P Eury Perez SS Otto Lopez,,Jake Bauers,OF,12.70%,18
27,5226504871,Steppoman,0,121.45,1B Jake Bauers 2B Xavier Edwards 3B Kazuma Okamoto C Alejandro Kirk OF George Springer OF Heriberto Hernandez OF Mauricio Dubon P Dylan Cease P Eury Perez SS Otto Lopez,,Joe Mack,C,11.19%,3
27,5226715564,robog,0,121.45,1B Matt Olson 2B Xavier Edwards 3B Andrew Vaughn C William Contreras OF Heriberto Hernandez OF Jakob Marsee OF Owen Caissie P Dylan Cease P Eury Perez SS Otto Lopez,,Christian Yelich,OF,10.68%,0
27,5226726835,kjs1324,0,121.45,1B Vladimir Guerrero Jr. 2B Xavier Edwards 3B Andrew Vaughn C William Contreras OF Jackson Chourio OF Heriberto Hernandez OF Jakob Marsee P Dylan Cease P Eury Perez SS Joey Ortiz,,Ronald Acuna Jr.,OF,10.68%,0
30,5226373852,jeff21011,0,121.1,1B Griffin Conine 2B Xavier Edwards 3B Andrew Vaughn C Alejandro Kirk OF Jake Bauers OF Jakob Marsee OF Owen Caissie P Dylan Cease P Logan Henderson SS Otto Lopez,,Daz Cameron,OF,9.92%,0
30,5226416282,mademangoff,0,121.1,1B Griffin Conine 2B Xavier Edwards 3B Joey Ortiz C William Contreras OF Daylen Lile OF Heriberto Hernandez OF Jakob Marsee P Dylan Cease P Logan Henderson SS Otto Lopez,,Matt Olson,1B,9.50%,3
