Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,5213278322,Chapel517,0,190.1,1B Pete Alonso 2B Jackson Holliday 3B Willi Castro C Ivan Herrera OF Jordan Walker OF Mickey Moniak OF Tyler O'Neill P Jesus Luzardo P Sean Manaea SS Masyn Winn,,Jacob Misiorowski,P,68.26%,22.5
2,5212861473,pegulavill,0,182.15,1B Pete Alonso 2B Jackson Holliday 3B Bryson Stott C J.T. Realmuto OF Kyle Schwarber OF Bryce Harper OF Leody Taveras P J.T. Ginn P Connor Prielipp SS Gunnar Henderson,,Jesus Luzardo,P,29.11%,32.75
3,5213221537,FERGYBALL,0,181.1,1B Alec Burleson 2B JJ Wetherholt 3B Jose Fermin C Francisco Alvarez OF A.J. Ewing OF Carson Benge OF Luis Robert Jr. P Jesus Luzardo P Sean Manaea SS Masyn Winn,,Pete Crow-Armstrong,OF,22.10%,11
4,5212836221,MJPSevens7,0,180.95,1B Alec Burleson 2B JJ Wetherholt 3B Bryson Stott C Jimmy Crooks OF Kyle Schwarber OF Bryce Harper OF Jordan Walker P Sean Manaea P Ryan Gusto SS Masyn Winn,,Wilyer Abreu,OF,20.64%,4
5,5213355205,BakedKarma,0,179.7,1B Pete Alonso 2B Nico Hoerner 3B Alex Bregman C Miguel Amaya OF Pete Crow-Armstrong OF Tyrone Taylor OF Tyler O'Neill P Jacob Misiorowski P Grayson Rodriguez SS Jackson Holliday,,George Lombard Jr.,SS,20.42%,0
6,5213205184,sh-13,0,175.25,1B Kyle Stowers 2B Jackson Holliday 3B Coby Mayo C Salvador Perez OF Griffin Conine OF Dylan Beavers OF Tyler O'Neill P Jacob Misiorowski P Jesus Luzardo SS Otto Lopez,,Nick Sogard,2B,20.02%,0
7,5213356848,KProc135,0,175.1,1B Michael Busch 2B Jackson Holliday 3B Alex Bregman C Jimmy Crooks OF Pete Crow-Armstrong OF Ian Happ OF Michael Conforto P Jesus Luzardo P Sean Manaea SS Gunnar Henderson,,Michael Busch,1B,17.84%,15
8,5212997375,randomoctopus,0,174.7,1B Bryce Harper 2B Bryson Stott 3B Ryan McMahon C Austin Wells OF Kyle Schwarber OF Dylan Beavers OF Colton Cowser P Cam Schlittler P Jesus Luzardo SS George Lombard Jr.,,Andruw Monasterio,SS,16.49%,0
9,5213141052,gmoneyez,0,174.25,1B Pete Alonso 2B Jackson Holliday 3B Coby Mayo C Jake Rogers OF Henry Bolte OF Lawrence Butler OF Colton Cowser P Jacob Misiorowski P Jesus Luzardo SS Gunnar Henderson,,Kumar Rocker,P,15.70%,-0.65
10,5213062151,slipperywhendry,0,174.1,1B Pete Alonso 2B Jackson Holliday 3B Alex Bregman C Brett Sullivan OF Pete Crow-Armstrong OF Dylan Beavers OF Tyler O'Neill P Jacob Misiorowski P Ryan Gusto SS Gunnar Henderson,,Alex Bregman,3B,15.37%,15
11,5212989717,statnerds,0,173.3,1B Michael Busch 2B Nico Hoerner 3B Alex Bregman C Jonah Heim OF Tyler Soderstrom OF Ian Happ OF Michael Conforto P Cam Schlittler P Sean Manaea SS George Lombard Jr.,,Jimmy Crooks,C,15.31%,2
12,5213362333,ptssportsbar,0,171.9,1B Kyle Stowers 2B JJ Wetherholt 3B Bo Bichette C Moises Ballesteros OF Kyle Schwarber OF Jackson Chourio OF Jake Mangum P Cade Povich P Michael McGreevy SS Francisco Lindor,,Ceddanne Rafaela,OF,14.64%,0
13,5212991336,lilmonsta47,0,171.3,1B Jeff McNeil 2B Jazz Chisholm Jr. 3B Bo Bichette C Jonah Heim OF Tyler Soderstrom OF A.J. Ewing OF Luis Robert Jr. P Cam Schlittler P Sean Manaea SS Andruw Monasterio,,Jarren Duran,OF,14.13%,0
14,5213112914,RINO19,0,170.45,1B Pete Alonso 2B Michael Massey 3B Nick Loftin C Salvador Perez OF Leody Taveras OF Dylan Beavers OF Colton Cowser P Jacob Misiorowski P Cam Schlittler SS Jackson Holliday,,Ryan Gusto,P,13.57%,10.6
15,5213242584,jcreevs,0,169.1,1B Bryce Harper 2B Luis Arraez 3B Bryson Stott C Austin Wells OF Kyle Schwarber OF Trent Grisham OF Spencer Jones P Jesus Luzardo P Sean Manaea SS George Lombard Jr.,,Ivan Herrera,C,13.40%,16
16,5213035278,Wilco311,0,168.85,1B Alec Burleson 2B Jackson Holliday 3B Bryson Stott C Carlos Narvaez OF Pete Crow-Armstrong OF Dylan Beavers OF Colton Cowser P Jacob Misiorowski P Sean Manaea SS Gunnar Henderson,,Alec Burleson,1B,13.07%,18
17,5213341976,andywxman,0,168.45,1B Michael Busch 2B Jackson Holliday 3B Coby Mayo C Carlos Narvaez OF Ian Happ OF Dylan Beavers OF Colton Cowser P Jacob Misiorowski P Cam Schlittler SS Dansby Swanson,,Ian Happ,OF,12.34%,24
18,5212583811,bkreider,0,167.45,1B Pete Alonso 2B Jackson Holliday 3B Denzer Guzman C Salvador Perez OF Tyler O'Neill OF Colton Cowser OF Josh Lowe P Jacob Misiorowski P Cam Schlittler SS Gunnar Henderson,,Salvador Perez,C,11.83%,5
18,5212991646,loveinstrong,0,167.45,1B Pete Alonso 2B Jackson Holliday 3B Coby Mayo C Jimmy Crooks OF Nathan Church OF Wade Meckler OF Leody Taveras P Jacob Misiorowski P Cam Schlittler SS Masyn Winn,,Jordan Walker,OF,10.82%,8
20,5212916285,LeVerticalDFS,0,166.1,1B Michael Busch 2B JJ Wetherholt 3B Alex Bregman C Ivan Herrera OF Jordan Walker OF Michael Conforto OF Brandon Lockridge P Jesus Luzardo P Sean Manaea SS Masyn Winn,,Bryson Stott,3B,10.60%,17
21,5213141903,Hitstyx9,0,164.95,1B Michael Busch 2B Luis Arraez 3B Bryson Stott C Austin Wells OF Pete Crow-Armstrong OF Kyle Schwarber OF Ian Happ P Sean Manaea P Ryan Gusto SS Bobby Witt Jr.,,Ryan McMahon,3B,10.54%,2
22,5212959634,gwpsr,0,164.7,1B Pete Alonso 2B Travis Bazzana 3B Bo Bichette C Jonah Heim OF Tyler Soderstrom OF Jake McCarthy OF Sam Antonacci P Shane Bieber P Sean Manaea SS Francisco Lindor,,Jake McCarthy,OF,10.49%,10
23,5213187765,ekimnotloh,0,164.1,1B TJ Rumfield 2B Nico Hoerner 3B Kyle Karros C Hunter Goodman OF Jake McCarthy OF Cole Carrigg OF Ian Happ P Jesus Luzardo P Sean Manaea SS Masyn Winn,,Jared Jones,P,9.87%,-9.85
24,5213028994,woodsoncb2,0,163.1,1B Michael Busch 2B Jackson Holliday 3B Alex Bregman C Miguel Amaya OF Pete Crow-Armstrong OF Ian Happ OF Tyler O'Neill P Jacob Misiorowski P Ryan Gusto SS Gunnar Henderson,,JJ Wetherholt,2B,9.81%,20
25,5213095315,quinzioam,0,162.85,1B Alec Burleson 2B Ernie Clement 3B Ezequiel Duran C Ivan Herrera OF Trent Grisham OF Heriberto Hernandez OF Griffin Conine P Jacob Misiorowski P Sean Manaea SS George Lombard Jr.,,Nick Loftin,3B,9.59%,0
26,5213340081,Mojo19,0,161.45,1B Michael Busch 2B Jackson Holliday 3B Alex Bregman C Carlos Narvaez OF Dylan Beavers OF Tyler O'Neill OF Colton Cowser P Jacob Misiorowski P Cam Schlittler SS Dansby Swanson,,Cam Schlittler,P,8.97%,33.95
27,5212827117,3thor3,0,161.3,1B Josh Bell 2B Marcus Semien 3B Ernie Clement C Francisco Alvarez OF Pete Crow-Armstrong OF Cole Carrigg OF Griffin Conine P Cam Schlittler P Sean Manaea SS Andruw Monasterio,,Michael Conforto,OF,8.75%,10
