Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,5212591747,sicemdawgs67,0,88.475,CPT George Kirby UTIL Taylor Ward UTIL Victor Mesa Jr. UTIL Dominic Canzone UTIL Richie Palacios UTIL Josh Naylor,,Josh Naylor,UTIL,47.46%,38
2,5212596355,Jschnese15,0,82.65,CPT Josh Naylor UTIL George Kirby UTIL Junior Caminero UTIL Chandler Simpson UTIL Dominic Canzone UTIL Brendan Donovan,,George Kirby,CPT,47.46%,14.48
3,5212603476,Mattias71,0,80.65,CPT Josh Naylor UTIL George Kirby UTIL Junior Caminero UTIL Yandy Diaz UTIL Victor Mesa Jr. UTIL Colt Emerson,,Colt Emerson,UTIL,40.68%,0
4,5212372072,Gvanyperen,0,80.475,CPT George Kirby UTIL Julio Rodriguez UTIL Taylor Ward UTIL Richie Palacios UTIL Josh Naylor UTIL Brendan Donovan,,Cole Young,UTIL,36.44%,3
4,5212629720,Alydar2,0,80.475,CPT George Kirby UTIL Chandler Simpson UTIL Dominic Canzone UTIL Cedric Mullins UTIL Cole Young UTIL Josh Naylor,,Jonathan Aranda,UTIL,33.05%,3
6,5212600975,ShowMeYourTighties,0,79.975,CPT George Kirby UTIL Taylor Ward UTIL Cedric Mullins UTIL Josh Naylor UTIL Carson Williams UTIL Steven Matz,,Brendan Donovan,UTIL,31.36%,3
7,5212602225,Bsantos46,0,76.475,CPT George Kirby UTIL Randy Arozarena UTIL Cal Raleigh UTIL Richie Palacios UTIL Josh Naylor UTIL Nick Fortes,,Dominic Canzone,UTIL,28.81%,0
8,5211711989,chrissair,0,75.475,CPT George Kirby UTIL Taylor Ward UTIL Cal Raleigh UTIL Cedric Mullins UTIL Cole Young UTIL Josh Naylor,,George Kirby,UTIL,28.81%,9.65
8,5211764650,rajonrondough,0,75.475,CPT George Kirby UTIL Julio Rodriguez UTIL Cal Raleigh UTIL Cedric Mullins UTIL Josh Naylor UTIL Brendan Donovan,,Cal Raleigh,UTIL,25.42%,5
8,5211853181,TheShocker,0,75.475,CPT George Kirby UTIL Julio Rodriguez UTIL Victor Mesa Jr. UTIL Cole Young UTIL Josh Naylor UTIL Brendan Donovan,,Junior Caminero,UTIL,25.42%,0
8,5211880233,nickenyon6,0,75.475,CPT George Kirby UTIL Julio Rodriguez UTIL Cal Raleigh UTIL Cedric Mullins UTIL Josh Naylor UTIL Brendan Donovan,,Julio Rodriguez,UTIL,25.42%,3
8,5212236873,macyfan,0,75.475,CPT George Kirby UTIL Julio Rodriguez UTIL Cal Raleigh UTIL Cedric Mullins UTIL Josh Naylor UTIL Brendan Donovan,,Randy Arozarena,UTIL,22.88%,0
8,5212636531,charlie.smith83,0,75.475,CPT George Kirby UTIL Julio Rodriguez UTIL Victor Mesa Jr. UTIL Cole Young UTIL Josh Naylor UTIL Brendan Donovan,,Cedric Mullins,UTIL,19.49%,12
14,5212285949,LOCNOTM,0,73.475,CPT George Kirby UTIL Julio Rodriguez UTIL Cedric Mullins UTIL Cole Young UTIL Josh Naylor UTIL Brendan Donovan,,Yandy Diaz,UTIL,19.49%,0
14,5212571278,consendonk,0,73.475,CPT George Kirby UTIL Julio Rodriguez UTIL Cedric Mullins UTIL Cole Young UTIL Josh Naylor UTIL Brendan Donovan,,Victor Mesa Jr.,UTIL,18.64%,14
16,5212123047,griffalicious24,0,72.975,CPT George Kirby UTIL Cal Raleigh UTIL Cole Young UTIL Josh Naylor UTIL Colt Emerson UTIL Steven Matz,,Taylor Ward,UTIL,17.80%,3
17,5212568337,jiglove81,0,71.15,CPT Cal Raleigh UTIL George Kirby UTIL Chandler Simpson UTIL Taylor Ward UTIL Dominic Canzone UTIL Josh Naylor,,Chandler Simpson,UTIL,16.10%,13
18,5212645875,kokidd60,0,70.5,CPT Julio Rodriguez UTIL Junior Caminero UTIL Jonathan Aranda UTIL Chandler Simpson UTIL Cedric Mullins UTIL Josh Naylor,,Nick Fortes,UTIL,15.25%,0
19,5211777373,spencerg081,0,70.475,CPT George Kirby UTIL Julio Rodriguez UTIL Jonathan Aranda UTIL Cedric Mullins UTIL Josh Naylor UTIL Colt Emerson,,Casey Legumina,UTIL,11.02%,4.4
20,5212596380,sgaspin,0,69.475,CPT George Kirby UTIL Yandy Diaz UTIL Cal Raleigh UTIL Cedric Mullins UTIL Josh Naylor UTIL Colt Emerson,,Julio Rodriguez,CPT,10.17%,4.5
21,5211995472,Kennylaker,0,69.15,CPT Julio Rodriguez UTIL George Kirby UTIL Victor Mesa Jr. UTIL Dominic Canzone UTIL Cole Young UTIL Josh Naylor,,Richie Palacios,UTIL,10.17%,19
21,5212608455,termayf1,0,69.15,CPT Cal Raleigh UTIL George Kirby UTIL Yandy Diaz UTIL Victor Mesa Jr. UTIL Dominic Canzone UTIL Josh Naylor,,Junior Caminero,CPT,10.17%,0
21,5212631950,ThatHambone20,0,69.15,CPT Julio Rodriguez UTIL George Kirby UTIL Victor Mesa Jr. UTIL Dominic Canzone UTIL Cole Young UTIL Josh Naylor,,Carson Williams,UTIL,8.47%,0
24,5212624113,COtter22,0,67.475,CPT George Kirby UTIL Randy Arozarena UTIL Julio Rodriguez UTIL Cedric Mullins UTIL Josh Naylor UTIL Carson Williams,,Taylor Walls,UTIL,6.78%,0
25,5212497944,KenSilman,0,66.65,CPT Randy Arozarena UTIL George Kirby UTIL Victor Mesa Jr. UTIL Cal Raleigh UTIL Josh Naylor UTIL Taylor Walls,,Randy Arozarena,CPT,5.93%,0
26,5212293792,cglowe,0,66.5,CPT Taylor Ward UTIL Julio Rodriguez UTIL Jonathan Aranda UTIL Chandler Simpson UTIL Cal Raleigh UTIL Josh Naylor,,Griffin Jax,CPT,5.08%,0
27,5212625940,chfen07,0,66.175,CPT George Kirby UTIL Jonathan Aranda UTIL Chandler Simpson UTIL Dominic Canzone UTIL Josh Naylor UTIL Cam Booser,,Jonathan Aranda,CPT,5.08%,4.5
28,5212632226,thebattler33,0,64.65,CPT Randy Arozarena UTIL George Kirby UTIL Taylor Ward UTIL Victor Mesa Jr. UTIL Josh Naylor UTIL Colt Emerson,,Taylor Ward,CPT,4.24%,4.5
28,5212646646,jtschaffner,0,64.65,CPT Randy Arozarena UTIL George Kirby UTIL Julio Rodriguez UTIL Victor Mesa Jr. UTIL Josh Naylor UTIL Colt Emerson,,Victor Mesa Jr.,CPT,1.69%,21
30,5212595590,gwsanche,0,62.65,CPT Griffin Jax UTIL George Kirby UTIL Cedric Mullins UTIL Josh Naylor UTIL Brendan Donovan UTIL Colt Emerson,,Chris Roycroft,UTIL,1.69%,0
31,5212526014,phfact0r49,0,61.65,CPT Griffin Jax UTIL George Kirby UTIL Victor Mesa Jr. UTIL Josh Naylor UTIL Taylor Walls UTIL Colt Emerson,,Steven Matz,UTIL,1.69%,12.5
32,5212082239,Scott128,0,61.15,CPT Taylor Ward UTIL George Kirby UTIL Julio Rodriguez UTIL Jonathan Aranda UTIL Josh Naylor UTIL Brendan Donovan,,Dominic Canzone,CPT,1.69%,0
33,5211611043,ivymoose,0,60.475,CPT George Kirby UTIL Randy Arozarena UTIL Cal Raleigh UTIL Cole Young UTIL Josh Naylor UTIL Nick Fortes,,Cal Raleigh,CPT,1.69%,7.5
33,5212594139,Theguru23,0,60.475,CPT George Kirby UTIL Yandy Diaz UTIL Julio Rodriguez UTIL Cal Raleigh UTIL Josh Naylor UTIL Carson Williams,,Josh Naylor,CPT,1.69%,57
33,5212598828,gbadertscher,0,60.475,CPT George Kirby UTIL Randy Arozarena UTIL Julio Rodriguez UTIL Cal Raleigh UTIL Josh Naylor UTIL Carson Williams,,Chandler Simpson,CPT,1.69%,19.5
36,5212416442,Tak1888,0,60,CPT Junior Caminero UTIL Yandy Diaz UTIL Julio Rodriguez UTIL Dominic Canzone UTIL Richie Palacios UTIL Josh Naylor,,Garrett Cleavinger,UTIL,0.85%,0.3
37,5212503579,Marsharks,0,59.875,CPT George Kirby UTIL Junior Caminero UTIL Dominic Canzone UTIL Cole Young UTIL Josh Naylor UTIL Casey Legumina,,Casey Legumina,CPT,0.85%,6.6
38,5211635245,Schoey17,0,58.475,CPT George Kirby UTIL Junior Caminero UTIL Taylor Ward UTIL Josh Naylor UTIL Brendan Donovan UTIL Colt Emerson,,Liam Hicks,UTIL,0.85%,2
38,5212105508,kbrisacher,0,58.475,CPT George Kirby UTIL Junior Caminero UTIL Jonathan Aranda UTIL Cole Young UTIL Josh Naylor UTIL Carson Williams,,Cole Young,CPT,0.85%,4.5
38,5212514881,Fantasizer,0,58.475,CPT George Kirby UTIL Junior Caminero UTIL Cole Young UTIL Josh Naylor UTIL Brendan Donovan UTIL Colt Emerson,,Yandy Diaz,CPT,0.85%,0
38,5212638831,jrayba23,0,58.475,CPT George Kirby UTIL Junior Caminero UTIL Jonathan Aranda UTIL Cole Young UTIL Josh Naylor UTIL Carson Williams,,Cam Booser,UTIL,0.85%,-2.3
38,5212645213,WacallyWabbit1,0,58.475,CPT George Kirby UTIL Yandy Diaz UTIL Jonathan Aranda UTIL Cole Young UTIL Josh Naylor UTIL Colt Emerson,,Cedric Mullins,CPT,0.85%,18
43,5212602223,steph999,0,58,CPT Junior Caminero UTIL Chandler Simpson UTIL Victor Mesa Jr. UTIL Dominic Canzone UTIL Cedric Mullins UTIL Richie Palacios,,,
43,5212617195,Pojkl456,0,58,CPT Junior Caminero UTIL Randy Arozarena UTIL Jonathan Aranda UTIL Victor Mesa Jr. UTIL Josh Naylor UTIL Brendan Donovan,,,
45,5212211691,LUCKYBOY-7,0,57.475,CPT George Kirby UTIL Griffin Jax UTIL Cal Raleigh UTIL Josh Naylor UTIL Taylor Walls UTIL Colt Emerson,,,
45,5212620088,Adamr716,0,57.475,CPT George Kirby UTIL Griffin Jax UTIL Cal Raleigh UTIL Josh Naylor UTIL Nick Fortes UTIL Colt Emerson,,,
47,5212039796,hart132,0,57.25,CPT Casey Legumina UTIL George Kirby UTIL Junior Caminero UTIL Yandy Diaz UTIL Jonathan Aranda UTIL Josh Naylor,,,
48,5212143543,chewycub31,0,56.875,CPT George Kirby UTIL Junior Caminero UTIL Yandy Diaz UTIL Josh Naylor UTIL Colt Emerson UTIL Casey Legumina,,,
49,5212576817,BIGBLK1,0,56,CPT Junior Caminero UTIL Randy Arozarena UTIL Jonathan Aranda UTIL Cedric Mullins UTIL Cole Young UTIL Josh Naylor,,,
50,5211840177,Fuzz988,0,55.475,CPT George Kirby UTIL Junior Caminero UTIL Dominic Canzone UTIL Josh Naylor UTIL Brendan Donovan UTIL Colt Emerson,,,
50,5212437085,csurunnerccr,0,55.475,CPT George Kirby UTIL Randy Arozarena UTIL Dominic Canzone UTIL Cole Young UTIL Josh Naylor UTIL Nick Fortes,,,
50,5212575856,EvenSteven75,0,55.475,CPT George Kirby UTIL Griffin Jax UTIL Dominic Canzone UTIL Josh Naylor UTIL Brendan Donovan UTIL Colt Emerson,,,
50,5212635817,Dyllan463,0,55.475,CPT George Kirby UTIL Randy Arozarena UTIL Dominic Canzone UTIL Cole Young UTIL Josh Naylor UTIL Nick Fortes,,,
54,5212637619,darwinrakerene,0,55.050003,CPT Randy Arozarena UTIL George Kirby UTIL Junior Caminero UTIL Josh Naylor UTIL Brendan Donovan UTIL Casey Legumina,,,
55,5212637287,samsli,0,53.5,CPT Chandler Simpson UTIL Randy Arozarena UTIL Yandy Diaz UTIL Jonathan Aranda UTIL Cedric Mullins UTIL Richie Palacios,,,
56,5212119349,SpeedRacer101,0,50.875,CPT George Kirby UTIL Jonathan Aranda UTIL Victor Mesa Jr. UTIL Cedric Mullins UTIL Cole Young UTIL Casey Legumina,,,
57,5211922206,pat_the_hat2,0,50.65,CPT Griffin Jax UTIL George Kirby UTIL Dominic Canzone UTIL Josh Naylor UTIL Brendan Donovan UTIL Colt Emerson,,,
57,5212576878,Quinzon,0,50.65,CPT Junior Caminero UTIL George Kirby UTIL Dominic Canzone UTIL Cole Young UTIL Josh Naylor UTIL Nick Fortes,,,
57,5212628178,HowardTown,0,50.65,CPT Randy Arozarena UTIL George Kirby UTIL Yandy Diaz UTIL Cole Young UTIL Josh Naylor UTIL Colt Emerson,,,
60,5212601815,raiderman34,0,50.5,CPT Jonathan Aranda UTIL Yandy Diaz UTIL Cal Raleigh UTIL Cole Young UTIL Josh Naylor UTIL Colt Emerson,,,
61,5212415109,CDizzle75,0,48.5,CPT Jonathan Aranda UTIL Junior Caminero UTIL Randy Arozarena UTIL Taylor Ward UTIL Cole Young UTIL Josh Naylor,,,
62,5212646698,nguyenar,0,44.15,CPT Julio Rodriguez UTIL George Kirby UTIL Chandler Simpson UTIL Cal Raleigh UTIL Cedric Mullins UTIL Nick Fortes,,,
63,5212583784,AGGIES1515,0,43.875,CPT George Kirby UTIL Junior Caminero UTIL Taylor Ward UTIL Richie Palacios UTIL Brendan Donovan UTIL Casey Legumina,,,
64,5212569040,studd2,0,39.5,CPT Taylor Ward UTIL Randy Arozarena UTIL Julio Rodriguez UTIL Chandler Simpson UTIL Victor Mesa Jr. UTIL Cal Raleigh,,,
65,5212631295,Cory_Hawkins92,0,39.475,CPT George Kirby UTIL Randy Arozarena UTIL Taylor Ward UTIL Cole Young UTIL Richie Palacios UTIL Colt Emerson,,,
66,5212540202,Sportmanwin,0,38.15,CPT Julio Rodriguez UTIL George Kirby UTIL Yandy Diaz UTIL Cal Raleigh UTIL Richie Palacios UTIL Colt Emerson,,,
67,5212104006,cantfademe,0,37.475,CPT George Kirby UTIL Taylor Ward UTIL Cal Raleigh UTIL Dominic Canzone UTIL Cedric Mullins UTIL Brendan Donovan,,,
68,5212337326,Mr.TD_AllDay,0,36.475,CPT George Kirby UTIL Griffin Jax UTIL Cole Young UTIL Richie Palacios UTIL Taylor Walls UTIL Colt Emerson,,,
68,5212580642,Kerryon18,0,36.475,CPT George Kirby UTIL Jonathan Aranda UTIL Chandler Simpson UTIL Taylor Ward UTIL Brendan Donovan UTIL Colt Emerson,,,
70,5212550434,PsePro,0,36.15,CPT Julio Rodriguez UTIL George Kirby UTIL Jonathan Aranda UTIL Victor Mesa Jr. UTIL Cal Raleigh UTIL Colt Emerson,,,
70,5212604930,fish1.0,0,36.15,CPT Julio Rodriguez UTIL George Kirby UTIL Taylor Ward UTIL Victor Mesa Jr. UTIL Cal Raleigh UTIL Colt Emerson,,,
72,5212610160,BryceMayoMcGuire,0,35.05,CPT Randy Arozarena UTIL George Kirby UTIL Chandler Simpson UTIL Cal Raleigh UTIL Cole Young UTIL Casey Legumina,,,
73,5212595746,Thechamp1995,0,34.475,CPT George Kirby UTIL Julio Rodriguez UTIL Victor Mesa Jr. UTIL Dominic Canzone UTIL Cole Young UTIL Colt Emerson,,,
73,5212624517,andrewp332,0,34.475,CPT George Kirby UTIL Julio Rodriguez UTIL Victor Mesa Jr. UTIL Dominic Canzone UTIL Brendan Donovan UTIL Nick Fortes,,,
75,5212187791,mrclean913,0,33.475,CPT George Kirby UTIL Jonathan Aranda UTIL Chandler Simpson UTIL Dominic Canzone UTIL Brendan Donovan UTIL Chris Roycroft,,,
75,5212506756,beclark,0,33.475,CPT George Kirby UTIL Randy Arozarena UTIL Chandler Simpson UTIL Taylor Ward UTIL Brendan Donovan UTIL Carson Williams,,,
77,5212386630,afgonza,0,33.15,CPT Jonathan Aranda UTIL George Kirby UTIL Julio Rodriguez UTIL Chandler Simpson UTIL Cole Young UTIL Colt Emerson,,,
77,5212584374,letsgochamp44,0,33.15,CPT Taylor Ward UTIL George Kirby UTIL Griffin Jax UTIL Richie Palacios UTIL Taylor Walls UTIL Nick Fortes,,,
79,5212202412,Linedrivers,0,33,CPT Griffin Jax UTIL Jonathan Aranda UTIL Chandler Simpson UTIL Victor Mesa Jr. UTIL Cole Young UTIL Colt Emerson,,,
80,5212630263,Reido8,0,32.875,CPT George Kirby UTIL Julio Rodriguez UTIL Jonathan Aranda UTIL Cal Raleigh UTIL Brendan Donovan UTIL Casey Legumina,,,
81,5212555038,turd_ferguson,0,31.4,CPT Victor Mesa Jr. UTIL Junior Caminero UTIL Yandy Diaz UTIL Julio Rodriguez UTIL Jonathan Aranda UTIL Casey Legumina,,,
82,5212009628,austin60915,0,30.775,CPT George Kirby UTIL Yandy Diaz UTIL Jonathan Aranda UTIL Chandler Simpson UTIL Chris Roycroft UTIL Garrett Cleavinger,,,
83,5212608972,elway8564,0,28.5,CPT Chandler Simpson UTIL Junior Caminero UTIL Jonathan Aranda UTIL Taylor Ward UTIL Dominic Canzone UTIL Cole Young,,,
83,5212618445,4LeftsMakeItRight,0,28.5,CPT Julio Rodriguez UTIL Yandy Diaz UTIL Jonathan Aranda UTIL Chandler Simpson UTIL Cal Raleigh UTIL Cole Young,,,
85,5212052631,mclovinmc,0,28.475,CPT George Kirby UTIL Julio Rodriguez UTIL Jonathan Aranda UTIL Cal Raleigh UTIL Brendan Donovan UTIL Colt Emerson,,,
86,5212624046,makemoney73,0,26.875,CPT George Kirby UTIL Randy Arozarena UTIL Cal Raleigh UTIL Dominic Canzone UTIL Brendan Donovan UTIL Casey Legumina,,,
87,5212410900,daring58,0,26.5,CPT Jonathan Aranda UTIL Junior Caminero UTIL Randy Arozarena UTIL Dominic Canzone UTIL Cole Young UTIL Richie Palacios,,,
88,5212621139,24129669,0,26,CPT Yandy Diaz UTIL Julio Rodriguez UTIL Jonathan Aranda UTIL Taylor Ward UTIL Victor Mesa Jr. UTIL Cole Young,,,
89,5212481174,cstud17,0,25.65,CPT Randy Arozarena UTIL George Kirby UTIL Chandler Simpson UTIL Dominic Canzone UTIL Brendan Donovan UTIL Nick Fortes,,,
90,5212646050,OB-Jr,0,25.4,CPT Cedric Mullins UTIL Junior Caminero UTIL Randy Arozarena UTIL Yandy Diaz UTIL Jonathan Aranda UTIL Casey Legumina,,,
91,5212543029,trigger5,0,24.65,CPT Junior Caminero UTIL George Kirby UTIL Jonathan Aranda UTIL Cedric Mullins UTIL Nick Fortes UTIL Colt Emerson,,,
91,5212595394,kufan4life1985,0,24.65,CPT Griffin Jax UTIL George Kirby UTIL Cedric Mullins UTIL Cole Young UTIL Taylor Walls UTIL Colt Emerson,,,
