Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
11,5217123690,Nyynkes237,0,153.4,1B Sal Stewart 2B Angel Genao 3B Eugenio Suarez C Tyler Stephenson OF JJ Bleday OF Chase DeLauter OF Jo Adell P Max Fried P Braxton Ashcraft SS Elly De La Cruz,,Masataka Yoshida,OF,22.70%,12
12,5217220324,jeffs2hot,0,151.1,1B Spencer Horwitz 2B Brandon Lowe 3B Miguel Vargas C Rafael Flores Jr. OF Wilyer Abreu OF Brenton Doyle OF Randal Grichuk P Payton Tolle P Logan Gilbert SS Jacob Gonzalez,,Braxton Ashcraft,P,18.09%,42.35
13,5217237170,jtschaffner,0,150.75,1B Willson Contreras 2B Jorbit Vivas 3B Caleb Durbin C Tyler Stephenson OF Wilyer Abreu OF Ceddanne Rafaela OF Masataka Yoshida P Payton Tolle P Parker Messick SS Otto Lopez,,Alex Bregman,3B,17.38%,0
14,5217256841,ukfan92x,0,143.75,1B Sal Stewart 2B Matt McLain 3B Eugenio Suarez C Tyler Stephenson OF Bryan Reynolds OF Chase DeLauter OF Jo Adell P Payton Tolle P Parker Messick SS Brayan Rocchio,,Steven Kwan,OF,17.02%,0
15,5217273145,Yappin01,0,142.55,1B Abimelec Ortiz 2B Chase Meidroth 3B Caleb Durbin C Agustin Ramirez OF Wilyer Abreu OF Ceddanne Rafaela OF Jarren Duran P Logan Gilbert P Max Fried SS CJ Abrams,,Ceddanne Rafaela,OF,17.02%,12
16,5217055425,hbk6666,0,142.4,1B Spencer Horwitz 2B Brandon Lowe 3B Nick Gonzales C Rafael Flores Jr. OF Pete Crow-Armstrong OF Ian Happ OF Masataka Yoshida P Max Fried P Braxton Ashcraft SS Jacob Gonzalez,,Edgar Quero,C,15.60%,15
17,5217038960,zestfulyclean,0,141.4,1B Sal Stewart 2B Brandon Lowe 3B Nick Gonzales C Tyler Stephenson OF Daylen Lile OF Hector Rodriguez OF Andrew Pinckney P Max Fried P Braxton Ashcraft SS CJ Abrams,,CJ Abrams,SS,15.60%,5
18,5217177213,chuckface8,0,141.1,1B Willson Contreras 2B Chase Meidroth 3B Miguel Vargas C Edgar Quero OF Braden Montgomery OF Masataka Yoshida OF Randal Grichuk P Payton Tolle P Logan Gilbert SS CJ Abrams,,Chase DeLauter,OF,14.89%,11
19,5217188395,geewin3,0,140.65,1B Sal Stewart 2B Chase Meidroth 3B Angel Genao C Tyler Stephenson OF Bryan Reynolds OF JJ Bleday OF Ceddanne Rafaela P Payton Tolle P Max Fried SS Andruw Monasterio,,Willson Contreras,1B,14.89%,7
20,5217174419,Fortyfortner,0,139.55,1B Nick Sogard 2B Chase Meidroth 3B Caleb Durbin C Eduardo Valencia OF Ceddanne Rafaela OF Griffin Conine OF Masataka Yoshida P Logan Gilbert P Max Fried SS CJ Abrams,,Abimelec Ortiz,1B,14.18%,23
21,5217061334,rumham2000,0,139.4,1B Luis Garcia Jr. 2B Brandon Lowe 3B Nick Gonzales C Tyler Stephenson OF Braden Montgomery OF Brenton Doyle OF Randal Grichuk P Max Fried P Braxton Ashcraft SS Elly De La Cruz,,Jose Ramirez,3B,14.18%,2
22,5217238784,sami_peja,0,138.75,1B Abimelec Ortiz 2B Chase Meidroth 3B Brady House C Tyler Stephenson OF Trent Grisham OF Sam Antonacci OF Griffin Conine P Payton Tolle P Parker Messick SS CJ Abrams,,Angel Genao,2B,13.83%,0
23,5217031244,berzaj23,0,138.7,1B Abimelec Ortiz 2B Travis Bazzana 3B Jose Ramirez C Tyler Stephenson OF Chase DeLauter OF Jo Adell OF Steven Kwan P Logan Gilbert P Cade Cavalli SS Elly De La Cruz,,Nathaniel Lowe,1B,13.12%,0
24,5217241774,heir1212,0,137.1,1B Abimelec Ortiz 2B Pedro Ramirez 3B Caleb Durbin C Keibert Ruiz OF Wilyer Abreu OF Ceddanne Rafaela OF Andrew Pinckney P Payton Tolle P Logan Gilbert SS CJ Abrams,,Michael Busch,1B,12.77%,3
25,5217259804,dvjr1983,0,136.65,1B Sal Stewart 2B Chase Meidroth 3B Miguel Vargas C Tyler Stephenson OF Braden Montgomery OF Brenton Doyle OF Hector Rodriguez P Payton Tolle P Max Fried SS Elly De La Cruz,,Jarren Duran,OF,12.41%,2
26,5217245322,cheeseisgood,0,134.65,1B Abimelec Ortiz 2B Chase Meidroth 3B Miguel Vargas C Edgar Quero OF Wilyer Abreu OF Daylen Lile OF Braden Montgomery P Payton Tolle P Max Fried SS CJ Abrams,,Jo Adell,OF,12.06%,0
27,5217160379,BeL0WaB0Ve,0,133.8,1B Willson Contreras 2B Chase Meidroth 3B Miguel Vargas C Connor Wong OF Wilyer Abreu OF Ceddanne Rafaela OF Randal Grichuk P Payton Tolle P Cade Cavalli SS Colson Montgomery,,Brenton Doyle,OF,11.35%,3
28,5217190892,btaaffe5,0,133.75,1B Abimelec Ortiz 2B Chase Meidroth 3B Miguel Vargas C Tyler Stephenson OF Pete Crow-Armstrong OF Masataka Yoshida OF Hector Rodriguez P Payton Tolle P Parker Messick SS Elly De La Cruz,,Nick Sogard,2B,10.99%,4
29,5217087212,thomasdy,0,133.4,1B Spencer Torkelson 2B Chase Meidroth 3B Miguel Vargas C Eduardo Valencia OF Braden Montgomery OF Brenton Doyle OF Randal Grichuk P Max Fried P Braxton Ashcraft SS CJ Abrams,,Griffin Conine,OF,10.64%,3
30,5217073260,rhetthuffaker20,0,132.7,1B Abimelec Ortiz 2B Ernie Clement 3B Jorbit Vivas C Cal Raleigh OF Dylan Crews OF Randy Arozarena OF Julio Rodriguez P Logan Gilbert P Cade Cavalli SS CJ Abrams,,George Lombard Jr.,SS,10.28%,0
31,5217186496,defsoad,0,132.4,1B Sal Stewart 2B Matt McLain 3B Miguel Vargas C Tyler Stephenson OF Jarren Duran OF Jo Adell OF Dane Myers P Max Fried P Braxton Ashcraft SS Elly De La Cruz,,Colson Montgomery,SS,9.93%,0
32,5217046208,unkydomfreebands,0,131.85,1B Abimelec Ortiz 2B Matt McLain 3B Jose Ramirez C Tyler Stephenson OF JJ Bleday OF Jo Adell OF Steven Kwan P Logan Gilbert P Braxton Ashcraft SS Elly De La Cruz,,Kevin Gausman,P,9.93%,7.7
33,5217272873,cardsfan314816,0,129.85,1B Michael Busch 2B Chase Meidroth 3B Miguel Vargas C Edgar Quero OF Pete Crow-Armstrong OF Seiya Suzuki OF Randal Grichuk P Logan Gilbert P Braxton Ashcraft SS Luisangel Acuna,,Ian Happ,OF,9.57%,0
34,5217052167,hskfun,0,128.75,1B Willson Contreras 2B Chase Meidroth 3B Caleb Durbin C Edgar Quero OF Pete Crow-Armstrong OF Wilyer Abreu OF Brenton Doyle P Payton Tolle P Parker Messick SS George Lombard Jr.,,Randal Grichuk,OF,9.57%,16
35,5217231241,SmokestackLightning,0,128.2,1B Sal Stewart 2B Angel Genao 3B Eugenio Suarez C Tyler Stephenson OF JJ Bleday OF Chase DeLauter OF Steven Kwan P Parker Messick P Max Fried SS Elly De La Cruz,,Dansby Swanson,SS,9.22%,4
36,5217288972,revitup11,0,127.2,1B Abimelec Ortiz 2B Chase Meidroth 3B Miguel Vargas C Tyler Stephenson OF Wilyer Abreu OF Chase DeLauter OF Steven Kwan P Parker Messick P Max Fried SS CJ Abrams,,Brandon Lowe,2B,9.22%,3
37,5217227755,Roadrunner2161,0,125.399994,1B Willson Contreras 2B Nick Sogard 3B Angel Genao C Tyler Stephenson OF Wilyer Abreu OF Ceddanne Rafaela OF Jarren Duran P Max Fried P Braxton Ashcraft SS Elly De La Cruz,,Cal Raleigh,C,8.87%,0
37,5217287046,dugster9452,0,125.399994,1B Willson Contreras 2B Nick Sogard 3B Kazuma Okamoto C Tyler Stephenson OF Wilyer Abreu OF Jarren Duran OF Masataka Yoshida P Max Fried P Braxton Ashcraft SS Elly De La Cruz,,JJ Bleday,OF,8.87%,2
39,5217271251,cgasparro,0,125.2,1B Abimelec Ortiz 2B Nick Sogard 3B Jose Ramirez C Tyler Stephenson OF Wilyer Abreu OF Chase DeLauter OF Masataka Yoshida P Parker Messick P Max Fried SS CJ Abrams,,Connor Wong,C,8.87%,0
40,5217272226,heathl60,0,124.95,1B Willson Contreras 2B Angel Genao 3B Kevin McGonigle C Carson Kelly OF Wilyer Abreu OF Ceddanne Rafaela OF Masataka Yoshida P Payton Tolle P Braxton Ashcraft SS Andruw Monasterio,,Seiya Suzuki,OF,8.51%,0
41,5217181234,leanlyndl,0,124.75,1B Spencer Horwitz 2B Angel Genao 3B Nick Gonzales C Edgar Quero OF Bryan Reynolds OF Chase DeLauter OF Jake Mangum P Payton Tolle P Parker Messick SS CJ Abrams,,Agustin Ramirez,C,8.51%,0
42,5217112241,scuba03,0,124.2,1B Michael Busch 2B Nick Sogard 3B Caleb Durbin C Tyler Stephenson OF Wilyer Abreu OF Jarren Duran OF Masataka Yoshida P Parker Messick P Max Fried SS Elly De La Cruz,,Braden Montgomery,OF,8.51%,10
43,5216966079,pgomes11,0,123.65,1B Spencer Torkelson 2B Chase Meidroth 3B Miguel Vargas C Tyler Stephenson OF Pete Crow-Armstrong OF Braden Montgomery OF Randal Grichuk P Payton Tolle P Max Fried SS George Lombard Jr.,,Sal Stewart,1B,8.51%,29
44,5216874786,rajonrondough,0,123.55,1B Abimelec Ortiz 2B Chase Meidroth 3B Jose Ramirez C Edgar Quero OF Pete Crow-Armstrong OF Jakob Marsee OF Masataka Yoshida P Logan Gilbert P Max Fried SS Elly De La Cruz,,Julio Rodriguez,OF,8.16%,3
44,5217074005,Bigbadbrad178,0,123.55,1B Spencer Horwitz 2B Chase Meidroth 3B Miguel Vargas C Tyler Stephenson OF Braden Montgomery OF Steven Kwan OF Masataka Yoshida P Logan Gilbert P Max Fried SS Elly De La Cruz,,Trent Grisham,OF,8.16%,3
46,5217128372,RTR_Hope,0,123.25,1B Sal Stewart 2B Xavier Edwards 3B Eugenio Suarez C Tyler Stephenson OF JJ Bleday OF Griffin Conine OF Jakob Marsee P Logan Gilbert P Andrew Abbott SS Elly De La Cruz,,Spencer Horwitz,1B,7.80%,6
47,5217131047,ocdobv,0,123.2,1B Spencer Horwitz 2B Brandon Lowe 3B Miguel Vargas C Rafael Flores Jr. OF Bryan Reynolds OF Julio Rodriguez OF Dominic Canzone P Logan Gilbert P Kevin Gausman SS Jared Triolo,,Miguel Amaya,C,7.80%,0
48,5217184399,UKBK,0,122.95,1B Nick Sogard 2B Matt McLain 3B Miguel Vargas C Tyler Stephenson OF JJ Bleday OF Braden Montgomery OF Brenton Doyle P Payton Tolle P Braxton Ashcraft SS Elly De La Cruz,,Caleb Durbin,3B,7.80%,28
49,5217280522,hewinss1,0,122.399994,1B Nathaniel Lowe 2B Chase Meidroth 3B Jose Ramirez C Tyler Stephenson OF Chase DeLauter OF Jo Adell OF Steven Kwan P Max Fried P Braxton Ashcraft SS Elly De La Cruz,,Ben Rice,1B,7.45%,2
50,5217126641,King521,0,122.35,1B Willson Contreras 2B Nick Sogard 3B Caleb Durbin C Cal Raleigh OF Wilyer Abreu OF Ceddanne Rafaela OF Julio Rodriguez P Parker Messick P Cade Cavalli SS Otto Lopez,,Andruw Monasterio,SS,7.09%,3
51,5217129532,behappy316,0,122.2,1B Sal Stewart 2B Pedro Ramirez 3B Jorbit Vivas C Tyler Stephenson OF Ian Happ OF Daylen Lile OF Dane Myers P Parker Messick P Max Fried SS CJ Abrams,,Jazz Chisholm Jr.,2B,6.74%,0
52,5217240920,zone2323,0,121.399994,1B Sal Stewart 2B Matt McLain 3B Jose Ramirez C Edgar Quero OF Wilyer Abreu OF Jarren Duran OF Hector Rodriguez P Max Fried P Braxton Ashcraft SS Elly De La Cruz,,Spencer Jones,OF,6.38%,0
53,5217255985,poochy16,0,120.95,1B Spencer Horwitz 2B Chase Meidroth 3B Miguel Vargas C Edgar Quero OF Pete Crow-Armstrong OF Braden Montgomery OF Steven Kwan P Payton Tolle P Braxton Ashcraft SS Colson Montgomery,,Randy Arozarena,OF,6.03%,5
54,5217154203,Webedawgs,0,120.65,1B Abimelec Ortiz 2B Jorbit Vivas 3B Caleb Durbin C Ali Sanchez OF Seiya Suzuki OF Daylen Lile OF Jarren Duran P Payton Tolle P Max Fried SS CJ Abrams,,Keibert Ruiz,C,6.03%,0
55,5217266415,dean78904,0,119.1,1B Michael Busch 2B Chase Meidroth 3B Miguel Vargas C Edgar Quero OF Wilyer Abreu OF Jarren Duran OF Masataka Yoshida P Payton Tolle P Logan Gilbert SS Colson Montgomery,,Davis Martin,P,6.03%,1.5
56,5217068407,joec0726,0,118.75,1B Spencer Horwitz 2B Chase Meidroth 3B Miguel Vargas C Tyler Stephenson OF Bryan Reynolds OF Chase DeLauter OF Griffin Conine P Payton Tolle P Parker Messick SS Nasim Nunez,,Pedro Ramirez,2B,5.67%,0
57,5217258573,LTDOG24,0,118.65,1B Michael Busch 2B Chase Meidroth 3B Miguel Vargas C Tyler Stephenson OF Wilyer Abreu OF Jarren Duran OF Masataka Yoshida P Payton Tolle P Max Fried SS Andruw Monasterio,,Luis Garcia Jr.,1B,5.32%,8
58,5217044632,tinderella,0,118.2,1B Sal Stewart 2B Sam Antonacci 3B Miguel Vargas C Edgar Quero OF JJ Bleday OF Brenton Doyle OF Randal Grichuk P Logan Gilbert P Kevin Gausman SS Elly De La Cruz,,Dominic Canzone,OF,5.32%,2
59,5217259803,duckbutterbabineaux,0,117.3,1B Michael Busch 2B Pedro Ramirez 3B Nick Gonzales C Eduardo Valencia OF Wilyer Abreu OF Ceddanne Rafaela OF Masataka Yoshida P Payton Tolle P Kevin Gausman SS Jacob Gonzalez,,Otto Lopez,SS,5.32%,0
60,5217283549,keekdasneak,0,117.2,1B Sal Stewart 2B Nick Sogard 3B Eugenio Suarez C Connor Wong OF Wilyer Abreu OF JJ Bleday OF Dane Myers P Parker Messick P Max Fried SS Elly De La Cruz,,Jakob Marsee,OF,4.96%,3
61,5217037699,mathyewjoeza,0,116.95,1B Ben Rice 2B Jazz Chisholm Jr. 3B Jared Triolo C Cal Raleigh OF Randy Arozarena OF Trent Grisham OF Spencer Jones P Payton Tolle P Braxton Ashcraft SS Jose Caballero,,Josh Naylor,1B,4.96%,3
62,5217023162,willoc729,0,116.85,1B Josh Naylor 2B Brandon Lowe 3B Nick Gonzales C Cal Raleigh OF Randy Arozarena OF Julio Rodriguez OF Dominic Canzone P Logan Gilbert P Braxton Ashcraft SS Jacob Gonzalez,,Bryan Reynolds,OF,4.96%,7
63,5217053203,jameson1227,0,116.399994,1B Nathaniel Lowe 2B Chase Meidroth 3B Miguel Vargas C Tyler Stephenson OF Pete Crow-Armstrong OF Wilyer Abreu OF Griffin Conine P Max Fried P Braxton Ashcraft SS George Lombard Jr.,,Nick Sogard,1B,4.61%,4
64,5217287086,mblack412,0,116.35,1B Spencer Torkelson 2B Sam Antonacci 3B Kevin McGonigle C Dillon Dingler OF Bryan Reynolds OF Braden Montgomery OF Randal Grichuk P Logan Gilbert P Keider Montero SS Javier Baez,,Xavier Edwards,2B,4.61%,2
65,5217279078,DocHudson,0,115.75,1B Sal Stewart 2B Chase Meidroth 3B Miguel Vargas C Tyler Stephenson OF JJ Bleday OF Braden Montgomery OF Hector Rodriguez P Max Fried P Kevin Gausman SS Elly De La Cruz,,Hector Rodriguez,OF,4.61%,0
66,5217105075,timmort2,0,115.55,1B Nick Sogard 2B Chase Meidroth 3B Miguel Vargas C Edgar Quero OF Pete Crow-Armstrong OF Masataka Yoshida OF Randal Grichuk P Logan Gilbert P Max Fried SS Elly De La Cruz,,Cade Cavalli,P,4.26%,40.2
67,5217146113,chelterbrand,0,114.75,1B Nathaniel Lowe 2B Chase Meidroth 3B Nick Gonzales C Tyler Stephenson OF Griffin Conine OF Jakob Marsee OF Steven Kwan P Payton Tolle P Parker Messick SS Elly De La Cruz,,Nick Gonzales,3B,4.26%,10
68,5217264109,lightweight606,0,113.1,1B Willson Contreras 2B Nick Sogard 3B Caleb Durbin C Dillon Dingler OF Wilyer Abreu OF Ceddanne Rafaela OF Hector Rodriguez P Braxton Ashcraft P Andrew Abbott SS Elly De La Cruz,,Jacob Gonzalez,SS,4.26%,20
69,5217201845,ericm210,0,112.85,1B Michael Busch 2B Chase Meidroth 3B Miguel Vargas C Miguel Amaya OF Pete Crow-Armstrong OF Brenton Doyle OF Randal Grichuk P Logan Gilbert P Braxton Ashcraft SS Colson Montgomery,,Eugenio Suarez,3B,3.90%,22
70,5217214429,giantsquid,0,112.7,1B Josh Naylor 2B Xavier Edwards 3B Eugenio Suarez C Cal Raleigh OF Randy Arozarena OF Julio Rodriguez OF Dominic Canzone P Logan Gilbert P Cade Cavalli SS Elly De La Cruz,,Daylen Lile,OF,3.90%,10
71,5217210506,routlaw,0,112.55,1B Michael Busch 2B Chase Meidroth 3B Miguel Vargas C Edgar Quero OF Ian Happ OF Braden Montgomery OF Randal Grichuk P Logan Gilbert P Max Fried SS Elly De La Cruz,,Austin Hedges,C,3.90%,0
72,5217126578,tonysays,0,111.75,1B Willson Contreras 2B Chase Meidroth 3B Miguel Vargas C Edgar Quero OF Wilyer Abreu OF Jarren Duran OF Masataka Yoshida P Payton Tolle P Parker Messick SS Colson Montgomery,,Jose Caballero,SS,3.55%,7
73,5217218457,FPCats68,0,111.65,1B Spencer Horwitz 2B Brandon Lowe 3B Nick Gonzales C Rafael Flores Jr. OF Esmerlyn Valdez OF Griffin Conine OF Jakob Marsee P Payton Tolle P Max Fried SS Otto Lopez,,Matt McLain,2B,3.55%,0
73,5217276540,darkknight007,0,111.65,1B Nathaniel Lowe 2B Chase Meidroth 3B Miguel Vargas C Eduardo Valencia OF Wilyer Abreu OF Chase DeLauter OF Masataka Yoshida P Payton Tolle P Max Fried SS Brayan Rocchio,,Eduardo Valencia,C,3.55%,14
75,5216877222,T_revor,0,111.55,1B Abimelec Ortiz 2B Matt McLain 3B Miguel Vargas C Tyler Stephenson OF Wilyer Abreu OF Jarren Duran OF Jo Adell P Logan Gilbert P Max Fried SS Elly De La Cruz,,Spencer Torkelson,1B,3.19%,10
75,5217286625,swaggybees,0,111.55,1B Willson Contreras 2B Chase Meidroth 3B Miguel Vargas C Edgar Quero OF Wilyer Abreu OF Ceddanne Rafaela OF Jarren Duran P Logan Gilbert P Max Fried SS Andruw Monasterio,,Dillon Dingler,C,3.19%,2
77,5217187892,d084288,0,111.45,1B Abimelec Ortiz 2B Ernie Clement 3B Miguel Vargas C Keibert Ruiz OF Pete Crow-Armstrong OF Dylan Crews OF Daylen Lile P Cade Cavalli P Max Scherzer SS CJ Abrams,,Charles McAdoo,3B,3.19%,2
78,5217296474,onesoloe21,0,111.2,1B Sal Stewart 2B Brandon Lowe 3B Eugenio Suarez C Edgar Quero OF JJ Bleday OF Griffin Conine OF Hector Rodriguez P Parker Messick P Max Fried SS Elly De La Cruz,,Angel Genao,3B,3.19%,0
79,5217289016,Yukon2017,0,110.75,1B Abimelec Ortiz 2B Chase Meidroth 3B Miguel Vargas C Edgar Quero OF Pete Crow-Armstrong OF Brenton Doyle OF Spencer Jones P Payton Tolle P Parker Messick SS CJ Abrams,,Andrew Abbott,P,2.84%,-0.25
80,5217262615,crackers03,0,110.2,1B Nick Sogard 2B Chase Meidroth 3B Miguel Vargas C Tyler Stephenson OF Wilyer Abreu OF Ceddanne Rafaela OF Ian Happ P Logan Gilbert P Kevin Gausman SS Colson Montgomery,,Travis Bazzana,2B,2.84%,0
81,5217134182,ronniepetitt,0,109.95,1B Spencer Horwitz 2B Brandon Lowe 3B Nick Gonzales C Cal Raleigh OF Chase DeLauter OF Jo Adell OF Hector Rodriguez P Payton Tolle P Braxton Ashcraft SS Kevin McGonigle,,Esmerlyn Valdez,OF,2.84%,10
82,5217034495,sharksbay99,0,109.75,1B Abimelec Ortiz 2B Brandon Lowe 3B Alex Bregman C Keibert Ruiz OF Esmerlyn Valdez OF Jake Mangum OF Jo Adell P Payton Tolle P Parker Messick SS Andruw Monasterio,,Ryan McMahon,3B,2.84%,2
83,5217193730,TJ84,0,109.2,1B Sal Stewart 2B Brandon Lowe 3B Charles McAdoo C Tyler Stephenson OF JJ Bleday OF Griffin Conine OF Hector Rodriguez P Logan Gilbert P Kevin Gausman SS Elly De La Cruz,,Keider Montero,P,2.48%,15.85
83,5217262994,teamshow,0,109.2,1B Nathaniel Lowe 2B Chase Meidroth 3B Miguel Vargas C Tyler Stephenson OF Wilyer Abreu OF Brenton Doyle OF Randal Grichuk P Parker Messick P Max Fried SS Andres Gimenez,,Andrew Pinckney,OF,2.48%,2
85,5217142511,bcarper24,0,108.75,1B Michael Busch 2B Angel Genao 3B Caleb Durbin C Keibert Ruiz OF Ceddanne Rafaela OF Jarren Duran OF Masataka Yoshida P Payton Tolle P Parker Messick SS Elly De La Cruz,,Tyler Phillips,P,2.48%,11.8
86,5216849456,chrissair,0,108.55,1B Spencer Horwitz 2B Nick Sogard 3B Miguel Vargas C Tyler Stephenson OF Wilyer Abreu OF Steven Kwan OF Masataka Yoshida P Logan Gilbert P Max Fried SS Elly De La Cruz,,Ernie Clement,2B,2.48%,2
86,5217190039,CashLineCriminal,0,108.55,1B Spencer Horwitz 2B Nick Sogard 3B Miguel Vargas C Tyler Stephenson OF Wilyer Abreu OF Steven Kwan OF Masataka Yoshida P Logan Gilbert P Max Fried SS Elly De La Cruz,,Michael Conforto,OF,2.48%,0
88,5217156131,tszone72,0,107.75,1B Nathaniel Lowe 2B Travis Bazzana 3B Caleb Durbin C Connor Wong OF Wilyer Abreu OF Ceddanne Rafaela OF Masataka Yoshida P Payton Tolle P Parker Messick SS Colson Montgomery,,Dane Myers,OF,2.48%,12
89,5217060392,thenicker4,0,107.65,1B Willson Contreras 2B Chase Meidroth 3B Miguel Vargas C Tyler Stephenson OF Wilyer Abreu OF Jarren Duran OF Hector Rodriguez P Payton Tolle P Max Fried SS Colson Montgomery,,Brayan Rocchio,SS,2.13%,3
90,5217278839,HeyitsLuke,0,107.55,1B Willson Contreras 2B Chase Meidroth 3B Miguel Vargas C Drew Romo OF Wilyer Abreu OF Ceddanne Rafaela OF Randal Grichuk P Logan Gilbert P Max Fried SS Colson Montgomery,,Carson Kelly,C,1.77%,0
91,5217053242,LeVerticalDFS,0,106.7,1B Nathaniel Lowe 2B Angel Genao 3B Jose Ramirez C Tyler Stephenson OF JJ Bleday OF Jo Adell OF Steven Kwan P Logan Gilbert P Cade Cavalli SS Elly De La Cruz,,Vladimir Guerrero Jr.,1B,1.77%,3
92,5217190534,Optimo_Wizard,0,106.65,1B Willson Contreras 2B Chase Meidroth 3B Miguel Vargas C Edgar Quero OF Wilyer Abreu OF Braden Montgomery OF Griffin Conine P Payton Tolle P Max Fried SS Colson Montgomery,,Kazuma Okamoto,3B,1.77%,0
92,5217273266,gsxallstar,0,106.65,1B Willson Contreras 2B Chase Meidroth 3B Miguel Vargas C Edgar Quero OF Wilyer Abreu OF Braden Montgomery OF Griffin Conine P Payton Tolle P Max Fried SS Colson Montgomery,,George Springer,OF,1.77%,0
94,5217037065,RadicalChristian,0,106.55,1B Abimelec Ortiz 2B Chase Meidroth 3B Alex Bregman C Agustin Ramirez OF Pete Crow-Armstrong OF Brenton Doyle OF Masataka Yoshida P Logan Gilbert P Max Fried SS Elly De La Cruz,,Rafael Flores Jr.,C,1.77%,36
94,5217139653,Anttonn,0,106.55,1B Abimelec Ortiz 2B Chase Meidroth 3B Alex Bregman C Agustin Ramirez OF Pete Crow-Armstrong OF Brenton Doyle OF Masataka Yoshida P Logan Gilbert P Max Fried SS Elly De La Cruz,,Dylan Crews,OF,1.77%,17
94,5217264344,daryl174,0,106.55,1B Abimelec Ortiz 2B Chase Meidroth 3B Alex Bregman C Agustin Ramirez OF Pete Crow-Armstrong OF Brenton Doyle OF Masataka Yoshida P Logan Gilbert P Max Fried SS Elly De La Cruz,,Brady House,3B,1.77%,3
97,5217146173,Baggman71,0,106.399994,1B Nick Sogard 2B Matt McLain 3B Miguel Vargas C Tyler Stephenson OF Wilyer Abreu OF Jarren Duran OF Jo Adell P Max Fried P Braxton Ashcraft SS Elly De La Cruz,,Luisangel Acuna,SS,1.77%,5
98,5216678269,mohawk86,0,105.65,1B Spencer Horwitz 2B Chase Meidroth 3B Miguel Vargas C Edgar Quero OF Wilyer Abreu OF Chase DeLauter OF Jarren Duran P Payton Tolle P Max Fried SS Colson Montgomery,,Jake Mangum,OF,1.42%,26
98,5216778703,totoroll33,0,105.65,1B Willson Contreras 2B Chase Meidroth 3B Miguel Vargas C Edgar Quero OF Seiya Suzuki OF Wilyer Abreu OF Masataka Yoshida P Payton Tolle P Max Fried SS George Lombard Jr.,,Ali Sanchez,C,1.42%,3
