Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,5201845281,jscott2493,0,162.65001,1B Josh Naylor 2B Jake Cronenworth 3B Manny Machado C Cal Raleigh OF Dominic Canzone OF Julio Rodriguez OF Jackson Merrill P Michael King P Logan Henderson SS Zach Neto,,Justin Wrobleski,P,50.51%,12.7
2,5201871409,supremexjp,0,152.6,1B Shohei Ohtani 2B Jake Cronenworth 3B Manny Machado C Jonah Heim OF Fernando Tatis Jr. OF Jackson Merrill OF Henry Bolte P Michael King P Gage Jump SS Xander Bogaerts,,Jake Cronenworth,2B,33.67%,2
3,5201893094,72-72-72-72,0,146.6,1B Shohei Ohtani 2B Vaughn Grissom 3B Tommy White C William Contreras OF Mike Trout OF Jahmai Jones OF Garrett Mitchell P Reid Detmers P Logan Henderson SS Jacob Wilson,,Jonah Heim,C,33.33%,2
4,5201904124,Ruhockey12,0,145.95,1B Tommy White 2B Jake Cronenworth 3B Luis Rengifo C Dalton Rushing OF Shohei Ohtani OF Fernando Tatis Jr. OF Jackson Merrill P Reid Detmers P Justin Wrobleski SS Xander Bogaerts,,Michael King,P,33.33%,13.3
5,5201884559,jonrlinz,0,145.65,1B Nolan Schanuel 2B Brice Turang 3B Isaac Paredes C Jonah Heim OF Shohei Ohtani OF Garrett Mitchell OF Luis Lara P Logan Henderson P Gage Jump SS Jacob Wilson,,Jeremy Pena,SS,28.96%,3
6,5201884815,tfullyloaded36,0,143.04999,1B TJ Rumfield 2B Willi Castro 3B Max Muncy C Carlos Narvaez OF Shohei Ohtani OF Jahmai Jones OF Luis Lara P Justin Wrobleski P Logan Henderson SS Jeremy Pena,,Manny Machado,3B,27.61%,15
7,5201903903,kozy6106,0,141.05,1B Romy Gonzalez 2B Brice Turang 3B Caleb Durbin C Dalton Rushing OF Luis Rengifo OF Yordan Alvarez OF Luis Lara P Justin Wrobleski P Logan Henderson SS Cooper Pratt,,Jahmai Jones,OF,27.27%,5
8,5201911091,krisnegus,0,136.95,1B Ty France 2B Jake Cronenworth 3B Manny Machado C William Contreras OF Fernando Tatis Jr. OF Jackson Merrill OF Luis Lara P Reid Detmers P Justin Wrobleski SS Mookie Betts,,Jackson Merrill,OF,27.27%,18
9,5201904105,pac10joe,0,136.79999,1B Nick Kurtz 2B Brice Turang 3B Tommy White C Jonah Heim OF Mickey Moniak OF Dominic Canzone OF Julio Rodriguez P Luis Castillo P Logan Henderson SS Jeremy Pena,,Reid Detmers,P,26.26%,22.25
10,5201868439,Steelgood,0,136.6,1B Rafael Devers 2B Tommy Edman 3B Max Muncy C Luis Campusano OF Shohei Ohtani OF Luis Rengifo OF Gavin Sheets P Michael King P Gage Jump SS Xander Bogaerts,,Willson Contreras,1B,25.59%,4
11,5201864420,mlavangie91,0,134.55,1B TJ Rumfield 2B Vaughn Grissom 3B Max Muncy C Hunter Goodman OF Teoscar Hernandez OF Fernando Tatis Jr. OF Luis Lara P Reid Detmers P Gage Jump SS Jacob Wilson,,Shohei Ohtani,OF,24.58%,28
