Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,5210986640,bluester111,0,150.9,1B Bryce Harper 2B Marcus Semien 3B Bryson Stott C Alejandro Kirk OF Daylen Lile OF A.J. Ewing OF Carson Benge P Zack Wheeler P Cade Cavalli SS Francisco Lindor,,Zack Wheeler,P,79.21%,8.8
2,5211305507,Choker12,0,143.9,1B Jared Young 2B Marcus Semien 3B Brady House C Harry Ford OF Daylen Lile OF A.J. Ewing OF Carson Benge P Zack Wheeler P Cade Cavalli SS CJ Abrams,,Cade Cavalli,P,55.34%,22.1
3,5211205605,j5brooks,0,143.1,1B Jared Young 2B Marcus Semien 3B Eugenio Suarez C Harry Ford OF Daylen Lile OF A.J. Ewing OF Jake Mangum P Zack Wheeler P Jose Soriano SS Elly De La Cruz,,Luis Arraez,2B,38.20%,2
4,5211051562,donthaveaname,0,136.75,1B Bryce Harper 2B Marcus Semien 3B Bo Bichette C Tyler Stephenson OF Kyle Schwarber OF A.J. Ewing OF Carson Benge P Cade Cavalli P Zac Thornton SS Elly De La Cruz,,CJ Abrams,SS,37.64%,5
5,5211191808,AndrewCraig94,0,136.45,1B Abimelec Ortiz 2B Marcus Semien 3B Brady House C Harry Ford OF Daylen Lile OF A.J. Ewing OF Carson Benge P Zack Wheeler P Zac Thornton SS CJ Abrams,,Daylen Lile,OF,34.83%,25
6,5210910895,machd1,0,131.9,1B Rafael Flores Jr. 2B Luis Arraez 3B Nick Gonzales C Harry Ford OF Daylen Lile OF A.J. Ewing OF Carson Benge P Zack Wheeler P Cade Cavalli SS Trea Turner,,Kyle Schwarber,OF,30.90%,7
7,5211016157,playahata1,0,129.9,1B Abimelec Ortiz 2B Marcus Semien 3B Bo Bichette C Luis Torrens OF Daylen Lile OF A.J. Ewing OF Carson Benge P Zack Wheeler P Cade Cavalli SS CJ Abrams,,Zac Thornton,P,30.62%,17.65
8,5211123940,jayrwebb,0,123.9,1B Bryce Harper 2B Luis Arraez 3B Bryson Stott C J.T. Realmuto OF Carson Benge OF Matt McLain OF Justin Crawford P Zack Wheeler P Cade Cavalli SS Elly De La Cruz,,Carson Benge,OF,29.78%,17
8,5211258044,jsamtoy,0,123.9,1B Jared Young 2B Nick Gonzales 3B Bo Bichette C Harry Ford OF Esmerlyn Valdez OF A.J. Ewing OF Carson Benge P Zack Wheeler P Cade Cavalli SS Francisco Lindor,,Tyler Stephenson,C,28.09%,0
10,5211032404,mzubs11,0,123.75,1B Sal Stewart 2B Brandon Lowe 3B Nick Gonzales C Tyler Stephenson OF Daylen Lile OF A.J. Ewing OF Carson Benge P Cade Cavalli P Zac Thornton SS CJ Abrams,,Elly De La Cruz,SS,25.28%,18
11,5211200786,jetman33,0,122.9,1B Bryce Harper 2B Marcus Semien 3B Bryson Stott C Luis Torrens OF Daylen Lile OF Jacob Young OF Justin Crawford P Zack Wheeler P Cade Cavalli SS CJ Abrams,,Sal Stewart,1B,25.28%,0
12,5211291736,garrettrule,0,122.45,1B Bryce Harper 2B Marcus Semien 3B Bo Bichette C Luis Torrens OF Kyle Schwarber OF Carson Benge OF Justin Crawford P Zack Wheeler P Zac Thornton SS Francisco Lindor,,Bryce Harper,OF,23.88%,12
13,5211242814,AGGIES1515,0,122.1,1B Abimelec Ortiz 2B Brandon Lowe 3B Nick Gonzales C Luis Torrens OF Daylen Lile OF Carson Benge OF Matt McLain P Zack Wheeler P Jose Soriano SS Elly De La Cruz,,J.T. Realmuto,C,21.35%,3
14,5210912264,Finagle1338,0,121.75,1B Bryce Harper 2B Luis Arraez 3B Bryson Stott C Endy Rodriguez OF Kyle Schwarber OF A.J. Ewing OF Carson Benge P Cade Cavalli P Zac Thornton SS Francisco Lindor,,Abimelec Ortiz,1B,21.07%,2
15,5211331370,macyfan,0,121.4,1B Bryce Harper 2B Jorge Polanco 3B Eugenio Suarez C Alejandro Kirk OF Kyle Schwarber OF Daylen Lile OF A.J. Ewing P Jose Soriano P Cade Cavalli SS CJ Abrams,,JJ Bleday,OF,20.51%,2
16,5210734501,StopTheRun17,0,120.9,1B Jared Young 2B Nasim Nunez 3B Jorbit Vivas C Harry Ford OF Daylen Lile OF A.J. Ewing OF Carson Benge P Zack Wheeler P Cade Cavalli SS CJ Abrams,,Brady House,3B,20.51%,5
17,5211249810,49ers10k,0,119.75,1B Bryce Harper 2B Luis Arraez 3B Kazuma Okamoto C Alejandro Kirk OF Kyle Schwarber OF A.J. Ewing OF Carson Benge P Cade Cavalli P Zac Thornton SS Francisco Lindor,,Jose Soriano,P,20.22%,10.3
17,5211279367,CHLEGACY1,0,119.75,1B Bryce Harper 2B Luis Arraez 3B Bryson Stott C Luis Torrens OF Daylen Lile OF Carson Benge OF Brandon Marsh P Cade Cavalli P Zac Thornton SS CJ Abrams,,Bryce Harper,1B,19.10%,12
19,5210680791,rajonrondough,0,118.9,1B Abimelec Ortiz 2B Ronny Simon 3B Eugenio Suarez C Tyler Stephenson OF Kyle Schwarber OF Bryce Harper OF Daylen Lile P Zack Wheeler P Cade Cavalli SS Elly De La Cruz,,A.J. Ewing,OF,18.54%,22
19,5211088518,Joelweeks98,0,118.9,1B Bryce Harper 2B Luis Arraez 3B Bo Bichette C Alejandro Kirk OF Daylen Lile OF Carson Benge OF Jesus Sanchez P Zack Wheeler P Cade Cavalli SS Francisco Lindor,,Esmerlyn Valdez,OF,17.70%,4
19,5211092185,griffalicious24,0,118.9,1B Abimelec Ortiz 2B Ronny Simon 3B Eugenio Suarez C Tyler Stephenson OF Kyle Schwarber OF Bryce Harper OF Daylen Lile P Zack Wheeler P Cade Cavalli SS Elly De La Cruz,,Bo Bichette,3B,17.13%,3
22,5211041687,rcadavieco,0,118.4,1B Sal Stewart 2B Nick Gonzales 3B Bo Bichette C Tyler Stephenson OF Bryan Reynolds OF Daylen Lile OF A.J. Ewing P Jose Soriano P Cade Cavalli SS Elly De La Cruz,,Bryson Stott,3B,16.57%,6
23,5211294199,Miracle52,0,117.75,1B Sal Stewart 2B Marcus Semien 3B Alec Bohm C Alejandro Kirk OF Kyle Schwarber OF Daylen Lile OF Carson Benge P Cade Cavalli P Zac Thornton SS CJ Abrams,,Brandon Marsh,OF,16.29%,6
23,5211341418,laken04,0,117.75,1B Abimelec Ortiz 2B Brandon Lowe 3B Bo Bichette C Harry Ford OF Dylan Crews OF Daylen Lile OF A.J. Ewing P Cade Cavalli P Zac Thornton SS CJ Abrams,,Harry Ford,C,16.29%,16
25,5211231832,Linedrivers,0,117.45,1B Bryce Harper 2B Brett Baty 3B Bo Bichette C Harry Ford OF A.J. Ewing OF Jacob Young OF Justin Crawford P Zack Wheeler P Zac Thornton SS Francisco Lindor,,Jacob Young,OF,16.01%,3
26,5210680983,savallone,0,116.9,1B Abimelec Ortiz 2B Marcus Semien 3B Nick Gonzales C Harry Ford OF Bryce Harper OF Bryan Reynolds OF Esmerlyn Valdez P Zack Wheeler P Cade Cavalli SS Francisco Lindor,,Bryan Reynolds,OF,15.73%,8
26,5211287943,rndllcray0127,0,116.9,1B Spencer Horwitz 2B Brandon Lowe 3B Bo Bichette C Harry Ford OF Daylen Lile OF Carson Benge OF Jacob Young P Zack Wheeler P Cade Cavalli SS Andres Gimenez,,Jared Young,1B,15.45%,5
28,5210853539,jstoltman3,0,115.9,1B Bryce Harper 2B Luis Arraez 3B Bo Bichette C Luis Torrens OF A.J. Ewing OF Carson Benge OF Jake Mangum P Zack Wheeler P Cade Cavalli SS Francisco Lindor,,Dylan Crews,OF,15.45%,0
29,5211069092,p1boggan,0,115.45,1B Bryce Harper 2B Brett Baty 3B Brady House C Luis Torrens OF Kyle Schwarber OF A.J. Ewing OF Carson Benge P Zack Wheeler P Zac Thornton SS Francisco Lindor,,Francisco Lindor,SS,14.89%,16
30,5210712120,nickenyon6,0,114.9,1B Sal Stewart 2B Jorge Polanco 3B Eugenio Suarez C Tyler Stephenson OF Kyle Schwarber OF Daylen Lile OF A.J. Ewing P Zack Wheeler P Cade Cavalli SS Francisco Lindor,,Eugenio Suarez,3B,14.61%,14
30,5210880718,chrissair,0,114.9,1B Sal Stewart 2B Jorge Polanco 3B Eugenio Suarez C Tyler Stephenson OF Kyle Schwarber OF Daylen Lile OF A.J. Ewing P Zack Wheeler P Cade Cavalli SS Francisco Lindor,,Trea Turner,SS,14.33%,4
30,5210934935,nycgator12,0,114.9,1B Sal Stewart 2B Jorge Polanco 3B Eugenio Suarez C Tyler Stephenson OF Kyle Schwarber OF Daylen Lile OF A.J. Ewing P Zack Wheeler P Cade Cavalli SS Francisco Lindor,,Luis Torrens,C,14.04%,7
30,5210948229,medicine,0,114.9,1B Sal Stewart 2B Jorge Polanco 3B Eugenio Suarez C Tyler Stephenson OF Kyle Schwarber OF Daylen Lile OF A.J. Ewing P Zack Wheeler P Cade Cavalli SS Francisco Lindor,,Carmen Mlodzinski,P,11.24%,-6.05
30,5211365309,soonerdallas,0,114.9,1B Rafael Flores Jr. 2B Brandon Lowe 3B Jared Triolo C Harry Ford OF Bryan Reynolds OF Esmerlyn Valdez OF A.J. Ewing P Zack Wheeler P Cade Cavalli SS Francisco Lindor,,Hector Rodriguez,OF,10.96%,5
35,5211056332,browns1234,0,114.45,1B Jared Young 2B Marcus Semien 3B Bryson Stott C Luis Torrens OF Kyle Schwarber OF Bryce Harper OF Carson Benge P Zack Wheeler P Zac Thornton SS Francisco Lindor,,Jake Mangum,OF,10.67%,6
36,5211297406,jamclav,0,114.1,1B Abimelec Ortiz 2B Ronny Simon 3B Eugenio Suarez C Harry Ford OF Bryan Reynolds OF Daylen Lile OF JJ Bleday P Zack Wheeler P Jose Soriano SS Elly De La Cruz,,Brandon Lowe,2B,10.39%,5
37,5211179301,dgreenough,0,113.9,1B Jared Young 2B Marcus Semien 3B Bo Bichette C Luis Torrens OF Daylen Lile OF Carson Benge OF Jacob Young P Zack Wheeler P Cade Cavalli SS CJ Abrams,,Alejandro Kirk,C,10.11%,4
37,5211226802,morganb4,0,113.9,1B Abimelec Ortiz 2B Jorge Polanco 3B Brady House C Harry Ford OF Kyle Schwarber OF Bryce Harper OF Daylen Lile P Zack Wheeler P Cade Cavalli SS Francisco Lindor,,Bryson Stott,2B,9.83%,6
39,5211079388,cfors24,0,112.9,1B Bryce Harper 2B Luis Arraez 3B Nick Gonzales C J.T. Realmuto OF Daylen Lile OF Esmerlyn Valdez OF Ronny Simon P Zack Wheeler P Cade Cavalli SS Francisco Lindor,,Nick Gonzales,3B,8.99%,10
39,5211248216,Teachmehowto,0,112.9,1B Jared Young 2B Brandon Lowe 3B Nick Gonzales C J.T. Realmuto OF Esmerlyn Valdez OF A.J. Ewing OF Carson Benge P Zack Wheeler P Cade Cavalli SS Francisco Lindor,,Marcus Semien,2B,8.15%,18
41,5211276673,Bobbergonzo,0,111.9,1B Bryce Harper 2B Luis Arraez 3B Bryson Stott C J.T. Realmuto OF A.J. Ewing OF Carson Benge OF Jacob Young P Zack Wheeler P Cade Cavalli SS Francisco Lindor,,Alec Bohm,1B,7.87%,2
41,5211339352,Ninerman,0,111.9,1B Bryce Harper 2B Luis Arraez 3B Bryson Stott C J.T. Realmuto OF A.J. Ewing OF Carson Benge OF Jacob Young P Zack Wheeler P Cade Cavalli SS Francisco Lindor,,Nasim Nunez,2B,7.02%,0
43,5211366320,thebattler33,0,111.45,1B Sal Stewart 2B Marcus Semien 3B Brady House C Luis Torrens OF Daylen Lile OF A.J. Ewing OF Jacob Young P Zack Wheeler P Zac Thornton SS CJ Abrams,,Alec Bohm,3B,7.02%,2
44,5211317858,Skralph,0,110.95,1B Kazuma Okamoto 2B Marcus Semien 3B Jared Triolo C Alejandro Kirk OF Carson Benge OF Nathan Lukes OF Jesus Sanchez P Jose Soriano P Zac Thornton SS Andres Gimenez,,Spencer Horwitz,1B,6.46%,3
45,5210943800,amibe,0,110.45,1B Alec Bohm 2B Bryson Stott 3B Bo Bichette C Harry Ford OF Bryce Harper OF A.J. Ewing OF Hector Rodriguez P Zack Wheeler P Zac Thornton SS Elly De La Cruz,,Jesus Sanchez,OF,6.46%,9
46,5211304477,asian6000,0,110.1,1B Abimelec Ortiz 2B Brandon Lowe 3B Eugenio Suarez C Harry Ford OF Daylen Lile OF Jake Mangum OF Hector Rodriguez P Zack Wheeler P Jose Soriano SS Elly De La Cruz,,Rafael Flores Jr.,C,5.90%,5
47,5211164325,TonyMVP,0,109.45,1B Jared Young 2B Luis Arraez 3B Brady House C Luis Torrens OF Kyle Schwarber OF A.J. Ewing OF Carson Benge P Zack Wheeler P Zac Thornton SS Elly De La Cruz,,Jorge Polanco,2B,5.62%,0
47,5211288624,Robbswt22,0,109.45,1B Bryce Harper 2B Nasim Nunez 3B Eugenio Suarez C Tyler Stephenson OF Daylen Lile OF A.J. Ewing OF Hector Rodriguez P Zack Wheeler P Zac Thornton SS CJ Abrams,,Kazuma Okamoto,3B,5.34%,0
49,5211327240,drunkonpappy,0,109.4,1B Kazuma Okamoto 2B Ronny Simon 3B Josh Smith C Alejandro Kirk OF Esmerlyn Valdez OF George Springer OF Jake Mangum P Jose Soriano P Cade Cavalli SS Andres Gimenez,,Justin Crawford,OF,5.34%,16
