Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
48,5212035046,DFPanther1 (11/20),0,168.3,1B Josh Bell 2B Angel Genao 3B Willi Castro C Ivan Herrera OF Jake McCarthy OF Cole Carrigg OF Jo Adell P Yoshinobu Yamamoto P Gavin Williams SS Ezequiel Tovar,,Landen Roupp,P,6.04%,11.8
49,5212040704,statedogg (6/20),0,167.6,1B Josh Bell 2B Tyler Freeman 3B Kyle Karros C Hunter Goodman OF Jake McCarthy OF Cole Carrigg OF Luke Keaschall P Gavin Williams P Jacob deGrom SS Kaelen Culpepper,,Alec Burleson,1B,5.94%,4
50,5211749073,Racer9ine (2/2),0,167.5,1B Andrew Vaughn 2B Brice Turang 3B Willi Castro C Ivan Herrera OF Jordan Walker OF Jake McCarthy OF Cole Carrigg P Michael King P Casey Legumina SS Cooper Pratt,,Yordan Alvarez,OF,5.82%,0
51,5212393254,eduvaleus (2/20),0,167.4,1B Josh Bell 2B Royce Lewis 3B Kyle Karros C Ryan Jeffers OF Jake McCarthy OF Cole Carrigg OF Luke Keaschall P Gavin Williams P George Kirby SS Kaelen Culpepper,,Jake McCarthy,OF,5.80%,50
52,5212265337,njrfletch (1/2),0,166.25,1B Alec Burleson 2B Jake Cronenworth 3B Jose Fermin C Ivan Herrera OF Jordan Walker OF Jac Caglianone OF Kyle Tucker P Jacob deGrom P Casey Legumina SS Masyn Winn,,Jose Fermin,3B,5.77%,25
53,5212311746,reedo714 (2/2),0,165.75,1B Jac Caglianone 2B Angel Genao 3B Ezequiel Duran C Ivan Herrera OF Jackson Merrill OF Wyatt Langford OF Brandon Nimmo P Jacob deGrom P Robert Gasser SS Corey Seager,,Jackson Chourio,OF,5.69%,2
54,5211741708,kreller17 (10/20),0,165.65,1B Pete Alonso 2B Angel Genao 3B Kyle Karros C Hunter Goodman OF Jake McCarthy OF Cole Carrigg OF Jo Adell P Gavin Williams P Seth Lugo SS Brayan Rocchio,,Joc Pederson,1B,5.63%,0
55,5211821287,TheChamp74 (1/20),0,165.6,1B Joc Pederson 2B Nicky Lopez 3B Kyle Karros C Hunter Goodman OF Jake McCarthy OF Cole Carrigg OF Jordan Beck P Gavin Williams P Jacob deGrom SS Corey Seager,,Brayan Rocchio,SS,5.58%,3
55,5212186093,csurunnerccr (1/20),0,165.6,1B Joc Pederson 2B Tyler Freeman 3B Kyle Karros C Cal Raleigh OF Jake McCarthy OF Cole Carrigg OF Jordan Beck P Gavin Williams P Jacob deGrom SS Corey Seager,,Osleivis Basabe,2B,5.45%,0
55,5212320389,kbpeters32 (8/20),0,165.6,1B Joc Pederson 2B Nicky Lopez 3B Kyle Karros C Hunter Goodman OF Jake McCarthy OF Cole Carrigg OF Jordan Beck P Gavin Williams P Jacob deGrom SS Corey Seager,,Angel Martinez,OF,5.43%,10
55,5212409415,dfwtsx08 (5/20),0,165.6,1B Josh Bell 2B Royce Lewis 3B Kyle Karros C Hunter Goodman OF Jake McCarthy OF Luke Keaschall OF Austin Martin P Gavin Williams P Jacob deGrom SS Kaelen Culpepper,,Tommy Edman,2B,5.42%,0
59,5211852694,produceman09 (15/20),0,165.55,1B Alec Burleson 2B JJ Wetherholt 3B Kyle Karros C Ivan Herrera OF Jordan Walker OF Jake McCarthy OF Jose Fermin P George Kirby P Kyle Bradish SS Ezequiel Tovar,,Jordan Beck,OF,5.40%,3
60,5211872482,milligolf (16/20),0,165.3,1B TJ Rumfield 2B Jackson Holliday 3B Kyle Karros C Carlos Narvaez OF Jake McCarthy OF Cole Carrigg OF Jordan Beck P Yoshinobu Yamamoto P Gavin Williams SS Gunnar Henderson,,Corey Seager,SS,5.23%,18
61,5212050775,bassguy39 (8/20),0,164.85,1B Joc Pederson 2B Nicky Lopez 3B Kyle Karros C Hunter Goodman OF Jake McCarthy OF Wyatt Langford OF Cole Carrigg P Gavin Williams P Michael King SS Corey Seager,,Isaac Paredes,3B,5.06%,5
62,5212398954,KILLANADZ24 (2/20),0,164.8,1B Jac Caglianone 2B Willi Castro 3B Kyle Karros C Hunter Goodman OF Jake McCarthy OF Cole Carrigg OF Kyle Isbel P Robert Gasser P Kyle Bradish SS Bobby Witt Jr.,,Riley Greene,OF,5.01%,7
63,5211865295,Bitmeee (3/20),0,164.6,1B Rhys Hoskins 2B Angel Genao 3B Jose Fermin C Ivan Herrera OF Jordan Walker OF Angel Martinez OF Jo Adell P Gavin Williams P Jacob deGrom SS Brayan Rocchio,,William Contreras,C,4.93%,7
63,5212010762,cashmoney1977 (6/20),0,164.6,1B Rhys Hoskins 2B Angel Genao 3B Jose Fermin C Ivan Herrera OF Jordan Walker OF Angel Martinez OF Jo Adell P Gavin Williams P Jacob deGrom SS Brayan Rocchio,,Austin Martin,OF,4.84%,4
63,5212118162,stock2mail (2/20),0,164.6,1B Rhys Hoskins 2B Tyler Freeman 3B Kyle Karros C Hunter Goodman OF Jake McCarthy OF Angel Martinez OF Jo Adell P Gavin Williams P Jacob deGrom SS Ezequiel Tovar,,Kevin McGonigle,3B,4.73%,7
63,5212269531,slpendy (5/20),0,164.6,1B Michael Busch 2B Tyler Freeman 3B Kyle Karros C Ivan Herrera OF Jake McCarthy OF Cole Carrigg OF Jordan Beck P Gavin Williams P Jacob deGrom SS Dansby Swanson,,Ryan Jeffers,C,4.61%,7
67,5211878595,Elwaysarmy (17/20),0,164.55,1B Freddie Freeman 2B Willi Castro 3B Kyle Karros C Ivan Herrera OF Jake McCarthy OF Cole Carrigg OF Kyle Tucker P Gavin Williams P Landen Roupp SS Ezequiel Tovar,,Austin Hedges,C,4.51%,0
68,5212073349,tswift98 (1/20),0,164.3,1B Michael Busch 2B Tyler Freeman 3B Kyle Karros C Hunter Goodman OF Jake McCarthy OF Cole Carrigg OF Ian Happ P Jacob deGrom P Taj Bradley SS Eddys Leonard,,Jose Fermin,OF,4.49%,25
69,5212282603,love245555 (15/20),0,163.6,1B TJ Rumfield 2B Tyler Freeman 3B Kyle Karros C Carson Kelly OF Jake McCarthy OF Cole Carrigg OF Jo Adell P Gavin Williams P Jacob deGrom SS Dansby Swanson,,Chase DeLauter,OF,4.47%,3
70,5212039829,meyers2305 (8/20),0,163.45,1B Jake Bauers 2B Brice Turang 3B Kyle Karros C Hunter Goodman OF Jackson Chourio OF Jake McCarthy OF Cole Carrigg P Michael King P Kyle Freeland SS Ezequiel Tovar,,Josh Bell,1B,4.42%,5
71,5212092616,jrancor22 (11/20),0,163.3,1B Royce Lewis 2B Nico Hoerner 3B Kyle Karros C Carson Kelly OF Jake McCarthy OF Ian Happ OF Tyrone Taylor P Yoshinobu Yamamoto P Gavin Williams SS Dansby Swanson,,Max Clark,OF,4.39%,17
72,5211853753,az350z (4/20),0,163.15,1B TJ Rumfield 2B Ketel Marte 3B Kyle Karros C Hunter Goodman OF Corbin Carroll OF Jake McCarthy OF Cole Carrigg P Landen Roupp P Brandon Pfaadt SS Geraldo Perdomo,,Jung Hoo Lee,OF,4.26%,0
73,5212192262,EddieBrock17 (13/20),0,162.65,1B Michael Busch 2B Nico Hoerner 3B Kyle Karros C Carson Kelly OF Jake McCarthy OF Cole Carrigg OF Ian Happ P Gavin Williams P Kyle Bradish SS Dansby Swanson,,Dillon Dingler,C,4.24%,11
74,5211978038,SkyU27 (20/20),0,162.6,1B Michael Busch 2B Nico Hoerner 3B Kyle Karros C Carson Kelly OF Jake McCarthy OF Ian Happ OF Luke Keaschall P Gavin Williams P Jacob deGrom SS Dansby Swanson,,Willi Castro,2B,4.21%,0
74,5212320386,kbpeters32 (5/20),0,162.6,1B Rafael Devers 2B Royce Lewis 3B Kyle Karros C Ryan Jeffers OF Jake McCarthy OF Luke Keaschall OF Austin Martin P Gavin Williams P Jacob deGrom SS Kaelen Culpepper,,Gunnar Henderson,SS,4.19%,0
76,5212380641,Vonny13,0,161.85,1B Ty France 2B Cole Young 3B Alex Bregman C Ivan Herrera OF Jake McCarthy OF Cole Carrigg OF Kyle Tucker P Gavin Williams P Michael King SS Cooper Pratt,,Brandon Nimmo,OF,4.19%,3
76,5212411266,Draconfire (10/20),0,161.85,1B Shohei Ohtani 2B Willi Castro 3B Kyle Karros C Hunter Feduccia OF Andy Pages OF Jake McCarthy OF Cole Carrigg P Gavin Williams P Michael King SS Eddys Leonard,,Rafael Devers,1B,4.14%,0
78,5211613232,melvincali (5/20),0,161.6,1B Michael Busch 2B Nico Hoerner 3B Kyle Karros C Carson Kelly OF Jake McCarthy OF Cole Carrigg OF Tyrone Taylor P Gavin Williams P Jacob deGrom SS Dansby Swanson,,Tyler O'Neill,OF,4.12%,7
78,5211972819,KeriMorris,0,161.6,1B Rhys Hoskins 2B Willi Castro 3B Kyle Karros C Carter Jensen OF Cole Carrigg OF Jac Caglianone OF Nathan Church P Gavin Williams P Jacob deGrom SS Tyler Tolbert,,Peter Lambert,P,4.09%,8.45
78,5212122001,xTRISKITx (19/20),0,161.6,1B Michael Busch 2B Nico Hoerner 3B Kyle Karros C Carson Kelly OF Jake McCarthy OF Cole Carrigg OF Tyrone Taylor P Gavin Williams P Jacob deGrom SS Dansby Swanson,,Robert Gasser,P,4.05%,3.9
78,5212393903,GameOnLetsGo (5/20),0,161.6,1B Michael Busch 2B Nico Hoerner 3B Kyle Karros C Carson Kelly OF Jake McCarthy OF Cole Carrigg OF Tyrone Taylor P Gavin Williams P Jacob deGrom SS Dansby Swanson,,Wyatt Langford,OF,4.00%,6
78,5212409426,dfwtsx08 (16/20),0,161.6,1B Michael Busch 2B Nico Hoerner 3B Kyle Karros C Carson Kelly OF Jake McCarthy OF Cole Carrigg OF Tyrone Taylor P Gavin Williams P Jacob deGrom SS Dansby Swanson,,Jeremy Pena,SS,3.97%,0
83,5212187460,alexvansoelen (15/20),0,161.4,1B Jake Bauers 2B Willi Castro 3B Kyle Karros C William Contreras OF Jake McCarthy OF Cole Carrigg OF Jordan Beck P Yoshinobu Yamamoto P Jacob deGrom SS Kaelen Culpepper,,Colt Keith,3B,3.90%,6
84,5211800795,puppet0311 (1/5),0,161.1,1B TJ Rumfield 2B Jake Cronenworth 3B Kyle Karros C Hunter Goodman OF Corbin Carroll OF Jake McCarthy OF Cole Carrigg P Gavin Williams P Kyle Freeland SS Kevin McGonigle,,Luis Campusano,C,3.85%,0
84,5211801103,puppet0311 (2/5),0,161.1,1B TJ Rumfield 2B Jake Cronenworth 3B Kyle Karros C Hunter Goodman OF Corbin Carroll OF Jake McCarthy OF Cole Carrigg P Gavin Williams P Kyle Freeland SS Kevin McGonigle,,Jose Altuve,2B,3.80%,3
84,5211801117,puppet0311 (3/5),0,161.1,1B TJ Rumfield 2B Jake Cronenworth 3B Kyle Karros C Hunter Goodman OF Corbin Carroll OF Jake McCarthy OF Cole Carrigg P Gavin Williams P Kyle Freeland SS Kevin McGonigle,,Jake Bauers,OF,3.77%,3
87,5212136144,TY54321 (15/20),0,160.75,1B Jake Bauers 2B Travis Bazzana 3B Kyle Karros C Hunter Goodman OF Jake McCarthy OF Cole Carrigg OF Jo Adell P Jacob deGrom P Seth Lugo SS Ezequiel Tovar,,Luke Keaschall,OF,3.77%,10
88,5212038846,sandrysskins (5/6),0,160.15,1B Alec Burleson 2B Osleivis Basabe 3B Kyle Karros C Ivan Herrera OF Jordan Walker OF Jake McCarthy OF Cole Carrigg P Gavin Williams P Casey Legumina SS Kaelen Culpepper,,Pete Alonso,1B,3.77%,5
89,5211613235,melvincali (8/20),0,159.6,1B Jake Burger 2B Tyler Freeman 3B Kyle Karros C Hunter Goodman OF Jake McCarthy OF Cole Carrigg OF Evan Carter P Gavin Williams P Jacob deGrom SS Kaelen Culpepper,,Carter Jensen,C,3.72%,4
89,5212269541,slpendy (15/20),0,159.6,1B Royce Lewis 2B Willi Castro 3B Kyle Karros C Christian Vazquez OF Jake McCarthy OF Cole Carrigg OF Jordan Beck P Gavin Williams P Jacob deGrom SS Jeremy Pena,,Josh Rojas,3B,3.70%,7
89,5212282019,yazsarmy (11/20),0,159.6,1B Joc Pederson 2B Tyler Freeman 3B Kyle Karros C Hunter Goodman OF Jake McCarthy OF Wyatt Langford OF Jose Fermin P Gavin Williams P Jacob deGrom SS Ezequiel Tovar,,Kevin McGonigle,SS,3.67%,7
92,5212033285,House868,0,158.9,1B Jac Caglianone 2B Royce Lewis 3B Kyle Karros C Ivan Herrera OF Yordan Alvarez OF Pete Crow-Armstrong OF Kyle Isbel P Jacob deGrom P Jackson Jobe SS Kaelen Culpepper,,Manny Machado,3B,3.65%,3
93,5211969127,GingerAttack (18/20),0,158.85,1B Ty France 2B Tommy Edman 3B Kyle Karros C Hunter Feduccia OF Jake McCarthy OF Kyle Tucker OF Teoscar Hernandez P Gavin Williams P Michael King SS Corey Seager,,Fernando Tatis Jr.,OF,3.57%,7
94,5212180909,steve3258 (18/20),0,158.65,1B Josh Naylor 2B Ketel Marte 3B Josh Rojas C Gabriel Moreno OF Corbin Carroll OF Jac Caglianone OF Lars Nootbaar P Gavin Williams P Kyle Bradish SS Geraldo Perdomo,,Joey Ortiz,3B,3.47%,0
94,5212224717,toge18 (2/10),0,158.65,1B Josh Bell 2B Royce Lewis 3B Willi Castro C Hunter Goodman OF Jake McCarthy OF Cole Carrigg OF Jo Adell P Yoshinobu Yamamoto P Michael King SS Kaelen Culpepper,,Gleyber Torres,2B,3.35%,4
96,5212074873,mlief (9/20),0,158.6,1B Rhys Hoskins 2B Angel Genao 3B Josh Rojas C Austin Hedges OF Jackson Chourio OF Jac Caglianone OF John Rave P Gavin Williams P Jacob deGrom SS Bobby Witt Jr.,,Jackson Holliday,2B,3.30%,21
97,5211969114,GingerAttack (5/20),0,158.3,1B Joc Pederson 2B Willi Castro 3B Kyle Karros C Austin Wynns OF Jake McCarthy OF Cole Carrigg OF Jordan Beck P Yoshinobu Yamamoto P Gavin Williams SS Corey Seager,,Royce Lewis,1B,2.99%,17
97,5212053234,ceebajay (4/20),0,158.3,1B TJ Rumfield 2B Tyler Freeman 3B Kyle Karros C Hunter Goodman OF Jordan Walker OF Jake McCarthy OF Luke Keaschall P Jacob deGrom P Taj Bradley SS Kaelen Culpepper,,Nathan Church,OF,2.86%,5
99,5212339467,sheed6 (14/20),0,157.9,1B Jac Caglianone 2B JJ Wetherholt 3B Josh Rojas C Ivan Herrera OF Jordan Walker OF John Rave OF Isaac Collins P Jacob deGrom P Jackson Jobe SS Bobby Witt Jr.,,Willy Adames,SS,2.86%,3
