Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,5211355277,Beandude (12/20),0,192.65,1B Christian Walker 2B Jose Altuve 3B Jose Ramirez C Austin Hedges OF Angel Martinez OF Masataka Yoshida OF Cam Smith P Drew Rasmussen P Payton Tolle SS Jeremy Pena,,Payton Tolle,P,51.37%,42.3
2,5211331374,chuckiepow (2/20),0,191.05,1B Joc Pederson 2B Brice Turang 3B Jose Ramirez C Austin Hedges OF Angel Martinez OF Jarren Duran OF Steven Kwan P Parker Messick P Payton Tolle SS Brayan Rocchio,,Nathan Eovaldi,P,34.54%,10.4
3,5211018020,rsumrall (2/20),0,189.05,1B Rhys Hoskins 2B Anthony Seigler 3B Jose Ramirez C Jake Rogers OF Wilyer Abreu OF Ceddanne Rafaela OF Angel Martinez P Parker Messick P Payton Tolle SS Andruw Monasterio,,Caleb Durbin,3B,21.35%,9
4,5211059713,Hatmanrox (1/2),0,187.05,1B Josh Bell 2B Brice Turang 3B Jose Ramirez C Jake Rogers OF Jackson Chourio OF Jake Bauers OF Steven Kwan P Payton Tolle P Kevin Gausman SS Mauricio Dubon,,Wilyer Abreu,OF,18.99%,18
4,5211059714,Hatmanrox (2/2),0,187.05,1B Josh Bell 2B Brice Turang 3B Jose Ramirez C Jake Rogers OF Jackson Chourio OF Jake Bauers OF Steven Kwan P Payton Tolle P Kevin Gausman SS Mauricio Dubon,,Ceddanne Rafaela,OF,18.39%,12
6,5210965784,drunkonpappy (13/20),0,186.4,1B Royce Lewis 2B Nick Sogard 3B Jose Ramirez C Jake Rogers OF Wilyer Abreu OF Ceddanne Rafaela OF Jarren Duran P Payton Tolle P Shane Baz SS Bobby Witt Jr.,,Nick Sogard,2B,17.01%,9
7,5210738377,Keroppi613 (17/20),0,184.45,1B Josh Bell 2B Royce Lewis 3B Caleb Durbin C Ryan Jeffers OF Wilyer Abreu OF Jarren Duran OF Austin Martin P Drew Rasmussen P Shane Baz SS Ryan Kreidler,,Pete Crow-Armstrong,OF,16.17%,18
8,5211296210,pete0six (17/20),0,183.65,1B Spencer Torkelson 2B Nick Sogard 3B Jose Ramirez C Jake Rogers OF Wilyer Abreu OF Jarren Duran OF Jo Adell P Drew Rasmussen P Payton Tolle SS Andruw Monasterio,,Seiya Suzuki,OF,15.25%,10
9,5210827380,dentiddo (7/20),0,181.65,1B Jonathan Aranda 2B Nick Sogard 3B Kevin McGonigle C Jake Rogers OF Ceddanne Rafaela OF Riley Greene OF Jarren Duran P Drew Rasmussen P Payton Tolle SS Andruw Monasterio,,Parker Messick,P,15.13%,28.75
10,5210978235,ChokeHoldem1 (11/20),0,180.05,1B Jake Bauers 2B Brice Turang 3B Caleb Durbin C Jake Rogers OF Jackson Chourio OF Jarren Duran OF Masataka Yoshida P Parker Messick P Payton Tolle SS Andruw Monasterio,,Shane Drohan,P,14.99%,-0.55
