Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,5220713704,brettcurtis11,0,180.15,1B Jake Burger 2B Michael Massey 3B Zack Gelof C Brett Sullivan OF Mickey Moniak OF Henry Bolte OF Jose Siri P Tarik Skubal P Noah Cameron SS Cole Carrigg,,Tarik Skubal,P,59.83%,20.1
2,5220310196,TNeidert,0,169.4,1B Tommy White 2B Alika Williams 3B Zack Gelof C William Contreras OF Jackson Chourio OF Jake Bauers OF Henry Bolte P Logan Henderson P Noah Cameron SS Jacob Wilson,,Noah Cameron,P,57.30%,44.05
2,5220711533,theoneandonly99,0,169.4,1B Bryce Eldridge 2B Willi Castro 3B Zack Gelof C Brett Sullivan OF Wyatt Langford OF Jake McCarthy OF Henry Bolte P Logan Henderson P Noah Cameron SS Cole Carrigg,,Bobby Witt Jr.,SS,40.45%,14
2,5220743972,ststephen99,0,169.4,1B Bryce Eldridge 2B Adael Amador 3B Zack Gelof C Carter Jensen OF Jake McCarthy OF Jung Hoo Lee OF Zac Veen P Logan Henderson P Noah Cameron SS Bobby Witt Jr.,,Wyatt Langford,OF,36.24%,4
5,5220384414,kingofthahill1976,0,167.4,1B Jac Caglianone 2B Willi Castro 3B Zack Gelof C Brett Sullivan OF Jung Hoo Lee OF Lawrence Butler OF Henry Bolte P Logan Henderson P Noah Cameron SS Cole Carrigg,,Jac Caglianone,1B,31.74%,2
6,5220567355,sdk064,0,166.35,1B Jake Burger 2B Michael Massey 3B Zack Gelof C Jonah Heim OF Mike Trout OF Andy Pages OF Jake McCarthy P Noah Cameron P Jacob Lopez SS Cole Carrigg,,Drew Gilbert,OF,28.65%,7
7,5220568743,cookiesox48,0,165.15,1B Rafael Devers 2B Willi Castro 3B Tommy White C Brett Sullivan OF Wyatt Langford OF Jung Hoo Lee OF Drew Gilbert P Tarik Skubal P Noah Cameron SS Bobby Witt Jr.,,Henry Bolte,OF,28.09%,11
8,5220757516,budaman3195,0,164.15,1B Rafael Devers 2B Willi Castro 3B Zack Gelof C Salvador Perez OF Andy Pages OF Zac Veen OF Turner Hill P Tarik Skubal P Noah Cameron SS Bobby Witt Jr.,,Logan Henderson,P,26.69%,27.35
8,5220778240,civillobo,0,164.15,1B Jake Burger 2B Adael Amador 3B Willi Castro C Carter Jensen OF Wyatt Langford OF Jake McCarthy OF Jordan Beck P Tarik Skubal P Noah Cameron SS Cole Carrigg,,Ezequiel Duran,3B,25.28%,0
10,5220408261,mlrlfd,0,162.4,1B Jac Caglianone 2B Michael Massey 3B Joey Ortiz C Brett Sullivan OF Jake McCarthy OF Jake Bauers OF Isaac Collins P Logan Henderson P Noah Cameron SS Bobby Witt Jr.,,Jake Burger,1B,23.60%,22
11,5220790679,Lscanson,0,161.4,1B Rafael Devers 2B Michael Massey 3B Willi Castro C Salvador Perez OF Jake McCarthy OF Jung Hoo Lee OF Drew Gilbert P Logan Henderson P Noah Cameron SS Bobby Witt Jr.,,Jacob Lopez,P,21.63%,17.3
12,5220580879,LTskelter,0,161.15,1B Rafael Devers 2B Adael Amador 3B Willi Castro C Carter Jensen OF Mickey Moniak OF Jung Hoo Lee OF Zac Veen P Tarik Skubal P Noah Cameron SS Cole Carrigg,,Cody Freeman,2B,21.35%,3
13,5220509883,undmoss14,0,160.4,1B Jac Caglianone 2B Willi Castro 3B Zack Gelof C Brett Sullivan OF Jake McCarthy OF Drew Gilbert OF Zac Veen P Logan Henderson P Noah Cameron SS Bobby Witt Jr.,,Michael Massey,2B,20.51%,20
14,5220799888,dgreenough,0,160.35,1B Rafael Devers 2B Willi Castro 3B Zack Gelof C Carter Jensen OF Mickey Moniak OF Jake McCarthy OF Drew Gilbert P Noah Cameron P Jacob Lopez SS Bobby Witt Jr.,,Jake McCarthy,OF,18.26%,11
15,5220520523,iBFlexSin,0,159.4,1B Jac Caglianone 2B Michael Massey 3B Zack Gelof C Carter Jensen OF Lawrence Butler OF Henry Bolte OF Zac Veen P Logan Henderson P Noah Cameron SS Darell Hernaiz,,Carter Jensen,C,18.26%,7
16,5220731178,mjeffreys,0,159.35,1B Jac Caglianone 2B Michael Massey 3B Zack Gelof C Brett Sullivan OF Shohei Ohtani OF Henry Bolte OF Drew Gilbert P Noah Cameron P Jacob Lopez SS Bobby Witt Jr.,,Mike Trout,OF,17.13%,0
17,5220467184,Bggood63,0,158.15,1B Rafael Devers 2B Osleivis Basabe 3B Zack Gelof C Jonah Heim OF Lawrence Butler OF Henry Bolte OF Drew Gilbert P Tarik Skubal P Noah Cameron SS Jacob Wilson,,Rafael Devers,1B,17.13%,25
18,5220591169,CHLEGACY1,0,157.35,1B Jac Caglianone 2B Willi Castro 3B Andrew Vaughn C Brett Sullivan OF Zack Gelof OF Lawrence Butler OF Troy Johnston P Noah Cameron P Jacob Lopez SS Bobby Witt Jr.,,Zack Gelof,3B,16.85%,19
19,5220405458,cliftonsr67,0,157.15,1B Rafael Devers 2B Alika Williams 3B Zack Gelof C Carter Jensen OF Henry Bolte OF Drew Gilbert OF Zac Veen P Tarik Skubal P Noah Cameron SS Bobby Witt Jr.,,Jung Hoo Lee,OF,16.57%,3
20,5220417976,az350z,0,156.65,1B Jake Bauers 2B Osleivis Basabe 3B Willi Castro C Brett Sullivan OF Jackson Chourio OF Mickey Moniak OF Jake McCarthy P Logan Henderson P Jacob Lopez SS Cole Carrigg,,Salvador Perez,C,15.45%,3
21,5220718351,RAYVENZ52,0,156.4,1B Jac Caglianone 2B Michael Massey 3B Tommy White C Carter Jensen OF Zack Gelof OF Henry Bolte OF Drew Gilbert P Logan Henderson P Noah Cameron SS Jacob Wilson,,Zac Veen,OF,15.17%,7
22,5220354236,5hrkoolaid,0,154.4,1B Bryce Eldridge 2B Osleivis Basabe 3B Willi Castro C Brett Sullivan OF Shohei Ohtani OF Jake McCarthy OF Drew Gilbert P Logan Henderson P Noah Cameron SS Cole Carrigg,,Blade Tidwell,P,14.89%,-5.05
22,5220402483,TroyGilly91,0,154.4,1B Tommy White 2B Justin Foscue 3B Max Muncy C Jonah Heim OF Brandon Nimmo OF Lawrence Butler OF Henry Bolte P Logan Henderson P Noah Cameron SS Bobby Witt Jr.,,Willi Castro,2B,14.61%,7
24,5220368553,CROM1000,0,154.35,1B Jac Caglianone 2B Michael Massey 3B Zack Gelof C Carter Jensen OF Jake McCarthy OF Cole Carrigg OF Drew Gilbert P Noah Cameron P Jacob Lopez SS Bobby Witt Jr.,,Shohei Ohtani,OF,14.33%,3
25,5220534578,tdb13,0,154.15,1B Shohei Ohtani 2B Adael Amador 3B Denzer Guzman C Brett Sullivan OF Mike Trout OF Jackson Chourio OF Zac Veen P Tarik Skubal P Noah Cameron SS Cole Carrigg,,Zach Neto,SS,13.76%,0
26,5220280639,laken04,0,153.35,1B Jac Caglianone 2B Michael Massey 3B Zack Gelof C Carter Jensen OF Tommy Edman OF Lawrence Butler OF Henry Bolte P Noah Cameron P Jacob Lopez SS Bobby Witt Jr.,,Brandon Nimmo,OF,13.20%,3
26,5220618382,bthel,0,153.35,1B Rafael Devers 2B Willi Castro 3B Andrew Vaughn C Carter Jensen OF Jackson Chourio OF Mickey Moniak OF Jung Hoo Lee P Noah Cameron P Jacob Lopez SS Bobby Witt Jr.,,Drew Cavanaugh,C,12.92%,6
28,5220778246,bwalktothis27,0,152.35,1B Jac Caglianone 2B Willi Castro 3B Max Muncy C Brett Sullivan OF Shohei Ohtani OF Jake Bauers OF Drew Gilbert P Noah Cameron P Jacob Lopez SS Bobby Witt Jr.,,Cole Carrigg,SS,12.64%,13
29,5220426879,GBJordy87,0,151.15,1B Tommy White 2B Willi Castro 3B Max Muncy C Carter Jensen OF Lawrence Butler OF Henry Bolte OF Isaac Collins P Tarik Skubal P Noah Cameron SS Bobby Witt Jr.,,Jonah Heim,C,11.80%,4
29,5220447366,abo21,0,151.15,1B Rafael Devers 2B Cody Freeman 3B Zack Gelof C Drew Cavanaugh OF Shohei Ohtani OF Jake McCarthy OF Drew Gilbert P Tarik Skubal P Noah Cameron SS Cole Carrigg,,Jacob Wilson,SS,11.24%,0
29,5220623143,wedrall,0,151.15,1B Jake Burger 2B Cody Freeman 3B Zack Gelof C William Contreras OF Lawrence Butler OF Isaac Collins OF Troy Johnston P Tarik Skubal P Noah Cameron SS Bobby Witt Jr.,,William Contreras,C,10.67%,5
32,5220683117,Voidgg,0,150.4,1B Rafael Devers 2B Willi Castro 3B Zack Gelof C Brett Sullivan OF Mickey Moniak OF Jake McCarthy OF Drew Gilbert P Tarik Skubal P Jacob Lopez SS Cole Carrigg,,Willi Castro,3B,10.67%,7
33,5220655229,Bradylogan,0,150.35,1B Rafael Devers 2B Willi Castro 3B Max Muncy C William Contreras OF Shohei Ohtani OF Jackson Chourio OF Jung Hoo Lee P Noah Cameron P Jacob Lopez SS Cole Carrigg,,Cody Bradford,P,10.39%,7.6
34,5220264620,natebreu,0,149.4,1B Jac Caglianone 2B Michael Massey 3B Max Muncy C Carter Jensen OF Henry Bolte OF Drew Gilbert OF Zac Veen P Logan Henderson P Noah Cameron SS Bobby Witt Jr.,,Osleivis Basabe,2B,9.55%,9
34,5220322680,jnwallen,0,149.4,1B Rafael Devers 2B Osleivis Basabe 3B Zack Gelof C Jonah Heim OF Jung Hoo Lee OF Henry Bolte OF Drew Gilbert P Logan Henderson P Noah Cameron SS Jacob Wilson,,Mickey Moniak,OF,9.55%,9
36,5220404672,bennybenny420,0,149.35,1B Jac Caglianone 2B Michael Massey 3B Zack Gelof C Salvador Perez OF Jackson Chourio OF Kyle Tucker OF Henry Bolte P Noah Cameron P Jacob Lopez SS Bobby Witt Jr.,,Lawrence Butler,OF,9.27%,19
37,5220512723,King_Cole22,0,149.15,1B Jake Burger 2B Cody Freeman 3B Ezequiel Duran C Brett Sullivan OF Wyatt Langford OF Cole Carrigg OF Zac Veen P Tarik Skubal P Noah Cameron SS Bobby Witt Jr.,,Brett Sullivan,C,8.71%,22
37,5220522805,ty317,0,149.15,1B Jake Burger 2B Cody Freeman 3B Zack Gelof C Salvador Perez OF Wyatt Langford OF Henry Bolte OF Turner Hill P Tarik Skubal P Noah Cameron SS Bobby Witt Jr.,,Mookie Betts,SS,8.71%,3
