Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,5224487428,mwear,0,179.9,1B Alec Burleson 2B JJ Wetherholt 3B Kazuma Okamoto C Alejandro Kirk OF Jordan Walker OF George Springer OF Daz Cameron P Gavin Williams P Shane Bieber SS Bobby Witt Jr.,,Gavin Williams,P,78.86%,30.55
2,5224613810,vinnymo393,0,167.9,1B Alec Burleson 2B JJ Wetherholt 3B Maikel Garcia C Ivan Herrera OF Jordan Walker OF Joshua Baez OF Daz Cameron P Gavin Williams P Shane Bieber SS Bobby Witt Jr.,,Ian Seymour,P,42.90%,17.05
3,5224492298,Naaz11,0,160.6,1B Alec Burleson 2B JJ Wetherholt 3B Joey Ortiz C Ivan Herrera OF Jordan Walker OF Garrett Mitchell OF Joshua Baez P Gavin Williams P Ian Seymour SS David Hamilton,,Alec Burleson,1B,41.43%,9
4,5224387953,klassicthegreat,0,158.9,1B Alec Burleson 2B Michael Massey 3B Maikel Garcia C Salvador Perez OF Jordan Walker OF Henry Bolte OF Tyler Tolbert P Gavin Williams P Shane Bieber SS Bobby Witt Jr.,,JJ Wetherholt,2B,37.85%,11
5,5224639945,imdatking,0,155.9,1B Charles McAdoo 2B Brice Turang 3B Kazuma Okamoto C Alejandro Kirk OF Jackson Chourio OF George Springer OF Daz Cameron P Gavin Williams P Shane Bieber SS Bobby Witt Jr.,,Joshua Baez,OF,35.96%,6
6,5224371159,Sleddog79,0,153.9,1B Vinnie Pasquantino 2B JJ Wetherholt 3B Maikel Garcia C Salvador Perez OF Jordan Walker OF Tyler Tolbert OF Joshua Baez P Gavin Williams P Shane Bieber SS Bobby Witt Jr.,,Jordan Walker,OF,24.92%,24
6,5224650579,peterfarley,0,153.9,1B Alec Burleson 2B JJ Wetherholt 3B Maikel Garcia C Salvador Perez OF Jordan Walker OF Joshua Baez OF Nathan Church P Gavin Williams P Shane Bieber SS Bobby Witt Jr.,,Ivan Herrera,C,21.98%,11
8,5224210701,VivaLaRevolucion,0,151.9,1B Alec Burleson 2B JJ Wetherholt 3B Maikel Garcia C Luke Maile OF Jordan Walker OF George Springer OF Lawrence Butler P Gavin Williams P Shane Bieber SS Bobby Witt Jr.,,Bobby Witt Jr.,SS,21.35%,23
9,5224676477,isurega,0,151.55,1B Alec Burleson 2B JJ Wetherholt 3B Maikel Garcia C Salvador Perez OF Jordan Walker OF Joshua Baez OF Daz Cameron P Gavin Williams P Michael McGreevy SS Bobby Witt Jr.,,Elly De La Cruz,SS,19.98%,14
10,5224464637,legendsofLambeau,0,150.9,1B Alec Burleson 2B JJ Wetherholt 3B Maikel Garcia C Ivan Herrera OF Jordan Walker OF Joshua Baez OF Isaac Collins P Gavin Williams P Shane Bieber SS Elly De La Cruz,,Gage Jump,P,16.72%,-1.6
11,5224380583,Thegoldcobra,0,150.55,1B Alec Burleson 2B JJ Wetherholt 3B Nick Loftin C Salvador Perez OF Jordan Walker OF Joshua Baez OF Isaac Collins P Gavin Williams P Michael McGreevy SS Bobby Witt Jr.,,Salvador Perez,C,16.61%,13
12,5224556068,jcate50,0,148.9,1B Alec Burleson 2B Ozzie Albies 3B Jose Ramirez C Patrick Bailey OF Jackson Chourio OF George Springer OF Daz Cameron P Gavin Williams P Shane Bieber SS Elly De La Cruz,,Henry Bolte,OF,16.30%,3
12,5224661923,phillyfan1414,0,148.9,1B Sal Stewart 2B JJ Wetherholt 3B Maikel Garcia C Salvador Perez OF Jake Bauers OF Steven Kwan OF Dane Myers P Gavin Williams P Shane Bieber SS Bobby Witt Jr.,,Robert Gasser,P,16.09%,2.85
14,5224611688,Straight-Cash-Homey,0,147.55,1B Alec Burleson 2B Michael Massey 3B Maikel Garcia C Alejandro Kirk OF Jordan Walker OF Joshua Baez OF Daz Cameron P Gavin Williams P Michael McGreevy SS Bobby Witt Jr.,,Munetaka Murakami,1B,16.09%,0
15,5224600371,July40521,0,144.9,1B Alec Burleson 2B JJ Wetherholt 3B Maikel Garcia C Alejandro Kirk OF Jackson Chourio OF Jordan Walker OF George Springer P Gavin Williams P Shane Bieber SS Mauricio Dubon,,Ronald Acuna Jr.,OF,15.25%,0
15,5224681853,jgulli10,0,144.9,1B Munetaka Murakami 2B Ozzie Albies 3B Angel Genao C Salvador Perez OF Jordan Walker OF Taylor Ward OF Steven Kwan P Gavin Williams P Shane Bieber SS Bobby Witt Jr.,,JJ Bleday,OF,13.46%,11
17,5224380859,rrod133,0,144.55,1B Alec Burleson 2B JJ Wetherholt 3B Nick Loftin C Salvador Perez OF Jordan Walker OF Joshua Baez OF Bryan Torres P Gavin Williams P Michael McGreevy SS Bobby Witt Jr.,,Maikel Garcia,3B,13.14%,5
18,5224639253,Jreed91015,0,143.6,1B Alec Burleson 2B Matt McLain 3B Brendan Donovan C Tyler Stephenson OF Jackson Chourio OF Jordan Walker OF Joshua Baez P Gavin Williams P Ian Seymour SS Maikel Garcia,,Randy Arozarena,OF,13.04%,4
19,5224541668,jrow01,0,142.55,1B Sal Stewart 2B Matt McLain 3B Blaze Jordan C Ivan Herrera OF Jordan Walker OF JJ Bleday OF Joshua Baez P Gavin Williams P Randy Dobnak SS Elly De La Cruz,,Lawrence Butler,OF,12.41%,10
19,5224576823,rsumrall,0,142.55,1B Alec Burleson 2B JJ Wetherholt 3B Nick Loftin C Salvador Perez OF Jordan Walker OF Joshua Baez OF Nathan Church P Gavin Williams P Michael McGreevy SS Bobby Witt Jr.,,Chandler Simpson,OF,12.30%,5
21,5224293838,DB4Life79,0,142.45,1B Kazuma Okamoto 2B JJ Wetherholt 3B Yandy Diaz C Alejandro Kirk OF Jordan Walker OF George Springer OF Angel Martinez P Gavin Williams P Anthony Kay SS Willy Adames,,Colson Montgomery,SS,12.20%,2
22,5224511375,ghostcougar,0,141.9,1B Alec Burleson 2B JJ Wetherholt 3B Charles McAdoo C Alejandro Kirk OF Jordan Walker OF Zack Gelof OF Henry Bolte P Gavin Williams P Shane Bieber SS Bobby Witt Jr.,,Tyler Stephenson,C,11.88%,4
22,5224596790,Bashiman,0,141.9,1B Alec Burleson 2B JJ Wetherholt 3B Maikel Garcia C Ivan Herrera OF JJ Bleday OF Taylor Ward OF Joshua Baez P Gavin Williams P Shane Bieber SS Bobby Witt Jr.,,Alejandro Kirk,C,11.78%,5
24,5224472217,ShaidyAdvice,0,141.4,1B Alec Burleson 2B JJ Wetherholt 3B Charles McAdoo C Ivan Herrera OF Jordan Walker OF Joshua Baez OF Daz Cameron P Gavin Williams P Robert Gasser SS Bobby Witt Jr.,,Maikel Garcia,SS,11.57%,5
24,5224579195,The_Created_Void,0,141.4,1B Alec Burleson 2B JJ Wetherholt 3B Charles McAdoo C Ivan Herrera OF Jordan Walker OF Joshua Baez OF Daz Cameron P Gavin Williams P Robert Gasser SS Bobby Witt Jr.,,Miguel Vargas,3B,11.36%,2
26,5224633071,hgh13,0,140.05,1B Jake Bauers 2B Matt McLain 3B Angel Genao C Salvador Perez OF Jordan Walker OF Christian Yelich OF JJ Bleday P Ian Seymour P Randy Dobnak SS Bobby Witt Jr.,,Steven Kwan,OF,11.15%,13
27,5224480874,gmathews57,0,139.6,1B Vinnie Pasquantino 2B JJ Wetherholt 3B Nick Loftin C Ivan Herrera OF Joshua Baez OF Steven Kwan OF Isaac Collins P Gavin Williams P Ian Seymour SS Bobby Witt Jr.,,Andrew Benintendi,OF,10.09%,3
27,5224572615,surealj,0,139.6,1B Yandy Diaz 2B Michael Massey 3B Brendan Donovan C Salvador Perez OF Jordan Walker OF Chandler Simpson OF Angel Martinez P Gavin Williams P Ian Seymour SS Joey Ortiz,,Ozzie Albies,2B,9.99%,3
29,5224445360,pinkandbrown44,0,138.9,1B Alec Burleson 2B JJ Wetherholt 3B Angel Genao C Salvador Perez OF Jackson Chourio OF Jordan Walker OF Jake Bauers P Gavin Williams P Shane Bieber SS Jorge Mateo,,Randy Dobnak,P,9.57%,11
30,5224510533,rwdw0822,0,137.95,1B Alec Burleson 2B Matt McLain 3B Charles McAdoo C Ivan Herrera OF Jordan Walker OF George Springer OF Nathan Church P Gavin Williams P Gage Jump SS Bobby Witt Jr.,,Jeff McNeil,2B,9.36%,0
31,5224155177,TurdSando,0,137.9,1B Michael Toglia 2B Chase Meidroth 3B Kazuma Okamoto C Drake Baldwin OF Jordan Walker OF JJ Bleday OF George Springer P Gavin Williams P Shane Bieber SS Elly De La Cruz,,Julio Rodriguez,OF,9.36%,3
32,5224636459,Pootnami,0,137.6,1B Alec Burleson 2B JJ Wetherholt 3B Nick Loftin C Salvador Perez OF JJ Bleday OF Joshua Baez OF Hector Rodriguez P Gavin Williams P Ian Seymour SS Bobby Witt Jr.,,Junior Caminero,3B,9.15%,5
32,5224641111,Albal2010,0,137.6,1B Alec Burleson 2B JJ Wetherholt 3B Brendan Donovan C Ivan Herrera OF Jordan Walker OF JJ Bleday OF Nathan Church P Gavin Williams P Ian Seymour SS Tyler Tolbert,,Sam Antonacci,OF,9.04%,0
34,5224470130,kldawg72179,0,137.55,1B Charles McAdoo 2B Brice Turang 3B Kazuma Okamoto C Alejandro Kirk OF Jackson Chourio OF George Springer OF Daz Cameron P Gavin Williams P Michael McGreevy SS Bobby Witt Jr.,,Michael McGreevy,P,8.52%,11
34,5224641369,JoshOSU25,0,137.55,1B Sal Stewart 2B Matt McLain 3B Angel Genao C Tyler Stephenson OF Jordan Walker OF JJ Bleday OF Chandler Simpson P Gavin Williams P Randy Dobnak SS Elly De La Cruz,,Lane Thomas,OF,8.41%,2
36,5224674748,Stymie1974,0,136.9,1B Alec Burleson 2B JJ Wetherholt 3B Maikel Garcia C Salvador Perez OF Randy Arozarena OF Taylor Ward OF Joshua Baez P Gavin Williams P Shane Bieber SS Bobby Witt Jr.,,Shane Bieber,P,8.20%,29.35
