Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,5223285785,datyoungreezy (14/20),0,121.7,1B Matt Olson 2B Brandon Lowe 3B Nick Gonzales C Dillon Dingler OF Fernando Tatis Jr. OF Kody Clemens OF Esmerlyn Valdez P Michael King P Jose Urquidy SS Xander Bogaerts,,Paul Skenes,P,49.54%,8.95
2,5223519246,gamegamer (18/20),0,118.55,1B Josh Bell 2B Kody Clemens 3B Brooks Lee C Luis Campusano OF Oneil Cruz OF Fernando Tatis Jr. OF Byron Buxton P Taj Bradley P Jose Urquidy SS Francisco Lindor,,Michael King,P,38.37%,15.4
3,5223377941,geoffm33 (12/20),0,115.2,1B Jared Young 2B Brandon Lowe 3B Bo Bichette C Henry Davis OF Oneil Cruz OF Carson Benge OF A.J. Ewing P Paul Skenes P Taj Bradley SS Francisco Lindor,,Taj Bradley,P,35.78%,20.25
3,5223603937,bornreadymase,0,115.2,1B Jared Young 2B Brandon Lowe 3B Bo Bichette C Henry Davis OF Oneil Cruz OF Carson Benge OF A.J. Ewing P Paul Skenes P Taj Bradley SS Francisco Lindor,,Fernando Tatis Jr.,OF,33.19%,9
5,5223326393,ShineCrazyDiamond (2/20),0,114.7,1B Royce Lewis 2B Kody Clemens 3B Brooks Lee C Victor Caratini OF Fernando Tatis Jr. OF Byron Buxton OF Max Clark P Michael King P Jose Urquidy SS Kevin McGonigle,,Clay Holmes,P,31.77%,7.2
6,5223343458,TNeidert (10/10),0,114.65,1B Royce Lewis 2B Brandon Lowe 3B Brooks Lee C Victor Caratini OF Oneil Cruz OF Bryan Reynolds OF Kody Clemens P Taj Bradley P Michael King SS Kaelen Culpepper,,Drake Baldwin,C,30.68%,0
7,5223132072,jeffylube (15/20),0,113.2,1B Josh Bell 2B Kody Clemens 3B Miguel Vargas C Henry Davis OF Oneil Cruz OF Byron Buxton OF Luke Keaschall P Paul Skenes P Taj Bradley SS Kaelen Culpepper,,Jake Cronenworth,2B,29.52%,2
8,5223416416,LTskelter (14/20),0,112.65,1B Josh Bell 2B Brandon Lowe 3B Colt Keith C Dillon Dingler OF Byron Buxton OF Kody Clemens OF Luke Keaschall P Taj Bradley P Michael King SS Kaelen Culpepper,,Jackson Merrill,OF,27.13%,0
9,5223450912,Erich00,0,112.6,1B Josh Bell 2B Gleyber Torres 3B Nick Gonzales C Rafael Flores Jr. OF Oneil Cruz OF Michael Harris II OF Kody Clemens P Clay Holmes P Michael King SS Colson Montgomery,,Francisco Lindor,SS,26.98%,3
10,5223483239,Deandre58 (8/20),0,112.2,1B Jared Young 2B Brandon Lowe 3B Bo Bichette C Henry Davis OF Fernando Tatis Jr. OF Carson Benge OF A.J. Ewing P Paul Skenes P Taj Bradley SS Francisco Lindor,,Manny Machado,3B,25.60%,0
11,5223328864,bhess777 (14/20),0,111.65,1B Josh Bell 2B Brandon Lowe 3B Nick Gonzales C Victor Caratini OF Pete Crow-Armstrong OF Byron Buxton OF Kody Clemens P Taj Bradley P Michael King SS Kaelen Culpepper,,Byron Buxton,OF,20.24%,6
12,5223484373,jabbo123 (20/20),0,111.55,1B Josh Bell 2B Brett Baty 3B Bo Bichette C Francisco Alvarez OF Oneil Cruz OF Byron Buxton OF Carson Benge P Taj Bradley P Jose Urquidy SS Francisco Lindor,,Ronald Acuna Jr.,OF,19.81%,5
13,5223328861,bhess777 (11/20),0,111.2,1B Jared Young 2B Brandon Lowe 3B Bo Bichette C Francisco Alvarez OF Oneil Cruz OF Carson Benge OF A.J. Ewing P Paul Skenes P Taj Bradley SS Jacob Gonzalez,,Michael Harris II,OF,19.66%,5
