Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
11,5217264406,hoppinball26,0,153.85,1B Spencer Horwitz 2B Travis Bazzana 3B Nick Gonzales C Rafael Flores Jr. OF Pete Crow-Armstrong OF Chase DeLauter OF Steven Kwan P Logan Gilbert P Braxton Ashcraft SS Jacob Gonzalez,,Masataka Yoshida,OF,20.79%,12
12,5217334339,Drew571,0,151.85,1B Willson Contreras 2B Brandon Lowe 3B Eugenio Suarez C Edgar Quero OF Chase DeLauter OF Steven Kwan OF Randal Grichuk P Logan Gilbert P Braxton Ashcraft SS Elly De La Cruz,,Alex Bregman,3B,17.98%,0
13,5217356185,cfh01,0,151.75,1B Sal Stewart 2B Chase Meidroth 3B Miguel Vargas C Tyler Stephenson OF Trent Grisham OF Jake Mangum OF Jo Adell P Payton Tolle P Parker Messick SS Andres Gimenez,,Steven Kwan,OF,17.70%,0
14,5217275062,maleki400,0,151.65,1B Spencer Horwitz 2B Brandon Lowe 3B Caleb Durbin C Rafael Flores Jr. OF Wilyer Abreu OF Ceddanne Rafaela OF Masataka Yoshida P Payton Tolle P Max Fried SS Andruw Monasterio,,Edgar Quero,C,17.42%,15
15,5217296384,italianmamba24,0,148.95,1B Abimelec Ortiz 2B Chase Meidroth 3B Miguel Vargas C Edgar Quero OF Pete Crow-Armstrong OF Wilyer Abreu OF Braden Montgomery P Payton Tolle P Braxton Ashcraft SS Colson Montgomery,,Tyler Stephenson,C,17.13%,27
16,5217327269,bookem5,0,147.8,1B Sal Stewart 2B Brandon Lowe 3B Nick Gonzales C Tyler Stephenson OF Chase DeLauter OF Steven Kwan OF Spencer Jones P Payton Tolle P Cade Cavalli SS Otto Lopez,,Willson Contreras,1B,17.13%,7
17,5217362249,ElChap0_daReaper,0,147.65,1B Willson Contreras 2B Chase Meidroth 3B Caleb Durbin C Tyler Stephenson OF Wilyer Abreu OF Ceddanne Rafaela OF Jarren Duran P Payton Tolle P Max Fried SS George Lombard Jr.,,Ceddanne Rafaela,OF,16.01%,12
18,5217313108,theblackhand666,0,146.65,1B Abimelec Ortiz 2B Chase Meidroth 3B Eugenio Suarez C Tyler Stephenson OF Pete Crow-Armstrong OF JJ Bleday OF Hector Rodriguez P Logan Gilbert P Parker Messick SS Elly De La Cruz,,Michael Busch,1B,15.73%,3
19,5217303609,jama9964,0,146.5,1B Willson Contreras 2B Chase Meidroth 3B Nick Gonzales C Austin Hedges OF Wilyer Abreu OF Dylan Crews OF JJ Bleday P Parker Messick P Braxton Ashcraft SS Jacob Gonzalez,,Chase DeLauter,OF,15.17%,11
20,5217308427,gtkinney1,0,146.4,1B Willson Contreras 2B Brandon Lowe 3B Caleb Durbin C Connor Wong OF Wilyer Abreu OF Ceddanne Rafaela OF Esmerlyn Valdez P Max Fried P Braxton Ashcraft SS Jacob Gonzalez,,Jarren Duran,OF,14.33%,2
20,5217359493,NoLaws,0,146.4,1B Willson Contreras 2B Brandon Lowe 3B Caleb Durbin C Connor Wong OF Wilyer Abreu OF Ceddanne Rafaela OF Esmerlyn Valdez P Max Fried P Braxton Ashcraft SS Jacob Gonzalez,,Jose Ramirez,3B,13.76%,2
22,5217357491,tvick,0,145.65,1B Willson Contreras 2B Chase Meidroth 3B Eugenio Suarez C Tyler Stephenson OF JJ Bleday OF Brenton Doyle OF Masataka Yoshida P Logan Gilbert P Parker Messick SS Elly De La Cruz,,Agustin Ramirez,C,13.76%,0
23,5217294333,mhemin22,0,142.55,1B Abimelec Ortiz 2B Chase Meidroth 3B Caleb Durbin C Miguel Amaya OF Wilyer Abreu OF Ceddanne Rafaela OF Jarren Duran P Logan Gilbert P Max Fried SS CJ Abrams,,Kevin Gausman,P,13.76%,7.7
24,5217271300,KJGeezy2,0,140.75,1B Sal Stewart 2B Brandon Lowe 3B Nick Gonzales C Tyler Stephenson OF Bryan Reynolds OF Jo Adell OF Hector Rodriguez P Payton Tolle P Parker Messick SS Jacob Gonzalez,,George Lombard Jr.,SS,12.64%,0
25,5217358626,503738,0,139.8,1B Abimelec Ortiz 2B Chase Meidroth 3B Miguel Vargas C Keibert Ruiz OF Wilyer Abreu OF Sam Antonacci OF Brenton Doyle P Payton Tolle P Cade Cavalli SS CJ Abrams,,Nathaniel Lowe,1B,12.08%,0
26,5217306177,Leithal13,0,138.75,1B Willson Contreras 2B Nick Sogard 3B Caleb Durbin C Tyler Stephenson OF Wilyer Abreu OF Randy Arozarena OF Ceddanne Rafaela P Payton Tolle P Parker Messick SS George Lombard Jr.,,Nick Sogard,2B,12.08%,4
27,5217349687,TheGuru2424,0,136.7,1B Willson Contreras 2B Nick Sogard 3B Miguel Vargas C Edgar Quero OF Wilyer Abreu OF Ceddanne Rafaela OF Masataka Yoshida P Logan Gilbert P Cade Cavalli SS Elly De La Cruz,,Seiya Suzuki,OF,11.52%,0
28,5217327773,coachrocket77,0,135.75,1B Willson Contreras 2B Chase Meidroth 3B Miguel Vargas C Edgar Quero OF Wilyer Abreu OF Masataka Yoshida OF Randal Grichuk P Payton Tolle P Parker Messick SS Kevin McGonigle,,Griffin Conine,OF,11.24%,3
29,5217348800,JHubb1,0,135.65,1B Spencer Torkelson 2B Sam Antonacci 3B Jose Ramirez C Tyler Stephenson OF Julio Rodriguez OF Jake Mangum OF Owen Caissie P Payton Tolle P Max Fried SS Andruw Monasterio,,CJ Abrams,SS,11.24%,5
30,5217294340,eharig09,0,134.85,1B Nathaniel Lowe 2B Jorbit Vivas 3B Charles McAdoo C Dillon Dingler OF Griffin Conine OF Masataka Yoshida OF Randal Grichuk P Logan Gilbert P Braxton Ashcraft SS Jacob Gonzalez,,Spencer Horwitz,1B,10.96%,6
31,5217350334,Matt2203,0,134.65,1B Kazuma Okamoto 2B Xavier Edwards 3B Eugenio Suarez C Tyler Stephenson OF Dylan Crews OF Ceddanne Rafaela OF Chase DeLauter P Payton Tolle P Max Fried SS Brayan Rocchio,,Connor Wong,C,10.39%,0
32,5217352722,brus,0,132.75,1B Sal Stewart 2B Angel Genao 3B Eugenio Suarez C Edgar Quero OF Bryan Reynolds OF JJ Bleday OF Griffin Conine P Payton Tolle P Parker Messick SS Kevin McGonigle,,Trent Grisham,OF,10.39%,3
33,5217341742,tmayzin,0,132.5,1B Spencer Horwitz 2B Angel Genao 3B Eugenio Suarez C Tyler Stephenson OF Bryan Reynolds OF JJ Bleday OF Jarren Duran P Parker Messick P Braxton Ashcraft SS Elly De La Cruz,,Angel Genao,2B,10.39%,0
33,5217356686,VivaLaRevolucion,0,132.5,1B Willson Contreras 2B Chase Meidroth 3B Nick Gonzales C Eduardo Valencia OF Ceddanne Rafaela OF Ian Happ OF Esmerlyn Valdez P Parker Messick P Braxton Ashcraft SS George Lombard Jr.,,Brandon Lowe,2B,10.11%,3
35,5217294800,sauce834,0,132.1,1B Spencer Horwitz 2B Brandon Lowe 3B Charles McAdoo C Edgar Quero OF Wilyer Abreu OF Bryan Reynolds OF Ceddanne Rafaela P Payton Tolle P Logan Gilbert SS Jacob Gonzalez,,Brenton Doyle,OF,10.11%,3
36,5217295396,dspan34,0,131.4,1B Abimelec Ortiz 2B Xavier Edwards 3B Miguel Vargas C Edgar Quero OF Dylan Crews OF Ceddanne Rafaela OF Jarren Duran P Max Fried P Braxton Ashcraft SS CJ Abrams,,Eugenio Suarez,3B,9.27%,22
37,5217295265,LouisLipps,0,130.8,1B Ben Rice 2B Chase Meidroth 3B Miguel Vargas C Edgar Quero OF Wilyer Abreu OF Ceddanne Rafaela OF Trent Grisham P Payton Tolle P Cade Cavalli SS George Lombard Jr.,,Caleb Durbin,3B,8.99%,28
38,5217340343,Midlandman,0,130.5,1B Michael Busch 2B Sam Antonacci 3B Caleb Durbin C Dillon Dingler OF Jake Mangum OF Jarren Duran OF Steven Kwan P Parker Messick P Braxton Ashcraft SS Colson Montgomery,,Ian Happ,OF,8.71%,0
39,5217314313,Tremaine1,0,130.4,1B Spencer Horwitz 2B Brandon Lowe 3B Nick Gonzales C Tyler Stephenson OF Bryan Reynolds OF Esmerlyn Valdez OF Masataka Yoshida P Max Fried P Braxton Ashcraft SS Colson Montgomery,,Otto Lopez,SS,8.71%,0
40,5217324372,CROM1000,0,130.25,1B Willson Contreras 2B Pedro Ramirez 3B Jared Triolo C Keibert Ruiz OF Wilyer Abreu OF Dylan Crews OF Ceddanne Rafaela P Max Fried P Cade Cavalli SS Otto Lopez,,JJ Bleday,OF,8.71%,2
41,5217316933,dogyballs,0,130.1,1B Willson Contreras 2B Nick Sogard 3B Eugenio Suarez C Tyler Stephenson OF Randy Arozarena OF Dominic Canzone OF Hector Rodriguez P Payton Tolle P Logan Gilbert SS Elly De La Cruz,,Randal Grichuk,OF,8.71%,16
42,5217343279,ahc72,0,129.95,1B Spencer Horwitz 2B Chase Meidroth 3B Miguel Vargas C Connor Wong OF Trent Grisham OF Jake Mangum OF Spencer Jones P Payton Tolle P Braxton Ashcraft SS CJ Abrams,,Jo Adell,OF,8.43%,0
43,5217339878,Notorious,0,129.65,1B Willson Contreras 2B Chase Meidroth 3B Miguel Vargas C Tyler Stephenson OF Wilyer Abreu OF Ceddanne Rafaela OF Masataka Yoshida P Payton Tolle P Max Fried SS George Lombard Jr.,,Abimelec Ortiz,1B,8.43%,23
44,5217346867,Keroppi613,0,129.55,1B Vladimir Guerrero Jr. 2B Chase Meidroth 3B Miguel Vargas C Tyler Stephenson OF Ceddanne Rafaela OF Brenton Doyle OF Randal Grichuk P Logan Gilbert P Max Fried SS Elly De La Cruz,,Ben Rice,1B,8.15%,2
45,5217343290,hskfun,0,128.75,1B Willson Contreras 2B Chase Meidroth 3B Caleb Durbin C Edgar Quero OF Pete Crow-Armstrong OF Wilyer Abreu OF Brenton Doyle P Payton Tolle P Parker Messick SS George Lombard Jr.,,Bryan Reynolds,OF,7.87%,7
46,5217331567,cxr.sxn,0,128.4,1B Willson Contreras 2B Chase Meidroth 3B Miguel Vargas C Edgar Quero OF Wilyer Abreu OF Braden Montgomery OF Brenton Doyle P Max Fried P Braxton Ashcraft SS Elly De La Cruz,,Colson Montgomery,SS,7.58%,0
47,5217333105,chadrock78,0,127.55,1B Spencer Horwitz 2B Nick Sogard 3B Caleb Durbin C Tyler Stephenson OF Wilyer Abreu OF Jarren Duran OF Griffin Conine P Logan Gilbert P Max Fried SS CJ Abrams,,Xavier Edwards,2B,7.30%,2
47,5217344254,endlessmike03,0,127.55,1B Spencer Horwitz 2B Nick Sogard 3B Caleb Durbin C Tyler Stephenson OF Wilyer Abreu OF Jarren Duran OF Griffin Conine P Logan Gilbert P Max Fried SS CJ Abrams,,Dansby Swanson,SS,7.30%,4
49,5217321465,greengoon,0,126.65,1B Spencer Torkelson 2B Chase Meidroth 3B Caleb Durbin C Eduardo Valencia OF Griffin Conine OF Jakob Marsee OF Brenton Doyle P Payton Tolle P Max Fried SS CJ Abrams,,Cal Raleigh,C,6.74%,0
50,5217315553,kensauer,0,126.5,1B Ben Rice 2B Ernie Clement 3B Eugenio Suarez C Tyler Stephenson OF Bryan Reynolds OF JJ Bleday OF Randy Arozarena P Parker Messick P Braxton Ashcraft SS George Lombard Jr.,,Sal Stewart,1B,6.74%,29
51,5217338500,tonytohka,0,126.25,1B Abimelec Ortiz 2B Brandon Lowe 3B Brady House C Edgar Quero OF Wilyer Abreu OF Daylen Lile OF Trent Grisham P Max Fried P Cade Cavalli SS CJ Abrams,,Andruw Monasterio,SS,6.46%,3
52,5217299676,Bert201,0,125.85,1B Michael Busch 2B Chase Meidroth 3B Miguel Vargas C Edgar Quero OF Pete Crow-Armstrong OF Seiya Suzuki OF Masataka Yoshida P Logan Gilbert P Braxton Ashcraft SS Luisangel Acuna,,Jacob Gonzalez,SS,6.46%,20
52,5217302818,blaira33,0,125.85,1B Michael Busch 2B Chase Meidroth 3B Miguel Vargas C Edgar Quero OF Pete Crow-Armstrong OF Seiya Suzuki OF Masataka Yoshida P Logan Gilbert P Braxton Ashcraft SS Luisangel Acuna,,Randy Arozarena,OF,6.46%,5
52,5217354263,Thegamejoshyd44,0,125.85,1B Michael Busch 2B Chase Meidroth 3B Miguel Vargas C Edgar Quero OF Pete Crow-Armstrong OF Seiya Suzuki OF Masataka Yoshida P Logan Gilbert P Braxton Ashcraft SS Luisangel Acuna,,Angel Genao,3B,6.46%,0
52,5217356076,b_raider,0,125.85,1B Michael Busch 2B Chase Meidroth 3B Miguel Vargas C Edgar Quero OF Pete Crow-Armstrong OF Seiya Suzuki OF Masataka Yoshida P Logan Gilbert P Braxton Ashcraft SS Luisangel Acuna,,Nick Gonzales,3B,6.18%,10
56,5217332806,givemesleeps,0,125.399994,1B Abimelec Ortiz 2B Nick Sogard 3B Miguel Vargas C Edgar Quero OF Pete Crow-Armstrong OF Wilyer Abreu OF Masataka Yoshida P Max Fried P Braxton Ashcraft SS CJ Abrams,,Miguel Amaya,C,6.18%,0
56,5217333854,tigerhood93,0,125.399994,1B Willson Contreras 2B Nick Sogard 3B Kazuma Okamoto C Tyler Stephenson OF Wilyer Abreu OF Jarren Duran OF Masataka Yoshida P Max Fried P Braxton Ashcraft SS Elly De La Cruz,,Eduardo Valencia,C,5.90%,14
58,5217353037,tylertocci,0,125.05,1B Michael Busch 2B Chase Meidroth 3B Brendan Donovan C Tyler Stephenson OF Wilyer Abreu OF Randy Arozarena OF Jarren Duran P Braxton Ashcraft P Kevin Gausman SS Elly De La Cruz,,Spencer Jones,OF,5.34%,0
59,5217265959,DraftKingsEAD,0,124.65,1B Spencer Horwitz 2B Brandon Lowe 3B Nick Gonzales C Rafael Flores Jr. OF Trent Grisham OF Jake Mangum OF Tyrone Taylor P Payton Tolle P Max Fried SS Otto Lopez,,Keibert Ruiz,C,5.34%,0
59,5217280930,Bgoebert,0,124.65,1B Nick Sogard 2B Chase Meidroth 3B Miguel Vargas C Tyler Stephenson OF Wilyer Abreu OF Brenton Doyle OF Masataka Yoshida P Payton Tolle P Max Fried SS Elly De La Cruz,,Jazz Chisholm Jr.,2B,5.06%,0
59,5217349244,dictator_teddy,0,124.65,1B Charles McAdoo 2B Pedro Ramirez 3B Eugenio Suarez C Tyler Stephenson OF Pete Crow-Armstrong OF Masataka Yoshida OF Randal Grichuk P Payton Tolle P Max Fried SS CJ Abrams,,Julio Rodriguez,OF,4.78%,3
62,5217305218,StayintheFray2026,0,123.95,1B Willson Contreras 2B Nick Sogard 3B Miguel Vargas C Tyler Stephenson OF JJ Bleday OF Chase DeLauter OF Jo Adell P Payton Tolle P Braxton Ashcraft SS Andruw Monasterio,,Davis Martin,P,4.78%,1.5
63,5217312225,losdiaz1,0,123.85,1B Abimelec Ortiz 2B Chase Meidroth 3B Alex Bregman C Agustin Ramirez OF Pete Crow-Armstrong OF Steven Kwan OF Brenton Doyle P Logan Gilbert P Braxton Ashcraft SS Elly De La Cruz,,Hector Rodriguez,OF,4.49%,0
64,5217331130,peteyweb,0,123.399994,1B Spencer Horwitz 2B Brandon Lowe 3B Nick Gonzales C Brandon Valenzuela OF Pete Crow-Armstrong OF Bryan Reynolds OF Masataka Yoshida P Max Fried P Braxton Ashcraft SS Jared Triolo,,Travis Bazzana,2B,4.21%,0
65,5217337986,Hammer1969,0,122.65,1B Nathaniel Lowe 2B Chase Meidroth 3B Alex Bregman C Tyler Stephenson OF Pete Crow-Armstrong OF Ceddanne Rafaela OF Randal Grichuk P Logan Gilbert P Parker Messick SS Andres Gimenez,,Cade Cavalli,P,4.21%,40.2
66,5217299323,TommyLasorda,0,122.2,1B Sal Stewart 2B Chase Meidroth 3B Angel Genao C Cal Raleigh OF Pete Crow-Armstrong OF Randy Arozarena OF Steven Kwan P Braxton Ashcraft P Keider Montero SS Kevin McGonigle,,Pedro Ramirez,2B,4.21%,0
66,5217329052,fladman,0,122.2,1B Sal Stewart 2B Chase Meidroth 3B Miguel Vargas C Edgar Quero OF JJ Bleday OF Griffin Conine OF Randal Grichuk P Parker Messick P Max Fried SS Elly De La Cruz,,Braden Montgomery,OF,4.21%,10
68,5217302793,squeegee42,0,121.95,1B Nathaniel Lowe 2B Gleyber Torres 3B Angel Genao C Cal Raleigh OF Wilyer Abreu OF Dylan Crews OF JJ Bleday P Payton Tolle P Braxton Ashcraft SS Jacob Gonzalez,,Jakob Marsee,OF,3.93%,3
69,5217319633,rhojo37,0,121.65,1B Willson Contreras 2B Matt McLain 3B Eugenio Suarez C Tyler Stephenson OF Griffin Conine OF Jakob Marsee OF Dane Myers P Payton Tolle P Max Fried SS Elly De La Cruz,,Vladimir Guerrero Jr.,1B,3.93%,3
70,5217303451,jduknowme1,0,121.399994,1B Spencer Horwitz 2B Brandon Lowe 3B Miguel Vargas C Tyler Stephenson OF Wilyer Abreu OF Bryan Reynolds OF Masataka Yoshida P Max Fried P Braxton Ashcraft SS George Lombard Jr.,,Luis Garcia Jr.,1B,3.93%,8
71,5217335138,Bears133,0,120.75,1B Willson Contreras 2B Nick Sogard 3B Eugenio Suarez C Connor Wong OF Pete Crow-Armstrong OF Wilyer Abreu OF Masataka Yoshida P Payton Tolle P Parker Messick SS Jacob Gonzalez,,Spencer Torkelson,1B,3.65%,10
72,5217348262,TSHUDSON,0,120.5,1B Willson Contreras 2B Chase Meidroth 3B Miguel Vargas C Edgar Quero OF JJ Bleday OF Braden Montgomery OF Hector Rodriguez P Parker Messick P Braxton Ashcraft SS Elly De La Cruz,,Dillon Dingler,C,3.65%,2
73,5217322586,texascub,0,120.1,1B Willson Contreras 2B Angel Genao 3B Caleb Durbin C Miguel Amaya OF Wilyer Abreu OF Ceddanne Rafaela OF Jarren Duran P Payton Tolle P Logan Gilbert SS Dansby Swanson,,Austin Hedges,C,3.65%,0
74,5217298653,raidersw,0,119.75,1B Ben Rice 2B Chase Meidroth 3B Eugenio Suarez C Dillon Dingler OF Griffin Conine OF Jakob Marsee OF Brenton Doyle P Payton Tolle P Parker Messick SS Jacob Gonzalez,,Carson Kelly,C,3.37%,0
74,5217330292,Timmythegreek1,0,119.75,1B Nathaniel Lowe 2B Chase Meidroth 3B Eugenio Suarez C Agustin Ramirez OF Ceddanne Rafaela OF Chase DeLauter OF Sam Antonacci P Payton Tolle P Parker Messick SS Otto Lopez,,Nick Sogard,1B,3.37%,4
76,5217293782,dhmo831,0,119.65,1B Willson Contreras 2B Nick Sogard 3B Caleb Durbin C Eduardo Valencia OF Wilyer Abreu OF Griffin Conine OF Masataka Yoshida P Payton Tolle P Max Fried SS Colson Montgomery,,Luisangel Acuna,SS,3.37%,5
77,5217304309,dbsuperman2110,0,118.2,1B Willson Contreras 2B Chase Meidroth 3B Miguel Vargas C Cal Raleigh OF Wilyer Abreu OF Ceddanne Rafaela OF Braden Montgomery P Braxton Ashcraft P Keider Montero SS Colson Montgomery,,Esmerlyn Valdez,OF,3.37%,10
77,5217304480,Bulldog1959,0,118.2,1B Willson Contreras 2B Chase Meidroth 3B Caleb Durbin C Connor Wong OF Wilyer Abreu OF Brenton Doyle OF Masataka Yoshida P Parker Messick P Max Fried SS Elly De La Cruz,,Andres Gimenez,SS,3.37%,2
79,5217333764,blizzybeatz,0,118.1,1B Josh Naylor 2B Brandon Lowe 3B Caleb Durbin C Cal Raleigh OF Wilyer Abreu OF Jarren Duran OF Masataka Yoshida P Payton Tolle P Logan Gilbert SS Andruw Monasterio,,Gleyber Torres,2B,3.09%,2
80,5217351704,mb725016,0,117.85,1B Michael Busch 2B Chase Meidroth 3B Miguel Vargas C Cal Raleigh OF Pete Crow-Armstrong OF Brenton Doyle OF Randal Grichuk P Logan Gilbert P Braxton Ashcraft SS Luisangel Acuna,,Andrew Abbott,P,3.09%,-0.25
81,5217276751,NOSFLOW,0,116.85,1B Spencer Torkelson 2B Hao-Yu Lee 3B Jorbit Vivas C Dillon Dingler OF Bryan Reynolds OF Ceddanne Rafaela OF Dominic Canzone P Logan Gilbert P Braxton Ashcraft SS Dansby Swanson,,Kevin McGonigle,SS,2.81%,10
81,5217329038,KenyanDrake,0,116.85,1B Nathaniel Lowe 2B Chase Meidroth 3B Miguel Vargas C Austin Hedges OF Pete Crow-Armstrong OF Braden Montgomery OF Randal Grichuk P Logan Gilbert P Braxton Ashcraft SS Colson Montgomery,,Ernie Clement,2B,2.81%,2
83,5217313820,Hookman320,0,116.65,1B Spencer Horwitz 2B Chase Meidroth 3B Miguel Vargas C Tyler Stephenson OF Wilyer Abreu OF Steven Kwan OF Masataka Yoshida P Payton Tolle P Max Fried SS Colson Montgomery,,Charles McAdoo,3B,2.81%,2
83,5217314938,CR7162,0,116.65,1B Josh Naylor 2B Chase Meidroth 3B Nick Gonzales C Edgar Quero OF Wilyer Abreu OF Randy Arozarena OF Ceddanne Rafaela P Payton Tolle P Max Fried SS Otto Lopez,,Jared Triolo,SS,2.81%,30
85,5217274782,BNair724,0,116.55,1B Abimelec Ortiz 2B Nick Sogard 3B Miguel Vargas C Tyler Stephenson OF Wilyer Abreu OF Ian Happ OF Griffin Conine P Logan Gilbert P Max Fried SS Elly De La Cruz,,Tyler Phillips,P,2.81%,11.8
86,5217342595,darylcarruthers,0,116.399994,1B Michael Busch 2B Nick Sogard 3B Caleb Durbin C Keibert Ruiz OF Pete Crow-Armstrong OF Wilyer Abreu OF Masataka Yoshida P Max Fried P Braxton Ashcraft SS Andruw Monasterio,,Daylen Lile,OF,2.81%,10
87,5217327364,Prantzer28,0,115.65,1B Abimelec Ortiz 2B Chase Meidroth 3B Miguel Vargas C Eduardo Valencia OF Chase DeLauter OF Steven Kwan OF Andrew Pinckney P Payton Tolle P Max Fried SS CJ Abrams,,Josh Naylor,1B,2.53%,3
88,5217331599,rlong93,0,115.5,1B Spencer Horwitz 2B Chase Meidroth 3B Miguel Vargas C Tyler Stephenson OF Pete Crow-Armstrong OF Julio Rodriguez OF Steven Kwan P Parker Messick P Braxton Ashcraft SS George Lombard Jr.,,Jake Mangum,OF,2.53%,26
89,5217327504,kevingagel,0,114.65,1B Nathaniel Lowe 2B Travis Bazzana 3B Jose Ramirez C Brandon Valenzuela OF Esmerlyn Valdez OF Chase DeLauter OF Jake Mangum P Logan Gilbert P Parker Messick SS Jacob Gonzalez,,Sam Antonacci,2B,2.53%,10
90,5217352483,nymanluke,0,114.55,1B Nathaniel Lowe 2B Travis Bazzana 3B Nick Gonzales C Austin Hedges OF Bryan Reynolds OF Esmerlyn Valdez OF Jake Mangum P Logan Gilbert P Max Fried SS Jacob Gonzalez,,Brayan Rocchio,SS,2.53%,3
91,5217292286,bwestinmilehigh,0,114.3,1B Willson Contreras 2B Nick Sogard 3B Caleb Durbin C Eduardo Valencia OF Ceddanne Rafaela OF Chase DeLauter OF Trent Grisham P Payton Tolle P Kevin Gausman SS George Lombard Jr.,,Ryan McMahon,3B,2.53%,2
92,5217299329,tmckee333,0,113.55,1B Michael Busch 2B Angel Genao 3B Caleb Durbin C Connor Wong OF Pete Crow-Armstrong OF Seiya Suzuki OF Chase DeLauter P Logan Gilbert P Max Fried SS Jared Triolo,,Dominic Canzone,OF,2.25%,2
92,5217334248,howudewin,0,113.55,1B Michael Busch 2B Angel Genao 3B Caleb Durbin C Connor Wong OF Pete Crow-Armstrong OF Seiya Suzuki OF Chase DeLauter P Logan Gilbert P Max Fried SS Jared Triolo,,Keider Montero,P,2.25%,15.85
92,5217360168,sweeptheleg,0,113.55,1B Michael Busch 2B Angel Genao 3B Caleb Durbin C Connor Wong OF Pete Crow-Armstrong OF Seiya Suzuki OF Chase DeLauter P Logan Gilbert P Max Fried SS Jared Triolo,,Dylan Crews,OF,2.25%,17
95,5217362375,Goodfellas97,0,111.75,1B Willson Contreras 2B Angel Genao 3B Miguel Vargas C Connor Wong OF Wilyer Abreu OF Bryan Reynolds OF Ceddanne Rafaela P Payton Tolle P Parker Messick SS Jared Triolo,,Matt McLain,2B,2.25%,0
96,5217312191,Bishop555,0,111.65,1B Willson Contreras 2B Chase Meidroth 3B Alex Bregman C Edgar Quero OF Wilyer Abreu OF Ceddanne Rafaela OF Brenton Doyle P Payton Tolle P Max Fried SS Andruw Monasterio,,Jose Caballero,SS,2.25%,7
97,5217315434,swaggybees,0,111.55,1B Willson Contreras 2B Chase Meidroth 3B Miguel Vargas C Edgar Quero OF Wilyer Abreu OF Ceddanne Rafaela OF Jarren Duran P Logan Gilbert P Max Fried SS Andruw Monasterio,,Dane Myers,OF,1.97%,12
97,5217336088,macyfan,0,111.55,1B Abimelec Ortiz 2B Matt McLain 3B Miguel Vargas C Tyler Stephenson OF Wilyer Abreu OF Jarren Duran OF Jo Adell P Logan Gilbert P Max Fried SS Elly De La Cruz,,George Springer,OF,1.97%,0
