Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,5219289393,Ronniekittle,0,169.9,1B Ben Rice 2B Hao-Yu Lee 3B Brady House C Eduardo Valencia OF Carson Benge OF Andrew Benintendi OF Joshua Baez P Cam Schlittler P Logan Webb SS George Lombard Jr.,,Logan Webb,P,52.04%,27.1
2,5219019334,tennesseefootball,0,159.9,1B Spencer Torkelson 2B Brett Baty 3B Brady House C Drew Cavanaugh OF Seiya Suzuki OF Carson Benge OF Joshua Baez P Cam Schlittler P Logan Webb SS Francisco Lindor,,Cam Schlittler,P,47.96%,19.8
2,5219199757,clintwood83,0,159.9,1B Andres Chaparro 2B Gleyber Torres 3B Brady House C Ivan Herrera OF Dylan Crews OF Andrew Pinckney OF Joshua Baez P Cam Schlittler P Logan Webb SS CJ Abrams,,Sean Manaea,P,46.68%,14.85
4,5219002650,schneiderman8,0,155.9,1B Jared Young 2B Marcus Semien 3B Bo Bichette C Ivan Herrera OF Carson Benge OF Jung Hoo Lee OF Joshua Baez P Cam Schlittler P Logan Webb SS Francisco Lindor,,Francisco Lindor,SS,35.46%,12
4,5219336216,CupcakesWinter,0,155.9,1B Andres Chaparro 2B JJ Wetherholt 3B Brady House C Ivan Herrera OF Jordan Walker OF Everson Pereira OF Joshua Baez P Cam Schlittler P Logan Webb SS Francisco Lindor,,Trent Grisham,OF,33.16%,2
6,5219264624,dpati9997,0,152.65,1B Alec Burleson 2B Marcus Semien 3B Bo Bichette C Ivan Herrera OF Carson Benge OF A.J. Ewing OF Joshua Baez P Cam Schlittler P Sean Manaea SS Francisco Lindor,,Pete Crow-Armstrong,OF,27.04%,0
7,5219039562,hunt2422,0,151.95,1B Rafael Devers 2B Nico Hoerner 3B Alex Bregman C Ben Rice OF Jung Hoo Lee OF Drew Gilbert OF Joshua Baez P Logan Webb P Sean Manaea SS Francisco Lindor,,Joshua Baez,OF,26.53%,46
8,5219027047,uheameboi23,0,151.65,1B Rafael Devers 2B Gleyber Torres 3B Jorge Polanco C Ivan Herrera OF Pete Crow-Armstrong OF Drew Gilbert OF Joshua Baez P Cam Schlittler P Sean Manaea SS Francisco Lindor,,Troy Melton,P,23.72%,5.75
9,5219146722,coldsteel77,0,146.65,1B Bryce Eldridge 2B Gleyber Torres 3B Christian Koss C Eduardo Valencia OF Trent Grisham OF Jung Hoo Lee OF Joshua Baez P Cam Schlittler P Sean Manaea SS Francisco Lindor,,Spencer Jones,OF,20.41%,10
10,5219359687,bravito199,0,146.6,1B Jared Young 2B Pedro Ramirez 3B Brady House C Eduardo Valencia OF Seiya Suzuki OF Jordan Walker OF Joshua Baez P Troy Melton P Sean Manaea SS Francisco Lindor,,Ivan Herrera,C,19.64%,6
11,5219237257,Glory_Days,0,144.95,1B Rafael Devers 2B Gleyber Torres 3B Hao-Yu Lee C Dillon Dingler OF Seiya Suzuki OF A.J. Ewing OF Joshua Baez P Logan Webb P Sean Manaea SS Francisco Lindor,,Alex Bregman,3B,18.88%,3
12,5219271305,Clevelandhague97,0,144.85,1B Alec Burleson 2B Pedro Ramirez 3B Brady House C Ivan Herrera OF Pete Crow-Armstrong OF Spencer Jones OF Joshua Baez P Troy Melton P Logan Webb SS Javier Baez,,Gleyber Torres,2B,18.62%,13
13,5219206107,WaitTilNextYear,0,144.55,1B Bryce Eldridge 2B Osleivis Basabe 3B Bo Bichette C Drew Cavanaugh OF Carson Benge OF Drew Gilbert OF Joshua Baez P Cam Schlittler P Troy Melton SS Francisco Lindor,,Seiya Suzuki,OF,18.11%,9
