Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,5226368849,Moeg196,0,143.1,1B Jake Bauers 2B Ernie Clement 3B Andrew Vaughn C William Contreras OF Heriberto Hernandez OF Jakob Marsee OF Owen Caissie P Dylan Cease P Logan Henderson SS Otto Lopez,,Dylan Cease,P,65.55%,28.8
1,5226716253,Dubbzz (14/20),0,143.1,1B Jake Bauers 2B Ernie Clement 3B Andrew Vaughn C William Contreras OF Heriberto Hernandez OF Jakob Marsee OF Owen Caissie P Dylan Cease P Logan Henderson SS Otto Lopez,,Eury Perez,P,52.59%,17.65
3,5226551451,everas (1/20),0,140.1,1B Jake Bauers 2B Xavier Edwards 3B Joey Ortiz C William Contreras OF Heriberto Hernandez OF Jakob Marsee OF Owen Caissie P Dylan Cease P Logan Henderson SS Otto Lopez,,Logan Henderson,P,47.82%,19.3
3,5226560509,jsamtoy (16/20),0,140.1,1B Jake Bauers 2B Xavier Edwards 3B Joey Ortiz C William Contreras OF Heriberto Hernandez OF Jakob Marsee OF Owen Caissie P Dylan Cease P Logan Henderson SS Otto Lopez,,Xavier Edwards,2B,47.62%,3
5,5226452789,mocoextrabases,0,135.95,1B Luis Garcia Jr. 2B Ernie Clement 3B Andrew Vaughn C William Contreras OF George Springer OF Heriberto Hernandez OF Jakob Marsee P Logan Henderson P Eury Perez SS Otto Lopez,,Otto Lopez,SS,45.44%,7
6,5226016614,terryf20,0,135.1,1B Jake Bauers 2B Xavier Edwards 3B Charles McAdoo C William Contreras OF Heriberto Hernandez OF Griffin Conine OF Jakob Marsee P Dylan Cease P Logan Henderson SS Otto Lopez,,Jackson Chourio,OF,38.32%,2
7,5226613648,JordanKilpa5 (2/3),0,134.45,1B Jake Bauers 2B Ernie Clement 3B Kazuma Okamoto C William Contreras OF Michael Harris II OF Griffin Conine OF Jakob Marsee P Dylan Cease P Eury Perez SS Otto Lopez,,William Contreras,C,33.38%,12
8,5226403874,whoisjohngalt420 (13/20),0,133.45,1B Jake Bauers 2B Xavier Edwards 3B Andrew Vaughn C William Contreras OF Heriberto Hernandez OF Griffin Conine OF Jakob Marsee P Dylan Cease P Eury Perez SS Otto Lopez,,Jakob Marsee,OF,24.46%,22
8,5226530555,LaserHot,0,133.45,1B Griffin Conine 2B Xavier Edwards 3B Andrew Vaughn C William Contreras OF Jake Bauers OF Heriberto Hernandez OF Jakob Marsee P Dylan Cease P Eury Perez SS Otto Lopez,,Ryan Weathers,P,23.32%,4.7
10,5226345193,LOCNOTM (8/20),0,133.1,1B Jake Bauers 2B Xavier Edwards 3B Andrew Vaughn C Alejandro Kirk OF Heriberto Hernandez OF Jakob Marsee OF Owen Caissie P Dylan Cease P Logan Henderson SS Otto Lopez,,Andrew Vaughn,3B,22.74%,5
11,5226286260,tbjones2121 (7/20),0,132.45,1B Vladimir Guerrero Jr. 2B Ernie Clement 3B Kazuma Okamoto C Alejandro Kirk OF George Springer OF Heriberto Hernandez OF Jakob Marsee P Dylan Cease P Eury Perez SS Otto Lopez,,Owen Caissie,OF,21.63%,7
12,5226312676,Getsome1977,0,131.45,1B Jake Bauers 2B Xavier Edwards 3B Andrew Vaughn C William Contreras OF George Springer OF Jakob Marsee OF Owen Caissie P Dylan Cease P Eury Perez SS Otto Lopez,,Griffin Conine,1B,21.46%,4
13,5226453122,thundrenterprises (10/20),0,131.1,1B Charles McAdoo 2B Ernie Clement 3B Kazuma Okamoto C Alejandro Kirk OF George Springer OF Heriberto Hernandez OF Jakob Marsee P Dylan Cease P Logan Henderson SS Otto Lopez,,George Springer,OF,21.04%,11
14,5226551456,everas (6/20),0,130.45,1B Griffin Conine 2B Xavier Edwards 3B Andrew Vaughn C William Contreras OF Jake Bauers OF Heriberto Hernandez OF Jakob Marsee P Dylan Cease P Eury Perez SS Cooper Pratt,,Alejandro Kirk,C,19.73%,7
14,5226596965,rschindler14 (20/20),0,130.45,1B Vladimir Guerrero Jr. 2B Ozzie Albies 3B Brady House C William Contreras OF George Springer OF Heriberto Hernandez OF Jakob Marsee P Dylan Cease P Eury Perez SS Otto Lopez,,Kazuma Okamoto,3B,19.00%,7
16,5226256954,captainzen,0,130.1,1B Griffin Conine 2B Xavier Edwards 3B Kazuma Okamoto C William Contreras OF George Springer OF Heriberto Hernandez OF Jakob Marsee P Dylan Cease P Logan Henderson SS Otto Lopez,,Javier Sanoja,3B,18.24%,0
16,5226312724,badsanta1000,0,130.1,1B Griffin Conine 2B Xavier Edwards 3B Kazuma Okamoto C William Contreras OF George Springer OF Heriberto Hernandez OF Jakob Marsee P Dylan Cease P Logan Henderson SS Otto Lopez,,Griffin Conine,OF,17.73%,4
16,5226577739,SpeedRacer101 (19/20),0,130.1,1B Jake Bauers 2B Xavier Edwards 3B Andrew Vaughn C William Contreras OF Jakob Marsee OF Owen Caissie OF Brett Bateman P Dylan Cease P Logan Henderson SS Otto Lopez,,Heriberto Hernandez,OF,17.66%,16
16,5226781235,porterj1223,0,130.1,1B Griffin Conine 2B Xavier Edwards 3B Kazuma Okamoto C William Contreras OF George Springer OF Heriberto Hernandez OF Jakob Marsee P Dylan Cease P Logan Henderson SS Otto Lopez,,Daylen Lile,OF,15.76%,2
20,5226649343,markt35 (3/20),0,129.1,1B Griffin Conine 2B Xavier Edwards 3B Kazuma Okamoto C William Contreras OF Jake Bauers OF Jakob Marsee OF Brett Bateman P Dylan Cease P Logan Henderson SS Otto Lopez,,Joey Ortiz,SS,15.58%,7
20,5226767294,reugene81 (8/20),0,129.1,1B Vladimir Guerrero Jr. 2B Ernie Clement 3B Kazuma Okamoto C Alejandro Kirk OF Jake Bauers OF Griffin Conine OF Jakob Marsee P Dylan Cease P Logan Henderson SS Otto Lopez,,Joe Mack,C,15.31%,3
22,5226529932,masonplays2014 (17/20),0,127.45,1B Vladimir Guerrero Jr. 2B Brice Turang 3B Charles McAdoo C William Contreras OF George Springer OF Heriberto Hernandez OF Jakob Marsee P Dylan Cease P Eury Perez SS Otto Lopez,,Vladimir Guerrero Jr.,1B,15.24%,8
22,5226577722,SpeedRacer101 (2/20),0,127.45,1B Vladimir Guerrero Jr. 2B Xavier Edwards 3B Kazuma Okamoto C Alejandro Kirk OF George Springer OF Heriberto Hernandez OF Jakob Marsee P Dylan Cease P Eury Perez SS Otto Lopez,,Ernie Clement,2B,14.62%,8
24,5226348839,pthorpe25 (4/5),0,126.45,1B Vladimir Guerrero Jr. 2B Jazz Chisholm Jr. 3B Charles McAdoo C William Contreras OF Jackson Chourio OF George Springer OF Jakob Marsee P Dylan Cease P Eury Perez SS Joey Ortiz,,Drake Baldwin,C,14.20%,6
24,5226468220,ZIBANENASTY93 (1/4),0,126.45,1B Kazuma Okamoto 2B Xavier Edwards 3B Andrew Vaughn C Alejandro Kirk OF Jake Bauers OF George Springer OF Jakob Marsee P Dylan Cease P Eury Perez SS Otto Lopez,,Michael Harris II,OF,13.93%,10
