Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,5217640795,mitchellmorse30 (2/2),0,108.5,1B Nolan Schanuel 2B Tommy Edman 3B Denzer Guzman C Moises Ballesteros OF Jackson Chourio OF Mike Trout OF Jose Siri P Walbert Urena P Shane Drohan SS Miguel Rojas,,Jacob deGrom,P,85.29%,2.3
2,5217702946,JohnnyDrama34,0,102.5,1B Jake Bauers 2B Vaughn Grissom 3B David Hamilton C Gary Sanchez OF Jackson Chourio OF Mike Trout OF Christian Yelich P Walbert Urena P Shane Drohan SS Corey Seager,,Corey Seager,SS,69.12%,2
3,5217521089,NYMicky,0,89.4,1B Jake Bauers 2B Tommy Edman 3B Andrew Vaughn C Gary Sanchez OF Mike Trout OF Andy Pages OF Garrett Mitchell P Jacob deGrom P Walbert Urena SS Miguel Rojas,,Tommy Edman,2B,61.76%,9
4,5217679628,rhetthuffaker20,0,89.2,1B Freddie Freeman 2B Vaughn Grissom 3B Denzer Guzman C Moises Ballesteros OF Shohei Ohtani OF Mike Trout OF Andy Pages P Walbert Urena P Roki Sasaki SS Miguel Rojas,,Roki Sasaki,P,58.82%,8.1
5,5217715646,wolfy313,0,88.4,1B Jake Bauers 2B Tommy Edman 3B Andrew Vaughn C Gary Sanchez OF Jackson Chourio OF Garrett Mitchell OF Teoscar Hernandez P Jacob deGrom P Walbert Urena SS Miguel Rojas,,Andy Pages,OF,55.88%,0
6,5217759805,chase.fowler (2/2),0,83.5,1B Freddie Freeman 2B Vaughn Grissom 3B Joey Ortiz C William Contreras OF Mike Trout OF Christian Yelich OF Kyle Tucker P Walbert Urena P Shane Drohan SS Miguel Rojas,,Gary Sanchez,C,41.18%,7
7,5217069136,SoccerGeek23 (2/2),0,83.4,1B Jake Bauers 2B Tommy Edman 3B Andrew Vaughn C Gary Sanchez OF Jackson Chourio OF Andy Pages OF Teoscar Hernandez P Jacob deGrom P Walbert Urena SS Miguel Rojas,,Jackson Chourio,OF,38.24%,9
7,5217638455,Bowl1300 (1/2),0,83.4,1B Jake Bauers 2B Tommy Edman 3B Andrew Vaughn C Gary Sanchez OF Jackson Chourio OF Andy Pages OF Teoscar Hernandez P Jacob deGrom P Walbert Urena SS Miguel Rojas,,Teoscar Hernandez,OF,36.76%,3
9,5217709603,scotch2620,0,83.2,1B Shohei Ohtani 2B Tommy Edman 3B David Hamilton C Gary Sanchez OF Mike Trout OF Andy Pages OF Wade Meckler P Walbert Urena P Roki Sasaki SS Corey Seager,,Shohei Ohtani,OF,36.76%,5
10,5217603091,MansDuel,0,82.7,1B Jake Bauers 2B Nicky Lopez 3B Andrew Vaughn C Gary Sanchez OF Jackson Chourio OF Mike Trout OF Garrett Mitchell P Jacob deGrom P Shane Drohan SS Corey Seager,,Joc Pederson,1B,35.29%,0
11,5217711379,cr0berts1 (1/2),0,82.4,1B Shohei Ohtani 2B Tommy Edman 3B Joey Ortiz C Ben Rortvedt OF Jackson Chourio OF Christian Yelich OF Teoscar Hernandez P Jacob deGrom P Walbert Urena SS David Hamilton,,Ezequiel Duran,3B,33.82%,0
11,5217745175,BolasViejas,0,82.4,1B Jake Bauers 2B Tommy Edman 3B Andrew Vaughn C Moises Ballesteros OF Shohei Ohtani OF Andy Pages OF Evan Carter P Jacob deGrom P Walbert Urena SS David Hamilton,,Walbert Urena,P,32.35%,25.1
