Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,5210215424,eharig09 (18/20),0,190.3,1B Matt Olson 2B Chase Meidroth 3B Caleb Durbin C Connor Wong OF Wilyer Abreu OF Michael Harris II OF Masataka Yoshida P Ranger Suarez P Martin Perez SS Andruw Monasterio,,Ranger Suarez,P,66.59%,3.15
2,5209967355,whoadie50310 (2/3),0,184.95,1B Matt Olson 2B Chase Meidroth 3B Josh Rojas C Drake Baldwin OF Ronald Acuna Jr. OF Michael Harris II OF Mauricio Dubon P Michael Wacha P Luis Castillo SS Colson Montgomery,,Michael Wacha,P,48.02%,9.15
3,5210015574,ron214 (1/4),0,184.3,1B Matt Olson 2B Chase Meidroth 3B Miguel Vargas C Joey Bart OF Ronald Acuna Jr. OF Braden Montgomery OF Mauricio Dubon P Michael Wacha P Martin Perez SS Colson Montgomery,,Bobby Witt Jr.,SS,33.56%,20
4,5210281922,hank6969 (2/5),0,181.05,1B Matt Olson 2B Anthony Seigler 3B Caleb Durbin C Drake Baldwin OF Ronald Acuna Jr. OF Michael Harris II OF Mauricio Dubon P Michael Wacha P Bailey Ober SS Andruw Monasterio,,Wilyer Abreu,OF,33.04%,11
5,5210280278,gazmon (10/20),0,176.05,1B Matt Olson 2B Chase Meidroth 3B Caleb Durbin C Drake Baldwin OF Ronald Acuna Jr. OF Michael Harris II OF Mike Yastrzemski P Bailey Ober P Martin Perez SS Colson Montgomery,,Caleb Durbin,3B,31.25%,19
6,5209902971,Thegoldcobra (2/20),0,174.95,1B Matt Olson 2B Chase Meidroth 3B Miguel Vargas C Drake Baldwin OF Michael Harris II OF Mauricio Dubon OF Randal Grichuk P Martin Perez P Walker Buehler SS Colson Montgomery,,Matt Olson,1B,28.70%,27
7,5210040579,RSMdk01,0,174.3,1B Matt Olson 2B Anthony Seigler 3B Austin Riley C Connor Wong OF Ronald Acuna Jr. OF Wilyer Abreu OF Michael Harris II P Michael Wacha P Martin Perez SS Andruw Monasterio,,Martin Perez,P,27.37%,12.15
7,5210065232,chrisspags (5/20),0,174.3,1B Matt Olson 2B Nick Sogard 3B Caleb Durbin C Drake Baldwin OF Ronald Acuna Jr. OF Michael Harris II OF Mauricio Dubon P Ranger Suarez P Martin Perez SS Andruw Monasterio,,Drake Baldwin,C,26.29%,5
7,5210142644,MajerlesMantle (2/2),0,174.3,1B Matt Olson 2B Nick Sogard 3B Caleb Durbin C Drake Baldwin OF Ronald Acuna Jr. OF Michael Harris II OF Mauricio Dubon P Ranger Suarez P Martin Perez SS Andruw Monasterio,,Nick Sogard,2B,24.83%,9
7,5210211212,KILLANADZ24 (7/20),0,174.3,1B Matt Olson 2B Nick Sogard 3B Caleb Durbin C Drake Baldwin OF Ronald Acuna Jr. OF Michael Harris II OF Mauricio Dubon P Ranger Suarez P Martin Perez SS Andruw Monasterio,,Ceddanne Rafaela,OF,24.73%,11
11,5210508972,ydoja2 (6/9),0,173.6,1B Matt Olson 2B Chase Meidroth 3B Miguel Vargas C Drake Baldwin OF Ronald Acuna Jr. OF Michael Harris II OF Mauricio Dubon P Michael Wacha P Kohl Drake SS Luisangel Acuna,,Jarren Duran,OF,21.82%,4
12,5210387506,mndawgpound32,0,173.3,1B Ty France 2B Chase Meidroth 3B Caleb Durbin C Drake Baldwin OF Ronald Acuna Jr. OF Mauricio Dubon OF Isaac Collins P Michael Wacha P Martin Perez SS Bobby Witt Jr.,,Corbin Carroll,OF,20.82%,7
