Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,5203362730,meyers2305 (8/20),0,163.7,1B Salvador Perez 2B JJ Wetherholt 3B Alex Bregman C Carter Jensen OF Pete Crow-Armstrong OF Jac Caglianone OF John Rave P Sean Burke P Noah Cameron SS Tyler Tolbert,,Sean Burke,P,62.65%,30.5
1,5203362732,meyers2305 (10/20),0,163.7,1B Salvador Perez 2B JJ Wetherholt 3B Alex Bregman C Carter Jensen OF Pete Crow-Armstrong OF Jac Caglianone OF John Rave P Sean Burke P Noah Cameron SS Tyler Tolbert,,Ryan Weathers,P,44.01%,20.15
1,5203362734,meyers2305 (12/20),0,163.7,1B Salvador Perez 2B JJ Wetherholt 3B Alex Bregman C Carter Jensen OF Pete Crow-Armstrong OF Jac Caglianone OF John Rave P Sean Burke P Noah Cameron SS Tyler Tolbert,,Shane McClanahan,P,42.60%,8.95
1,5203362739,meyers2305 (17/20),0,163.7,1B Salvador Perez 2B JJ Wetherholt 3B Alex Bregman C Carter Jensen OF Pete Crow-Armstrong OF Jac Caglianone OF John Rave P Sean Burke P Noah Cameron SS Tyler Tolbert,,Pete Crow-Armstrong,OF,40.31%,10
5,5203216831,Gabe57 (20/20),0,153.65,1B Salvador Perez 2B JJ Wetherholt 3B Alex Bregman C Carter Jensen OF Pete Crow-Armstrong OF Jac Caglianone OF John Rave P Sean Burke P Ryan Weathers SS Tyler Tolbert,,Carter Jensen,C,30.48%,6
6,5203376811,jdardine,0,152.65,1B Alec Burleson 2B Kody Clemens 3B Junior Caminero C Carter Jensen OF Jac Caglianone OF Jonny DeLuca OF John Rave P Sean Burke P Ryan Weathers SS Tyler Tolbert,,Junior Caminero,3B,27.93%,2
7,5203383631,AngerTornado,0,151.7,1B Alec Burleson 2B JJ Wetherholt 3B Junior Caminero C Carter Jensen OF Jac Caglianone OF Jonny DeLuca OF Lars Nootbaar P Sean Burke P Noah Cameron SS Tyler Tolbert,,Ryan Jeffers,C,27.32%,7
8,5203199438,ckcash64 (10/20),0,149.65,1B Yandy Diaz 2B JJ Wetherholt 3B Junior Caminero C Carter Jensen OF Jac Caglianone OF Cedric Mullins OF John Rave P Sean Burke P Ryan Weathers SS Tyler Tolbert,,Jac Caglianone,OF,25.91%,19
9,5203331492,soonerbernie2002,0,148.7,1B Alec Burleson 2B JJ Wetherholt 3B Alex Bregman C Carter Jensen OF Jordan Walker OF Jac Caglianone OF Lars Nootbaar P Sean Burke P Noah Cameron SS Tyler Tolbert,,Royce Lewis,2B,25.77%,5
10,5203082645,cpamike,0,146.7,1B Michael Busch 2B JJ Wetherholt 3B Ezequiel Duran C Edgar Quero OF Pete Crow-Armstrong OF Wyatt Langford OF Jac Caglianone P Sean Burke P Noah Cameron SS Dansby Swanson,,Seiya Suzuki,OF,21.40%,6
10,5203183000,LakeBum23,0,146.7,1B Yandy Diaz 2B JJ Wetherholt 3B Junior Caminero C Ivan Herrera OF Wyatt Langford OF Jonny DeLuca OF Cedric Mullins P Sean Burke P Noah Cameron SS Ezequiel Duran,,Jordan Walker,OF,20.46%,3
12,5203425365,karitruss,0,145.7,1B Ben Rice 2B JJ Wetherholt 3B Alex Bregman C Ivan Herrera OF Jac Caglianone OF Lars Nootbaar OF Randal Grichuk P Sean Burke P Noah Cameron SS Masyn Winn,,Wyatt Langford,OF,18.91%,9
13,5203331217,Brody1029 (1/2),0,144.7,1B Jonathan Aranda 2B JJ Wetherholt 3B Junior Caminero C Ryan Jeffers OF Jonny DeLuca OF Victor Mesa Jr. OF Cedric Mullins P Sean Burke P Noah Cameron SS Tyler Tolbert,,Noah Cameron,P,18.84%,30.2
13,5203398106,BowDownToLSU,0,144.7,1B Yandy Diaz 2B Nico Hoerner 3B Alex Bregman C Ivan Herrera OF Jordan Walker OF Ian Happ OF Jonny DeLuca P Sean Burke P Noah Cameron SS Dansby Swanson,,Ivan Herrera,C,18.51%,3
15,5203260667,chadrock78,0,139.65,1B Alec Burleson 2B Jazz Chisholm Jr. 3B Junior Caminero C Carter Jensen OF Jac Caglianone OF Jonny DeLuca OF John Rave P Sean Burke P Ryan Weathers SS Tyler Tolbert,,Miguel Vargas,3B,18.30%,0
15,5203281274,gilesj12 (2/10),0,139.65,1B Michael Busch 2B Michael Massey 3B Alex Bregman C Carter Jensen OF Pete Crow-Armstrong OF Jac Caglianone OF John Rave P Sean Burke P Ryan Weathers SS Tyler Tolbert,,Ezequiel Duran,SS,17.16%,6
15,5203417874,jon2anderson (11/20),0,139.65,1B Alec Burleson 2B JJ Wetherholt 3B Junior Caminero C Ivan Herrera OF Jac Caglianone OF Jonny DeLuca OF Cedric Mullins P Sean Burke P Ryan Weathers SS Taylor Walls,,Jazz Chisholm Jr.,2B,17.16%,7
18,5203129982,niquisition (9/12),0,138.7,1B Salvador Perez 2B JJ Wetherholt 3B Miguel Vargas C Carter Jensen OF Jordan Walker OF Jac Caglianone OF John Rave P Sean Burke P Noah Cameron SS Tyler Tolbert,,Austin Martin,OF,17.09%,2
18,5203365494,don_al_corleone (4/4),0,138.7,1B Michael Busch 2B Nico Hoerner 3B Alex Bregman C Ivan Herrera OF Pete Crow-Armstrong OF Seiya Suzuki OF Trent Grisham P Sean Burke P Noah Cameron SS Tyler Tolbert,,Ben Rice,1B,16.76%,4
20,5203285758,atmted (3/3),0,137.65,1B Munetaka Murakami 2B Jazz Chisholm Jr. 3B Alex Bregman C Ryan Jeffers OF Jonny DeLuca OF Brandon Nimmo OF Cedric Mullins P Sean Burke P Ryan Weathers SS Masyn Winn,,Trent Grisham,OF,16.42%,8
21,5203375514,dlandau (3/20),0,136.65,1B Salvador Perez 2B JJ Wetherholt 3B Yandy Diaz C Carter Jensen OF Jordan Walker OF Jac Caglianone OF John Rave P Sean Burke P Ryan Weathers SS Tyler Tolbert,,Colson Montgomery,SS,15.41%,0
22,5203272545,iBFlexSin (2/2),0,136.35,1B Michael Busch 2B Nico Hoerner 3B Alex Bregman C Ryan Jeffers OF Pete Crow-Armstrong OF Wyatt Langford OF Cedric Mullins P Ryan Weathers P Noah Cameron SS Ezequiel Duran,,Cedric Mullins,OF,15.21%,14
23,5203309151,jayballin08 (1/3),0,135.7,1B Munetaka Murakami 2B Nico Hoerner 3B Alex Bregman C Edgar Quero OF Pete Crow-Armstrong OF Seiya Suzuki OF Jac Caglianone P Sean Burke P Noah Cameron SS Luisangel Acuna,,Bailey Ober,P,14.80%,11.9
23,5203379900,floydian80 (11/20),0,135.7,1B Munetaka Murakami 2B JJ Wetherholt 3B Josh Rojas C Carter Jensen OF Seiya Suzuki OF Jac Caglianone OF John Rave P Sean Burke P Noah Cameron SS Colson Montgomery,,JJ Wetherholt,2B,13.80%,22
23,5203424076,Dricou (2/3),0,135.7,1B Alec Burleson 2B Nico Hoerner 3B Alex Bregman C Ivan Herrera OF Pete Crow-Armstrong OF Seiya Suzuki OF Cedric Mullins P Sean Burke P Noah Cameron SS Masyn Winn,,Jasson Dominguez,OF,13.80%,5
26,5203427625,dr00pd0g (2/20),0,134.65,1B Michael Busch 2B Nico Hoerner 3B Alex Bregman C Carter Jensen OF Seiya Suzuki OF Ian Happ OF Jac Caglianone P Sean Burke P Ryan Weathers SS Ezequiel Duran,,Alex Bregman,3B,13.80%,18
27,5203351645,hallitg (12/20),0,133.7,1B Michael Busch 2B Nico Hoerner 3B Nick Loftin C Carter Jensen OF Pete Crow-Armstrong OF Ian Happ OF Jac Caglianone P Sean Burke P Noah Cameron SS Dansby Swanson,,Ian Happ,OF,13.59%,7
27,5203369008,mgz32 (2/2),0,133.7,1B Michael Busch 2B Michael Massey 3B Junior Caminero C Carter Jensen OF Pete Crow-Armstrong OF Jac Caglianone OF John Rave P Sean Burke P Noah Cameron SS Tyler Tolbert,,Masyn Winn,SS,12.99%,5
27,5203417861,Elwaysarmy (20/20),0,133.7,1B Munetaka Murakami 2B Nico Hoerner 3B Alex Bregman C Austin Wynns OF Pete Crow-Armstrong OF Seiya Suzuki OF Cedric Mullins P Sean Burke P Noah Cameron SS Ezequiel Duran,,Michael Busch,1B,11.91%,8
30,5203115714,cw1tt (12/12),0,133.65,1B Yandy Diaz 2B Michael Massey 3B Junior Caminero C Carter Jensen OF Kody Clemens OF Jac Caglianone OF John Rave P Sean Burke P Ryan Weathers SS Tyler Tolbert,,Kody Clemens,OF,11.84%,20
31,5203319951,Scottyloot (1/3),0,132.65,1B Salvador Perez 2B JJ Wetherholt 3B Junior Caminero C Carter Jensen OF Pete Crow-Armstrong OF Cedric Mullins OF John Rave P Sean Burke P Ryan Weathers SS Tyler Tolbert,,Nico Hoerner,2B,11.78%,14
32,5203364581,chicos33 (3/3),0,132.45,1B Yandy Diaz 2B JJ Wetherholt 3B Alex Bregman C Carter Jensen OF Wyatt Langford OF Cedric Mullins OF Randal Grichuk P Shane McClanahan P Sean Burke SS Ezequiel Duran,,Tyler Tolbert,SS,11.10%,11
33,5203123367,meatbox36,0,132.35,1B Michael Busch 2B Chase Meidroth 3B Alex Bregman C Carter Jensen OF Pete Crow-Armstrong OF Seiya Suzuki OF John Rave P Ryan Weathers P Noah Cameron SS Dansby Swanson,,Andre Pallante,P,10.70%,10.85
34,5203199442,ckcash64 (14/20),0,132.15,1B Michael Busch 2B Nico Hoerner 3B Alex Bregman C Carter Jensen OF Pete Crow-Armstrong OF Ian Happ OF Jac Caglianone P Shane McClanahan P Noah Cameron SS Tyler Tolbert,,Dansby Swanson,SS,10.63%,9
35,5203397296,lklk88088 (5/10),0,131.7,1B Michael Busch 2B JJ Wetherholt 3B Nick Loftin C Carter Jensen OF Pete Crow-Armstrong OF Seiya Suzuki OF Jac Caglianone P Sean Burke P Noah Cameron SS Josh Rojas,,Brooks Lee,3B,10.57%,2
36,5203299178,4prongdigger (1/3),0,130.7,1B Michael Busch 2B Michael Massey 3B Alex Bregman C Carter Jensen OF Pete Crow-Armstrong OF Jac Caglianone OF Michael Conforto P Sean Burke P Noah Cameron SS Dansby Swanson,,Chase Meidroth,2B,10.57%,8
36,5203365646,kush69,0,130.7,1B Yandy Diaz 2B Chase Meidroth 3B Junior Caminero C Ivan Herrera OF Pete Crow-Armstrong OF Jonny DeLuca OF Cedric Mullins P Sean Burke P Noah Cameron SS Ben Williamson,,Alec Burleson,1B,10.23%,5
38,5203375529,dlandau (18/20),0,130.65,1B Michael Busch 2B Royce Lewis 3B Alex Bregman C Carter Jensen OF Seiya Suzuki OF Ian Happ OF Jac Caglianone P Sean Burke P Ryan Weathers SS Tyler Tolbert,,Yandy Diaz,1B,10.16%,8
38,5203388712,scuba03 (17/20),0,130.65,1B Salvador Perez 2B Royce Lewis 3B Junior Caminero C Carter Jensen OF Kody Clemens OF Jac Caglianone OF John Rave P Sean Burke P Ryan Weathers SS Tyler Tolbert,,Salvador Perez,1B,9.96%,0
38,5203402769,woodreb5 (2/5),0,130.65,1B Salvador Perez 2B JJ Wetherholt 3B Yandy Diaz C Carter Jensen OF Jordan Walker OF Jac Caglianone OF John Rave P Sean Burke P Ryan Weathers SS Masyn Winn,,John Rave,OF,9.62%,17
