Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,5210174842,obcase,0,162.25,1B Nathaniel Lowe 2B Travis Bazzana 3B Bo Bichette C Tyler Stephenson OF Chase DeLauter OF Carson Benge OF Henry Bolte P Dylan Cease P Dustin May SS Elly De La Cruz,,Dylan Cease,P,60.27%,33.95
2,5210169541,kerryjustin1,0,160.2,1B Sal Stewart 2B Matt McLain 3B Bo Bichette C Luis Torrens OF Pete Crow-Armstrong OF Carson Benge OF Noelvi Marte P Dylan Cease P David Peterson SS Elly De La Cruz,,Elly De La Cruz,SS,54.21%,14
3,5210174951,sirois81,0,158.6,1B Sal Stewart 2B Marcus Semien 3B Tommy White C Jonah Heim OF JJ Bleday OF Henry Bolte OF Wade Meckler P Dylan Cease P Nolan McLean SS Elly De La Cruz,,JJ Bleday,OF,46.80%,19
4,5210172410,Joeytwofingers,0,157.55,1B Sal Stewart 2B Vaughn Grissom 3B Eugenio Suarez C Francisco Alvarez OF JJ Bleday OF Carson Benge OF Hector Rodriguez P Dylan Cease P Andrew Abbott SS Elly De La Cruz,,Tyler Stephenson,C,45.79%,14
5,5210167912,verdineka,0,154.25,1B Sal Stewart 2B Brice Turang 3B Vaughn Grissom C Tyler Stephenson OF Bryan Reynolds OF Carson Benge OF Wade Meckler P Dylan Cease P Dustin May SS Francisco Lindor,,Pete Alonso,1B,39.06%,5
6,5210181794,TSHUDSON,0,152.25,1B Sal Stewart 2B Travis Bazzana 3B Eugenio Suarez C Tyler Stephenson OF JJ Bleday OF Henry Bolte OF Wade Meckler P Dylan Cease P Dustin May SS Elly De La Cruz,,Dylan Beavers,OF,37.04%,5
7,5210160195,genosucks1,0,146.6,1B Sal Stewart 2B Matt McLain 3B Tommy White C Tyler Stephenson OF JJ Bleday OF Henry Bolte OF Wade Meckler P Dylan Cease P Nolan McLean SS Elly De La Cruz,,Jackson Holliday,2B,35.02%,2
7,5210162026,sugewhite41,0,146.6,1B Sal Stewart 2B Jackson Holliday 3B Tommy White C Tyler Stephenson OF JJ Bleday OF Carson Benge OF Hector Rodriguez P Dylan Cease P Nolan McLean SS Elly De La Cruz,,Sal Stewart,1B,34.01%,19
9,5210156977,bfinney09,0,146.55,1B Sal Stewart 2B Jackson Holliday 3B Eugenio Suarez C Tyler Stephenson OF JJ Bleday OF Luis Robert Jr. OF Dylan Beavers P Dylan Cease P Andrew Abbott SS Elly De La Cruz,,Nolan McLean,P,31.99%,14.65
10,5210163835,Dumpsterfire24,0,144.6,1B Pete Alonso 2B Matt McLain 3B Eugenio Suarez C Luis Torrens OF JJ Bleday OF Noelvi Marte OF Wade Meckler P Dylan Cease P Nolan McLean SS Elly De La Cruz,,Dustin May,P,30.30%,19.3
10,5210178069,lizamado,0,144.6,1B Sal Stewart 2B Matt McLain 3B Bo Bichette C Jonah Heim OF JJ Bleday OF Garrett Mitchell OF Hector Rodriguez P Dylan Cease P Nolan McLean SS Francisco Lindor,,Henry Bolte,OF,25.93%,5
12,5210160675,jayjay062511,0,144.25,1B Sal Stewart 2B Jeremiah Jackson 3B Eugenio Suarez C Tyler Stephenson OF Tyler Soderstrom OF JJ Bleday OF Henry Bolte P Dylan Cease P Dustin May SS Elly De La Cruz,,Christian Encarnacion-Strand,3B,25.59%,2
13,5210162857,bpaletta,0,143.25,1B Sal Stewart 2B Matt McLain 3B Bo Bichette C Tyler Stephenson OF Pete Crow-Armstrong OF Chase DeLauter OF Carson Benge P Brandon Young P Dustin May SS Elly De La Cruz,,Brandon Young,P,25.59%,6.95
14,5210177803,mitchellmorse30,0,143.2,1B Pete Alonso 2B Marcus Semien 3B Bo Bichette C Francisco Alvarez OF Luis Robert Jr. OF Dylan Beavers OF Colton Cowser P Dylan Cease P Braxton Ashcraft SS Francisco Lindor,,Pete Crow-Armstrong,OF,21.89%,15
15,5210166328,NC_Flyinsolo,0,142.6,1B Nolan Schanuel 2B Vaughn Grissom 3B David Hamilton C Tyler Stephenson OF JJ Bleday OF Chase DeLauter OF Wade Meckler P Dylan Cease P Nolan McLean SS Elly De La Cruz,,Gunnar Henderson,SS,20.88%,6
15,5210186539,Bhogan2979,0,142.6,1B Pete Alonso 2B Marcus Semien 3B Kazuma Okamoto C Tyler Stephenson OF Seiya Suzuki OF JJ Bleday OF Carson Benge P Nolan McLean P Brandon Young SS Francisco Lindor,,Jonah Heim,C,20.20%,7
17,5210179512,dkbhakta24,0,142.25,1B Pete Alonso 2B Vaughn Grissom 3B Eugenio Suarez C Tyler Stephenson OF JJ Bleday OF Luis Robert Jr. OF Dylan Beavers P Dylan Cease P Dustin May SS Elly De La Cruz,,Eugenio Suarez,3B,20.20%,11
18,5210156553,gumutown,0,142.2,1B Sal Stewart 2B Matt McLain 3B Bo Bichette C Tyler Stephenson OF Tyler Soderstrom OF JJ Bleday OF Henry Bolte P Dylan Cease P David Peterson SS Elly De La Cruz,,Foster Griffin,P,16.84%,5.6
19,5210177526,dliver1,0,141.9,1B Sal Stewart 2B Ernie Clement 3B Eugenio Suarez C Tyler Stephenson OF JJ Bleday OF Luis Robert Jr. OF Henry Bolte P Dylan Cease P Brandon Young SS Elly De La Cruz,,Mike Trout,OF,16.16%,2
20,5210175204,agreen861,0,139.6,1B Sal Stewart 2B Matt McLain 3B Tommy White C Tyler Stephenson OF Pete Crow-Armstrong OF Wade Meckler OF Hector Rodriguez P Dylan Cease P Nolan McLean SS Elly De La Cruz,,Hector Rodriguez,OF,15.49%,2
