Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,5220393360,Tarheels3,0,171.7,1B Alec Bohm 2B Xavier Edwards 3B Javier Sanoja C Agustin Ramirez OF Corbin Carroll OF Heriberto Hernandez OF Esteury Ruiz P Dylan Cease P Christian Scott SS Francisco Lindor,,Dylan Cease,P,58.10%,27.25
2,5220387062,sweetp3t3,0,169.7,1B Alec Bohm 2B Xavier Edwards 3B Javier Sanoja C Agustin Ramirez OF Bryce Harper OF Heriberto Hernandez OF Justin Crawford P Dylan Cease P Christian Scott SS Otto Lopez,,Francisco Lindor,SS,39.37%,7
3,5220505868,Drew8513,0,167.55,1B Jared Young 2B Xavier Edwards 3B Javier Sanoja C Agustin Ramirez OF Kody Clemens OF Heriberto Hernandez OF Esteury Ruiz P Dylan Cease P Eury Perez SS Francisco Lindor,,Eury Perez,P,37.41%,19.3
4,5220625015,jkelner,0,165.55,1B Alec Bohm 2B Xavier Edwards 3B Javier Sanoja C Agustin Ramirez OF Corbin Carroll OF Heriberto Hernandez OF Tim Tawa P Dylan Cease P Eury Perez SS Otto Lopez,,Corbin Carroll,OF,27.09%,8
5,5220313250,bbrvan,0,164.55,1B Jared Young 2B Xavier Edwards 3B Bo Bichette C Agustin Ramirez OF Heriberto Hernandez OF Esteury Ruiz OF Javier Sanoja P Dylan Cease P Eury Perez SS Francisco Lindor,,Carson Benge,OF,25.07%,0
6,5220211966,LOCNOTM,0,161.55,1B Jared Young 2B Xavier Edwards 3B Manny Machado C Agustin Ramirez OF Heriberto Hernandez OF Luis Rengifo OF Javier Sanoja P Dylan Cease P Eury Perez SS Otto Lopez,,Sean Burke,P,25.07%,0.95
7,5220514729,broncos21,0,160.7,1B Rafael Flores Jr. 2B Xavier Edwards 3B Javier Sanoja C Agustin Ramirez OF Bryan Reynolds OF Jake Mangum OF Heriberto Hernandez P Dylan Cease P Christian Scott SS Otto Lopez,,Heriberto Hernandez,OF,24.28%,20
7,5220619609,madballnj,0,160.7,1B Alec Bohm 2B Luis Arraez 3B Leo Jimenez C Agustin Ramirez OF Bryce Harper OF Heriberto Hernandez OF Javier Sanoja P Dylan Cease P Christian Scott SS Otto Lopez,,Christian Scott,P,23.95%,21.45
9,5220172816,ivymoose,0,159.55,1B Alec Bohm 2B Luis Arraez 3B Bryson Stott C Agustin Ramirez OF Heriberto Hernandez OF Javier Sanoja OF Edmundo Sosa P Dylan Cease P Eury Perez SS Otto Lopez,,Agustin Ramirez,C,23.22%,21
10,5220389464,Wanna_Square_Up1567,0,157.7,1B Matt Olson 2B Bryson Stott 3B Leo Jimenez C Agustin Ramirez OF Michael Harris II OF Heriberto Hernandez OF Javier Sanoja P Dylan Cease P Christian Scott SS Otto Lopez,,Jared Young,1B,22.77%,12
11,5220465785,dvjr1983,0,155.55,1B Jared Young 2B Xavier Edwards 3B Bo Bichette C Agustin Ramirez OF Carson Benge OF Heriberto Hernandez OF Javier Sanoja P Dylan Cease P Ryan Weathers SS Otto Lopez,,A.J. Ewing,OF,19.01%,2
12,5220568308,boundsb2323,0,154.7,1B Josh Bell 2B Royce Lewis 3B Brooks Lee C Agustin Ramirez OF Kody Clemens OF Trevor Larnach OF Javier Sanoja P Dylan Cease P Christian Scott SS Francisco Lindor,,Gabriel Moreno,C,15.26%,14
13,5220675506,fantasynerd,0,154.6,1B Matt Olson 2B Brett Baty 3B Alec Bohm C Agustin Ramirez OF Ronald Acuna Jr. OF Heriberto Hernandez OF Mike Yastrzemski P Eury Perez P Ryan Weathers SS Francisco Lindor,,Kyle Schwarber,1B,13.74%,9
14,5220557045,dhmo831,0,154.55,1B Abimelec Ortiz 2B Xavier Edwards 3B Leo Jimenez C Agustin Ramirez OF Bryce Harper OF Heriberto Hernandez OF Javier Sanoja P Dylan Cease P Eury Perez SS Francisco Lindor,,Bryce Harper,OF,12.90%,9
15,5220567846,cheeseisgood,0,154.05,1B Matt Olson 2B Xavier Edwards 3B Javier Sanoja C Agustin Ramirez OF Corbin Carroll OF Heriberto Hernandez OF Mike Yastrzemski P Dylan Cease P Dean Kremer SS Otto Lopez,,Bryson Stott,3B,12.84%,5
