Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,5216285296,stingerz22 (11/20),0,210.05,1B Shohei Ohtani 2B Jazz Chisholm Jr. 3B Ryan McMahon C Salvador Perez OF Ronald Acuna Jr. OF Trent Grisham OF Spencer Jones P Tyler Mahle P Luis Castillo SS Corey Seager,,Tyler Mahle,P,39.50%,27.1
2,5216167969,HahamHanukah (16/20),0,203.05,1B Ben Rice 2B Cole Young 3B Brendan Donovan C Cal Raleigh OF Randy Arozarena OF Trent Grisham OF Dominic Canzone P Tyler Mahle P Luis Castillo SS Corey Seager,,Luis Castillo,P,32.72%,37.95
3,5215959404,shawnsullivanjr13 (2/20),0,202.15,1B Ben Rice 2B Jazz Chisholm Jr. 3B Colson Montgomery C Austin Wells OF Shohei Ohtani OF Trent Grisham OF Spencer Jones P Tyler Mahle P Eric Lauer SS Corey Seager,,Jose Soriano,P,25.55%,15.9
4,5216016242,Satch65 (12/20),0,201.05,1B Ben Rice 2B Jazz Chisholm Jr. 3B Nick Loftin C Austin Wells OF Shohei Ohtani OF Trent Grisham OF Dominic Canzone P Tyler Mahle P Luis Castillo SS Corey Seager,,Shohei Ohtani,OF,23.68%,19
4,5216475924,DigitalDreams (2/16),0,201.05,1B Ben Rice 2B Jazz Chisholm Jr. 3B Ryan McMahon C Cal Raleigh OF Ronald Acuna Jr. OF Trent Grisham OF Spencer Jones P Tyler Mahle P Luis Castillo SS Colson Montgomery,,Ozzie Albies,2B,22.22%,0
6,5216299823,Fluffhead017 (9/20),0,200,1B Ben Rice 2B Jazz Chisholm Jr. 3B Colson Montgomery C Austin Wells OF Shohei Ohtani OF Trent Grisham OF Spencer Jones P Luis Castillo P Eric Lauer SS Zach Neto,,Brandon Nimmo,OF,21.85%,0
7,5216363352,ninersgal707 (5/20),0,199.05,1B Ben Rice 2B Jazz Chisholm Jr. 3B Colson Montgomery C Austin Wells OF Trent Grisham OF Sam Antonacci OF Spencer Jones P Tyler Mahle P Luis Castillo SS Bobby Witt Jr.,,Eric Lauer,P,21.23%,24.05
7,5216450459,hightower104 (3/20),0,199.05,1B Ben Rice 2B Jazz Chisholm Jr. 3B Colson Montgomery C Salvador Perez OF Trent Grisham OF Heliot Ramos OF Spencer Jones P Tyler Mahle P Luis Castillo SS Corey Seager,,Corey Seager,SS,20.96%,22
9,5216099179,chrisspags (13/20),0,198.05,1B Ben Rice 2B Jazz Chisholm Jr. 3B Ryan McMahon C Elias Diaz OF Mike Trout OF Trent Grisham OF Spencer Jones P Tyler Mahle P Luis Castillo SS Bobby Witt Jr.,,Will Warren,P,20.86%,-1
9,5216284817,PopFlyBoy,0,198.05,1B Ben Rice 2B Jazz Chisholm Jr. 3B Colson Montgomery C Drake Baldwin OF Trent Grisham OF Spencer Jones OF Tristan Peters P Tyler Mahle P Luis Castillo SS George Lombard Jr.,,Ranger Suarez,P,20.76%,9.05
11,5216063255,denzelsausageton (5/5),0,197.05,1B Ben Rice 2B Jazz Chisholm Jr. 3B Ryan McMahon C Austin Wells OF Shohei Ohtani OF Trent Grisham OF Sam Antonacci P Tyler Mahle P Luis Castillo SS Colson Montgomery,,Munetaka Murakami,1B,19.81%,2
12,5216190841,jakelabranche (20/20),0,196.05,1B Luis Garcia Jr. 2B Ozzie Albies 3B Austin Riley C Austin Wells OF Ronald Acuna Jr. OF Trent Grisham OF Spencer Jones P Tyler Mahle P Luis Castillo SS Corey Seager,,Andy Pages,OF,19.33%,3
12,5216277492,SpeedRacer101 (15/20),0,196.05,1B Ben Rice 2B Jazz Chisholm Jr. 3B Ryan McMahon C Cal Raleigh OF Julio Rodriguez OF Trent Grisham OF Taylor Ward P Tyler Mahle P Luis Castillo SS Corey Seager,,Jazz Chisholm Jr.,2B,19.01%,9
12,5216291419,AMayberry23 (2/20),0,196.05,1B Ben Rice 2B Jazz Chisholm Jr. 3B Ryan McMahon C Austin Wells OF Shohei Ohtani OF Kyle Tucker OF Trent Grisham P Tyler Mahle P Luis Castillo SS Corey Seager,,Bryce Miller,P,18.64%,8.1
12,5216431242,Prestonite,0,196.05,1B Ben Rice 2B Jazz Chisholm Jr. 3B Brendan Donovan C Cal Raleigh OF Randy Arozarena OF Julio Rodriguez OF Trent Grisham P Tyler Mahle P Luis Castillo SS George Lombard Jr.,,Colson Montgomery,3B,17.51%,9
16,5215993370,the803goat (20/20),0,196,1B Ben Rice 2B Jazz Chisholm Jr. 3B Austin Riley C Austin Wells OF Shohei Ohtani OF Trent Grisham OF Spencer Jones P Jose Soriano P Tyler Mahle SS Miguel Rojas,,Elly De La Cruz,SS,17.36%,0
17,5216190830,jakelabranche (9/20),0,195.25,1B Ben Rice 2B Jazz Chisholm Jr. 3B Ryan McMahon C Salvador Perez OF Shohei Ohtani OF Trent Grisham OF Spencer Jones P Luis Castillo P George Klassen SS Bobby Witt Jr.,,Ronald Acuna Jr.,OF,17.36%,16
18,5216454425,welchy81 (9/20),0,195.05,1B Freddie Freeman 2B Jazz Chisholm Jr. 3B Colson Montgomery C Austin Wells OF Shohei Ohtani OF Trent Grisham OF Spencer Jones P Tyler Mahle P Luis Castillo SS Mookie Betts,,Kyle Tucker,OF,15.85%,2
19,5216484919,Webedawgs (8/20),0,193,1B Ben Rice 2B Jazz Chisholm Jr. 3B Colson Montgomery C Drew Romo OF Trent Grisham OF Heliot Ramos OF Spencer Jones P Ranger Suarez P Luis Castillo SS Corey Seager,,Sam Antonacci,OF,15.04%,16
20,5216449730,GreenTailShiner (5/20),0,191.85,1B Ben Rice 2B Jazz Chisholm Jr. 3B Ryan McMahon C Moises Ballesteros OF Mike Trout OF Trent Grisham OF Spencer Jones P Jose Soriano P Luis Castillo SS Zach Neto,,Bobby Witt Jr.,SS,14.42%,8
21,5216159747,dallas1fan21 (15/16),0,191.05,1B Ben Rice 2B Jazz Chisholm Jr. 3B Ryan McMahon C Cal Raleigh OF Randy Arozarena OF Julio Rodriguez OF Dominic Canzone P Tyler Mahle P Luis Castillo SS Corey Seager,,Drake Baldwin,C,14.33%,11
21,5216291426,AMayberry23 (9/20),0,191.05,1B Ben Rice 2B Jazz Chisholm Jr. 3B Ryan McMahon C Austin Wells OF Shohei Ohtani OF Ronald Acuna Jr. OF Spencer Jones P Tyler Mahle P Luis Castillo SS Mookie Betts,,Cole Young,2B,14.18%,5
21,5216411954,mack69 (16/20),0,191.05,1B Ben Rice 2B Jazz Chisholm Jr. 3B Ryan McMahon C Austin Wells OF Shohei Ohtani OF Ronald Acuna Jr. OF Spencer Jones P Tyler Mahle P Luis Castillo SS Mookie Betts,,Mookie Betts,SS,13.24%,19
24,5216495203,nauldyboy (1/20),0,190,1B Ben Rice 2B Jazz Chisholm Jr. 3B Ryan McMahon C Austin Wells OF Shohei Ohtani OF Kyle Tucker OF Trent Grisham P Luis Castillo P Eric Lauer SS Mookie Betts,,Ezequiel Duran,3B,12.55%,0
25,5216463706,jrow01,0,189.85,1B Ben Rice 2B Jazz Chisholm Jr. 3B Ryan McMahon C Cal Raleigh OF Randy Arozarena OF Julio Rodriguez OF Trent Grisham P Jose Soriano P Luis Castillo SS George Lombard Jr.,,Trent Grisham,OF,12.11%,39
26,5216183810,jabbo123 (6/20),0,189.05,1B Ben Rice 2B Cole Young 3B Brendan Donovan C Cal Raleigh OF Randy Arozarena OF Trent Grisham OF Dominic Canzone P Tyler Mahle P Luis Castillo SS Bobby Witt Jr.,,Cal Raleigh,C,11.96%,7
26,5216508860,anxiousadams41 (18/20),0,189.05,1B Ben Rice 2B Jazz Chisholm Jr. 3B Ryan McMahon C Salvador Perez OF Jac Caglianone OF Trent Grisham OF Spencer Jones P Tyler Mahle P Luis Castillo SS Bobby Witt Jr.,,Max Muncy,3B,11.86%,0
28,5216273969,ctrain03 (2/20),0,189,1B Ben Rice 2B Jazz Chisholm Jr. 3B Ryan McMahon C Austin Wells OF Shohei Ohtani OF Trent Grisham OF Luis Robert Jr. P Ranger Suarez P Luis Castillo SS Mookie Betts,,Salvador Perez,C,11.49%,7
29,5216389978,Yunghogg_Htx (13/15),0,188.05,1B Shohei Ohtani 2B Jazz Chisholm Jr. 3B Max Muncy C Austin Wells OF Trent Grisham OF Dominic Canzone OF Spencer Jones P Tyler Mahle P Luis Castillo SS Zach Neto,,Chase Meidroth,2B,11.30%,19
29,5216444248,hittinmiddle (4/18),0,188.05,1B Ben Rice 2B Jazz Chisholm Jr. 3B Max Muncy C Austin Wells OF Andy Pages OF Trent Grisham OF Spencer Jones P Tyler Mahle P Luis Castillo SS Mookie Betts,,Andrew Benintendi,OF,10.71%,0
31,5216117925,tpolak25 (3/20),0,187.05,1B Munetaka Murakami 2B Jazz Chisholm Jr. 3B Austin Riley C Austin Wells OF Shohei Ohtani OF Trent Grisham OF Andrew Benintendi P Tyler Mahle P Luis Castillo SS Corey Seager,,Eugenio Suarez,3B,10.68%,0
31,5216190840,jakelabranche (19/20),0,187.05,1B Shohei Ohtani 2B Jazz Chisholm Jr. 3B Caleb Durbin C Austin Wells OF Trent Grisham OF Jarren Duran OF Spencer Jones P Tyler Mahle P Luis Castillo SS Bobby Witt Jr.,,Joc Pederson,1B,9.97%,7
31,5216217436,Elwaysarmy (17/20),0,187.05,1B Ben Rice 2B Cole Young 3B Brendan Donovan C Cal Raleigh OF Julio Rodriguez OF Trent Grisham OF Dominic Canzone P Tyler Mahle P Luis Castillo SS Bobby Witt Jr.,,JJ Bleday,OF,9.79%,0
34,5216517523,jabberjaww (4/20),0,187,1B Ben Rice 2B Cole Young 3B Brendan Donovan C Cal Raleigh OF Shohei Ohtani OF Julio Rodriguez OF Trent Grisham P Luis Castillo P Eric Lauer SS Colson Montgomery,,Shohei Ohtani,1B,9.64%,19
35,5216496910,Bane2930 (4/7),0,186.4,1B Ben Rice 2B Jazz Chisholm Jr. 3B Ryan McMahon C Drake Baldwin OF Ronald Acuna Jr. OF Trent Grisham OF Spencer Jones P Tyler Mahle P George Klassen SS Colson Montgomery,,Francisco Lindor,SS,9.35%,0
36,5215947486,dentiddo (19/20),0,186.05,1B Luis Garcia Jr. 2B Cole Young 3B Ernie Clement C Sean Murphy OF Ronald Acuna Jr. OF Randy Arozarena OF Trent Grisham P Tyler Mahle P Luis Castillo SS Corey Seager,,Miguel Rojas,2B,9.00%,9
36,5216002611,j12forheisman (10/20),0,186.05,1B Ben Rice 2B Jazz Chisholm Jr. 3B Ryan McMahon C Salvador Perez OF Kyle Tucker OF Trent Grisham OF Spencer Jones P Tyler Mahle P Luis Castillo SS Bobby Witt Jr.,,Austin Wells,C,8.98%,7
36,5216012128,TroyGilly91 (7/10),0,186.05,1B Shohei Ohtani 2B Cole Young 3B Colson Montgomery C Hunter Feduccia OF Randy Arozarena OF Julio Rodriguez OF Dominic Canzone P Tyler Mahle P Luis Castillo SS Mookie Betts,,Adley Rutschman,C,8.81%,2
36,5216140305,rsumrall (1/20),0,186.05,1B Ben Rice 2B Jazz Chisholm Jr. 3B Brendan Donovan C Cal Raleigh OF Randy Arozarena OF Julio Rodriguez OF Trent Grisham P Tyler Mahle P Luis Castillo SS Colt Emerson,,Dominic Canzone,OF,8.73%,17
40,5216269161,mrclean913 (5/20),0,185.85,1B Ben Rice 2B Jazz Chisholm Jr. 3B Brendan Donovan C Austin Wells OF Julio Rodriguez OF Trent Grisham OF Spencer Jones P Jose Soriano P Luis Castillo SS Bobby Witt Jr.,,Mike Trout,OF,8.53%,18
41,5215966918,AverageTuesday (6/20),0,185.05,1B Ben Rice 2B Ozzie Albies 3B Austin Riley C Drake Baldwin OF Michael Harris II OF Trent Grisham OF Spencer Jones P Tyler Mahle P Luis Castillo SS Mauricio Dubon,,Braden Montgomery,OF,8.41%,3
41,5216006988,az350z (19/20),0,185.05,1B Ben Rice 2B Jazz Chisholm Jr. 3B Caleb Durbin C Moises Ballesteros OF Mike Trout OF Trent Grisham OF Wade Meckler P Tyler Mahle P Luis Castillo SS Zach Neto,,Matt Olson,1B,8.23%,0
41,5216291427,AMayberry23 (10/20),0,185.05,1B Freddie Freeman 2B Jazz Chisholm Jr. 3B Ryan McMahon C Austin Wells OF Shohei Ohtani OF Trent Grisham OF Spencer Jones P Tyler Mahle P Luis Castillo SS Bobby Witt Jr.,,Ben Rice,1B,7.99%,23
44,5216058948,nlowejr (11/20),0,185,1B Ben Rice 2B Cole Young 3B Brendan Donovan C Cal Raleigh OF Randy Arozarena OF Trent Grisham OF Dominic Canzone P Ranger Suarez P Luis Castillo SS Corey Seager,,Evan Carter,OF,7.82%,5
45,5216502123,Skralph (12/20),0,184.85,1B Ben Rice 2B Jazz Chisholm Jr. 3B Colson Montgomery C Salvador Perez OF Trent Grisham OF Heliot Ramos OF Spencer Jones P Jose Soriano P Luis Castillo SS Mookie Betts,,Julio Rodriguez,OF,7.40%,18
46,5215981892,cphorgan (12/20),0,184.25,1B Ben Rice 2B Jazz Chisholm Jr. 3B Colson Montgomery C Austin Wells OF Shohei Ohtani OF Kyle Tucker OF Trent Grisham P Luis Castillo P George Klassen SS Mookie Betts,,Francisco Alvarez,C,7.32%,0
47,5216114511,cptnspaulding (1/20),0,183.15,1B Matt Olson 2B Ozzie Albies 3B Austin Riley C Drake Baldwin OF Ronald Acuna Jr. OF Trent Grisham OF Spencer Jones P Tyler Mahle P Eric Lauer SS Mookie Betts,,George Klassen,P,7.20%,19.3
48,5215947474,dentiddo (7/20),0,183.05,1B Shohei Ohtani 2B Chase Meidroth 3B Max Muncy C Drew Romo OF Andy Pages OF Trent Grisham OF Teoscar Hernandez P Tyler Mahle P Luis Castillo SS Mookie Betts,,Wilyer Abreu,OF,7.18%,7
