Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,5214801931,JASON481,0,168.9,1B Yandy Diaz 2B Jeff McNeil 3B Junior Caminero C Gabriel Moreno OF Mike Trout OF Jung Hoo Lee OF Chandler Simpson P Michael Soroka P Blade Tidwell SS Zach Neto,,Tarik Skubal,P,62.91%,13.05
2,5214791737,Nealkid1,0,157.7,1B Yandy Diaz 2B Jeff McNeil 3B Nolan Arenado C Gabriel Moreno OF Lawrence Butler OF Corbin Carroll OF Tim Tawa P MacKenzie Gore P Reid Detmers SS Geraldo Perdomo,,Geraldo Perdomo,SS,29.44%,4
3,5214793440,Merlotbroham,0,157.3,1B Jonathan Aranda 2B Ketel Marte 3B Yandy Diaz C Gabriel Moreno OF Jonny DeLuca OF Corbin Carroll OF Chandler Simpson P Hayden Wesneski P Blade Tidwell SS Geraldo Perdomo,,MacKenzie Gore,P,24.31%,24.4
4,5214714176,TACOWATER1,0,156.15,1B Jonathan Aranda 2B Jeff McNeil 3B Yandy Diaz C Gabriel Moreno OF Jake McCarthy OF Tyler Soderstrom OF Jackson Chourio P MacKenzie Gore P Blade Tidwell SS Jacob Wilson,,Junior Caminero,3B,24.05%,18
5,5214775575,KarrosHair,0,155.20001,1B Jeff McNeil 2B Ketel Marte 3B Nolan Arenado C Gabriel Moreno OF Lars Nootbaar OF Zack Gelof OF Tyler Soderstrom P Tarik Skubal P Jacob Lopez SS Jacob Wilson,,Gabriel Moreno,C,23.89%,19
6,5214789832,gotebo83,0,154.05,1B Yandy Diaz 2B Justin Foscue 3B Junior Caminero C Gabriel Moreno OF Jonny DeLuca OF Corbin Carroll OF Chandler Simpson P Freddy Peralta P Blade Tidwell SS Geraldo Perdomo,,Reid Detmers,P,22.79%,19.3
7,5214733967,rybutts13,0,152.20001,1B Jeff McNeil 2B Ketel Marte 3B Nolan Arenado C Gabriel Moreno OF Lars Nootbaar OF Zack Gelof OF Corbin Carroll P Tarik Skubal P Jacob Lopez SS Jacob Wilson,,Jeff McNeil,2B,22.04%,15
8,5214796800,SadKeith,0,149.7,1B Yandy Diaz 2B Osleivis Basabe 3B Junior Caminero C Elias Diaz OF Corbin Carroll OF Cam Smith OF Chandler Simpson P Freddy Peralta P MacKenzie Gore SS Willy Adames,,Logan Henderson,P,21.19%,18.65
9,5214797707,twawac,0,149.45,1B Jonathan Aranda 2B Ketel Marte 3B Nolan Arenado C Gabriel Moreno OF Lars Nootbaar OF Jonny DeLuca OF Ryan Waldschmidt P Michael Soroka P Reid Detmers SS Taylor Walls,,Ryan Vilade,OF,18.59%,4
10,5214136049,dwilliamsmma,0,148.7,1B Jeff McNeil 2B Ketel Marte 3B Zack Gelof C Gabriel Moreno OF Carlos Cortes OF Corbin Carroll OF Ryan Waldschmidt P MacKenzie Gore P Reid Detmers SS Geraldo Perdomo,,Yandy Diaz,1B,18.00%,26
