home_team,pitch_type,total_pitches,avg_xwOBA
LAD,FC,67,0.5191666666666667
LAD,SI,271,0.3906512340425532
LAD,CU,173,0.38564569444444446
LAD,FF,727,0.38293454491017964
LAD,CH,177,0.33400437499999996
LAD,SL,446,0.27885218749999996
LAD,FS,105,0.163543125
LAD,ST,103,0.1623913043478261
LAD,KC,31,0.123
