"fantasyPointsRank","playerName","teamName","position","byeWeek","games","fantasyPoints","auctionValue","passComp","passAtt","passYds","passTd","passInt","passSacked","rushAtt","rushYds","rushTd","recvTargets","recvReceptions","recvYds","recvTd","fumbles","fumblesLost","twoPt","returnYds","returnTd","fgMade019","fgAtt019","fgMade2029","fgAtt2029","fgMade3039","fgAtt3039","fgMade4049","fgAtt4049","fgMade50plus","fgAtt50plus","patMade","patAtt","dstSacks","dstSafeties","dstInt","dstFumblesForced","dstFumblesRecovered","dstTd","dstReturnYds","dstReturnTd","dstPts0","dstPts16","dstPts713","dstPts1420","dstPts2127","dstPts2834","dstPts35plus","idpTacklesSolo","idpTacklesAssist","idpSacks","idpTacklesForLoss","idpPassDefended","idpInt","idpFumblesForced","idpFumblesRecovered","idpSafeties","idpTd"
"244","Dontayvion Wicks","PHI","wr","10","17","67.7","0","0","0","0","0","0","0","0","0","0","49.4577","31.5065","380.834","2.3217","0.3396","0.1874","0.1535","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"245","Jawhar Jordan","HST","rb","8","17","25.3","0","0","0","0","0","0","0","21.6285","91.7142","0.5262","11.9372","9.607","66.3937","0.301","0.3961","0.1858","0.0519","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"246","Connor Heyward","LV","rb","13","17","25.2","0","0","0","0","0","0","0","3.1623","12.7774","0.0944","19.8709","15.5536","117.8583","0.6595","0.2104","0.1113","0.0508","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"247","Will Shipley","PHI","rb","10","17","23.8","0","0","0","0","0","0","0","15.7899","65.3936","0.4777","11.8269","9.697","66.9186","0.3287","0.3181","0.1516","0.056","707.4258","0.1808","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"248","Isaiah Williams","NYJ","wr","13","17","66.1","0","0","0","0","0","0","0","1.5642","9.3588","0.0344","49.896","36.2285","334.6228","1.8558","0.4117","0.2248","0.1144","868.3564","0.4174","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"249","Jake Tonges","SF","te","8","17","45.6","0","0","0","0","0","0","0","0","0","0","30.7002","23.1022","234.3206","1.7774","0.249","0.1374","0.0903","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"250","Kyle Juszczyk","SF","rb","8","17","23.3","0","0","0","0","0","0","0","3.8636","15.7387","0.1241","16.6243","13.3031","108.8982","0.5897","0.1957","0.1021","0.0526","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"251","Joshua Palmer","BUF","wr","7","17","65.2","0","0","0","0","0","0","0","0","0","0","46.8928","29.9303","376.4254","2.1053","0.3226","0.1781","0.1508","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"252","Eli Stowers","PHI","te","10","17","44.6","0","0","0","0","0","0","0","3.5089","21.1755","0.1832","29.5671","22.158","213.8905","1.5129","0.2863","0.1527","0.0961","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"253","Christian Kirk","SF","wr","8","17","64.6","0","0","0","0","0","0","0","0","0","0","46.4333","31.4181","360.7995","2.1525","0.3387","0.1869","0.1335","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"254","Travis Homer","PIT","rb","9","17","22.1","0","0","0","0","0","0","0","23.5862","97.7094","0.6615","7.6222","6.0676","41.7712","0.2272","0.3844","0.1764","0.0479","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"255","Roman Wilson","PIT","wr","9","17","64.2","0","0","0","0","0","0","0","0","0","0","47.4924","29.0185","356.4099","2.3585","0.3128","0.1726","0.1202","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"256","Devin Singletary","NYG","rb","8","17","21.8","0","0","0","0","0","0","0","21.6561","91.859","0.7353","7.7341","6.3769","42.4795","0.1668","0.3616","0.1668","0.0451","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"257","LeQuint Allen","JAX","rb","7","17","21.7","0","0","0","0","0","0","0","10.9708","45.3885","0.3255","13.0212","10.5951","71.119","0.3562","0.2626","0.1283","0.0487","530.4045","0.1356","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"258","Tank Dell","HST","wr","8","17","63.4","0","0","0","0","0","0","0","9.5165","55.3508","0.3584","41.4961","25.7589","318.9597","1.8511","0.4064","0.2099","0.1121","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"259","Tyler Goodson","ATL","rb","11","17","21.1","0","0","0","0","0","0","0","24.6067","102.2729","0.6989","5.9907","4.8069","34.1777","0.1873","0.3846","0.175","0.0437","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"260","Darius Slayton","NYG","wr","8","17","63.2","0","0","0","0","0","0","0","0","0","0","48.062","29.2983","369.4766","1.9415","0.3158","0.1743","0.1279","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"261","James Conner","ARZ","rb","14","17","20.8","0","0","0","0","0","0","0","22.5859","98.0439","0.7524","5.9551","4.9302","32.5467","0.1757","0.3586","0.1637","0.042","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"262","Pat Bryant","DEN","wr","10","17","62.7","0","0","0","0","0","0","0","0","0","0","47.7277","31.7951","348.8929","2.0095","0.3427","0.1892","0.119","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"263","Hunter Luepke","DAL","rb","14","17","20.1","0","0","0","0","0","0","0","7.8319","32.5966","0.2281","13.3714","10.7958","76.1747","0.4375","0.2223","0.1108","0.0462","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"264","Demond Claiborne","MIN","rb","6","17","19.7","0","0","0","0","0","0","0","15.9531","68.9106","0.5056","8.8797","7.1572","48.5364","0.2552","0.2929","0.1375","0.0407","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"265","Cole Kmet","CHI","te","10","17","40.6","0","0","0","0","0","0","0","0","0","0","30.4965","21.8731","206.947","1.5089","0.2358","0.1301","0.0796","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"266","Omar Cooper Jr.","NYJ","wr","13","17","60.7","0","0","0","0","0","0","0","0.7821","4.6794","0.031","42.525","27.7218","343.9405","1.9962","0.3094","0.1696","0.0969","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"267","Tyler Higbee","LA","te","11","17","40.1","0","0","0","0","0","0","0","0","0","0","29.0948","21.2032","205.6726","1.4987","0.2286","0.1261","0.0831","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"268","Tommy Tremble","CAR","te","5","17","40","0","0","0","0","0","0","0","0","0","0","30.4475","22.3793","201.795","1.4654","0.2412","0.1331","0.0729","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"269","Troy Franklin","DEN","wr","10","17","60.1","0","0","0","0","0","0","0","1.6777","10.0152","0.0531","43.0138","26.4066","325.4167","2.1885","0.3073","0.1671","0.1091","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"270","Jackson Hawes","BUF","te","7","17","39.4","0","0","0","0","0","0","0","0","0","0","27.0323","20.4087","198.5333","1.5672","0.22","0.1214","0.0869","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"271","Olamide Zaccheaus","ATL","wr","11","17","59.1","0","0","0","0","0","0","0","0","0","0","43.7323","30.1515","317.277","2.0667","0.325","0.1794","0.1091","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"272","Oronde Gadsden II","LAC","te","7","17","37.3","0","0","0","0","0","0","0","0","0","0","26.5046","18.6765","194.0107","1.4461","0.2013","0.1111","0.0675","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"273","Seth McGowan","IND","rb","13","17","15.1","0","0","0","0","0","0","0","13.9677","60.5532","0.4911","5.5725","4.4334","31.1551","0.1608","0.2367","0.1095","0.0319","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"274","Ted Hurst","TB","wr","10","17","56.6","0","0","0","0","0","0","0","0","0","0","39.5492","25.6877","316.4103","2.038","0.2769","0.1528","0.1071","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"275","Dylan Laube","LV","rb","13","17","13.8","0","0","0","0","0","0","0","11.8586","47.2722","0.2896","5.6774","4.5933","32.2618","0.1525","0.2099","0.0979","0.0265","706.015","0.1804","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"276","Emanuel Wilson","SEA","rb","11","6","13.5","0","0","0","0","0","0","0","18.6402","80.0425","0.5776","1.9498","1.6522","11.1617","0.0525","0.2699","0.1207","0.0267","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"277","Jeremy McNichols","WAS","rb","7","17","12.9","0","0","0","0","0","0","0","11.5959","49.8818","0.3637","5.3291","4.3937","29.621","0.1206","0.2042","0.0951","0.0285","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"278","Durham Smythe","BLT","te","13","17","34.6","0","0","0","0","0","0","0","0","0","0","24.2955","18.2491","168.4198","1.4468","0.1967","0.1086","0.0827","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"279","Austin Hooper","ATL","te","11","17","34.2","0","0","0","0","0","0","0","0","0","0","24.562","17.9573","175.8519","1.2887","0.1936","0.1068","0.0613","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"280","Will Kacmarek","MIA","te","6","17","34.2","0","0","0","0","0","0","0","0","0","0","24.5196","17.984","182.1752","1.1813","0.1939","0.107","0.0661","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"281","Oscar Delp","NO","te","8","17","33.8","0","0","0","0","0","0","0","0","0","0","24.9081","18.3112","175.7834","1.1925","0.1974","0.1089","0.0575","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"282","Lew Nichols","PIT","rb","9","17","11.5","0","0","0","0","0","0","0","7.8621","33.9792","0.2493","5.8633","4.6642","32.1912","0.1937","0.1566","0.0745","0.0244","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"283","Devontez Walker","BLT","wr","13","17","53.7","0","0","0","0","0","0","0","0","0","0","34.9248","21.186","304.4097","2.1131","0.2284","0.126","0.1189","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"284","Treylon Burks","WAS","wr","7","17","53.6","0","0","0","0","0","0","0","0","0","0","39.435","24.1139","301.7616","1.9062","0.2599","0.1435","0.1076","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"285","Sione Vaki","DET","rb","6","17","11.2","0","0","0","0","0","0","0","11.0233","45.9632","0.3377","4.086","3.3211","23.5708","0.114","0.1849","0.0853","0.0265","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"286","Riley Nowakowski","PIT","rb","9","17","11.1","0","0","0","0","0","0","0","3.931","16.9914","0.1247","7.6222","6.0635","41.8486","0.2518","0.1185","0.0595","0.024","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"287","Lan Larison","NE","rb","11","17","11","0","0","0","0","0","0","0","12.539","54.0357","0.4168","2.7024","2.2039","15.8163","0.0909","0.1933","0.0877","0.0227","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"288","Chimere Dike","TEN","wr","9","17","53","0","0","0","0","0","0","0","11.5991","68.2703","0.5709","31.2846","20.8753","214.3195","1.262","0.3819","0.1932","0.0764","1528.5741","0.5842","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"289","Raheim Sanders","CLV","rb","11","17","10.1","0","0","0","0","0","0","0","12.2056","50.071","0.3726","2.7215","2.1521","14.9033","0.0702","0.1883","0.0854","0.0184","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"290","Luke Schoonmaker","DAL","te","14","17","32","0","0","0","0","0","0","0","0","0","0","23.0961","17.1501","159.8689","1.2611","0.1849","0.102","0.0624","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"291","Bryce Lance","NO","wr","8","17","52.3","0","0","0","0","0","0","0","0","0","0","38.8674","25.1801","298.0278","1.6731","0.2714","0.1498","0.0896","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"292","Rasheen Ali","BLT","rb","13","17","9.8","0","0","0","0","0","0","0","4.4022","18.934","0.1329","5.0616","4.1418","29.3258","0.1789","0.1042","0.0508","0.0228","703.0934","0.1797","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"293","Cade Stover","HST","te","8","17","31.3","0","0","0","0","0","0","0","2.5954","15.0948","0.1342","22.1692","16.77","143.9927","1.0581","0.2159","0.1152","0.0573","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"294","Marquise Brown","PHI","wr","10","17","51.6","0","0","0","0","0","0","0","0","0","0","37.6309","23.8741","292.109","1.7495","0.2574","0.142","0.1168","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"295","Drew Sample","CIN","te","6","17","30.9","0","0","0","0","0","0","0","0","0","0","21.8792","18.2324","150.2555","1.1449","0.1965","0.1085","0.0586","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"296","Blake Whiteheart","CLV","te","11","17","30.7","0","0","0","0","0","0","0","0","0","0","23.4047","16.8535","154.7232","1.1522","0.1817","0.1003","0.054","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"297","Chris Bell","MIA","wr","6","17","51","0","0","0","0","0","0","0","0","0","0","36.7794","23.884","296.1907","1.593","0.2575","0.1421","0.0992","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"298","Josh Whyle","GB","te","11","17","30.4","0","0","0","0","0","0","0","0","0","0","22.277","16.3252","150.7537","1.2074","0.176","0.0971","0.0656","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"299","Mitchell Evans","CAR","te","5","17","30.2","0","0","0","0","0","0","0","0","0","0","22.6972","16.8458","150.4173","1.1359","0.1816","0.1002","0.0544","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"300","Sam Roush","CHI","te","10","17","30.2","0","0","0","0","0","0","0","0","0","0","22.59","16.2937","155.5819","1.1015","0.1756","0.0969","0.0589","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"301","Roschon Johnson","CHI","rb","10","17","8","0","0","0","0","0","0","0","11.3","46.5185","0.3791","1.1295","0.9096","6.0764","0.0277","0.1626","0.0726","0.0148","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"302","Malachi Fields","NYG","wr","8","17","50.3","0","0","0","0","0","0","0","0","0","0","37.5657","24.0058","284.0774","1.6613","0.2588","0.1428","0.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"303","Matthew Hibner","BLT","te","13","17","29.9","0","0","0","0","0","0","0","0","0","0","20.2463","15.1686","150.9725","1.2147","0.1635","0.0902","0.0689","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"304","Max Klare","LA","te","11","17","29.7","0","0","0","0","0","0","0","0","0","0","21.2149","15.3232","156.1289","1.0736","0.1652","0.0912","0.0606","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"305","British Brooks","HST","rb","8","17","7.7","0","0","0","0","0","0","0","7.7863","32.2231","0.2219","2.8422","2.2561","15.9234","0.0845","0.1296","0.0597","0.0151","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"306","Elijah Higgins","ARZ","te","14","17","29.6","0","0","0","0","0","0","0","0","0","0","22.6294","17.0597","152.9229","0.9821","0.1839","0.1015","0.0545","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"307","Ben Sinnott","WAS","te","7","17","29.4","0","0","0","0","0","0","0","0","0","0","21.3162","15.6483","147.5644","1.1404","0.1687","0.0931","0.0582","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"308","Marvin Mims Jr.","DEN","wr","10","17","49.7","0","0","0","0","0","0","0","10.9051","65.1039","0.3094","28.2831","19.4741","220.7193","1.2082","0.3574","0.1807","0.0827","920.7655","0.4168","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"309","Devin Neal","NO","rb","8","17","7.2","0","0","0","0","0","0","0","8.4332","34.8169","0.2139","2.2644","1.8922","12.4726","0.0508","0.1345","0.0614","0.0136","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"310","John Bates","WAS","te","7","17","29.1","0","0","0","0","0","0","0","0","0","0","21.3162","15.5656","145.084","1.1526","0.1678","0.0926","0.0582","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"311","Josh Oliver","MIN","te","6","17","29.1","0","0","0","0","0","0","0","0","0","0","20.5342","15.6922","138.5618","1.2535","0.1692","0.0934","0.0523","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"312","Nate Boerkircher","JAX","te","7","17","29.1","0","0","0","0","0","0","0","0","0","0","21.3074","15.4014","149.111","1.0917","0.166","0.0916","0.0572","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"313","Justin Joly","DEN","te","10","17","29","0","0","0","0","0","0","0","0","0","0","21.2123","15.3076","148.0748","1.1076","0.165","0.0911","0.0529","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"314","Mo Alie-Cox","IND","te","13","17","28.7","0","0","0","0","0","0","0","0","0","0","21.1753","15.148","146.7975","1.0809","0.1633","0.0901","0.0579","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"315","Marlin Klein","HST","te","8","17","28.7","0","0","0","0","0","0","0","0","0","0","21.0323","15.1637","149.9244","1.0403","0.1635","0.0902","0.0518","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"316","KaVontae Turpin","DAL","wr","14","17","49","0","0","0","0","0","0","0","14.4273","86.3812","0.2948","24.3117","16.5058","197.962","1.2302","0.373","0.184","0.0842","1488.5549","0.5642","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"317","Tanner Koziol","JAX","te","7","17","28.3","0","0","0","0","0","0","0","0","0","0","20.7155","14.9736","144.969","1.0614","0.1614","0.0891","0.0556","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"318","Eli Raridon","NE","te","11","17","28.3","0","0","0","0","0","0","0","0","0","0","19.4573","14.6257","144.8912","1.0898","0.1577","0.087","0.0558","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"319","Tip Reiman","ARZ","te","14","17","28.1","0","0","0","0","0","0","0","0","0","0","22.0339","15.9595","141.9837","1.0083","0.172","0.0949","0.0531","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"320","Adam Trautman","DEN","te","10","17","27.8","0","0","0","0","0","0","0","0","0","0","20.6231","14.9253","138.9059","1.079","0.1609","0.0888","0.0514","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"321","Jeremy Ruckert","NYJ","te","13","17","27.6","0","0","0","0","0","0","0","0","0","0","20.412","15.746","136.648","1.0312","0.1697","0.0937","0.0461","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"322","DeeJay Dallas","JAX","rb","7","17","5.6","0","0","0","0","0","0","0","2.0316","8.493","0.0602","2.9594","2.3712","16.1428","0.0914","0.053","0.0262","0.0105","703.0944","0.1797","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"323","Adam Prentice","DEN","rb","10","17","5.5","0","0","0","0","0","0","0","9.2274","38.1361","0.288","0","0","0","0","0.1248","0.0549","0.0104","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"324","Tanner Hudson","CIN","te","6","17","27.4","0","0","0","0","0","0","0","0","0","0","19.3052","14.8089","135.5483","1.0929","0.1596","0.0881","0.0517","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"325","Ronnie Rivers","LA","rb","11","17","5.3","0","0","0","0","0","0","0","4.27","17.9746","0.1225","1.8184","1.4842","10.3784","0.048","0.0737","0.0342","0.0107","507.7715","0.1298","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"326","Ben Sims","MIA","te","6","17","27","0","0","0","0","0","0","0","0","0","0","19.6157","14.3995","139.0179","0.997","0.1552","0.0857","0.0529","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
